ps_id,role_or_occupation_ref,ref_kind,temperament_weights,values_weights,motives,fears,risk_traits,fears_motives_note,initial_mood_rules,derivation_rule,source_refs,confidence
ps_role_nov_role_journeyman,nov_role_journeyman,role,"{""calm"": 1, ""sociable"": 1, ""wary"": 2}","{""custom"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_journeyman,C
ps_role_nov_role_apprentice,nov_role_apprentice,role,"{""calm"": 1, ""sociable"": 1, ""wary"": 2}","{""custom"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_apprentice,C
ps_role_nov_role_householder,nov_role_householder,role,"{""calm"": 1, ""sociable"": 1}","{""custom"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_householder,C
ps_role_nov_role_household_mistress,nov_role_household_mistress,role,"{""calm"": 1, ""sociable"": 1}","{""custom"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_household_mistress,C
ps_role_nov_role_servant,nov_role_servant,role,"{""calm"": 1, ""timid"": 1, ""wary"": 2}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_servant,C
ps_role_nov_role_hired_worker,nov_role_hired_worker,role,"{""calm"": 1, ""timid"": 1, ""wary"": 1}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_hired_worker,C
ps_role_nov_role_port_worker,nov_role_port_worker,role,"{""calm"": 1, ""withdrawn"": 1, ""wary"": 1}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_port_worker,C
ps_role_nov_role_smerd_householder,nov_role_smerd_householder,role,"{""calm"": 2, ""wary"": 1}","{""kin_loyalty"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_smerd_householder,C
ps_role_nov_role_dependent_peasant,nov_role_dependent_peasant,role,"{""calm"": 2, ""timid"": 1, ""wary"": 1}","{""kin_loyalty"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_dependent_peasant,C
ps_role_nov_role_ploughman,nov_role_ploughman,role,"{""calm"": 2, ""wary"": 1}","{""kin_loyalty"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_ploughman,C
ps_role_nov_role_pastoral_worker,nov_role_pastoral_worker,role,"{""calm"": 2, ""wary"": 1}","{""kin_loyalty"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_pastoral_worker,C
ps_role_nov_role_fisher,nov_role_fisher,role,"{""calm"": 1, ""withdrawn"": 1, ""wary"": 1}","{""custom"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_fisher,C
ps_role_nov_role_hunter,nov_role_hunter,role,"{""calm"": 1, ""withdrawn"": 1, ""wary"": 1}","{""custom"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_hunter,C
ps_role_nov_role_bortnik,nov_role_bortnik,role,"{""calm"": 1, ""withdrawn"": 1, ""wary"": 1}","{""custom"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_bortnik,C
ps_role_nov_role_forest_promyslovik,nov_role_forest_promyslovik,role,"{""calm"": 1, ""withdrawn"": 1, ""wary"": 1}","{""custom"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_forest_promyslovik,C
ps_role_nov_role_senokos_worker,nov_role_senokos_worker,role,"{""calm"": 2, ""wary"": 1}","{""kin_loyalty"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_senokos_worker,C
ps_role_nov_role_miller,nov_role_miller,role,"{""calm"": 2}","{""kin_loyalty"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_miller,C
ps_role_nov_role_monastery_worker,nov_role_monastery_worker,role,"{""calm"": 2, ""wary"": 2}","{""piety"": 2}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_monastery_worker,C
ps_role_nov_role_widow_householder,nov_role_widow_householder,role,"{""calm"": 2, ""wary"": 1}","{""kin_loyalty"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_widow_householder,C
ps_role_nov_role_youth_helper,nov_role_youth_helper,role,"{""calm"": 2, ""wary"": 2}","{""kin_loyalty"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_youth_helper,C
ps_role_nov_role_old_household_member,nov_role_old_household_member,role,"{""calm"": 2, ""wary"": 2}","{""kin_loyalty"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_old_household_member,C
ps_role_nov_role_archbishop,nov_role_archbishop,role,"{""calm"": 2, ""assertive"": 1}","{""piety"": 2}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_archbishop,C
ps_role_nov_role_igumen,nov_role_igumen,role,"{""calm"": 2, ""assertive"": 1}","{""piety"": 2}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_igumen,C
ps_role_nov_role_priest,nov_role_priest,role,"{""calm"": 2}","{""piety"": 2}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_priest,C
ps_role_nov_role_deacon,nov_role_deacon,role,"{""calm"": 2}","{""piety"": 2}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_deacon,C
ps_role_nov_role_monk,nov_role_monk,role,"{""calm"": 2, ""wary"": 1}","{""piety"": 2}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_monk,C
ps_role_nov_role_novice,nov_role_novice,role,"{""calm"": 2, ""wary"": 2}","{""piety"": 2}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_novice,C
ps_role_nov_role_ponomar,nov_role_ponomar,role,"{""calm"": 2, ""wary"": 1}","{""piety"": 2}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_ponomar,C
ps_role_nov_role_church_guard,nov_role_church_guard,role,"{""calm"": 2, ""wary"": 1}","{""piety"": 2}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_church_guard,C
ps_role_nov_role_church_scribe,nov_role_church_scribe,role,"{""calm"": 2}","{""piety"": 2}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_church_scribe,C
ps_role_nov_role_pilgrim,nov_role_pilgrim,role,"{""calm"": 2, ""wary"": 1}","{""piety"": 2}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_pilgrim,C
ps_role_nov_role_guide,nov_role_guide,role,"{""calm"": 1, ""withdrawn"": 1, ""wary"": 1}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_guide,C
ps_role_nov_role_ferryman,nov_role_ferryman,role,"{""calm"": 1, ""withdrawn"": 1, ""wary"": 1}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_ferryman,C
ps_role_nov_role_boatman,nov_role_boatman,role,"{""calm"": 1, ""withdrawn"": 1, ""wary"": 1}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_boatman,C
ps_role_nov_role_helmsman,nov_role_helmsman,role,"{""calm"": 1, ""withdrawn"": 1}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_helmsman,C
ps_role_nov_role_cart_driver,nov_role_cart_driver,role,"{""calm"": 1, ""withdrawn"": 1, ""wary"": 1}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_cart_driver,C
ps_role_nov_role_winter_road_man,nov_role_winter_road_man,role,"{""calm"": 1, ""withdrawn"": 1, ""wary"": 1}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_winter_road_man,C
ps_role_nov_role_portage_worker,nov_role_portage_worker,role,"{""calm"": 1, ""withdrawn"": 1, ""wary"": 1}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_portage_worker,C
ps_role_nov_role_merchant_companion,nov_role_merchant_companion,role,"{""calm"": 1, ""withdrawn"": 1, ""wary"": 1}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_merchant_companion,C
ps_role_nov_role_druzhina_companion,nov_role_druzhina_companion,role,"{""calm"": 1, ""withdrawn"": 1}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_druzhina_companion,C
ps_role_nov_role_kholop,nov_role_kholop,role,"{""calm"": 1, ""timid"": 4}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_kholop,C
ps_role_nov_role_debtor,nov_role_debtor,role,"{""calm"": 1, ""timid"": 1, ""wary"": 2}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_debtor,C
ps_role_nov_role_runaway,nov_role_runaway,role,"{""calm"": 1, ""timid"": 3, ""wary"": 1}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_runaway,C
ps_role_nov_role_orphan,nov_role_orphan,role,"{""calm"": 1, ""timid"": 1, ""wary"": 2}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_orphan,C
ps_role_nov_role_outsider,nov_role_outsider,role,"{""calm"": 1, ""timid"": 1, ""wary"": 2}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_outsider,C
ps_role_nov_role_izgoi,nov_role_izgoi,role,"{""calm"": 1, ""timid"": 3, ""wary"": 1}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_izgoi,C
ps_role_nov_role_captive,nov_role_captive,role,"{""calm"": 1, ""timid"": 4}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_captive,C
ps_role_nov_role_beggar,nov_role_beggar,role,"{""calm"": 1, ""timid"": 3}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_beggar,C
ps_role_nov_role_sick_disabled,nov_role_sick_disabled,role,"{""calm"": 1, ""timid"": 1, ""wary"": 2}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_sick_disabled,C
