sc_id,role,item_ref,resolves_to,name_ru,category,historical_confidence,generation_policy,frequency_class,weight,status
sc_scn040,required,ARC0015,matcult_item,Дворовые ворота в частоколе,architecture,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn040,required,ARC0001,matcult_item,Конюшня городской/усадебной постройки,architecture,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn040,allowed,MSC0018,matcult_item,Бочка пустая на боку,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn040,allowed,MSC0035,matcult_item,Щепа плотницкого двора,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn040,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn040,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn040,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn041,required,STR0001,matcult_item,Великий мост XII–XIII века: деревянная мостовая трасса,streets_and_infrastructure,B,reference_required,ubiquitous,8,candidate
sc_scn041,required,STR0003,matcult_item,Грязевая канава у мостовой,streets_and_infrastructure,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn041,allowed,WTR0038,matcult_item,Рыбацкая лодка с парой вёсел,water_transport,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn041,allowed,WTR0001,matcult_item,Каменный якорь/груз с отверстием,water_transport,B,safe_with_constraints,contextual,2,candidate
sc_scn041,allowed,TRD0012,matcult_item,Свинец в слитках/листах,trade,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn041,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn041,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn041,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn042,required,FOR0002,matcult_item,Деревянный переход через оборонительный ров,fortifications,C,reference_required,ubiquitous,8,candidate
sc_scn042,required,FOR0001,matcult_item,Ров раннего Детинца — неопределенное состояние к 1230,fortifications,C,reference_required,ubiquitous,8,candidate
sc_scn042,required,FOR0003,matcult_item,Деревянные ворота Детинца — осторожная реконструкция,fortifications,C,reference_required,ubiquitous,8,candidate
sc_scn042,allowed,MIL0001,matcult_item,Связка запасных стрел,military_equipment,B,safe_with_constraints,contextual,2,candidate
sc_scn042,allowed,MIL0002,matcult_item,Запасная тетива,military_equipment,B,safe_with_constraints,contextual,2,candidate
sc_scn042,allowed,CON0012,matcult_item,Подкладное бревно/лежень,construction,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn042,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn042,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn042,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn042,forbidden,AP004,anti_pattern,Кирпичный Кремль,,,,,,candidate
sc_scn042,forbidden,AP005,anti_pattern,Поздние кремлёвские башни,,,,,,candidate
sc_scn042,forbidden,AP006,anti_pattern,Фэнтезийная крепость,,,,,,candidate
sc_scn043,required,FOR0002,matcult_item,Деревянный переход через оборонительный ров,fortifications,C,reference_required,ubiquitous,8,candidate
sc_scn043,required,FOR0001,matcult_item,Ров раннего Детинца — неопределенное состояние к 1230,fortifications,C,reference_required,ubiquitous,8,candidate
sc_scn043,allowed,MIL0001,matcult_item,Связка запасных стрел,military_equipment,B,safe_with_constraints,contextual,2,candidate
sc_scn043,allowed,STR0001,matcult_item,Великий мост XII–XIII века: деревянная мостовая трасса,streets_and_infrastructure,B,reference_required,contextual,2,candidate
sc_scn043,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn043,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn043,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn043,forbidden,AP004,anti_pattern,Кирпичный Кремль,,,,,,candidate
sc_scn043,forbidden,AP005,anti_pattern,Поздние кремлёвские башни,,,,,,candidate
sc_scn043,forbidden,AP006,anti_pattern,Фэнтезийная крепость,,,,,,candidate
sc_scn044,required,CON0012,matcult_item,Подкладное бревно/лежень,construction,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn044,required,CON0047,matcult_item,Железная скоба строительная,construction,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn044,required,CON0044,matcult_item,Приставная строительная лестница,construction,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn044,required,CRF0020,matcult_item,Плотницкий топор узколезвийный,crafts,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn044,required,CRF0102,matcult_item,Тесло,crafts,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn044,allowed,LTR0007,matcult_item,Волокуша из двух жердей,land_transport,B,safe_with_constraints,contextual,2,candidate
sc_scn044,allowed,MSC0035,matcult_item,Щепа плотницкого двора,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn044,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn044,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn044,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn044,forbidden,AP004,anti_pattern,Кирпичный Кремль,,,,,,candidate
sc_scn044,forbidden,AP005,anti_pattern,Поздние кремлёвские башни,,,,,,candidate
sc_scn044,forbidden,AP006,anti_pattern,Фэнтезийная крепость,,,,,,candidate
sc_scn045,required,MIL0007,matcult_item,Походный котёл с дужкой,military_equipment,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn045,required,MIL0017,matcult_item,Кожаные ножны боевого/хозяйственного ножа,military_equipment,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn045,required,MIL0027,matcult_item,Колчан для стрел,military_equipment,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn045,required,MIL0008,matcult_item,Лагерная верёвка,military_equipment,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn045,required,WPN0049,matcult_item,Копьё с ромбическим пером,weapons,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn045,required,WPN0029,matcult_item,Прямая мечовая крестовина,weapons,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn045,required,WPN0006,matcult_item,Топор боевой бородовидный,weapons,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn045,allowed,LTR0017,matcult_item,Двухколёсная грузовая телега,land_transport,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn045,allowed,LIV0030,matcult_item,Обозная лошадь,livestock,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn045,allowed,LIV0001,matcult_item,Кошка домашняя,livestock,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn045,allowed,MSC0046,matcult_item,Колотые дрова,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn045,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn045,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn045,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn045,forbidden,AP017,anti_pattern,Фэнтезийный меч,,,,,,candidate
sc_scn045,forbidden,AP018,anti_pattern,Двуручный меч позднего времени,,,,,,candidate
sc_scn045,forbidden,AP022,anti_pattern,Латы XIV–XV века,,,,,,candidate
sc_scn045,forbidden,AP023,anti_pattern,Поздний бацинет/салад,,,,,,candidate
sc_scn046,required,WPN0029,matcult_item,Прямая мечовая крестовина,weapons,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn046,required,WPN0049,matcult_item,Копьё с ромбическим пером,weapons,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn046,required,ARM0019,matcult_item,Кольчужная бармица,armor,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn046,required,HLM0007,matcult_item,Сфероконический шлем из железа,helmets,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn046,required,SHD0002,matcult_item,Умбон железный,shields,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn046,allowed,MIL0017,matcult_item,Кожаные ножны боевого/хозяйственного ножа,military_equipment,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn046,allowed,MIL0021,matcult_item,Поясная воинская сумка,military_equipment,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn046,allowed,MIL0001,matcult_item,Связка запасных стрел,military_equipment,B,safe_with_constraints,contextual,2,candidate
sc_scn046,allowed,HRS0034,matcult_item,Шпора с шипом,horse_equipment,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn046,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn046,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn046,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn046,forbidden,AP017,anti_pattern,Фэнтезийный меч,,,,,,candidate
sc_scn046,forbidden,AP018,anti_pattern,Двуручный меч позднего времени,,,,,,candidate
sc_scn046,forbidden,AP022,anti_pattern,Латы XIV–XV века,,,,,,candidate
sc_scn046,forbidden,AP023,anti_pattern,Поздний бацинет/салад,,,,,,candidate
sc_scn047,required,WPN0049,matcult_item,Копьё с ромбическим пером,weapons,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn047,required,WPN0006,matcult_item,Топор боевой бородовидный,weapons,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn047,required,SHD0002,matcult_item,Умбон железный,shields,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn047,allowed,HLM0001,matcult_item,Шлем с креплением бармицы,helmets,B,safe_with_constraints,contextual,2,candidate
sc_scn047,allowed,ARM0001,matcult_item,Кожаная защита предплечья лучника,armor,C,reference_required,contextual,2,candidate
sc_scn047,allowed,MIL0011,matcult_item,Точильный брусок воина,military_equipment,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn047,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn047,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn047,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn047,forbidden,AP017,anti_pattern,Фэнтезийный меч,,,,,,candidate
sc_scn047,forbidden,AP018,anti_pattern,Двуручный меч позднего времени,,,,,,candidate
sc_scn047,forbidden,AP022,anti_pattern,Латы XIV–XV века,,,,,,candidate
sc_scn047,forbidden,AP023,anti_pattern,Поздний бацинет/салад,,,,,,candidate
sc_scn048,required,LIV0001,matcult_item,Кошка домашняя,livestock,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn048,required,HRS0034,matcult_item,Шпора с шипом,horse_equipment,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn048,required,HRS0035,matcult_item,Кожаная узда,horse_equipment,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn048,required,HRS0001,matcult_item,Удила с псалиями,horse_equipment,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn048,required,HRS0002,matcult_item,Деревянный валёк,horse_equipment,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn048,required,WPN0049,matcult_item,Копьё с ромбическим пером,weapons,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn048,allowed,ARM0019,matcult_item,Кольчужная бармица,armor,B,safe_with_constraints,contextual,2,candidate
sc_scn048,allowed,HLM0017,matcult_item,Наносник шлема,helmets,B,safe_with_constraints,contextual,2,candidate
sc_scn048,allowed,SHD0002,matcult_item,Умбон железный,shields,B,safe_with_constraints,contextual,2,candidate
sc_scn048,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn048,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn048,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn048,forbidden,AP017,anti_pattern,Фэнтезийный меч,,,,,,candidate
sc_scn048,forbidden,AP018,anti_pattern,Двуручный меч позднего времени,,,,,,candidate
sc_scn048,forbidden,AP022,anti_pattern,Латы XIV–XV века,,,,,,candidate
sc_scn048,forbidden,AP023,anti_pattern,Поздний бацинет/салад,,,,,,candidate
sc_scn049,required,FUR0002,matcult_item,Длинная лавка на ножках,furniture,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn049,required,FUR0008,matcult_item,Низкий рабочий столик,furniture,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn049,required,FUR0006,matcult_item,Ларь крупный,furniture,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn049,required,REL0008,matcult_item,Нательный крест,religious_items,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn049,required,REL0001,matcult_item,Деревянная икона,religious_items,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn049,required,WRT0022,matcult_item,Книжная застёжка,writing,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn049,allowed,HOU0011,matcult_item,Кремень и трут,household_items,B,safe_with_constraints,contextual,2,candidate
sc_scn049,allowed,HOU0001,matcult_item,Деревянное ведро с обручами,household_items,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn049,allowed,POT0019,matcult_item,Керамический горшок малый,pottery_and_vessels,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn049,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn049,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn049,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn050,required,ARC0001,matcult_item,Конюшня городской/усадебной постройки,architecture,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn050,required,REL0018,matcult_item,Лампада подвесная,religious_items,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn050,required,REL0001,matcult_item,Деревянная икона,religious_items,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn050,allowed,REL0015,matcult_item,Подсвечник церковный,religious_items,B,safe_with_constraints,contextual,2,candidate
sc_scn050,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn050,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn050,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn051,required,ARC0005,matcult_item,Софийский собор в облике около 1230 года,architecture,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn051,required,REL0004,matcult_item,Церковная книга на аналое,religious_items,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn051,required,REL0018,matcult_item,Лампада подвесная,religious_items,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn051,allowed,REL0013,matcult_item,Кадило,religious_items,B,safe_with_constraints,contextual,2,candidate
sc_scn051,allowed,REL0015,matcult_item,Подсвечник церковный,religious_items,B,safe_with_constraints,contextual,2,candidate
sc_scn051,allowed,REL0001,matcult_item,Деревянная икона,religious_items,B,safe_with_constraints,contextual,2,candidate
sc_scn051,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn051,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn051,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn052,required,ARC0001,matcult_item,Конюшня городской/усадебной постройки,architecture,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn052,required,REL0001,matcult_item,Деревянная икона,religious_items,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn052,required,REL0002,matcult_item,Малый церковный колокол,religious_items,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn052,allowed,REL0018,matcult_item,Лампада подвесная,religious_items,B,safe_with_constraints,contextual,2,candidate
sc_scn052,allowed,REL0015,matcult_item,Подсвечник церковный,religious_items,B,safe_with_constraints,contextual,2,candidate
sc_scn052,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn052,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn052,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn053,required,CON0041,matcult_item,Плинфа,construction,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn053,required,CON0036,matcult_item,Известковый раствор с наполнителем,construction,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn053,required,CON0024,matcult_item,Жердь строительная,construction,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn053,required,CON0044,matcult_item,Приставная строительная лестница,construction,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn053,required,CRF0001,matcult_item,Тесло втульчатое,crafts,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn053,required,CRF0002,matcult_item,Наковальня-колода,crafts,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn053,allowed,LTR0017,matcult_item,Двухколёсная грузовая телега,land_transport,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn053,allowed,MSC0010,matcult_item,Песок строительный,miscellaneous,B,safe_with_constraints,contextual,2,candidate
sc_scn053,allowed,MSC0007,matcult_item,Глина в яме/куче,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn053,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn053,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn053,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn054,required,WRT0028,matcult_item,Костяное писало,writing,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn054,required,WRT0001,matcult_item,Пакет/связка документов в сундуке,writing,C,reference_required,ubiquitous,8,candidate
sc_scn054,allowed,FUR0008,matcult_item,Низкий рабочий столик,furniture,B,safe_with_constraints,contextual,2,candidate
sc_scn054,allowed,FUR0002,matcult_item,Длинная лавка на ножках,furniture,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn054,allowed,TRD0054,matcult_item,Вислая свинцовая печать,trade,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn054,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn054,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn054,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn055,required,TRD0037,matcult_item,Малые равноплечие весы купца,trade,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn055,required,TRD0001,matcult_item,Купеческая печать-матрица — редкая,trade,C,reference_required,ubiquitous,8,candidate
sc_scn055,required,WRT0028,matcult_item,Костяное писало,writing,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn055,required,WRT0001,matcult_item,Пакет/связка документов в сундуке,writing,C,reference_required,ubiquitous,8,candidate
sc_scn055,required,TRD0019,matcult_item,Деревянная мера объёма,trade,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn055,allowed,TRD0028,matcult_item,Свинцовая товарная пломба,trade,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn055,allowed,TRD0046,matcult_item,Серебряная гривна как слиток,trade,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn055,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn055,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn055,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn056,required,MUS0016,matcult_item,Деревянный волчок,music_and_games,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn056,required,MUS0019,matcult_item,Кожаный мяч с набивкой,music_and_games,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn056,required,MUS0017,matcult_item,Деревянный конь-игрушка,music_and_games,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn056,allowed,MUS0012,matcult_item,Астрагал для игры,music_and_games,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn056,allowed,MUS0001,matcult_item,Шахматная ладья,music_and_games,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn056,allowed,MSC0035,matcult_item,Щепа плотницкого двора,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn056,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn056,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn056,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn057,required,MUS0033,matcult_item,Крыловидные гусли,music_and_games,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn057,required,MUS0030,matcult_item,Свирель деревянная,music_and_games,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn057,allowed,MUS0032,matcult_item,Варган,music_and_games,B,safe_with_constraints,contextual,2,candidate
sc_scn057,allowed,MUS0029,matcult_item,Новгородская волынка XII–XIII века,music_and_games,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn057,allowed,MUS0001,matcult_item,Шахматная ладья,music_and_games,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn057,allowed,FUR0002,matcult_item,Длинная лавка на ножках,furniture,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn057,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn057,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn057,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn058,required,POT0019,matcult_item,Керамический горшок малый,pottery_and_vessels,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn058,required,POT0001,matcult_item,Деревянная крышка сосуда,pottery_and_vessels,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn058,required,POT0002,matcult_item,Деревянная ложка,pottery_and_vessels,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn058,required,FOD0051,matcult_item,Зерно ржи,food,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn058,required,FOD0037,matcult_item,Соль крупная,food,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn058,allowed,FUR0007,matcult_item,Настенная открытая полка,furniture,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn058,allowed,FUR0006,matcult_item,Ларь крупный,furniture,B,safe_with_constraints,contextual,2,candidate
sc_scn058,allowed,HOU0016,matcult_item,Плетёная корзина,household_items,B,safe_with_constraints,contextual,2,candidate
sc_scn058,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn058,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn058,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn059,required,FUR0026,matcult_item,Сундук дощатый с плоской крышкой,furniture,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn059,required,FUR0006,matcult_item,Ларь крупный,furniture,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn059,required,FUR0007,matcult_item,Настенная открытая полка,furniture,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn059,required,POT0020,matcult_item,Керамический кувшин,pottery_and_vessels,C,reference_required,ubiquitous,8,candidate
sc_scn059,required,POT0001,matcult_item,Деревянная крышка сосуда,pottery_and_vessels,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn059,required,POT0002,matcult_item,Деревянная ложка,pottery_and_vessels,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn059,allowed,TRD0050,matcult_item,Редкая импортная поливная чаша,trade,B,safe_with_constraints,contextual,2,candidate
sc_scn059,allowed,TRD0053,matcult_item,Тюк шерстяной ткани,trade,B,safe_with_constraints,contextual,2,candidate
sc_scn059,allowed,FOD0025,matcult_item,Жидкий мёд,food,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn059,allowed,FOD0039,matcult_item,Лён-семя,food,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn059,allowed,FOD0051,matcult_item,Зерно ржи,food,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn059,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn059,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn059,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn060,required,TRD0017,matcult_item,Деревянный прилавок на козлах,trade,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn060,required,TRD0019,matcult_item,Деревянная мера объёма,trade,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn060,required,FOD0051,matcult_item,Зерно ржи,food,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn060,required,FOD0050,matcult_item,Зерно овса,food,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn060,allowed,LTR0028,matcult_item,Поперечина саней,land_transport,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn060,allowed,FRN0001,matcult_item,Балтийский бронзовый подвес/фурнитура как контактный предмет,foreign_material_culture,B,safe_with_constraints,contextual,2,candidate
sc_scn060,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn060,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn060,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn061,required,STR0011,matcult_item,Небольшие деревянные мостки/причал,streets_and_infrastructure,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn061,required,STR0001,matcult_item,Великий мост XII–XIII века: деревянная мостовая трасса,streets_and_infrastructure,B,reference_required,ubiquitous,8,candidate
sc_scn061,required,WTR0038,matcult_item,Рыбацкая лодка с парой вёсел,water_transport,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn061,required,MSC0022,matcult_item,Грязь с щепой на мостовой,miscellaneous,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn061,required,MSC0016,matcult_item,Выброшенный плавник,miscellaneous,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn061,allowed,TRD0047,matcult_item,Бочка мёда,trade,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn061,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn061,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn061,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn061,forbidden,AP036,anti_pattern,Корабль Великих географических открытий,,,,,,candidate
sc_scn061,forbidden,AP037,anti_pattern,Драккар эпохи викингов как универсальная ладья,,,,,,candidate
sc_scn061,forbidden,AP038,anti_pattern,Большой когг в каждом новгородском причале,,,,,,candidate
sc_scn062,required,STR0007,matcult_item,Деревянная уличная мостовая,streets_and_infrastructure,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn062,required,STR0008,matcult_item,Поперечная плаха мостовой,streets_and_infrastructure,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn062,required,CON0012,matcult_item,Подкладное бревно/лежень,construction,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn062,required,CON0035,matcult_item,Тёсаная доска,construction,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn062,required,CRF0020,matcult_item,Плотницкий топор узколезвийный,crafts,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn062,required,CRF0102,matcult_item,Тесло,crafts,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn062,allowed,MSC0035,matcult_item,Щепа плотницкого двора,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn062,allowed,MSC0004,matcult_item,Сгнившая доска настила,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
