item_id,exists,name_ru,category,historical_confidence,generation_policy,dimensions,source_ids
MSC0031,1,Снежный вал у зимней мостовой,miscellaneous,B,safe_with_constraints,по улице/двору,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0035,1,Щепа плотницкого двора,miscellaneous,A,safe_with_record_specific_reference,рассыпной слой,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0036,1,Куча древесного угля,miscellaneous,A,safe_with_record_specific_reference,куча/мешок,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0038,1,"Сеть, развешенная для сушки и ремонта",miscellaneous,A,safe_with_record_specific_reference,несколько метров,SRC025 | SRC001 | SRC003 | SRC005 | SRC067 | SRC089
MSC0039,1,Рыбья чешуя и кости,miscellaneous,A,safe_with_record_specific_reference,мелкий локальный слой,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0040,1,Навоз в конюшне/хлеву,miscellaneous,A,safe_with_record_specific_reference,локальные пятна/куча,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0041,1,Смешанный дворовый мусор,miscellaneous,A,safe_with_record_specific_reference,локальная яма/слой,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0042,1,Пустые мешки,miscellaneous,A,safe_with_record_specific_reference,разные,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0043,1,Связка жердей,miscellaneous,A,safe_with_record_specific_reference,1–5 м,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0046,1,Колотые дрова,miscellaneous,A,safe_with_record_specific_reference,30–100 см по назначению,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0047,1,Уличная грязь между настилами,miscellaneous,A,safe_with_record_specific_reference,локальные зоны,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MUS0001,1,Шахматная ладья,music_and_games,A,safe_with_record_specific_reference,несколько сантиметров,SRC058 | SRC059 | SRC060 | SRC005
MUS0012,1,Астрагал для игры,music_and_games,A,safe_with_record_specific_reference,несколько сантиметров,SRC058 | SRC059 | SRC060 | SRC005 | SRC008
MUS0016,1,Деревянный волчок,music_and_games,A,safe_with_record_specific_reference,5–15 см,SRC058 | SRC059 | SRC060 | SRC005 | SRC006
MUS0017,1,Деревянный конь-игрушка,music_and_games,A,safe_with_record_specific_reference,ладонный,SRC058 | SRC059 | SRC060 | SRC005 | SRC006
MUS0019,1,Кожаный мяч с набивкой,music_and_games,A,safe_with_record_specific_reference,с кулак или больше,SRC061 | SRC084 | SRC058 | SRC059 | SRC060 | SRC005
MUS0029,1,Новгородская волынка XII–XIII века,music_and_games,A,safe_with_record_specific_reference,ручной инструмент,SRC060 | SRC058 | SRC059 | SRC005
MUS0030,1,Свирель деревянная,music_and_games,A,safe_with_record_specific_reference,15–60 см,SRC058 | SRC059 | SRC060 | SRC005
MUS0032,1,Варган,music_and_games,B,safe_with_constraints,5–15 см,SRC058 | SRC059 | SRC060 | SRC005
MUS0033,1,Крыловидные гусли,music_and_games,A,safe_with_record_specific_reference,примерно 40–90 см,SRC058 | SRC059 | SRC060 | SRC005
POT0001,1,Деревянная крышка сосуда,pottery_and_vessels,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC024 | SRC005 | SRC008 | SRC080 | SRC001
POT0002,1,Деревянная ложка,pottery_and_vessels,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC024 | SRC005 | SRC008 | SRC080 | SRC001
POT0003,1,Деревянная ложка длинноручная,pottery_and_vessels,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC024 | SRC005 | SRC008 | SRC080 | SRC001
POT0014,1,Керамическая крышка,pottery_and_vessels,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC024 | SRC080 | SRC005 | SRC008 | SRC066
POT0015,1,Керамическая миска,pottery_and_vessels,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC024 | SRC080 | SRC005 | SRC008 | SRC066
POT0016,1,Керамическая солонка,pottery_and_vessels,C,reference_required,по конкретной находке/плану; универсальный размер не задаётся,SRC024 | SRC080 | SRC005 | SRC008 | SRC066
POT0018,1,Керамический горшок крупный,pottery_and_vessels,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC024 | SRC080 | SRC005 | SRC008 | SRC066
POT0019,1,Керамический горшок малый,pottery_and_vessels,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC024 | SRC080 | SRC005 | SRC008 | SRC066
POT0020,1,Керамический кувшин,pottery_and_vessels,C,reference_required,по конкретной находке/плану; универсальный размер не задаётся,SRC024 | SRC080 | SRC005 | SRC008 | SRC066
POT0021,1,Керамический кухонный горшок,pottery_and_vessels,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC024 | SRC080 | SRC005 | SRC008 | SRC066
POT0023,1,Керамический сосуд для хранения жира/масла,pottery_and_vessels,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC024 | SRC080 | SRC005 | SRC008 | SRC066
POT0025,1,Клепочный деревянный сосуд,pottery_and_vessels,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC024 | SRC005 | SRC008 | SRC080 | SRC001
REL0001,1,Деревянная икона,religious_items,B,safe_with_constraints,от малой домашней до храмовой,SRC017 | SRC018 | SRC019 | SRC020 | SRC062
REL0002,1,Малый церковный колокол,religious_items,B,safe_with_constraints,от ручного до небольшого подвесного,SRC017 | SRC018 | SRC019 | SRC020 | SRC062
REL0004,1,Церковная книга на аналое,religious_items,B,safe_with_constraints,книга 20–50 см; аналой по росту,SRC017 | SRC018 | SRC019 | SRC020 | SRC062 | SRC026
REL0008,1,Нательный крест,religious_items,A,safe_with_record_specific_reference,2–8 см,SRC017 | SRC018 | SRC019 | SRC020 | SRC062
REL0013,1,Кадило,religious_items,B,safe_with_constraints,ручной подвесной предмет,SRC017 | SRC018 | SRC019 | SRC020 | SRC062
REL0015,1,Подсвечник церковный,religious_items,B,safe_with_constraints,настольный/напольный,SRC017 | SRC018 | SRC019 | SRC020 | SRC062
REL0018,1,Лампада подвесная,religious_items,B,safe_with_constraints,10–30 см,SRC017 | SRC018 | SRC019 | SRC020 | SRC062
SHD0002,1,Умбон железный,shields,B,safe_with_constraints,"диаметр по находке, обычно несколько десятков сантиметров или меньше",SRC036 | SRC037 | SRC008
STR0001,1,Великий мост XII–XIII века: деревянная мостовая трасса,streets_and_infrastructure,B,reference_required,"общая переправа через Волхов; опубликованная оценка пролётов не менее 17 м относится к мосту X века, а не к состоянию 1230 года",SRC013 | SRC031 | SRC003
STR0002,1,Ряжевая опора Великого моста X века — сравнительный референс,streets_and_infrastructure,D,research_only,"исследованная ранняя опора: основная часть около 6,5 × 6,5 м и выступающий угол; не применять к 1230 без отдельного доказательства",SRC013
STR0003,1,Грязевая канава у мостовой,streets_and_infrastructure,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC003 | SRC013 | SRC083 | SRC089
STR0004,1,Деревянный водоотвод/дренаж улицы,streets_and_infrastructure,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC003 | SRC013 | SRC083 | SRC089
STR0005,1,Узкий усадебный переулок/проход,streets_and_infrastructure,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC003 | SRC013 | SRC083 | SRC089
STR0006,1,Пространство Торга у Ярославова дворища,streets_and_infrastructure,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC090 | SRC001 | SRC003 | SRC013 | SRC083 | SRC089
STR0007,1,Деревянная уличная мостовая,streets_and_infrastructure,A,safe_with_record_specific_reference,"ширина зависит от улицы; ранние грунтовые дороги около 5–6 м, деревянные настилы по конкретным раскопам",SRC001 | SRC003 | SRC013 | SRC083 | SRC089
STR0008,1,Поперечная плаха мостовой,streets_and_infrastructure,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC003 | SRC013 | SRC083 | SRC089
STR0009,1,Продольная лага уличной мостовой,streets_and_infrastructure,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC003 | SRC013 | SRC083 | SRC089
STR0010,1,Деревянный сход к Волхову,streets_and_infrastructure,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC003 | SRC013 | SRC083 | SRC089 | SRC011
STR0011,1,Небольшие деревянные мостки/причал,streets_and_infrastructure,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC003 | SRC013 | SRC083 | SRC089 | SRC011
STR0012,1,Сходня между берегом и судном,streets_and_infrastructure,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC003 | SRC013 | SRC083 | SRC089
STR0013,1,Дворовый деревянный настил,streets_and_infrastructure,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC003 | SRC013 | SRC083 | SRC089
TRD0001,1,Купеческая печать-матрица — редкая,trade,C,reference_required,несколько сантиметров,SRC053 | SRC087 | SRC009 | SRC027 | SRC028 | SRC049
TRD0003,1,Восковый круг/слиток,trade,A,safe_with_record_specific_reference,от небольшого куска до тяжёлой партии,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0004,1,Мешок соли,trade,B,safe_with_constraints,по грузу,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0005,1,Солёная рыба в бочке,trade,A,safe_with_record_specific_reference,бочка десятки–сотни литров,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0006,1,Бобровые шкуры торговой партии,trade,A,safe_with_record_specific_reference,по животному,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0007,1,Куний мех/шкурка куницы,trade,A,safe_with_record_specific_reference,по животному,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0008,1,Связка беличьих шкурок,trade,A,safe_with_record_specific_reference,переносимая связка,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0009,1,Мешок ржи,trade,A,safe_with_record_specific_reference,подъёмный мешок,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0010,1,Кипа выделанной кожи,trade,A,safe_with_record_specific_reference,тяжёлая переносимая кипа,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0011,1,Железная крица/полуфабрикат,trade,B,safe_with_constraints,от нескольких сотен граммов до килограммов,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0012,1,Свинец в слитках/листах,trade,A,safe_with_record_specific_reference,по партии,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0014,1,Олово в слитках/кусках,trade,A,safe_with_record_specific_reference,по партии,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0015,1,Тюк шерстяной ткани западного происхождения,trade,B,safe_with_constraints,тяжёлый тюк,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0016,1,Рубленое серебро,trade,B,safe_with_constraints,малые фрагменты,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0017,1,Деревянный прилавок на козлах,trade,B,safe_with_constraints,примерно 1–2.5 м длиной,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0019,1,Деревянная мера объёма,trade,B,safe_with_constraints,от нескольких до десятков литров,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0022,1,Берестяной туес с товаром,trade,A,safe_with_record_specific_reference,несколько литров,SRC026 | SRC027 | SRC009 | SRC028 | SRC049 | SRC053
TRD0023,1,Бочка торговая,trade,A,safe_with_record_specific_reference,от малого бочонка до тяжёлой грузовой бочки,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0024,1,Кадка с крышкой и гнётом,trade,A,safe_with_record_specific_reference,десятки–сотни литров,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0025,1,Мешок зерна или муки,trade,A,safe_with_record_specific_reference,обычно подъёмный одним человеком или больше,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0026,1,Плетёная грузовая корзина,trade,A,safe_with_record_specific_reference,переносимый размер,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0027,1,Товарный тюк ткани,trade,B,safe_with_constraints,переносится одним/двумя людьми,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0028,1,Свинцовая товарная пломба,trade,A,safe_with_record_specific_reference,часто около 7–15 мм для малых пломб,SRC053 | SRC087 | SRC009 | SRC027 | SRC028 | SRC049
TRD0030,1,Купеческий сундук,trade,A,safe_with_record_specific_reference,переносимый двумя людьми или малый личный,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0031,1,Товарный ларь,trade,B,safe_with_constraints,десятки–сотни литров,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0032,1,Берестяная товарная записка/бирка,trade,A,safe_with_record_specific_reference,обычно ладонный формат,SRC026 | SRC027 | SRC009 | SRC028 | SRC049 | SRC053
TRD0036,1,Складская полка для тары,trade,B,safe_with_constraints,по стене склада,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0037,1,Малые равноплечие весы купца,trade,A,safe_with_record_specific_reference,корманные или настольные; коромысло обычно десятки сантиметров,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0040,1,Бронзовая гиря кубооктаэдрической формы,trade,A,safe_with_record_specific_reference,несколько сантиметров,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0041,1,Набор вложенных/разномассовых гирь,trade,B,safe_with_constraints,карманный набор,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0042,1,Дощатый ящик,trade,B,safe_with_constraints,ручной/двухчеловечный груз,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0043,1,Иностранная серебряная монета XIII века,trade,B,safe_with_constraints,по монете,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0044,1,Кадка с открытым верхом,trade,A,safe_with_record_specific_reference,от бытовой до крупной,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0045,1,Клёпочная грузовая бочка,trade,A,safe_with_record_specific_reference,от малой до крупной грузовой,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0046,1,Серебряная гривна как слиток,trade,A,safe_with_record_specific_reference,по типу; масса является частью стандарта и требует источника,SRC053 | SRC054 | SRC009 | SRC027 | SRC028 | SRC049
TRD0047,1,Бочка мёда,trade,A,safe_with_record_specific_reference,по бочке,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0048,1,Бочка соли,trade,B,safe_with_constraints,по партии,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0049,1,Железные полосы и прутки,trade,A,safe_with_record_specific_reference,разные длины и сечения,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0050,1,Редкая импортная поливная чаша,trade,B,safe_with_constraints,по чаше,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0051,1,Связка меховых шкурок,trade,A,safe_with_record_specific_reference,по виду и партии,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0052,1,Тюк кожи,trade,A,safe_with_record_specific_reference,переносимый тюк,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0053,1,Тюк шерстяной ткани,trade,B,safe_with_constraints,переносимый тюк,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0054,1,Вислая свинцовая печать,trade,A,safe_with_record_specific_reference,обычно несколько сантиметров,SRC053 | SRC087 | SRC009 | SRC027 | SRC028 | SRC049
TRD0055,1,Гиря бочонковидная/многогранная,trade,A,safe_with_record_specific_reference,от малого до ладонного,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
TRD0057,1,Железный замок торгового сундука,trade,A,safe_with_record_specific_reference,ладонный или крупнее,SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089
WPN0006,1,Топор боевой бородовидный,weapons,A,safe_with_record_specific_reference,головка обычно компактная; рукоять примерно 50–80 см,SRC034 | SRC035 | SRC037 | SRC032
WPN0015,1,Ножны кожаные для ножа,weapons,A,safe_with_record_specific_reference,"по длине клинка, плотно прилегают",SRC061 | SRC084 | SRC034 | SRC035 | SRC037 | SRC032
WPN0029,1,Прямая мечовая крестовина,weapons,A,safe_with_record_specific_reference,обычно около 16–25 см,SRC034 | SRC035 | SRC037 | SRC032
WPN0049,1,Копьё с ромбическим пером,weapons,B,safe_with_constraints,по конкретному типу,SRC034 | SRC035 | SRC037 | SRC032 | SRC036
WPN0055,1,"Ножны меча деревянные, обтянутые кожей",weapons,B,safe_with_constraints,чуть длиннее и шире соответствующего клинка,SRC034 | SRC035 | SRC037 | SRC032 | SRC061 | SRC008
WPN0069,1,Боевой нож в кожаных ножнах,weapons,A,safe_with_record_specific_reference,клинок примерно 12–25 см по типу,SRC061 | SRC084 | SRC034 | SRC035 | SRC037 | SRC032
WRT0001,1,Пакет/связка документов в сундуке,writing,C,reference_required,малый архивный комплект,SRC026 | SRC027 | SRC068 | SRC073 | SRC009
WRT0014,1,Свинцовая вислая печать,writing,A,safe_with_record_specific_reference,обычно несколько сантиметров,SRC053 | SRC087 | SRC026 | SRC027 | SRC068 | SRC073
WRT0022,1,Книжная застёжка,writing,B,safe_with_constraints,несколько сантиметров,SRC026 | SRC027 | SRC068 | SRC073
WRT0028,1,Костяное писало,writing,A,safe_with_record_specific_reference,8–20 см,SRC026 | SRC027 | SRC068 | SRC073
WTR0001,1,Каменный якорь/груз с отверстием,water_transport,B,safe_with_constraints,подъёмный экипажем размер,SRC039 | SRC005 | SRC013 | SRC029 | SRC025
WTR0011,1,Весло лодочное,water_transport,A,safe_with_record_specific_reference,от нескольких метров на крупном судне до короткого лодочного,SRC039 | SRC005 | SRC013 | SRC029
WTR0012,1,Деревянная мачта,water_transport,B,safe_with_constraints,зависит от судна; много метров,SRC039 | SRC005 | SRC013 | SRC029
WTR0017,1,Боковое рулевое весло,water_transport,B,safe_with_constraints,длиннее обычного весла,SRC039 | SRC005 | SRC013 | SRC029
WTR0018,1,Военная ладья без специализированного «боевого» корпуса,water_transport,B,safe_with_constraints,по числу людей и маршруту,SRC039 | SRC005 | SRC013 | SRC029
WTR0019,1,Горшок со смолой/дёгтем для ремонта лодки,water_transport,A,safe_with_record_specific_reference,малый/средний,SRC024 | SRC080 | SRC039 | SRC005 | SRC013 | SRC029
WTR0027,1,Малая перевозочная лодка/паром,water_transport,C,reference_required,по нескольким пассажирам и грузу,SRC039 | SRC005 | SRC013 | SRC029
WTR0031,1,Уключина или упор весла,water_transport,B,safe_with_constraints,малый бортовой узел,SRC039 | SRC005 | SRC013 | SRC029
WTR0032,1,Швартовый канат,water_transport,A,safe_with_record_specific_reference,по судну,SRC039 | SRC005 | SRC013 | SRC029
WTR0038,1,Рыбацкая лодка с парой вёсел,water_transport,A,safe_with_record_specific_reference,обычно 4–8 м,SRC039 | SRC005 | SRC013 | SRC029 | SRC025
WTR0039,1,Балтийское клинкерное торговое судно,water_transport,B,safe_with_constraints,от среднего каботажного до крупного морского судна; по конкретной традиции,SRC039 | SRC005 | SRC013 | SRC029 | SRC048 | SRC050
WTR0040,1,Ранний когг немецких купцов — внешний контекст,water_transport,C,reference_required,крупное морское судно,SRC049 | SRC039 | SRC005 | SRC013 | SRC029 | SRC050
