presence_id,region_id,nm_id,landscape_template_id,frequency_class,weight,stock_portions,rule,source_refs,confidence,status
nmp_tree_bark__dense_coniferous_forest,region_novgorod_land,nm_tree_bark,lt_dense_coniferous_forest,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_dense_coniferous_forest|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmp_tree_bark__dry_ravine_gully,region_novgorod_land,nm_tree_bark,lt_dry_ravine_gully,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_dry_ravine_gully|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmp_tree_bark__gentle_hills,region_novgorod_land,nm_tree_bark,lt_gentle_hills,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_gentle_hills|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmp_tree_bark__low_alluvial_riverbank,region_novgorod_land,nm_tree_bark,lt_low_alluvial_riverbank,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_low_alluvial_riverbank|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmp_tree_bark__peat_swamp_forest,region_novgorod_land,nm_tree_bark,lt_peat_swamp_forest,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_peat_swamp_forest|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmp_tree_bark__riparian_scrub_bank,region_novgorod_land,nm_tree_bark,lt_riparian_scrub_bank,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_riparian_scrub_bank|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmp_tree_bark__seasonally_flooded_forest,region_novgorod_land,nm_tree_bark,lt_seasonally_flooded_forest,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_seasonally_flooded_forest|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmp_tree_bark__shrub_swamp,region_novgorod_land,nm_tree_bark,lt_shrub_swamp,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_shrub_swamp|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmp_tree_bark__steep_hills,region_novgorod_land,nm_tree_bark,lt_steep_hills,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_steep_hills|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmp_tree_bark__temperate_broadleaf_mixed_forest,region_novgorod_land,nm_tree_bark,lt_temperate_broadleaf_mixed_forest,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_temperate_broadleaf_mixed_forest|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmp_tree_bark__temperate_coniferous_forest,region_novgorod_land,nm_tree_bark,lt_temperate_coniferous_forest,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_temperate_coniferous_forest|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmp_tree_bark__wet_lowland_forest,region_novgorod_land,nm_tree_bark,lt_wet_lowland_forest,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wet_lowland_forest|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmp_tree_bark__wet_ravine_gully,region_novgorod_land,nm_tree_bark,lt_wet_ravine_gully,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wet_ravine_gully|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmp_tree_bark__wooded_floodplain,region_novgorod_land,nm_tree_bark,lt_wooded_floodplain,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wooded_floodplain|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmp_tree_bark__wooded_hills,region_novgorod_land,nm_tree_bark,lt_wooded_hills,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wooded_hills|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmp_tree_bark__wooded_swamp,region_novgorod_land,nm_tree_bark,lt_wooded_swamp,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wooded_swamp|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmp_pine_resin__boreal_mixed_forest,region_novgorod_land,nm_pine_resin,lt_boreal_mixed_forest,rare,1,25,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_boreal_mixed_forest|wk:claim:construction-pine-resin-surfaces|wk:claim:construction-pine-resin-bast,C,candidate
nmp_pine_resin__boreal_taiga_coniferous_forest,region_novgorod_land,nm_pine_resin,lt_boreal_taiga_coniferous_forest,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_boreal_taiga_coniferous_forest|wk:claim:construction-pine-resin-surfaces|wk:claim:construction-pine-resin-bast,C,candidate
nmp_pine_resin__dense_coniferous_forest,region_novgorod_land,nm_pine_resin,lt_dense_coniferous_forest,rare,1,25,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_dense_coniferous_forest|wk:claim:construction-pine-resin-surfaces|wk:claim:construction-pine-resin-bast,C,candidate
nmp_pine_resin__temperate_coniferous_forest,region_novgorod_land,nm_pine_resin,lt_temperate_coniferous_forest,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_temperate_coniferous_forest|wk:claim:construction-pine-resin-surfaces|wk:claim:construction-pine-resin-bast,C,candidate
nmp_osmol_resinous_stumps__boreal_mixed_forest,region_novgorod_land,nm_osmol_resinous_stumps,lt_boreal_mixed_forest,rare,1,25,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_boreal_mixed_forest|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_resin_tar_pitch_production|master-archive-v1/data/normalized_source_tables/material_entities/material_entities.csv,C,candidate
nmp_osmol_resinous_stumps__boreal_taiga_coniferous_forest,region_novgorod_land,nm_osmol_resinous_stumps,lt_boreal_taiga_coniferous_forest,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_boreal_taiga_coniferous_forest|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_resin_tar_pitch_production|master-archive-v1/data/normalized_source_tables/material_entities/material_entities.csv,C,candidate
nmp_osmol_resinous_stumps__temperate_coniferous_forest,region_novgorod_land,nm_osmol_resinous_stumps,lt_temperate_coniferous_forest,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_temperate_coniferous_forest|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_resin_tar_pitch_production|master-archive-v1/data/normalized_source_tables/material_entities/material_entities.csv,C,candidate
nmp_deadwood__alluvial_floodplain,region_novgorod_land,nm_deadwood,lt_alluvial_floodplain,rare,1,25,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_alluvial_floodplain|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__boreal_mixed_forest,region_novgorod_land,nm_deadwood,lt_boreal_mixed_forest,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_boreal_mixed_forest|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__boreal_taiga_coniferous_forest,region_novgorod_land,nm_deadwood,lt_boreal_taiga_coniferous_forest,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_boreal_taiga_coniferous_forest|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__dense_coniferous_forest,region_novgorod_land,nm_deadwood,lt_dense_coniferous_forest,ubiquitous,8,200,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_dense_coniferous_forest|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__dry_ravine_gully,region_novgorod_land,nm_deadwood,lt_dry_ravine_gully,rare,1,25,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_dry_ravine_gully|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__fen,region_novgorod_land,nm_deadwood,lt_fen,rare,1,25,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_fen|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__gentle_hills,region_novgorod_land,nm_deadwood,lt_gentle_hills,rare,1,25,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_gentle_hills|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__low_alluvial_riverbank,region_novgorod_land,nm_deadwood,lt_low_alluvial_riverbank,rare,1,25,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_low_alluvial_riverbank|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__marsh_lake_margin,region_novgorod_land,nm_deadwood,lt_marsh_lake_margin,rare,1,25,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_marsh_lake_margin|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__mesic_meadow,region_novgorod_land,nm_deadwood,lt_mesic_meadow,rare,1,25,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_mesic_meadow|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__peat_swamp_forest,region_novgorod_land,nm_deadwood,lt_peat_swamp_forest,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_peat_swamp_forest|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__raised_bog,region_novgorod_land,nm_deadwood,lt_raised_bog,rare,1,25,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_raised_bog|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__riparian_scrub_bank,region_novgorod_land,nm_deadwood,lt_riparian_scrub_bank,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_riparian_scrub_bank|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__rocky_lake_shore,region_novgorod_land,nm_deadwood,lt_rocky_lake_shore,rare,1,25,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_rocky_lake_shore|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__sandy_lake_shore,region_novgorod_land,nm_deadwood,lt_sandy_lake_shore,rare,1,25,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_sandy_lake_shore|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__scrub_meadow,region_novgorod_land,nm_deadwood,lt_scrub_meadow,rare,1,25,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_scrub_meadow|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__seasonally_flooded_forest,region_novgorod_land,nm_deadwood,lt_seasonally_flooded_forest,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_seasonally_flooded_forest|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__shrub_swamp,region_novgorod_land,nm_deadwood,lt_shrub_swamp,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_shrub_swamp|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__steep_eroding_riverbank,region_novgorod_land,nm_deadwood,lt_steep_eroding_riverbank,rare,1,25,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_steep_eroding_riverbank|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__steep_hills,region_novgorod_land,nm_deadwood,lt_steep_hills,rare,1,25,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_steep_hills|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__temperate_broadleaf_mixed_forest,region_novgorod_land,nm_deadwood,lt_temperate_broadleaf_mixed_forest,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_temperate_broadleaf_mixed_forest|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__temperate_coniferous_forest,region_novgorod_land,nm_deadwood,lt_temperate_coniferous_forest,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_temperate_coniferous_forest|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__wet_lowland_forest,region_novgorod_land,nm_deadwood,lt_wet_lowland_forest,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wet_lowland_forest|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__wet_ravine_gully,region_novgorod_land,nm_deadwood,lt_wet_ravine_gully,rare,1,25,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wet_ravine_gully|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__wooded_floodplain,region_novgorod_land,nm_deadwood,lt_wooded_floodplain,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wooded_floodplain|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__wooded_hills,region_novgorod_land,nm_deadwood,lt_wooded_hills,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wooded_hills|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmp_deadwood__wooded_swamp,region_novgorod_land,nm_deadwood,lt_wooded_swamp,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wooded_swamp|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
