row_id,g4_ref,g4_short,place_function,landscape_template_id,nm_id,role,frequency_class,weight,stock_portions,derivation,season_winter,season_spring,season_summer,season_autumn,access_note,source_refs,confidence,status
nmg4_outer_exposed_approach__tree_bark,g4v3__gn_nov_g3_xp017_yp026_r2_outer_exposed_approach,outer_exposed_approach,outer_exposed,lt_alluvial_floodplain,nm_tree_bark,raw_material,common,4,100,landscape lt_alluvial_floodplain -> contextual; nature member Salix (willow) -> common,limited,open,open,limited,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_outer_exposed_approach|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmg4_outer_exposed_approach__deadwood,g4v3__gn_nov_g3_xp017_yp026_r2_outer_exposed_approach,outer_exposed_approach,outer_exposed,lt_alluvial_floodplain,nm_deadwood,raw_material,rare,1,25,landscape lt_alluvial_floodplain -> rare,limited,open,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_outer_exposed_approach|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmg4_outer_exposed_approach__dry_brushwood,g4v3__gn_nov_g3_xp017_yp026_r2_outer_exposed_approach,outer_exposed_approach,outer_exposed,lt_alluvial_floodplain,nm_dry_brushwood,raw_material,common,4,100,landscape lt_alluvial_floodplain -> common,limited,open,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_outer_exposed_approach|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_fuelwood_gathering|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmg4_outer_exposed_approach__driftwood,g4v3__gn_nov_g3_xp017_yp026_r2_outer_exposed_approach,outer_exposed_approach,outer_exposed,lt_alluvial_floodplain,nm_driftwood,raw_material,contextual,2,50,landscape lt_alluvial_floodplain -> rare; place_function outer_exposed -> contextual,limited,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_outer_exposed_approach|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmg4_outer_exposed_approach__sedge_grass,g4v3__gn_nov_g3_xp017_yp026_r2_outer_exposed_approach,outer_exposed_approach,outer_exposed,lt_alluvial_floodplain,nm_sedge_grass,raw_material,common,4,100,landscape lt_alluvial_floodplain -> common; nature member wet-ground grass and sedge guild (unidentified) -> common,closed,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_outer_exposed_approach|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_reed_sedge_harvest|wk:claim:static-bedding-material-selection-depends-on-dryness-nonirritation-and-dust,C,candidate
nmg4_outer_exposed_approach__willow_rods,g4v3__gn_nov_g3_xp017_yp026_r2_outer_exposed_approach,outer_exposed_approach,outer_exposed,lt_alluvial_floodplain,nm_willow_rods,raw_material,common,4,100,landscape lt_alluvial_floodplain -> contextual; nature member Salix (willow) -> common,open,open,limited,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_outer_exposed_approach|wk:claim:macro-b19-dried-willow-rods-can-be-moistened-for-flexible-basket-work|master-archive-v1/data/normalized_source_tables/material_entities/material_entities.csv,C,candidate
nmg4_outer_exposed_approach__water,g4v3__gn_nov_g3_xp017_yp026_r2_outer_exposed_approach,outer_exposed_approach,outer_exposed,lt_alluvial_floodplain,nm_water,raw_material,ubiquitous,8,unbounded,landscape lt_alluvial_floodplain -> contextual; water_body sea -> ubiquitous,limited,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_outer_exposed_approach|pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)|wk:claim:research-boiling-alone-does-not-establish-fuel-or-toxic-chemical-water-drinkability,C,candidate
nmg4_reed_backwater__ground,g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater,reed_backwater,reed_backwater,lt_freshwater_marsh,nm_ground_mineral_mud_silt,ground,ubiquitous,8,,ground of lt_freshwater_marsh (world_db soil_ground_type=mineral_mud_silt); G4 surface class=mineral_mud_silt,"поверхность промерзает, под коркой может оставаться вода",,,,,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_freshwater_marsh|pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater,C,candidate
nmg4_reed_backwater__bog_iron_ore,g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater,reed_backwater,reed_backwater,lt_freshwater_marsh,nm_bog_iron_ore,raw_material,contextual,2,50,landscape lt_freshwater_marsh -> contextual,closed,closed,open,limited,,"pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater|Колчин Б.А. Черная металлургия и металлообработка в древней Руси (домонгольский период) // МИА 32. М., 1953. https://archaeolog.ru/el-bib/el-cat/el-series/mia/kolchin-1953|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_bog_iron_extraction",C,candidate
nmg4_reed_backwater__river_silt,g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater,reed_backwater,reed_backwater,lt_freshwater_marsh,nm_river_silt,raw_material,ubiquitous,8,200,landscape lt_freshwater_marsh -> ubiquitous,closed,limited,open,open,,"pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)|wk:claim:final-nature-slower-riparian-flow-can-permit-sediment-deposition",C,candidate
nmg4_reed_backwater__reeds,g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater,reed_backwater,reed_backwater,lt_freshwater_marsh,nm_reeds,raw_material,ubiquitous,8,200,landscape lt_freshwater_marsh -> common; place_function reed_backwater -> ubiquitous; nature member Phragmites (common reed) -> common,open,limited,limited,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmg4_reed_backwater__sedge_grass,g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater,reed_backwater,reed_backwater,lt_freshwater_marsh,nm_sedge_grass,raw_material,ubiquitous,8,200,landscape lt_freshwater_marsh -> ubiquitous,closed,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_reed_sedge_harvest|wk:claim:static-bedding-material-selection-depends-on-dryness-nonirritation-and-dust,C,candidate
nmg4_reed_backwater__water,g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater,reed_backwater,reed_backwater,lt_freshwater_marsh,nm_water,raw_material,ubiquitous,8,unbounded,landscape lt_freshwater_marsh -> ubiquitous; water_body backwater -> ubiquitous,limited,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater|pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)|wk:claim:research-boiling-alone-does-not-establish-fuel-or-toxic-chemical-water-drinkability,C,candidate
nmg4_sheltered_inner_reach__ground,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,sheltered_inner_reach,river_reach,lt_low_alluvial_riverbank,nm_ground_alluvial_silt_mud,ground,ubiquitous,8,,ground of lt_low_alluvial_riverbank (world_db soil_ground_type=alluvial_silt_mud); G4 surface class=alluvial_silt_mud,промерзает; у кромки воды под снегом может оставаться мокрым,,,,,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_low_alluvial_riverbank|pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,C,candidate
nmg4_sheltered_inner_reach__clay,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,sheltered_inner_reach,river_reach,lt_low_alluvial_riverbank,nm_clay,raw_material,contextual,2,50,landscape lt_low_alluvial_riverbank -> contextual,closed,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach|wk:claim:pottery-handmade-local-clay|wk:claim:secondary-clay-forms-through-water-transport-deposition,C,candidate
nmg4_sheltered_inner_reach__sand,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,sheltered_inner_reach,river_reach,lt_low_alluvial_riverbank,nm_sand,raw_material,common,4,100,landscape lt_low_alluvial_riverbank -> common,closed,limited,open,open,,"pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach|wk:claim:terrain-parent-material-assemblage|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)",C,candidate
nmg4_sheltered_inner_reach__gravel_pebbles,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,sheltered_inner_reach,river_reach,lt_low_alluvial_riverbank,nm_gravel_pebbles,raw_material,rare,1,25,landscape lt_low_alluvial_riverbank -> rare,closed,limited,open,open,,"pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach|wk:claim:terrain-parent-material-assemblage|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)",C,candidate
nmg4_sheltered_inner_reach__boulders_fieldstone,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,sheltered_inner_reach,river_reach,lt_low_alluvial_riverbank,nm_boulders_fieldstone,raw_material,rare,1,25,landscape lt_low_alluvial_riverbank -> rare,limited,limited,open,open,,"pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach|wk:claim:terrain-parent-material-assemblage|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)",C,candidate
nmg4_sheltered_inner_reach__river_silt,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,sheltered_inner_reach,river_reach,lt_low_alluvial_riverbank,nm_river_silt,raw_material,ubiquitous,8,200,landscape lt_low_alluvial_riverbank -> ubiquitous,closed,limited,open,open,,"pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)|wk:claim:final-nature-slower-riparian-flow-can-permit-sediment-deposition",C,candidate
nmg4_sheltered_inner_reach__tree_bark,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,sheltered_inner_reach,river_reach,lt_low_alluvial_riverbank,nm_tree_bark,raw_material,common,4,100,landscape lt_low_alluvial_riverbank -> common; nature member Salix (willow) -> common,limited,open,open,limited,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmg4_sheltered_inner_reach__deadwood,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,sheltered_inner_reach,river_reach,lt_low_alluvial_riverbank,nm_deadwood,raw_material,rare,1,25,landscape lt_low_alluvial_riverbank -> rare,limited,open,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmg4_sheltered_inner_reach__dry_brushwood,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,sheltered_inner_reach,river_reach,lt_low_alluvial_riverbank,nm_dry_brushwood,raw_material,common,4,100,landscape lt_low_alluvial_riverbank -> common,limited,open,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_fuelwood_gathering|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmg4_sheltered_inner_reach__driftwood,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,sheltered_inner_reach,river_reach,lt_low_alluvial_riverbank,nm_driftwood,raw_material,contextual,2,50,landscape lt_low_alluvial_riverbank -> contextual,limited,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmg4_sheltered_inner_reach__sedge_grass,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,sheltered_inner_reach,river_reach,lt_low_alluvial_riverbank,nm_sedge_grass,raw_material,common,4,100,landscape lt_low_alluvial_riverbank -> common,closed,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_reed_sedge_harvest|wk:claim:static-bedding-material-selection-depends-on-dryness-nonirritation-and-dust,C,candidate
nmg4_sheltered_inner_reach__willow_rods,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,sheltered_inner_reach,river_reach,lt_low_alluvial_riverbank,nm_willow_rods,raw_material,common,4,100,landscape lt_low_alluvial_riverbank -> common; nature member Salix (willow) -> common,open,open,limited,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach|wk:claim:macro-b19-dried-willow-rods-can-be-moistened-for-flexible-basket-work|master-archive-v1/data/normalized_source_tables/material_entities/material_entities.csv,C,candidate
nmg4_sheltered_inner_reach__water,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,sheltered_inner_reach,river_reach,lt_low_alluvial_riverbank,nm_water,raw_material,ubiquitous,8,unbounded,landscape lt_low_alluvial_riverbank -> ubiquitous; water_body channel -> ubiquitous,limited,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach|pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)|wk:claim:research-boiling-alone-does-not-establish-fuel-or-toxic-chemical-water-drinkability,C,candidate
nmg4_sheltered_landing_terrace__ground,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace,sheltered_landing_terrace,landing_terrace,lt_gentle_hills,nm_ground_firm_soil,ground,ubiquitous,8,,ground of lt_gentle_hills (world_db soil_ground_type=firm_soil); G4 surface class=firm_soil,промерзает до полуметра,,,,,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_gentle_hills|pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace,C,candidate
nmg4_sheltered_landing_terrace__clay,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace,sheltered_landing_terrace,landing_terrace,lt_gentle_hills,nm_clay,raw_material,rare,1,25,landscape lt_gentle_hills -> rare,closed,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace|wk:claim:pottery-handmade-local-clay|wk:claim:secondary-clay-forms-through-water-transport-deposition,C,candidate
nmg4_sheltered_landing_terrace__sand,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace,sheltered_landing_terrace,landing_terrace,lt_gentle_hills,nm_sand,raw_material,contextual,2,50,landscape lt_gentle_hills -> contextual,closed,limited,open,open,,"pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace|wk:claim:terrain-parent-material-assemblage|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)",C,candidate
nmg4_sheltered_landing_terrace__boulders_fieldstone,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace,sheltered_landing_terrace,landing_terrace,lt_gentle_hills,nm_boulders_fieldstone,raw_material,contextual,2,50,landscape lt_gentle_hills -> contextual,limited,limited,open,open,,"pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace|wk:claim:terrain-parent-material-assemblage|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)",C,candidate
nmg4_sheltered_landing_terrace__birch_bark,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace,sheltered_landing_terrace,landing_terrace,lt_gentle_hills,nm_birch_bark,raw_material,common,4,100,landscape lt_gentle_hills -> absent; nature member Betula (birch) -> common,limited,open,open,limited,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace|wk:claim:household-bark-tues|wk:claim:residual-v1-birch-writing-used-styli-on-inner-surface,C,candidate
nmg4_sheltered_landing_terrace__tree_bark,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace,sheltered_landing_terrace,landing_terrace,lt_gentle_hills,nm_tree_bark,raw_material,contextual,2,50,landscape lt_gentle_hills -> contextual,limited,open,open,limited,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmg4_sheltered_landing_terrace__deadwood,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace,sheltered_landing_terrace,landing_terrace,lt_gentle_hills,nm_deadwood,raw_material,rare,1,25,landscape lt_gentle_hills -> rare,limited,open,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmg4_sheltered_landing_terrace__dry_brushwood,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace,sheltered_landing_terrace,landing_terrace,lt_gentle_hills,nm_dry_brushwood,raw_material,common,4,100,landscape lt_gentle_hills -> common,limited,open,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_fuelwood_gathering|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmg4_sheltered_landing_terrace__water,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace,sheltered_landing_terrace,landing_terrace,lt_gentle_hills,nm_water,raw_material,ubiquitous,8,unbounded,landscape lt_gentle_hills -> rare; water_body channel -> ubiquitous,limited,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace|pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)|wk:claim:research-boiling-alone-does-not-establish-fuel-or-toxic-chemical-water-drinkability,C,candidate
nmg4_shifting_shoal_field__ground,g4v3__gn_nov_g3_xp017_yp026_r2_shifting_shoal_field,shifting_shoal_field,shoal_field,lt_low_alluvial_riverbank,nm_ground_alluvial_silt_mud,ground,ubiquitous,8,,ground of lt_low_alluvial_riverbank (world_db soil_ground_type=alluvial_silt_mud); G4 surface class=alluvial_silt_mud,промерзает; у кромки воды под снегом может оставаться мокрым,,,,,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_low_alluvial_riverbank|pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_shifting_shoal_field,C,candidate
nmg4_shifting_shoal_field__clay,g4v3__gn_nov_g3_xp017_yp026_r2_shifting_shoal_field,shifting_shoal_field,shoal_field,lt_low_alluvial_riverbank,nm_clay,raw_material,contextual,2,50,landscape lt_low_alluvial_riverbank -> contextual,closed,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_shifting_shoal_field|wk:claim:pottery-handmade-local-clay|wk:claim:secondary-clay-forms-through-water-transport-deposition,C,candidate
nmg4_shifting_shoal_field__sand,g4v3__gn_nov_g3_xp017_yp026_r2_shifting_shoal_field,shifting_shoal_field,shoal_field,lt_low_alluvial_riverbank,nm_sand,raw_material,ubiquitous,8,200,landscape lt_low_alluvial_riverbank -> common; place_function shoal_field -> ubiquitous,closed,limited,open,open,,"pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_shifting_shoal_field|wk:claim:terrain-parent-material-assemblage|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)",C,candidate
