seasonality_id,record_type,record_id,item_id,month,availability,basis,historical_confidence,notes
SEA002783,recipe,RCP0041,FMA0053,nov,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002784,recipe,RCP0041,FMA0053,dec,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002785,recipe,RCP0042,FMA0053,jan,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002786,recipe,RCP0042,FMA0053,feb,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002787,recipe,RCP0042,FMA0053,mar,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002788,recipe,RCP0042,FMA0053,apr,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002789,recipe,RCP0042,FMA0053,may,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002790,recipe,RCP0042,FMA0053,jun,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002791,recipe,RCP0042,FMA0053,jul,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002792,recipe,RCP0042,FMA0053,aug,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002793,recipe,RCP0042,FMA0053,sep,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002794,recipe,RCP0042,FMA0053,oct,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002795,recipe,RCP0042,FMA0053,nov,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002796,recipe,RCP0042,FMA0053,dec,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002797,recipe,RCP0043,FMA0053,jan,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002798,recipe,RCP0043,FMA0053,feb,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002799,recipe,RCP0043,FMA0053,mar,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002800,recipe,RCP0043,FMA0053,apr,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002801,recipe,RCP0043,FMA0053,may,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002802,recipe,RCP0043,FMA0053,jun,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002803,recipe,RCP0043,FMA0053,jul,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002804,recipe,RCP0043,FMA0053,aug,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002805,recipe,RCP0043,FMA0053,sep,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002806,recipe,RCP0043,FMA0053,oct,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002807,recipe,RCP0043,FMA0053,nov,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002808,recipe,RCP0043,FMA0053,dec,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002809,recipe,RCP0044,FOD0036,jan,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002810,recipe,RCP0044,FOD0036,feb,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002811,recipe,RCP0044,FOD0036,mar,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002812,recipe,RCP0044,FOD0036,apr,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002813,recipe,RCP0044,FOD0036,may,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002814,recipe,RCP0044,FOD0036,jun,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002815,recipe,RCP0044,FOD0036,jul,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002816,recipe,RCP0044,FOD0036,aug,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002817,recipe,RCP0044,FOD0036,sep,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002818,recipe,RCP0044,FOD0036,oct,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002819,recipe,RCP0044,FOD0036,nov,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002820,recipe,RCP0044,FOD0036,dec,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002821,recipe,RCP0045,FOD0036,jan,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002822,recipe,RCP0045,FOD0036,feb,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002823,recipe,RCP0045,FOD0036,mar,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002824,recipe,RCP0045,FOD0036,apr,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002825,recipe,RCP0045,FOD0036,may,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002826,recipe,RCP0045,FOD0036,jun,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002827,recipe,RCP0045,FOD0036,jul,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002828,recipe,RCP0045,FOD0036,aug,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002829,recipe,RCP0045,FOD0036,sep,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002830,recipe,RCP0045,FOD0036,oct,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002831,recipe,RCP0045,FOD0036,nov,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002832,recipe,RCP0045,FOD0036,dec,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002833,recipe,RCP0046,FOD0036,jan,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002834,recipe,RCP0046,FOD0036,feb,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002835,recipe,RCP0046,FOD0036,mar,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002836,recipe,RCP0046,FOD0036,apr,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002837,recipe,RCP0046,FOD0036,may,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002838,recipe,RCP0046,FOD0036,jun,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002839,recipe,RCP0046,FOD0036,jul,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002840,recipe,RCP0046,FOD0036,aug,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002841,recipe,RCP0046,FOD0036,sep,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002842,recipe,RCP0046,FOD0036,oct,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002843,recipe,RCP0046,FOD0036,nov,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002844,recipe,RCP0046,FOD0036,dec,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002845,recipe,RCP0047,FOD0036,jan,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002846,recipe,RCP0047,FOD0036,feb,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002847,recipe,RCP0047,FOD0036,mar,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002848,recipe,RCP0047,FOD0036,apr,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002849,recipe,RCP0047,FOD0036,may,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002850,recipe,RCP0047,FOD0036,jun,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002851,recipe,RCP0047,FOD0036,jul,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002852,recipe,RCP0047,FOD0036,aug,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002853,recipe,RCP0047,FOD0036,sep,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002854,recipe,RCP0047,FOD0036,oct,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002855,recipe,RCP0047,FOD0036,nov,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002856,recipe,RCP0047,FOD0036,dec,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002857,recipe,RCP0048,FOD0036,jan,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002858,recipe,RCP0048,FOD0036,feb,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002859,recipe,RCP0048,FOD0036,mar,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002860,recipe,RCP0048,FOD0036,apr,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002861,recipe,RCP0048,FOD0036,may,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002862,recipe,RCP0048,FOD0036,jun,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002863,recipe,RCP0048,FOD0036,jul,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002864,recipe,RCP0048,FOD0036,aug,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002865,recipe,RCP0048,FOD0036,sep,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002866,recipe,RCP0048,FOD0036,oct,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002867,recipe,RCP0048,FOD0036,nov,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002868,recipe,RCP0048,FOD0036,dec,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002869,recipe,RCP0049,FOD0034,jan,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002870,recipe,RCP0049,FOD0034,feb,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002871,recipe,RCP0049,FOD0034,mar,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002872,recipe,RCP0049,FOD0034,apr,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002873,recipe,RCP0049,FOD0034,may,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002874,recipe,RCP0049,FOD0034,jun,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002875,recipe,RCP0049,FOD0034,jul,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002876,recipe,RCP0049,FOD0034,aug,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002877,recipe,RCP0049,FOD0034,sep,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002878,recipe,RCP0049,FOD0034,oct,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002879,recipe,RCP0049,FOD0034,nov,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002880,recipe,RCP0049,FOD0034,dec,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002881,recipe,RCP0050,FOD0034,jan,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002882,recipe,RCP0050,FOD0034,feb,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002883,recipe,RCP0050,FOD0034,mar,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002884,recipe,RCP0050,FOD0034,apr,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002885,recipe,RCP0050,FOD0034,may,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002886,recipe,RCP0050,FOD0034,jun,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002887,recipe,RCP0050,FOD0034,jul,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002888,recipe,RCP0050,FOD0034,aug,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002889,recipe,RCP0050,FOD0034,sep,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002890,recipe,RCP0050,FOD0034,oct,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002891,recipe,RCP0050,FOD0034,nov,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002892,recipe,RCP0050,FOD0034,dec,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002893,recipe,RCP0051,FOD0034,jan,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002894,recipe,RCP0051,FOD0034,feb,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002895,recipe,RCP0051,FOD0034,mar,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002896,recipe,RCP0051,FOD0034,apr,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002897,recipe,RCP0051,FOD0034,may,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002898,recipe,RCP0051,FOD0034,jun,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002899,recipe,RCP0051,FOD0034,jul,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002900,recipe,RCP0051,FOD0034,aug,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002901,recipe,RCP0051,FOD0034,sep,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002902,recipe,RCP0051,FOD0034,oct,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002903,recipe,RCP0051,FOD0034,nov,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002904,recipe,RCP0051,FOD0034,dec,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002905,recipe,RCP0052,FOD0034,jan,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002906,recipe,RCP0052,FOD0034,feb,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002907,recipe,RCP0052,FOD0034,mar,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002908,recipe,RCP0052,FOD0034,apr,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002909,recipe,RCP0052,FOD0034,may,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002910,recipe,RCP0052,FOD0034,jun,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002911,recipe,RCP0052,FOD0034,jul,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002912,recipe,RCP0052,FOD0034,aug,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002913,recipe,RCP0052,FOD0034,sep,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002914,recipe,RCP0052,FOD0034,oct,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002915,recipe,RCP0052,FOD0034,nov,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002916,recipe,RCP0052,FOD0034,dec,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002917,recipe,RCP0053,FOD0034,jan,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002918,recipe,RCP0053,FOD0034,feb,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002919,recipe,RCP0053,FOD0034,mar,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002920,recipe,RCP0053,FOD0034,apr,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002921,recipe,RCP0053,FOD0034,may,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002922,recipe,RCP0053,FOD0034,jun,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002923,recipe,RCP0053,FOD0034,jul,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002924,recipe,RCP0053,FOD0034,aug,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002925,recipe,RCP0053,FOD0034,sep,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002926,recipe,RCP0053,FOD0034,oct,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002927,recipe,RCP0053,FOD0034,nov,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002928,recipe,RCP0053,FOD0034,dec,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002929,recipe,RCP0054,FOD0035,jan,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002930,recipe,RCP0054,FOD0035,feb,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002931,recipe,RCP0054,FOD0035,mar,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002932,recipe,RCP0054,FOD0035,apr,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002933,recipe,RCP0054,FOD0035,may,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002934,recipe,RCP0054,FOD0035,jun,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002935,recipe,RCP0054,FOD0035,jul,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002936,recipe,RCP0054,FOD0035,aug,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002937,recipe,RCP0054,FOD0035,sep,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002938,recipe,RCP0054,FOD0035,oct,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002939,recipe,RCP0054,FOD0035,nov,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002940,recipe,RCP0054,FOD0035,dec,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002941,recipe,RCP0055,FOD0035,jan,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002942,recipe,RCP0055,FOD0035,feb,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002943,recipe,RCP0055,FOD0035,mar,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002944,recipe,RCP0055,FOD0035,apr,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002945,recipe,RCP0055,FOD0035,may,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002946,recipe,RCP0055,FOD0035,jun,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002947,recipe,RCP0055,FOD0035,jul,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002948,recipe,RCP0055,FOD0035,aug,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002949,recipe,RCP0055,FOD0035,sep,rare,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002950,recipe,RCP0055,FOD0035,oct,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002951,recipe,RCP0055,FOD0035,nov,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002952,recipe,RCP0055,FOD0035,dec,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002953,recipe,RCP0056,FOD0035,jan,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002954,recipe,RCP0056,FOD0035,feb,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002955,recipe,RCP0056,FOD0035,mar,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002956,recipe,RCP0056,FOD0035,apr,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002957,recipe,RCP0056,FOD0035,may,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002958,recipe,RCP0056,FOD0035,jun,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002959,recipe,RCP0056,FOD0035,jul,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002960,recipe,RCP0056,FOD0035,aug,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002961,recipe,RCP0056,FOD0035,sep,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002962,recipe,RCP0056,FOD0035,oct,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002963,recipe,RCP0056,FOD0035,nov,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002964,recipe,RCP0056,FOD0035,dec,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002965,recipe,RCP0057,FOD0035,jan,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002966,recipe,RCP0057,FOD0035,feb,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002967,recipe,RCP0057,FOD0035,mar,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002968,recipe,RCP0057,FOD0035,apr,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002969,recipe,RCP0057,FOD0035,may,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002970,recipe,RCP0057,FOD0035,jun,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002971,recipe,RCP0057,FOD0035,jul,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002972,recipe,RCP0057,FOD0035,aug,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002973,recipe,RCP0057,FOD0035,sep,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002974,recipe,RCP0057,FOD0035,oct,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002975,recipe,RCP0057,FOD0035,nov,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002976,recipe,RCP0057,FOD0035,dec,unavailable,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
SEA002977,recipe,RCP0058,FOD0035,jan,available,required_ingredient_profiles,B,"A possible recipe still requires actual household stock, tools, fuel, time and religious permission."
