g3_id	title	place_template_id	scale_class	household_estimate	household_mix	site_extent_note	g4_target	historical_gameplay_profile
gn_nov_g1_03_03_g3_012_pochinok_na_volhov_perevoz	Починок на Волхове: перевоз	pt_ferry_place	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_03_03_g3_013_dubrovo_na_volhov_rybnyy_stan	Дуброво на Волхове: рыбный стан	pt_fishing_station	fishing_production_site	0-6 дворов/изб рыбаков и хранителей снастей	рыбаки; лодейщики; хранители сетей; временные работники	берег, снасти, садки/запор, лодки, сушило, склад, костёр, водный и сухопутный выход	8-9 G4-зон	производственная точка на воде с ресурсами, риском, хранением и проходом
gn_nov_g1_03_03_g3_014_sosnovets_na_volhov_rybnyy_zapor	Сосновец на Волхове: рыбный запор	pt_fish_weir_site	fishing_production_site	0-6 дворов/изб рыбаков и хранителей снастей	рыбаки; лодейщики; хранители сетей; временные работники	берег, снасти, садки/запор, лодки, сушило, склад, костёр, водный и сухопутный выход	8-9 G4-зон	производственная точка на воде с ресурсами, риском, хранением и проходом
gn_nov_g1_03_03_g3_015_mhovoe_na_volhov_pristan	Мховое на Волхове: пристань	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_03_03_g3_016_ozerets_na_volhov_lodochnaya_stoya	Озерец на Волхове: лодочная стоянка	pt_boat_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_03_04_g3_001_novgorod	Новгород	pt_city_major_center	major_city	около 4000-6000 дворов; игровая пропорция держится в диапазоне 3000-7000	богатые боярско-купеческие 250-450; ремесленные 1200-1800; торговые/гостевые 350-700; церковные 150-300; служилые/административные 150-300; рядовые посадские 1700-2500; бедные/окраинные 400-900; пустующие/погорелые/перестраиваемые 100-400	крупный городской организм с плотной застройкой по концам, детинцем, Торгом, мостом, Волховом, пристанями, посадскими окраинами и окологородными дворами	20 структурных городских G4-зон плюс дочерние G3-кварталы в той же G1	город играется не перечислением тысяч дворов, а через стороны, концы, торг, детинец, пристани, слободы, усадебные массивы, церковные и административные дворы
gn_nov_g1_03_04_g3_002_novgorodskiy_posad	Новгородский посад	pt_posad_suburb	urban_quarter_or_suburb	примерно 80-400 дворов в посадском участке	зажиточные 5-15%; ремесленные 35-60%; торговые 5-15%; церковные/служилые 3-8%; рядовые посадские 20-40%; бедные/окраинные 5-20%	не отдельная деревня, а часть городского/окологородского тела с улицей, дворами, мастерскими, клетями и выходами к торгу, реке или дороге	14 G4-зон	игровая зона квартала: плотная улица, дворы, ремесло, складирование, вода/колодец, церковный/сходный угол и выходы
gn_nov_g1_03_04_g3_003_novgorodskiy_torg	Новгородский торг	pt_market_place	market_or_trade_node	5-25 постоянных дворов/клетей плюс сезонный или событийный приток людей	торговые/гостевые 30-50%; складские 20-30%; служебные 5-15%; жильё держателей 10-30%	торг как притягивающий узел дороги, воды, складов, мер, гостей, скота, слухов и контроля порядка	12 G4-зон	место выбора: купить, узнать, спрятаться в толпе, искать перевоз, спорить о праве или идти дальше
gn_nov_g1_03_04_g3_004_ryurikovo_gorodische	Рюриково городище	pt_hillfort_gorodishche	fortified_hillfort_or_old_site	0-20 дворов при использовании; может быть сторожевой, складской или убежищный узел	сторожевые/служилые; временные дворы; склад; окрестные крестьяне приходят при угрозе	вал, ворота, внутренний двор, сторожевое место, склад, вода, склон, подступы и тайный/лесной выход	11 G4-зон	должно играться как укреплённое место с доступом, обзором и риском
gn_nov_g1_03_04_g3_005_yurev_monastyr	Юрьев монастырь	pt_monastery	monastery_complex	комплекс братии и служебных/монастырских дворов; дворовая численность задаётся сценой	монастырские кельи; хозяйственные служители; гости; зависимые работники; скотный и огородный двор	ворота, храм, кельи, трапезная, амбары, скот, огороды, гостевой двор, дорога и вода/берег	13 G4-зон	монастырь не висит точкой; он связан с подъездом, хозяйством, гостями и окрестной округой
gn_nov_g1_03_04_g3_006_peryn	Перынь	pt_monastery	monastery_complex	комплекс братии и служебных/монастырских дворов; дворовая численность задаётся сценой	монастырские кельи; хозяйственные служители; гости; зависимые работники; скотный и огородный двор	ворота, храм, кельи, трапезная, амбары, скот, огороды, гостевой двор, дорога и вода/берег	13 G4-зон	монастырь не висит точкой; он связан с подъездом, хозяйством, гостями и окрестной округой
gn_nov_g1_03_04_g3_007_novgorodskaya_pristan_na_volhove	Новгородская пристань на Волхове	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_03_04_g3_008_novgorodskaya_lodeynaya_ploschadka	Новгородская лодейная площадка	pt_shipyard_boatyard	boatyard_or_shipyard	1-8 мастерских/служебных дворов	мастера, подручные, сторож, складские держатели, заказчики/купцы	береговая площадка, стапель/ложе, лесоматериал, смоляной/конопатный участок, инструменты, навес, склад и спуск к воде	12 G4-зон	ремесленно-водный узел с предметами, заказами и доступом к реке
gn_nov_g1_03_04_g3_009_dvor_vlasti_v_novgorode	Двор власти в Новгороде	pt_administrative_court	administrative_or_authority_court	1 комплекс; 10-80 зависимых, служебных или дворовых людей по значимости узла	старшие/служилые; писцы/дворовые; сторожа; гости; конюшня и кладовые	ворота, двор, приказная/судная зона, хранение, стража, гостевой угол, конюшня, задний ход и связь с торгом/улицей	14 G4-зон	центр власти и риска: доступ, свидетели, право, хранение и маршруты отхода
gn_nov_g1_03_04_g3_010_glinka_gorod	Софийская сторона	pt_posad_suburb	urban_quarter_or_suburb	примерно 80-400 дворов в посадском участке	зажиточные 5-15%; ремесленные 35-60%; торговые 5-15%; церковные/служилые 3-8%; рядовые посадские 20-40%; бедные/окраинные 5-20%	не отдельная деревня, а часть городского/окологородского тела с улицей, дворами, мастерскими, клетями и выходами к торгу, реке или дороге	14 G4-зон	игровая зона квартала: плотная улица, дворы, ремесло, складирование, вода/колодец, церковный/сходный угол и выходы
gn_nov_g1_03_04_g3_011_luki_gorod	Торговая сторона	pt_posad_suburb	urban_quarter_or_suburb	примерно 80-400 дворов в посадском участке	зажиточные 5-15%; ремесленные 35-60%; торговые 5-15%; церковные/служилые 3-8%; рядовые посадские 20-40%; бедные/окраинные 5-20%	не отдельная деревня, а часть городского/окологородского тела с улицей, дворами, мастерскими, клетями и выходами к торгу, реке или дороге	14 G4-зон	игровая зона квартала: плотная улица, дворы, ремесло, складирование, вода/колодец, церковный/сходный угол и выходы
gn_nov_g1_03_04_g3_012_pogostok_gorod	Неревский конец	pt_posad_suburb	urban_quarter_or_suburb	примерно 400-1200 дворов в крупной городской части/конце	зажиточные 5-15%; ремесленные 35-60%; торговые 5-15%; церковные/служилые 3-8%; рядовые посадские 20-40%; бедные/окраинные 5-20%	не отдельная деревня, а часть городского/окологородского тела с улицей, дворами, мастерскими, клетями и выходами к торгу, реке или дороге	14 G4-зон	игровая зона квартала: плотная улица, дворы, ремесло, складирование, вода/колодец, церковный/сходный угол и выходы
gn_nov_g1_03_04_g3_013_rybnyy_stan_na_volhov_pristan	Верхний Рыбный Стан на Волхове: пристань	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_03_04_g3_014_volchiy_bor_gorod	Людин конец	pt_posad_suburb	urban_quarter_or_suburb	примерно 400-1200 дворов в крупной городской части/конце	зажиточные 5-15%; ремесленные 35-60%; торговые 5-15%; церковные/служилые 3-8%; рядовые посадские 20-40%; бедные/окраинные 5-20%	не отдельная деревня, а часть городского/окологородского тела с улицей, дворами, мастерскими, клетями и выходами к торгу, реке или дороге	14 G4-зон	игровая зона квартала: плотная улица, дворы, ремесло, складирование, вода/колодец, церковный/сходный угол и выходы
gn_nov_g1_03_04_g3_015_krivoy_ruchey_na_volhov_lodochnaya	Кривой Ручей на Волхове: лодочная стоянка	pt_boat_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_03_04_g3_016_zimniy_stan_na_volhov_torg	Зимний Стан на Волхове: торг	pt_market_place	market_or_trade_node	5-25 постоянных дворов/клетей плюс сезонный или событийный приток людей	торговые/гостевые 30-50%; складские 20-30%; служебные 5-15%; жильё держателей 10-30%	торг как притягивающий узел дороги, воды, складов, мер, гостей, скота, слухов и контроля порядка	12 G4-зон	место выбора: купить, узнать, спрятаться в толпе, искать перевоз, спорить о праве или идти дальше
gn_nov_g1_03_04_g3_017_suhaya_griva_na_volhov_pristan	Сухая Грива на Волхове: пристань	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_03_04_g3_018_chernyy_moh_gorod	Загородский конец	pt_posad_suburb	urban_quarter_or_suburb	примерно 400-1200 дворов в крупной городской части/конце	зажиточные 5-15%; ремесленные 35-60%; торговые 5-15%; церковные/служилые 3-8%; рядовые посадские 20-40%; бедные/окраинные 5-20%	не отдельная деревня, а часть городского/окологородского тела с улицей, дворами, мастерскими, клетями и выходами к торгу, реке или дороге	14 G4-зон	игровая зона квартала: плотная улица, дворы, ремесло, складирование, вода/колодец, церковный/сходный угол и выходы
gn_nov_g1_03_04_g3_019_gluhaya_luka_gorod	Славенский конец	pt_posad_suburb	urban_quarter_or_suburb	примерно 400-1200 дворов в крупной городской части/конце	зажиточные 5-15%; ремесленные 35-60%; торговые 5-15%; церковные/служилые 3-8%; рядовые посадские 20-40%; бедные/окраинные 5-20%	не отдельная деревня, а часть городского/окологородского тела с улицей, дворами, мастерскими, клетями и выходами к торгу, реке или дороге	14 G4-зон	игровая зона квартала: плотная улица, дворы, ремесло, складирование, вода/колодец, церковный/сходный угол и выходы
gn_nov_g1_03_04_g3_020_olshanik_posad	Ольшаник: посад	pt_posad_suburb	urban_quarter_or_suburb	примерно 80-400 дворов в посадском участке	зажиточные 5-15%; ремесленные 35-60%; торговые 5-15%; церковные/служилые 3-8%; рядовые посадские 20-40%; бедные/окраинные 5-20%	не отдельная деревня, а часть городского/окологородского тела с улицей, дворами, мастерскими, клетями и выходами к торгу, реке или дороге	14 G4-зон	игровая зона квартала: плотная улица, дворы, ремесло, складирование, вода/колодец, церковный/сходный угол и выходы
gn_nov_g1_03_04_g3_021_staryy_sled_gorod	Плотницкий конец	pt_posad_suburb	urban_quarter_or_suburb	примерно 400-1200 дворов в крупной городской части/конце	зажиточные 5-15%; ремесленные 35-60%; торговые 5-15%; церковные/служилые 3-8%; рядовые посадские 20-40%; бедные/окраинные 5-20%	не отдельная деревня, а часть городского/окологородского тела с улицей, дворами, мастерскими, клетями и выходами к торгу, реке или дороге	14 G4-зон	игровая зона квартала: плотная улица, дворы, ремесло, складирование, вода/колодец, церковный/сходный угол и выходы
gn_nov_g1_03_04_g3_022_kamenka_gorod	Новгородский детинец	pt_administrative_court	administrative_or_authority_court	1 комплекс; 10-80 зависимых, служебных или дворовых людей по значимости узла	старшие/служилые; писцы/дворовые; сторожа; гости; конюшня и кладовые	ворота, двор, приказная/судная зона, хранение, стража, гостевой угол, конюшня, задний ход и связь с торгом/улицей	14 G4-зон	центр власти и риска: доступ, свидетели, право, хранение и маршруты отхода
gn_nov_g1_03_04_g3_023_zareche_na_volhov_pristan	Верхнее Заречье на Волхове: пристань	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_03_04_g3_024_podbore_gorod	Владычный двор у Софии	pt_administrative_court	administrative_or_authority_court	1 комплекс; 10-80 зависимых, служебных или дворовых людей по значимости узла	старшие/служилые; писцы/дворовые; сторожа; гости; конюшня и кладовые	ворота, двор, приказная/судная зона, хранение, стража, гостевой угол, конюшня, задний ход и связь с торгом/улицей	14 G4-зон	центр власти и риска: доступ, свидетели, право, хранение и маршруты отхода
gn_nov_g1_03_04_g3_025_ruchi_lodeynaya_ploschadka	Ручьи: лодейная площадка	pt_shipyard_boatyard	boatyard_or_shipyard	1-8 мастерских/служебных дворов	мастера, подручные, сторож, складские держатели, заказчики/купцы	береговая площадка, стапель/ложе, лесоматериал, смоляной/конопатный участок, инструменты, навес, склад и спуск к воде	12 G4-зон	ремесленно-водный узел с предметами, заказами и доступом к реке
gn_nov_g1_03_04_g3_026_malyy_bor_na_volhov_torg	Малый Бор на Волхове: торг	pt_market_place	market_or_trade_node	5-25 постоянных дворов/клетей плюс сезонный или событийный приток людей	торговые/гостевые 30-50%; складские 20-30%; служебные 5-15%; жильё держателей 10-30%	торг как притягивающий узел дороги, воды, складов, мер, гостей, скота, слухов и контроля порядка	12 G4-зон	место выбора: купить, узнать, спрятаться в толпе, искать перевоз, спорить о праве или идти дальше
gn_nov_g1_03_04_g3_027_verhnie_luga_na_volhov_pristan	Верхние Луга на Волхове: пристань	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_03_04_g3_028_nizhniy_pochinok_gorod	Ярославово дворище	pt_market_place	market_or_trade_node	5-25 постоянных дворов/клетей плюс сезонный или событийный приток людей	торговые/гостевые 30-50%; складские 20-30%; служебные 5-15%; жильё держателей 10-30%	торг как притягивающий узел дороги, воды, складов, мер, гостей, скота, слухов и контроля порядка	12 G4-зон	место выбора: купить, узнать, спрятаться в толпе, искать перевоз, спорить о праве или идти дальше
gn_nov_g1_03_04_g3_029_bereze_posad	Березье: посад	pt_posad_suburb	urban_quarter_or_suburb	примерно 80-400 дворов в посадском участке	зажиточные 5-15%; ремесленные 35-60%; торговые 5-15%; церковные/служилые 3-8%; рядовые посадские 20-40%; бедные/окраинные 5-20%	не отдельная деревня, а часть городского/окологородского тела с улицей, дворами, мастерскими, клетями и выходами к торгу, реке или дороге	14 G4-зон	игровая зона квартала: плотная улица, дворы, ремесло, складирование, вода/колодец, церковный/сходный угол и выходы
gn_nov_g1_03_04_g3_030_luzhitsy_gorodische	Лужицы: городище	pt_hillfort_gorodishche	fortified_hillfort_or_old_site	0-20 дворов при использовании; может быть сторожевой, складской или убежищный узел	сторожевые/служилые; временные дворы; склад; окрестные крестьяне приходят при угрозе	вал, ворота, внутренний двор, сторожевое место, склад, вода, склон, подступы и тайный/лесной выход	11 G4-зон	должно играться как укреплённое место с доступом, обзором и риском
gn_nov_g1_03_04_g3_031_selische_gorod	Готский двор у Торга	pt_market_place	market_or_trade_node	5-25 постоянных дворов/клетей плюс сезонный или событийный приток людей	торговые/гостевые 30-50%; складские 20-30%; служебные 5-15%; жильё держателей 10-30%	торг как притягивающий узел дороги, воды, складов, мер, гостей, скота, слухов и контроля порядка	12 G4-зон	место выбора: купить, узнать, спрятаться в толпе, искать перевоз, спорить о праве или идти дальше
gn_nov_g1_03_04_g3_032_pochinok_gorod	Немецкий двор у Торга	pt_market_place	market_or_trade_node	5-25 постоянных дворов/клетей плюс сезонный или событийный приток людей	торговые/гостевые 30-50%; складские 20-30%; служебные 5-15%; жильё держателей 10-30%	торг как притягивающий узел дороги, воды, складов, мер, гостей, скота, слухов и контроля порядка	12 G4-зон	место выбора: купить, узнать, спрятаться в толпе, искать перевоз, спорить о праве или идти дальше
gn_nov_g1_03_04_g3_033_dubrovo_na_volhov_pristan	Верхнее Дуброво на Волхове: пристань	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_03_04_g3_034_sosnovets_gorod	Великий мост и мостовые подходы	pt_crossroads	road_crossroads	0-3 двора сторожа/постоя/ремонтника пути	постоянных дворов мало; основная плотность — путники, возы, проводники и сезонные стоянки	развилка дорог с подходами, приметами, ожиданием, возможным навесом, водным местом и ответвлениями	9 G4-зон	создаёт выбор маршрута и риск, а не тупик
gn_nov_g1_03_04_g3_035_mhovoe_na_volhov_torg	Верхнее Мховое на Волхове: торг	pt_market_place	market_or_trade_node	5-25 постоянных дворов/клетей плюс сезонный или событийный приток людей	торговые/гостевые 30-50%; складские 20-30%; служебные 5-15%; жильё держателей 10-30%	торг как притягивающий узел дороги, воды, складов, мер, гостей, скота, слухов и контроля порядка	12 G4-зон	место выбора: купить, узнать, спрятаться в толпе, искать перевоз, спорить о праве или идти дальше
gn_nov_g1_03_04_g3_036_ozerets_na_volhov_torg	Озерец на Волхове: торг	pt_market_place	market_or_trade_node	5-25 постоянных дворов/клетей плюс сезонный или событийный приток людей	торговые/гостевые 30-50%; складские 20-30%; служебные 5-15%; жильё держателей 10-30%	торг как притягивающий узел дороги, воды, складов, мер, гостей, скота, слухов и контроля порядка	12 G4-зон	место выбора: купить, узнать, спрятаться в толпе, искать перевоз, спорить о праве или идти дальше
gn_nov_g1_03_04_g3_037_pleso_na_volhov_pristan	Верхнее Плесо на Волхове: пристань	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_03_04_g3_038_zalese_gorod	Судный двор у Торга	pt_administrative_court	administrative_or_authority_court	1 комплекс; 10-80 зависимых, служебных или дворовых людей по значимости узла	старшие/служилые; писцы/дворовые; сторожа; гости; конюшня и кладовые	ворота, двор, приказная/судная зона, хранение, стража, гостевой угол, конюшня, задний ход и связь с торгом/улицей	14 G4-зон	центр власти и риска: доступ, свидетели, право, хранение и маршруты отхода
gn_nov_g1_03_04_g3_039_borok_gorodische	Борок: городище	pt_hillfort_gorodishche	fortified_hillfort_or_old_site	0-20 дворов при использовании; может быть сторожевой, складской или убежищный узел	сторожевые/служилые; временные дворы; склад; окрестные крестьяне приходят при угрозе	вал, ворота, внутренний двор, сторожевое место, склад, вода, склон, подступы и тайный/лесной выход	11 G4-зон	должно играться как укреплённое место с доступом, обзором и риском
gn_nov_g1_03_04_g3_040_navolok_monastyr	Наволок: монастырь	pt_monastery	monastery_complex	комплекс братии и служебных/монастырских дворов; дворовая численность задаётся сценой	монастырские кельи; хозяйственные служители; гости; зависимые работники; скотный и огородный двор	ворота, храм, кельи, трапезная, амбары, скот, огороды, гостевой двор, дорога и вода/берег	13 G4-зон	монастырь не висит точкой; он связан с подъездом, хозяйством, гостями и окрестной округой
gn_nov_g1_03_04_g3_041_glinka_gorod	Торговые ряды на Торговой стороне	pt_market_place	market_or_trade_node	5-25 постоянных дворов/клетей плюс сезонный или событийный приток людей	торговые/гостевые 30-50%; складские 20-30%; служебные 5-15%; жильё держателей 10-30%	торг как притягивающий узел дороги, воды, складов, мер, гостей, скота, слухов и контроля порядка	12 G4-зон	место выбора: купить, узнать, спрятаться в толпе, искать перевоз, спорить о праве или идти дальше
gn_nov_g1_03_04_g3_042_luki_gorod	Плотницкая слобода	pt_posad_suburb	urban_quarter_or_suburb	примерно 60-250 дворов в слободской или ремесленной части	зажиточные 5-15%; ремесленные 35-60%; торговые 5-15%; церковные/служилые 3-8%; рядовые посадские 20-40%; бедные/окраинные 5-20%	не отдельная деревня, а часть городского/окологородского тела с улицей, дворами, мастерскими, клетями и выходами к торгу, реке или дороге	14 G4-зон	игровая зона квартала: плотная улица, дворы, ремесло, складирование, вода/колодец, церковный/сходный угол и выходы
gn_nov_g1_03_04_g3_043_pogostok_na_volhov_pristan	Верхний Погосток на Волхове: пристань	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_03_04_g3_044_rybnyy_stan_gorod	Гончарная слобода Людина конца	pt_posad_suburb	urban_quarter_or_suburb	примерно 60-250 дворов в слободской или ремесленной части	зажиточные 5-15%; ремесленные 35-60%; торговые 5-15%; церковные/служилые 3-8%; рядовые посадские 20-40%; бедные/окраинные 5-20%	не отдельная деревня, а часть городского/окологородского тела с улицей, дворами, мастерскими, клетями и выходами к торгу, реке или дороге	14 G4-зон	игровая зона квартала: плотная улица, дворы, ремесло, складирование, вода/колодец, церковный/сходный угол и выходы
gn_nov_g1_03_04_g3_045_volchiy_bor_dvor_upravleniya	Волчий Бор: двор управления	pt_administrative_court	administrative_or_authority_court	1 комплекс; 10-80 зависимых, служебных или дворовых людей по значимости узла	старшие/служилые; писцы/дворовые; сторожа; гости; конюшня и кладовые	ворота, двор, приказная/судная зона, хранение, стража, гостевой угол, конюшня, задний ход и связь с торгом/улицей	14 G4-зон	центр власти и риска: доступ, свидетели, право, хранение и маршруты отхода
gn_nov_g1_03_04_g3_046_krivoy_ruchey_na_volhov_torg	Кривой Ручей на Волхове: торг	pt_market_place	market_or_trade_node	5-25 постоянных дворов/клетей плюс сезонный или событийный приток людей	торговые/гостевые 30-50%; складские 20-30%; служебные 5-15%; жильё держателей 10-30%	торг как притягивающий узел дороги, воды, складов, мер, гостей, скота, слухов и контроля порядка	12 G4-зон	место выбора: купить, узнать, спрятаться в толпе, искать перевоз, спорить о праве или идти дальше
gn_nov_g1_03_04_g3_047_zimniy_stan_na_volhov_pristan	Верхний Зимний Стан на Волхове: пристань	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_03_04_g3_048_suhaya_griva_gorod	Прибрежные клети и житницы	pt_market_place	market_or_trade_node	5-25 постоянных дворов/клетей плюс сезонный или событийный приток людей	торговые/гостевые 30-50%; складские 20-30%; служебные 5-15%; жильё держателей 10-30%	торг как притягивающий узел дороги, воды, складов, мер, гостей, скота, слухов и контроля порядка	12 G4-зон	место выбора: купить, узнать, спрятаться в толпе, искать перевоз, спорить о праве или идти дальше
gn_nov_g1_03_04_g3_049_chernyy_moh_monastyr	Чёрный Мох: монастырь	pt_monastery	monastery_complex	комплекс братии и служебных/монастырских дворов; дворовая численность задаётся сценой	монастырские кельи; хозяйственные служители; гости; зависимые работники; скотный и огородный двор	ворота, храм, кельи, трапезная, амбары, скот, огороды, гостевой двор, дорога и вода/берег	13 G4-зон	монастырь не висит точкой; он связан с подъездом, хозяйством, гостями и окрестной округой
gn_nov_g1_03_04_g3_050_gluhaya_luka_na_volhov_pristan	Верхняя Глухая Лука на Волхове: пристань	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_03_04_g3_051_olshanik_gorod	Гостьевой двор у Торга	pt_market_place	market_or_trade_node	5-25 постоянных дворов/клетей плюс сезонный или событийный приток людей	торговые/гостевые 30-50%; складские 20-30%; служебные 5-15%; жильё держателей 10-30%	торг как притягивающий узел дороги, воды, складов, мер, гостей, скота, слухов и контроля порядка	12 G4-зон	место выбора: купить, узнать, спрятаться в толпе, искать перевоз, спорить о праве или идти дальше
gn_nov_g1_03_04_g3_052_staryy_sled_gorod	Приречный посад Волхова	pt_posad_suburb	urban_quarter_or_suburb	примерно 80-400 дворов в посадском участке	зажиточные 5-15%; ремесленные 35-60%; торговые 5-15%; церковные/служилые 3-8%; рядовые посадские 20-40%; бедные/окраинные 5-20%	не отдельная деревня, а часть городского/окологородского тела с улицей, дворами, мастерскими, клетями и выходами к торгу, реке или дороге	14 G4-зон	игровая зона квартала: плотная улица, дворы, ремесло, складирование, вода/колодец, церковный/сходный угол и выходы
