link_id,item_id,location_archetype,location_name_ru,context_anchor_item_ids,relation,spawn_frequency,availability_class,notes,record_scope
ILO004643,OMI00792,torg,Торг и торговое место,"[""STR0006""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004644,OMI00792,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004645,OMI00792,fishing_site,"рыбацкий стан, берег или место лова","[""STR0010"",""STR0011""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004646,OMI00792,pier,"береговой спуск, мостки или причал","[""STR0010"",""STR0011"",""STR0012""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004647,OMI00792,scribe_area,"место письма, счёта или хранения грамот","[""INT0013"",""FUR0004""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004648,OMI00793,workshop,ремесленная мастерская,"[""ARC0031"",""INT0019"",""INT0044""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004649,OMI00793,torg,Торг и торговое место,"[""STR0006""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004650,OMI00793,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004651,OMI00793,fishing_site,"рыбацкий стан, берег или место лова","[""STR0010"",""STR0011""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004652,OMI00793,pier,"береговой спуск, мостки или причал","[""STR0010"",""STR0011"",""STR0012""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004653,OMI00793,scribe_area,"место письма, счёта или хранения грамот","[""INT0013"",""FUR0004""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004654,OMI00794,workshop,ремесленная мастерская,"[""ARC0031"",""INT0019"",""INT0044""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004655,OMI00794,torg,Торг и торговое место,"[""STR0006""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004656,OMI00794,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004657,OMI00794,fishing_site,"рыбацкий стан, берег или место лова","[""STR0010"",""STR0011""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004658,OMI00794,pier,"береговой спуск, мостки или причал","[""STR0010"",""STR0011"",""STR0012""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004659,OMI00794,scribe_area,"место письма, счёта или хранения грамот","[""INT0013"",""FUR0004""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004660,OMI00795,workshop,ремесленная мастерская,"[""ARC0031"",""INT0019"",""INT0044""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004661,OMI00795,torg,Торг и торговое место,"[""STR0006""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004662,OMI00795,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004663,OMI00795,fishing_site,"рыбацкий стан, берег или место лова","[""STR0010"",""STR0011""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004664,OMI00795,pier,"береговой спуск, мостки или причал","[""STR0010"",""STR0011"",""STR0012""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004665,OMI00795,scribe_area,"место письма, счёта или хранения грамот","[""INT0013"",""FUR0004""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004666,OMI00796,workshop,ремесленная мастерская,"[""ARC0031"",""INT0019"",""INT0044""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004667,OMI00796,torg,Торг и торговое место,"[""STR0006""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004668,OMI00796,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004669,OMI00796,fishing_site,"рыбацкий стан, берег или место лова","[""STR0010"",""STR0011""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004670,OMI00796,pier,"береговой спуск, мостки или причал","[""STR0010"",""STR0011"",""STR0012""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004671,OMI00796,scribe_area,"место письма, счёта или хранения грамот","[""INT0013"",""FUR0004""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004672,OMI00797,workshop,ремесленная мастерская,"[""ARC0031"",""INT0019"",""INT0044""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004673,OMI00797,torg,Торг и торговое место,"[""STR0006""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004674,OMI00797,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004675,OMI00797,fishing_site,"рыбацкий стан, берег или место лова","[""STR0010"",""STR0011""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004676,OMI00797,pier,"береговой спуск, мостки или причал","[""STR0010"",""STR0011"",""STR0012""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004677,OMI00797,scribe_area,"место письма, счёта или хранения грамот","[""INT0013"",""FUR0004""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004678,OMI00798,workshop,ремесленная мастерская,"[""ARC0031"",""INT0019"",""INT0044""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004679,OMI00798,torg,Торг и торговое место,"[""STR0006""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004680,OMI00798,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004681,OMI00798,fishing_site,"рыбацкий стан, берег или место лова","[""STR0010"",""STR0011""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004682,OMI00798,pier,"береговой спуск, мостки или причал","[""STR0010"",""STR0011"",""STR0012""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004683,OMI00798,scribe_area,"место письма, счёта или хранения грамот","[""INT0013"",""FUR0004""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004684,OMI00799,workshop,ремесленная мастерская,"[""ARC0031"",""INT0019"",""INT0044""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004685,OMI00799,torg,Торг и торговое место,"[""STR0006""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004686,OMI00799,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004687,OMI00799,fishing_site,"рыбацкий стан, берег или место лова","[""STR0010"",""STR0011""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004688,OMI00799,pier,"береговой спуск, мостки или причал","[""STR0010"",""STR0011"",""STR0012""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004689,OMI00799,scribe_area,"место письма, счёта или хранения грамот","[""INT0013"",""FUR0004""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004690,OMI00800,workshop,ремесленная мастерская,"[""ARC0031"",""INT0019"",""INT0044""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004691,OMI00800,torg,Торг и торговое место,"[""STR0006""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004692,OMI00800,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004693,OMI00800,fishing_site,"рыбацкий стан, берег или место лова","[""STR0010"",""STR0011""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004694,OMI00800,pier,"береговой спуск, мостки или причал","[""STR0010"",""STR0011"",""STR0012""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004695,OMI00800,scribe_area,"место письма, счёта или хранения грамот","[""INT0013"",""FUR0004""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004696,OMI00801,workshop,ремесленная мастерская,"[""ARC0031"",""INT0019"",""INT0044""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004697,OMI00801,torg,Торг и торговое место,"[""STR0006""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004698,OMI00801,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004699,OMI00801,fishing_site,"рыбацкий стан, берег или место лова","[""STR0010"",""STR0011""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004700,OMI00801,pier,"береговой спуск, мостки или причал","[""STR0010"",""STR0011"",""STR0012""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004701,OMI00801,scribe_area,"место письма, счёта или хранения грамот","[""INT0013"",""FUR0004""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004702,OMI00802,workshop,ремесленная мастерская,"[""ARC0031"",""INT0019"",""INT0044""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004703,OMI00802,torg,Торг и торговое место,"[""STR0006""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004704,OMI00802,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004705,OMI00802,fishing_site,"рыбацкий стан, берег или место лова","[""STR0010"",""STR0011""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004706,OMI00802,pier,"береговой спуск, мостки или причал","[""STR0010"",""STR0011"",""STR0012""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004707,OMI00802,scribe_area,"место письма, счёта или хранения грамот","[""INT0013"",""FUR0004""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004708,OMI00803,workshop,ремесленная мастерская,"[""ARC0031"",""INT0019"",""INT0044""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004709,OMI00803,torg,Торг и торговое место,"[""STR0006""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004710,OMI00803,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004711,OMI00803,fishing_site,"рыбацкий стан, берег или место лова","[""STR0010"",""STR0011""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004712,OMI00803,pier,"береговой спуск, мостки или причал","[""STR0010"",""STR0011"",""STR0012""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004713,OMI00803,scribe_area,"место письма, счёта или хранения грамот","[""INT0013"",""FUR0004""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004714,OMI00804,workshop,ремесленная мастерская,"[""ARC0031"",""INT0019"",""INT0044""]",may_occur_with_supporting_household_craft_environment_or_process_basis,rare,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004715,OMI00804,torg,Торг и торговое место,"[""STR0006""]",may_occur_with_supporting_household_craft_environment_or_process_basis,rare,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004716,OMI00804,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,rare,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004717,OMI00804,fishing_site,"рыбацкий стан, берег или место лова","[""STR0010"",""STR0011""]",may_occur_with_supporting_household_craft_environment_or_process_basis,rare,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004718,OMI00804,pier,"береговой спуск, мостки или причал","[""STR0010"",""STR0011"",""STR0012""]",may_occur_with_supporting_household_craft_environment_or_process_basis,rare,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004719,OMI00804,scribe_area,"место письма, счёта или хранения грамот","[""INT0013"",""FUR0004""]",may_occur_with_supporting_household_craft_environment_or_process_basis,rare,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004720,OMI00805,workshop,ремесленная мастерская,"[""ARC0031"",""INT0019"",""INT0044""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004721,OMI00805,torg,Торг и торговое место,"[""STR0006""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004722,OMI00805,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004723,OMI00805,fishing_site,"рыбацкий стан, берег или место лова","[""STR0010"",""STR0011""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004724,OMI00805,pier,"береговой спуск, мостки или причал","[""STR0010"",""STR0011"",""STR0012""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004725,OMI00805,scribe_area,"место письма, счёта или хранения грамот","[""INT0013"",""FUR0004""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004726,OMI00806,workshop,ремесленная мастерская,"[""ARC0031"",""INT0019"",""INT0044""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004727,OMI00806,torg,Торг и торговое место,"[""STR0006""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004728,OMI00806,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004729,OMI00806,fishing_site,"рыбацкий стан, берег или место лова","[""STR0010"",""STR0011""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004730,OMI00806,pier,"береговой спуск, мостки или причал","[""STR0010"",""STR0011"",""STR0012""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004731,OMI00806,scribe_area,"место письма, счёта или хранения грамот","[""INT0013"",""FUR0004""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004732,OMI00807,workshop,ремесленная мастерская,"[""ARC0031"",""INT0019"",""INT0044""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004733,OMI00807,torg,Торг и торговое место,"[""STR0006""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004734,OMI00807,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004735,OMI00807,fishing_site,"рыбацкий стан, берег или место лова","[""STR0010"",""STR0011""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004736,OMI00807,pier,"береговой спуск, мостки или причал","[""STR0010"",""STR0011"",""STR0012""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004737,OMI00807,scribe_area,"место письма, счёта или хранения грамот","[""INT0013"",""FUR0004""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004738,OMI00808,workshop,ремесленная мастерская,"[""ARC0031"",""INT0019"",""INT0044""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004739,OMI00808,torg,Торг и торговое место,"[""STR0006""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004740,OMI00808,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004741,OMI00808,fishing_site,"рыбацкий стан, берег или место лова","[""STR0010"",""STR0011""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004742,OMI00808,pier,"береговой спуск, мостки или причал","[""STR0010"",""STR0011"",""STR0012""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004743,OMI00808,scribe_area,"место письма, счёта или хранения грамот","[""INT0013"",""FUR0004""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004744,OMI00809,workshop,ремесленная мастерская,"[""ARC0031"",""INT0019"",""INT0044""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004745,OMI00809,torg,Торг и торговое место,"[""STR0006""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004746,OMI00809,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004747,OMI00809,fishing_site,"рыбацкий стан, берег или место лова","[""STR0010"",""STR0011""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004748,OMI00809,pier,"береговой спуск, мостки или причал","[""STR0010"",""STR0011"",""STR0012""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004749,OMI00809,scribe_area,"место письма, счёта или хранения грамот","[""INT0013"",""FUR0004""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004750,OMI00810,workshop,ремесленная мастерская,"[""ARC0031"",""INT0019"",""INT0044""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004751,OMI00810,torg,Торг и торговое место,"[""STR0006""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004752,OMI00810,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004753,OMI00810,fishing_site,"рыбацкий стан, берег или место лова","[""STR0010"",""STR0011""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004754,OMI00810,pier,"береговой спуск, мостки или причал","[""STR0010"",""STR0011"",""STR0012""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004755,OMI00810,scribe_area,"место письма, счёта или хранения грамот","[""INT0013"",""FUR0004""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004756,OMI00811,workshop,ремесленная мастерская,"[""ARC0031"",""INT0019"",""INT0044""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004757,OMI00811,torg,Торг и торговое место,"[""STR0006""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO004758,OMI00811,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
