fd_id,master_ingredient_id,name_ru,name_en,name_lat,source_taxon_ref,taxon_kind,food_category,ingredient_type,fasting_class,fasting_status,category_id,universal_category,region_id,origin,months_available,months_fresh,months_limited,season_profile,month_basis,access_by_class,storage_forms,storage_container_ids,shelf_life,spoilage_signs,spoilage_states,rarity,frequency_class,frequency_weight,relative_cost,famine_1230_role,recipe_evidence_type,source_refs,confidence,status,notes
fd_butter_washed,ING0098,Промытое масло,butter washed,Bos taurus,taxon:Bos taurus,fauna,dairy,processed_product,dairy,fasting_forbidden,content_food.dairy.butter_washed,true,novgorod_land,local,"[1, 2, 3, 10, 11, 12]",[],"[4, 5, 6, 7, 8, 9]",stored_cool,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0098,"{""poor"": ""occasional"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_fermenting"", ""pm_cellar"", ""pm_icehouse"", ""pm_freezing_winter""]","[""AGR0001"", ""HOU0001"", ""POT0018"", ""HOU0025""]",hours to days fresh; longer for butter/cheese in cool storage,"[""over_soured"", ""moldy"", ""putrid"", ""rancid""]","[""moldy"", ""rancid"", ""soured"", ""spoiled""]",common,common,4,medium,,ingredient_based_reconstruction,"[""master-food:SRC040"", ""master-food:SRC045"", ""master-food:SRC046"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0098"", ""wk:claim:environment-p1-cattle""]",B,candidate,
fd_buttermilk,ING0099,Пахта,buttermilk,Bos taurus,taxon:Bos taurus,fauna,dairy,processed_product,dairy,fasting_forbidden,content_food.dairy.buttermilk,true,novgorod_land,local,"[5, 6, 7, 8, 9]","[5, 6, 7, 8, 9]","[1, 2, 3, 4, 10, 11, 12]",milk_summer,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0099,"{""poor"": ""occasional"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_fermenting"", ""pm_cellar"", ""pm_icehouse"", ""pm_freezing_winter""]","[""AGR0001"", ""HOU0001"", ""POT0018"", ""HOU0025""]",hours to days fresh; longer for butter/cheese in cool storage,"[""over_soured"", ""moldy"", ""putrid"", ""rancid""]","[""moldy"", ""rancid"", ""soured"", ""spoiled""]",common,common,4,medium,,ingredient_based_reconstruction,"[""master-food:SRC040"", ""master-food:SRC045"", ""master-food:SRC046"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0099"", ""wk:claim:environment-p1-cattle""]",B,candidate,
fd_fresh_cheese,ING0100,Свежий сырный продукт,fresh cheese,Bos taurus,taxon:Bos taurus,fauna,dairy,processed_product,dairy,fasting_forbidden,content_food.dairy.fresh_cheese,true,novgorod_land,local,"[1, 2, 3, 10, 11, 12]",[],"[4, 5, 6, 7, 8, 9]",stored_cool,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0100,"{""poor"": ""occasional"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_fermenting"", ""pm_cellar"", ""pm_icehouse"", ""pm_freezing_winter""]","[""AGR0001"", ""HOU0001"", ""POT0018"", ""HOU0025""]",hours to days fresh; longer for butter/cheese in cool storage,"[""over_soured"", ""moldy"", ""putrid"", ""rancid""]","[""moldy"", ""rancid"", ""soured"", ""spoiled""]",common,common,4,medium,,ingredient_based_reconstruction,"[""master-food:SRC040"", ""master-food:SRC045"", ""master-food:SRC046"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0100"", ""wk:claim:environment-p1-cattle""]",B,candidate,
fd_pressed_fresh_cheese,ING0101,Свежий сырный круг без выдержки,pressed fresh cheese,Bos taurus,taxon:Bos taurus,fauna,dairy,processed_product,dairy,fasting_forbidden,content_food.dairy.pressed_fresh_cheese,true,novgorod_land,local,"[1, 2, 3, 10, 11, 12]",[],"[4, 5, 6, 7, 8, 9]",stored_cool,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0101,"{""poor"": ""occasional"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_fermenting"", ""pm_cellar"", ""pm_icehouse"", ""pm_freezing_winter""]","[""AGR0001"", ""HOU0001"", ""POT0018"", ""HOU0025""]",hours to days fresh; longer for butter/cheese in cool storage,"[""over_soured"", ""moldy"", ""putrid"", ""rancid""]","[""moldy"", ""rancid"", ""soured"", ""spoiled""]",common,common,4,medium,,ingredient_based_reconstruction,"[""master-food:SRC040"", ""master-food:SRC045"", ""master-food:SRC046"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0101"", ""wk:claim:environment-p1-cattle""]",B,candidate,
fd_aged_cheese_uncertain,ING0102,Выдержанный сыр — осторожная категория,aged cheese uncertain,Bos taurus,taxon:Bos taurus,fauna,dairy,processed_product,dairy,fasting_forbidden,content_food.dairy.aged_cheese_uncertain,true,novgorod_land,local,"[1, 2, 3, 10, 11, 12]",[],"[4, 5, 6, 7, 8, 9]",stored_cool,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0102,"{""poor"": ""occasional"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_fermenting"", ""pm_cellar"", ""pm_icehouse"", ""pm_freezing_winter""]","[""AGR0001"", ""HOU0001"", ""POT0018"", ""HOU0025""]",hours to days fresh; longer for butter/cheese in cool storage,"[""over_soured"", ""moldy"", ""putrid"", ""rancid""]","[""moldy"", ""rancid"", ""soured"", ""spoiled""]",uncommon,contextual,2,medium,,ingredient_based_reconstruction,"[""master-food:SRC040"", ""master-food:SRC045"", ""master-food:SRC046"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0102"", ""wk:claim:environment-p1-cattle""]",C,candidate,
fd_egg_chicken,ING0103,Куриное яйцо,egg chicken,Gallus gallus f. domestica,taxon:Gallus gallus f. domestica,fauna,egg,raw_product,eggs,fasting_forbidden,content_food.egg.egg_chicken,true,novgorod_land,local,"[4, 5, 6, 7, 8]","[4, 5, 6, 7, 8]","[1, 2, 3, 9, 10, 11, 12]",egg_spring_summer,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0103,"{""poor"": ""occasional"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}",[],"[""HOU0016"", ""HOU0021""]",days to weeks in cool conditions; modern safety stricter,"[""cracked"", ""rotten""]","[""rotten"", ""spoiled""]",common,common,4,medium,,archaeological,"[""master-food:SRC040"", ""master-food:FSRC010"", ""master-food:SRC045"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0103""]",A,candidate,
fd_egg_goose,ING0104,Гусиное яйцо,egg goose,Anser anser f. domestica,taxon:Anser anser f. domestica,fauna,egg,raw_product,eggs,fasting_forbidden,content_food.egg.egg_goose,true,novgorod_land,local,"[4, 5, 6, 7, 8]","[4, 5, 6, 7, 8]","[1, 2, 3, 9, 10, 11, 12]",egg_spring_summer,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0104,"{""poor"": ""occasional"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}",[],"[""HOU0016"", ""HOU0021""]",days to weeks in cool conditions; modern safety stricter,"[""cracked"", ""rotten""]","[""rotten"", ""spoiled""]",seasonal,contextual,2,medium,,archaeological,"[""master-food:SRC040"", ""master-food:FSRC010"", ""master-food:SRC045"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0104""]",B,candidate,
fd_egg_duck,ING0105,Утиное яйцо,egg duck,Anas platyrhynchos f. domestica,taxon:Anas platyrhynchos f. domestica,fauna,egg,raw_product,eggs,fasting_forbidden,content_food.egg.egg_duck,true,novgorod_land,local,"[4, 5, 6, 7, 8]","[4, 5, 6, 7, 8]","[1, 2, 3, 9, 10, 11, 12]",egg_spring_summer,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0105,"{""poor"": ""occasional"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}",[],"[""HOU0016"", ""HOU0021""]",days to weeks in cool conditions; modern safety stricter,"[""cracked"", ""rotten""]","[""rotten"", ""spoiled""]",seasonal,contextual,2,medium,,archaeological,"[""master-food:SRC040"", ""master-food:FSRC010"", ""master-food:SRC045"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0105""]",B,candidate,
fd_beef,ING0106,Говядина,beef,Bos taurus,taxon:Bos taurus,fauna,meat_domestic,raw_product,meat,fasting_forbidden,content_food.meat_domestic.beef,true,novgorod_land,local,"[1, 10, 11, 12]","[1, 10, 11, 12]","[2, 3, 4, 5, 6, 7, 8, 9]",slaughter_autumn_winter,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0106,"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_drying"", ""pm_salting"", ""pm_smoking"", ""pm_cellar"", ""pm_icehouse"", ""pm_freezing_winter""]","[""HOU0019"", ""HOU0036"", ""HOU0024""]",same day fresh; longer only after preservation or cold storage,"[""slimy"", ""putrid"", ""moldy""]","[""rotten"", ""spoiled"", ""gnawed""]",common,common,4,low,,archaeological,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0106"", ""wk:claim:environment-p1-cattle""]",A,candidate,
fd_veal,ING0107,Телятина — ограниченная социальная категория,veal,Bos taurus,taxon:Bos taurus,fauna,meat_domestic,raw_product,meat,fasting_forbidden,content_food.meat_domestic.veal,true,novgorod_land,local,[],[],"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",slaughter_variable,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0107,"{""poor"": ""occasional"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_drying"", ""pm_salting"", ""pm_smoking"", ""pm_cellar"", ""pm_icehouse"", ""pm_freezing_winter""]","[""HOU0019"", ""HOU0036"", ""HOU0024""]",same day fresh; longer only after preservation or cold storage,"[""slimy"", ""putrid"", ""moldy""]","[""rotten"", ""spoiled"", ""gnawed""]",uncommon,contextual,2,medium,,archaeological,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0107"", ""wk:claim:environment-p1-cattle""]",B,candidate,
fd_pork,ING0108,Свинина,pork,Sus scrofa f. domestica,taxon:Sus scrofa f. domestica,fauna,meat_domestic,raw_product,meat,fasting_forbidden,content_food.meat_domestic.pork,true,novgorod_land,local,"[1, 10, 11, 12]","[1, 10, 11, 12]","[2, 3, 4, 5, 6, 7, 8, 9]",slaughter_autumn_winter,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0108,"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_drying"", ""pm_salting"", ""pm_smoking"", ""pm_cellar"", ""pm_icehouse"", ""pm_freezing_winter""]","[""HOU0019"", ""HOU0036"", ""HOU0024""]",same day fresh; longer only after preservation or cold storage,"[""slimy"", ""putrid"", ""moldy""]","[""rotten"", ""spoiled"", ""gnawed""]",common,common,4,low,,archaeological,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0108""]",A,candidate,
fd_mutton_goat,ING0109,Баранина или козлятина,mutton goat,Ovis aries | Capra hircus,taxon:Ovis aries | Capra hircus,fauna,meat_domestic,raw_product,meat,fasting_forbidden,content_food.meat_domestic.mutton_goat,true,novgorod_land,local,"[1, 10, 11, 12]","[1, 10, 11, 12]","[2, 3, 4, 5, 6, 7, 8, 9]",slaughter_autumn_winter,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0109,"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_drying"", ""pm_salting"", ""pm_smoking"", ""pm_cellar"", ""pm_icehouse"", ""pm_freezing_winter""]","[""HOU0019"", ""HOU0036"", ""HOU0024""]",same day fresh; longer only after preservation or cold storage,"[""slimy"", ""putrid"", ""moldy""]","[""rotten"", ""spoiled"", ""gnawed""]",common,common,4,low,,archaeological,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0109""]",A,candidate,
fd_horsemeat_emergency,ING0110,Конина — чрезвычайный или отдельный контекст,horsemeat emergency,Equus caballus,taxon:Equus caballus,fauna,meat_domestic,raw_product,meat,fasting_forbidden,content_food.meat_domestic.horsemeat_emergency,true,novgorod_land,local,[],[],"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",famine_or_specific_context,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0110,"{""poor"": ""rare"", ""common_urban"": ""occasional"", ""rural"": ""occasional"", ""fisher"": ""occasional"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""occasional""}","[""pm_drying"", ""pm_salting"", ""pm_smoking"", ""pm_cellar"", ""pm_icehouse"", ""pm_freezing_winter""]","[""HOU0019"", ""HOU0036"", ""HOU0024""]",same day fresh; longer only after preservation or cold storage,"[""slimy"", ""putrid"", ""moldy""]","[""rotten"", ""spoiled"", ""gnawed""]",rare,rare,1,high,attested_substitute,archaeological,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0110"", ""wk:claim:environment-p1-horse-meat"", ""ext:npl1950_6738_6739""]",C,candidate,Конина в голод 1230–1231 прямо названа НПЛ
fd_chicken_meat,ING0111,Куриное мясо,chicken meat,Gallus gallus f. domestica,taxon:Gallus gallus f. domestica,fauna,meat_domestic,raw_product,meat,fasting_forbidden,content_food.meat_domestic.chicken_meat,true,novgorod_land,local,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[],year_round,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0111,"{""poor"": ""occasional"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_drying"", ""pm_salting"", ""pm_smoking"", ""pm_cellar"", ""pm_icehouse"", ""pm_freezing_winter""]","[""HOU0019"", ""HOU0036"", ""HOU0024""]",same day fresh; longer only after preservation or cold storage,"[""slimy"", ""putrid"", ""moldy""]","[""rotten"", ""spoiled"", ""gnawed""]",uncommon,contextual,2,medium,,archaeological,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0111""]",B,candidate,
fd_goose_meat,ING0112,Гусиное мясо,goose meat,Anser anser f. domestica,taxon:Anser anser f. domestica,fauna,meat_domestic,raw_product,meat,fasting_forbidden,content_food.meat_domestic.goose_meat,true,novgorod_land,local,"[9, 10, 11]","[9, 10, 11]","[1, 2, 3, 4, 5, 6, 7, 8, 12]",autumn,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0112,"{""poor"": ""occasional"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_drying"", ""pm_salting"", ""pm_smoking"", ""pm_cellar"", ""pm_icehouse"", ""pm_freezing_winter""]","[""HOU0019"", ""HOU0036"", ""HOU0024""]",same day fresh; longer only after preservation or cold storage,"[""slimy"", ""putrid"", ""moldy""]","[""rotten"", ""spoiled"", ""gnawed""]",uncommon,contextual,2,medium,,archaeological,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0112""]",B,candidate,
fd_duck_meat,ING0113,Утиное мясо,duck meat,Anas platyrhynchos f. domestica,taxon:Anas platyrhynchos f. domestica,fauna,meat_domestic,raw_product,meat,fasting_forbidden,content_food.meat_domestic.duck_meat,true,novgorod_land,local,"[9, 10, 11]","[9, 10, 11]","[1, 2, 3, 4, 5, 6, 7, 8, 12]",autumn,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0113,"{""poor"": ""occasional"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_drying"", ""pm_salting"", ""pm_smoking"", ""pm_cellar"", ""pm_icehouse"", ""pm_freezing_winter""]","[""HOU0019"", ""HOU0036"", ""HOU0024""]",same day fresh; longer only after preservation or cold storage,"[""slimy"", ""putrid"", ""moldy""]","[""rotten"", ""spoiled"", ""gnawed""]",uncommon,contextual,2,medium,,archaeological,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0113""]",B,candidate,
fd_hare_meat,ING0114,Заячина,hare meat,Lepus timidus | Lepus europaeus,taxon:Lepus timidus | Lepus europaeus,fauna,meat_game,raw_product,meat,fasting_forbidden,content_food.meat_game.hare_meat,true,novgorod_land,local,"[1, 2, 9, 10, 11, 12]","[1, 2, 9, 10, 11, 12]","[3, 4, 5, 6, 7, 8]",hunting_autumn_winter,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0114,"{""poor"": ""occasional"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}",[],"[""HOU0019"", ""HOU0036"", ""HOU0024""]",same day fresh; longer only after preservation or cold storage,"[""slimy"", ""putrid"", ""moldy""]","[""rotten"", ""spoiled""]",uncommon,contextual,2,medium,,archaeological,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0114""]",B,candidate,
fd_elk_meat,ING0115,Лосятина,elk meat,Alces alces,taxon:Alces alces,fauna,meat_game,raw_product,meat,fasting_forbidden,content_food.meat_game.elk_meat,true,novgorod_land,local,"[1, 2, 9, 10, 11, 12]","[1, 2, 9, 10, 11, 12]","[3, 4, 5, 6, 7, 8]",hunting_autumn_winter,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0115,"{""poor"": ""occasional"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}",[],"[""HOU0019"", ""HOU0036"", ""HOU0024""]",same day fresh; longer only after preservation or cold storage,"[""slimy"", ""putrid"", ""moldy""]","[""rotten"", ""spoiled""]",uncommon,contextual,2,medium,,archaeological,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0115""]",B,candidate,
fd_beaver_meat,ING0116,Мясо бобра — ограниченная категория,beaver meat,Castor fiber,taxon:Castor fiber,fauna,meat_game,raw_product,meat,fasting_forbidden,content_food.meat_game.beaver_meat,true,novgorod_land,local,"[1, 2, 9, 10, 11, 12]","[1, 2, 9, 10, 11, 12]","[3, 4, 5, 6, 7, 8]",hunting_autumn_winter,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0116,"{""poor"": ""rare"", ""common_urban"": ""occasional"", ""rural"": ""ordinary"", ""fisher"": ""occasional"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""occasional""}",[],"[""HOU0019"", ""HOU0036"", ""HOU0024""]",same day fresh; longer only after preservation or cold storage,"[""slimy"", ""putrid"", ""moldy""]","[""rotten"", ""spoiled""]",rare,rare,1,high,,archaeological,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0116""]",C,candidate,
fd_wild_boar_meat,ING0117,Мясо дикого кабана,wild boar meat,Sus scrofa,taxon:Sus scrofa,fauna,meat_game,raw_product,meat,fasting_forbidden,content_food.meat_game.wild_boar_meat,true,novgorod_land,local,"[1, 2, 9, 10, 11, 12]","[1, 2, 9, 10, 11, 12]","[3, 4, 5, 6, 7, 8]",hunting_autumn_winter,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0117,"{""poor"": ""rare"", ""common_urban"": ""occasional"", ""rural"": ""ordinary"", ""fisher"": ""occasional"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""occasional""}",[],"[""HOU0019"", ""HOU0036"", ""HOU0024""]",same day fresh; longer only after preservation or cold storage,"[""slimy"", ""putrid"", ""moldy""]","[""rotten"", ""spoiled""]",rare,rare,1,high,,archaeological,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0117""]",B,candidate,
fd_capercaillie_meat,ING0118,Мясо глухаря,capercaillie meat,Tetrao urogallus,taxon:Tetrao urogallus,fauna,meat_game,raw_product,meat,fasting_forbidden,content_food.meat_game.capercaillie_meat,true,novgorod_land,local,"[1, 2, 9, 10, 11, 12]","[1, 2, 9, 10, 11, 12]","[3, 4, 5, 6, 7, 8]",hunting_autumn_winter,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0118,"{""poor"": ""occasional"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}",[],"[""HOU0019"", ""HOU0036"", ""HOU0024""]",same day fresh; longer only after preservation or cold storage,"[""slimy"", ""putrid"", ""moldy""]","[""rotten"", ""spoiled""]",uncommon,contextual,2,medium,,archaeological,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0118""]",B,candidate,
fd_waterfowl_meat,ING0119,Мясо дикой водоплавающей птицы,waterfowl meat,Anatidae (wild),taxon:Anatidae (wild),fauna,meat_game,raw_product,meat,fasting_forbidden,content_food.meat_game.waterfowl_meat,true,novgorod_land,local,[],[],"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",hunting_season,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0119,"{""poor"": ""occasional"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}",[],"[""HOU0019"", ""HOU0036"", ""HOU0024""]",same day fresh; longer only after preservation or cold storage,"[""slimy"", ""putrid"", ""moldy""]","[""rotten"", ""spoiled""]",uncommon,contextual,2,medium,,archaeological,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0119""]",B,candidate,
fd_meat_cut_large,ING0120,Крупный мясной отруб на кости,meat cut large,domestic livestock (Bos | Sus | Ovis | Capra),taxon:domestic livestock (Bos | Sus | Ovis | Capra),fauna,meat_domestic,raw_product,meat,fasting_forbidden,content_food.meat_domestic.meat_cut_large,true,novgorod_land,local,"[1, 10, 11, 12]","[1, 10, 11, 12]","[2, 3, 4, 5, 6, 7, 8, 9]",slaughter_autumn_winter,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0120,"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_drying"", ""pm_salting"", ""pm_smoking"", ""pm_cellar"", ""pm_icehouse"", ""pm_freezing_winter""]","[""HOU0019"", ""HOU0036"", ""HOU0024""]",same day fresh; preserved form varies,"[""putrid"", ""moldy"", ""rancid""]","[""rotten"", ""spoiled"", ""gnawed""]",common,common,4,low,,archaeological,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0120""]",A,candidate,
