presence_id,fa_id,category_ref,pf_id,region_id,season,frequency_class,weight,fit,state,activity_time,audible,observable_signs,refresh_class,rule_ref,source_refs,confidence,status
fhp_b_wood_pigeon__mixed_woodland__autumn,fa_b_wood_pigeon,fauna.bird.pigeon.wood_pigeon,pf_mixed_woodland,novgorod_land,autumn,common,4,core,present_departing,diurnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_wood_pigeon__conifer_woodland__autumn,fa_b_wood_pigeon,fauna.bird.pigeon.wood_pigeon,pf_conifer_woodland,novgorod_land,autumn,common,4,core,present_departing,diurnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_wood_pigeon__forest_edge__autumn,fa_b_wood_pigeon,fauna.bird.pigeon.wood_pigeon,pf_forest_edge,novgorod_land,autumn,common,4,core,present_departing,diurnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_wood_pigeon__arable_field__autumn,fa_b_wood_pigeon,fauna.bird.pigeon.wood_pigeon,pf_arable_field,novgorod_land,autumn,contextual,2,marginal,present_departing,diurnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_wood_pigeon__hunting_ground__autumn,fa_b_wood_pigeon,fauna.bird.pigeon.wood_pigeon,pf_hunting_ground,novgorod_land,autumn,common,4,core,present_departing,diurnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_wood_pigeon__forest_track__autumn,fa_b_wood_pigeon,fauna.bird.pigeon.wood_pigeon,pf_forest_track,novgorod_land,autumn,contextual,2,marginal,present_departing,diurnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_cuckoo__forest_edge__spring,fa_b_cuckoo,fauna.bird.other.cuckoo,pf_forest_edge,novgorod_land,spring,common,4,core,breeding,diurnal,true,voice;nest,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_cuckoo__mixed_woodland__spring,fa_b_cuckoo,fauna.bird.other.cuckoo,pf_mixed_woodland,novgorod_land,spring,common,4,core,breeding,diurnal,true,voice;nest,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_cuckoo__broadleaf_woodland__spring,fa_b_cuckoo,fauna.bird.other.cuckoo,pf_broadleaf_woodland,novgorod_land,spring,common,4,core,breeding,diurnal,true,voice;nest,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_cuckoo__floodplain_meadow__spring,fa_b_cuckoo,fauna.bird.other.cuckoo,pf_floodplain_meadow,novgorod_land,spring,contextual,2,marginal,breeding,diurnal,true,voice;nest,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_cuckoo__bog__spring,fa_b_cuckoo,fauna.bird.other.cuckoo,pf_bog,novgorod_land,spring,contextual,2,marginal,breeding,diurnal,true,voice;nest,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_cuckoo__conifer_woodland__spring,fa_b_cuckoo,fauna.bird.other.cuckoo,pf_conifer_woodland,novgorod_land,spring,contextual,2,marginal,breeding,diurnal,true,voice;nest,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_cuckoo__hunting_ground__spring,fa_b_cuckoo,fauna.bird.other.cuckoo,pf_hunting_ground,novgorod_land,spring,common,4,core,breeding,diurnal,true,voice;nest,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_cuckoo__forest_track__spring,fa_b_cuckoo,fauna.bird.other.cuckoo,pf_forest_track,novgorod_land,spring,contextual,2,marginal,breeding,diurnal,true,voice;nest,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_cuckoo__forest_edge__summer,fa_b_cuckoo,fauna.bird.other.cuckoo,pf_forest_edge,novgorod_land,summer,common,4,core,breeding,diurnal,true,voice;nest,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_cuckoo__mixed_woodland__summer,fa_b_cuckoo,fauna.bird.other.cuckoo,pf_mixed_woodland,novgorod_land,summer,common,4,core,breeding,diurnal,true,voice;nest,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_cuckoo__broadleaf_woodland__summer,fa_b_cuckoo,fauna.bird.other.cuckoo,pf_broadleaf_woodland,novgorod_land,summer,common,4,core,breeding,diurnal,true,voice;nest,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_cuckoo__floodplain_meadow__summer,fa_b_cuckoo,fauna.bird.other.cuckoo,pf_floodplain_meadow,novgorod_land,summer,contextual,2,marginal,breeding,diurnal,true,voice;nest,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_cuckoo__bog__summer,fa_b_cuckoo,fauna.bird.other.cuckoo,pf_bog,novgorod_land,summer,contextual,2,marginal,breeding,diurnal,true,voice;nest,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_cuckoo__conifer_woodland__summer,fa_b_cuckoo,fauna.bird.other.cuckoo,pf_conifer_woodland,novgorod_land,summer,contextual,2,marginal,breeding,diurnal,true,voice;nest,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_cuckoo__hunting_ground__summer,fa_b_cuckoo,fauna.bird.other.cuckoo,pf_hunting_ground,novgorod_land,summer,common,4,core,breeding,diurnal,true,voice;nest,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_cuckoo__forest_track__summer,fa_b_cuckoo,fauna.bird.other.cuckoo,pf_forest_track,novgorod_land,summer,contextual,2,marginal,breeding,diurnal,true,voice;nest,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_cuckoo__forest_edge__autumn,fa_b_cuckoo,fauna.bird.other.cuckoo,pf_forest_edge,novgorod_land,autumn,common,4,core,present_departing,diurnal,false,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_cuckoo__mixed_woodland__autumn,fa_b_cuckoo,fauna.bird.other.cuckoo,pf_mixed_woodland,novgorod_land,autumn,common,4,core,present_departing,diurnal,false,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_cuckoo__broadleaf_woodland__autumn,fa_b_cuckoo,fauna.bird.other.cuckoo,pf_broadleaf_woodland,novgorod_land,autumn,common,4,core,present_departing,diurnal,false,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_cuckoo__floodplain_meadow__autumn,fa_b_cuckoo,fauna.bird.other.cuckoo,pf_floodplain_meadow,novgorod_land,autumn,contextual,2,marginal,present_departing,diurnal,false,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_cuckoo__bog__autumn,fa_b_cuckoo,fauna.bird.other.cuckoo,pf_bog,novgorod_land,autumn,contextual,2,marginal,present_departing,diurnal,false,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_cuckoo__conifer_woodland__autumn,fa_b_cuckoo,fauna.bird.other.cuckoo,pf_conifer_woodland,novgorod_land,autumn,contextual,2,marginal,present_departing,diurnal,false,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_cuckoo__hunting_ground__autumn,fa_b_cuckoo,fauna.bird.other.cuckoo,pf_hunting_ground,novgorod_land,autumn,common,4,core,present_departing,diurnal,false,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_cuckoo__forest_track__autumn,fa_b_cuckoo,fauna.bird.other.cuckoo,pf_forest_track,novgorod_land,autumn,contextual,2,marginal,present_departing,diurnal,false,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_eagle_owl__conifer_woodland__winter,fa_b_eagle_owl,fauna.bird.owl.eagle_owl,pf_conifer_woodland,novgorod_land,winter,rare,1,core,resident,nocturnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_eagle_owl__mixed_woodland__winter,fa_b_eagle_owl,fauna.bird.owl.eagle_owl,pf_mixed_woodland,novgorod_land,winter,rare,1,core,resident,nocturnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_eagle_owl__bog__winter,fa_b_eagle_owl,fauna.bird.owl.eagle_owl,pf_bog,novgorod_land,winter,rare,1,marginal,resident,nocturnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_eagle_owl__riverbank__winter,fa_b_eagle_owl,fauna.bird.owl.eagle_owl,pf_riverbank,novgorod_land,winter,rare,1,marginal,resident,nocturnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_eagle_owl__hunting_ground__winter,fa_b_eagle_owl,fauna.bird.owl.eagle_owl,pf_hunting_ground,novgorod_land,winter,rare,1,core,resident,nocturnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_eagle_owl__forest_track__winter,fa_b_eagle_owl,fauna.bird.owl.eagle_owl,pf_forest_track,novgorod_land,winter,rare,1,marginal,resident,nocturnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_eagle_owl__conifer_woodland__spring,fa_b_eagle_owl,fauna.bird.owl.eagle_owl,pf_conifer_woodland,novgorod_land,spring,rare,1,core,resident,nocturnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_eagle_owl__mixed_woodland__spring,fa_b_eagle_owl,fauna.bird.owl.eagle_owl,pf_mixed_woodland,novgorod_land,spring,rare,1,core,resident,nocturnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_eagle_owl__bog__spring,fa_b_eagle_owl,fauna.bird.owl.eagle_owl,pf_bog,novgorod_land,spring,rare,1,marginal,resident,nocturnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_eagle_owl__riverbank__spring,fa_b_eagle_owl,fauna.bird.owl.eagle_owl,pf_riverbank,novgorod_land,spring,rare,1,marginal,resident,nocturnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_eagle_owl__hunting_ground__spring,fa_b_eagle_owl,fauna.bird.owl.eagle_owl,pf_hunting_ground,novgorod_land,spring,rare,1,core,resident,nocturnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_eagle_owl__forest_track__spring,fa_b_eagle_owl,fauna.bird.owl.eagle_owl,pf_forest_track,novgorod_land,spring,rare,1,marginal,resident,nocturnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_eagle_owl__conifer_woodland__summer,fa_b_eagle_owl,fauna.bird.owl.eagle_owl,pf_conifer_woodland,novgorod_land,summer,rare,1,core,resident,nocturnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_eagle_owl__mixed_woodland__summer,fa_b_eagle_owl,fauna.bird.owl.eagle_owl,pf_mixed_woodland,novgorod_land,summer,rare,1,core,resident,nocturnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_eagle_owl__bog__summer,fa_b_eagle_owl,fauna.bird.owl.eagle_owl,pf_bog,novgorod_land,summer,rare,1,marginal,resident,nocturnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_eagle_owl__riverbank__summer,fa_b_eagle_owl,fauna.bird.owl.eagle_owl,pf_riverbank,novgorod_land,summer,rare,1,marginal,resident,nocturnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_eagle_owl__hunting_ground__summer,fa_b_eagle_owl,fauna.bird.owl.eagle_owl,pf_hunting_ground,novgorod_land,summer,rare,1,core,resident,nocturnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_eagle_owl__forest_track__summer,fa_b_eagle_owl,fauna.bird.owl.eagle_owl,pf_forest_track,novgorod_land,summer,rare,1,marginal,resident,nocturnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_eagle_owl__conifer_woodland__autumn,fa_b_eagle_owl,fauna.bird.owl.eagle_owl,pf_conifer_woodland,novgorod_land,autumn,rare,1,core,resident,nocturnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_eagle_owl__mixed_woodland__autumn,fa_b_eagle_owl,fauna.bird.owl.eagle_owl,pf_mixed_woodland,novgorod_land,autumn,rare,1,core,resident,nocturnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_eagle_owl__bog__autumn,fa_b_eagle_owl,fauna.bird.owl.eagle_owl,pf_bog,novgorod_land,autumn,rare,1,marginal,resident,nocturnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_eagle_owl__riverbank__autumn,fa_b_eagle_owl,fauna.bird.owl.eagle_owl,pf_riverbank,novgorod_land,autumn,rare,1,marginal,resident,nocturnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_eagle_owl__hunting_ground__autumn,fa_b_eagle_owl,fauna.bird.owl.eagle_owl,pf_hunting_ground,novgorod_land,autumn,rare,1,core,resident,nocturnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_eagle_owl__forest_track__autumn,fa_b_eagle_owl,fauna.bird.owl.eagle_owl,pf_forest_track,novgorod_land,autumn,rare,1,marginal,resident,nocturnal,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_pygmy_owl__conifer_woodland__winter,fa_b_pygmy_owl,fauna.bird.owl.pygmy_owl,pf_conifer_woodland,novgorod_land,winter,contextual,2,core,resident,crepuscular,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_pygmy_owl__mixed_woodland__winter,fa_b_pygmy_owl,fauna.bird.owl.pygmy_owl,pf_mixed_woodland,novgorod_land,winter,rare,1,marginal,resident,crepuscular,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_pygmy_owl__hunting_ground__winter,fa_b_pygmy_owl,fauna.bird.owl.pygmy_owl,pf_hunting_ground,novgorod_land,winter,contextual,2,core,resident,crepuscular,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_pygmy_owl__forest_track__winter,fa_b_pygmy_owl,fauna.bird.owl.pygmy_owl,pf_forest_track,novgorod_land,winter,rare,1,marginal,resident,crepuscular,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_pygmy_owl__conifer_woodland__spring,fa_b_pygmy_owl,fauna.bird.owl.pygmy_owl,pf_conifer_woodland,novgorod_land,spring,contextual,2,core,resident,crepuscular,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_pygmy_owl__mixed_woodland__spring,fa_b_pygmy_owl,fauna.bird.owl.pygmy_owl,pf_mixed_woodland,novgorod_land,spring,rare,1,marginal,resident,crepuscular,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_pygmy_owl__hunting_ground__spring,fa_b_pygmy_owl,fauna.bird.owl.pygmy_owl,pf_hunting_ground,novgorod_land,spring,contextual,2,core,resident,crepuscular,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_pygmy_owl__forest_track__spring,fa_b_pygmy_owl,fauna.bird.owl.pygmy_owl,pf_forest_track,novgorod_land,spring,rare,1,marginal,resident,crepuscular,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_pygmy_owl__conifer_woodland__summer,fa_b_pygmy_owl,fauna.bird.owl.pygmy_owl,pf_conifer_woodland,novgorod_land,summer,contextual,2,core,resident,crepuscular,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_pygmy_owl__mixed_woodland__summer,fa_b_pygmy_owl,fauna.bird.owl.pygmy_owl,pf_mixed_woodland,novgorod_land,summer,rare,1,marginal,resident,crepuscular,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_pygmy_owl__hunting_ground__summer,fa_b_pygmy_owl,fauna.bird.owl.pygmy_owl,pf_hunting_ground,novgorod_land,summer,contextual,2,core,resident,crepuscular,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_pygmy_owl__forest_track__summer,fa_b_pygmy_owl,fauna.bird.owl.pygmy_owl,pf_forest_track,novgorod_land,summer,rare,1,marginal,resident,crepuscular,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_pygmy_owl__conifer_woodland__autumn,fa_b_pygmy_owl,fauna.bird.owl.pygmy_owl,pf_conifer_woodland,novgorod_land,autumn,contextual,2,core,resident,crepuscular,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_pygmy_owl__mixed_woodland__autumn,fa_b_pygmy_owl,fauna.bird.owl.pygmy_owl,pf_mixed_woodland,novgorod_land,autumn,rare,1,marginal,resident,crepuscular,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_pygmy_owl__hunting_ground__autumn,fa_b_pygmy_owl,fauna.bird.owl.pygmy_owl,pf_hunting_ground,novgorod_land,autumn,contextual,2,core,resident,crepuscular,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_pygmy_owl__forest_track__autumn,fa_b_pygmy_owl,fauna.bird.owl.pygmy_owl,pf_forest_track,novgorod_land,autumn,rare,1,marginal,resident,crepuscular,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_great_grey_owl__conifer_woodland__winter,fa_b_great_grey_owl,fauna.bird.owl.great_grey_owl,pf_conifer_woodland,novgorod_land,winter,rare,1,core,resident,crepuscular,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_great_grey_owl__bog__winter,fa_b_great_grey_owl,fauna.bird.owl.great_grey_owl,pf_bog,novgorod_land,winter,rare,1,marginal,resident,crepuscular,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_great_grey_owl__hunting_ground__winter,fa_b_great_grey_owl,fauna.bird.owl.great_grey_owl,pf_hunting_ground,novgorod_land,winter,rare,1,core,resident,crepuscular,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_great_grey_owl__forest_track__winter,fa_b_great_grey_owl,fauna.bird.owl.great_grey_owl,pf_forest_track,novgorod_land,winter,rare,1,marginal,resident,crepuscular,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_b_great_grey_owl__conifer_woodland__spring,fa_b_great_grey_owl,fauna.bird.owl.great_grey_owl,pf_conifer_woodland,novgorod_land,spring,rare,1,core,resident,crepuscular,true,voice,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
