presence_id,fl_id,name_lat,name_ru,pf_id,wk_family_ref,region_id,season,frequency_class,weight,probability_ppm,probability_rule_ref,habitat_role,class_rule_ref,derivation,refresh_class,seasonal_state,visible_above_snow,basis_ru,source_refs,confidence,status
flp_sorbus_aucuparia__broadleaf_woodland__summer,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_broadleaf_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=broadleaf_woodland],region_novgorod_land,summer,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf;flowering;fruit_ripe,yes,W: изредка в лиственных,src:src_wiki_sorbus_aucuparia,A,candidate
flp_sorbus_aucuparia__broadleaf_woodland__autumn,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_broadleaf_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=broadleaf_woodland],region_novgorod_land,autumn,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall;fruit_ripe,yes,W: изредка в лиственных,src:src_wiki_sorbus_aucuparia,A,candidate
flp_sorbus_aucuparia__conifer_woodland__winter,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_conifer_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=conifer_woodland],region_novgorod_land,winter,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless;fruit_or_dry_leaves_persist,yes,W: подлесок и второй ярус хвойных лесов,src:src_wiki_sorbus_aucuparia,A,candidate
flp_sorbus_aucuparia__conifer_woodland__spring,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_conifer_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=conifer_woodland],region_novgorod_land,spring,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out;flowering,yes,W: подлесок и второй ярус хвойных лесов,src:src_wiki_sorbus_aucuparia,A,candidate
flp_sorbus_aucuparia__conifer_woodland__summer,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_conifer_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=conifer_woodland],region_novgorod_land,summer,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf;flowering;fruit_ripe,yes,W: подлесок и второй ярус хвойных лесов,src:src_wiki_sorbus_aucuparia,A,candidate
flp_sorbus_aucuparia__conifer_woodland__autumn,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_conifer_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=conifer_woodland],region_novgorod_land,autumn,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall;fruit_ripe,yes,W: подлесок и второй ярус хвойных лесов,src:src_wiki_sorbus_aucuparia,A,candidate
flp_sorbus_aucuparia__field_margin__winter,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_field_margin,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=field_margin],region_novgorod_land,winter,rare,1,125000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,rare,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless;fruit_or_dry_leaves_persist,yes,"Рдейский 2012: зарастающие поля и канавы — осина, ивы, берёза, «реже рябина»",src:src_rdeysky_letopis_2012,A,candidate
flp_sorbus_aucuparia__field_margin__spring,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_field_margin,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=field_margin],region_novgorod_land,spring,rare,1,125000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,rare,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out;flowering,yes,"Рдейский 2012: зарастающие поля и канавы — осина, ивы, берёза, «реже рябина»",src:src_rdeysky_letopis_2012,A,candidate
flp_sorbus_aucuparia__field_margin__summer,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_field_margin,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=field_margin],region_novgorod_land,summer,rare,1,125000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,rare,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf;flowering;fruit_ripe,yes,"Рдейский 2012: зарастающие поля и канавы — осина, ивы, берёза, «реже рябина»",src:src_rdeysky_letopis_2012,A,candidate
flp_sorbus_aucuparia__field_margin__autumn,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_field_margin,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=field_margin],region_novgorod_land,autumn,rare,1,125000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,rare,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall;fruit_ripe,yes,"Рдейский 2012: зарастающие поля и канавы — осина, ивы, берёза, «реже рябина»",src:src_rdeysky_letopis_2012,A,candidate
flp_sorbus_aucuparia__forest_edge__winter,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_forest_edge,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_edge],region_novgorod_land,winter,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless;fruit_or_dry_leaves_persist,yes,W: вырубки и опушки среди кустарников,src:src_wiki_sorbus_aucuparia,A,candidate
flp_sorbus_aucuparia__forest_edge__spring,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_forest_edge,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_edge],region_novgorod_land,spring,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out;flowering,yes,W: вырубки и опушки среди кустарников,src:src_wiki_sorbus_aucuparia,A,candidate
flp_sorbus_aucuparia__forest_edge__summer,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_forest_edge,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_edge],region_novgorod_land,summer,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf;flowering;fruit_ripe,yes,W: вырубки и опушки среди кустарников,src:src_wiki_sorbus_aucuparia,A,candidate
flp_sorbus_aucuparia__forest_edge__autumn,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_forest_edge,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_edge],region_novgorod_land,autumn,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall;fruit_ripe,yes,W: вырубки и опушки среди кустарников,src:src_wiki_sorbus_aucuparia,A,candidate
flp_sorbus_aucuparia__forest_track__winter,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],region_novgorod_land,winter,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_conifer_woodland,none,leafless;fruit_or_dry_leaves_persist,yes,overlay from pf_conifer_woodland (capped at component): W: подлесок и второй ярус хвойных лесов,src:src_wiki_sorbus_aucuparia,A,candidate
flp_sorbus_aucuparia__forest_track__spring,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],region_novgorod_land,spring,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_conifer_woodland,none,leaf_out;flowering,yes,overlay from pf_conifer_woodland (capped at component): W: подлесок и второй ярус хвойных лесов,src:src_wiki_sorbus_aucuparia,A,candidate
flp_sorbus_aucuparia__forest_track__summer,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],region_novgorod_land,summer,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_conifer_woodland,none,in_leaf;flowering;fruit_ripe,yes,overlay from pf_conifer_woodland (capped at component): W: подлесок и второй ярус хвойных лесов,src:src_wiki_sorbus_aucuparia,A,candidate
flp_sorbus_aucuparia__forest_track__autumn,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],region_novgorod_land,autumn,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_conifer_woodland,none,leaf_colouring_and_fall;fruit_ripe,yes,overlay from pf_conifer_woodland (capped at component): W: подлесок и второй ярус хвойных лесов,src:src_wiki_sorbus_aucuparia,A,candidate
flp_sorbus_aucuparia__hunting_ground__winter,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,winter,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_conifer_woodland,none,leafless;fruit_or_dry_leaves_persist,yes,overlay from pf_conifer_woodland (capped at component): W: подлесок и второй ярус хвойных лесов,src:src_wiki_sorbus_aucuparia,A,candidate
flp_sorbus_aucuparia__hunting_ground__spring,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,spring,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_conifer_woodland,none,leaf_out;flowering,yes,overlay from pf_conifer_woodland (capped at component): W: подлесок и второй ярус хвойных лесов,src:src_wiki_sorbus_aucuparia,A,candidate
flp_sorbus_aucuparia__hunting_ground__summer,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,summer,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_conifer_woodland,none,in_leaf;flowering;fruit_ripe,yes,overlay from pf_conifer_woodland (capped at component): W: подлесок и второй ярус хвойных лесов,src:src_wiki_sorbus_aucuparia,A,candidate
flp_sorbus_aucuparia__hunting_ground__autumn,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,autumn,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_conifer_woodland,none,leaf_colouring_and_fall;fruit_ripe,yes,overlay from pf_conifer_woodland (capped at component): W: подлесок и второй ярус хвойных лесов,src:src_wiki_sorbus_aucuparia,A,candidate
flp_sorbus_aucuparia__mixed_woodland__winter,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,winter,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless;fruit_or_dry_leaves_persist,yes,W: подлесок смешанных лесов,src:src_wiki_sorbus_aucuparia,A,candidate
flp_sorbus_aucuparia__mixed_woodland__spring,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,spring,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out;flowering,yes,W: подлесок смешанных лесов,src:src_wiki_sorbus_aucuparia,A,candidate
flp_sorbus_aucuparia__mixed_woodland__summer,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,summer,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf;flowering;fruit_ripe,yes,W: подлесок смешанных лесов,src:src_wiki_sorbus_aucuparia,A,candidate
flp_sorbus_aucuparia__mixed_woodland__autumn,fl_ts_sorbus_aucuparia,Sorbus aucuparia,рябина обыкновенная,pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,autumn,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall;fruit_ripe,yes,W: подлесок смешанных лесов,src:src_wiki_sorbus_aucuparia,A,candidate
flp_prunus_padus__broadleaf_woodland__winter,fl_ts_prunus_padus,Prunus padus,черёмуха обыкновенная,pf_broadleaf_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=broadleaf_woodland],region_novgorod_land,winter,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless,yes,K: встречается черёмуха (C),src:src_kolchin_1968,C,candidate
flp_prunus_padus__broadleaf_woodland__spring,fl_ts_prunus_padus,Prunus padus,черёмуха обыкновенная,pf_broadleaf_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=broadleaf_woodland],region_novgorod_land,spring,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out;flowering,yes,K: встречается черёмуха (C),src:src_kolchin_1968,C,candidate
flp_prunus_padus__broadleaf_woodland__summer,fl_ts_prunus_padus,Prunus padus,черёмуха обыкновенная,pf_broadleaf_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=broadleaf_woodland],region_novgorod_land,summer,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf;flowering;fruit_ripe,yes,K: встречается черёмуха (C),src:src_kolchin_1968,C,candidate
flp_prunus_padus__broadleaf_woodland__autumn,fl_ts_prunus_padus,Prunus padus,черёмуха обыкновенная,pf_broadleaf_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=broadleaf_woodland],region_novgorod_land,autumn,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall,yes,K: встречается черёмуха (C),src:src_kolchin_1968,C,candidate
flp_prunus_padus__floodplain_meadow__winter,fl_ts_prunus_padus,Prunus padus,черёмуха обыкновенная,pf_floodplain_meadow,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=floodplain_meadow],region_novgorod_land,winter,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless,yes,W: кустарниковые заросли поймы,src:src_wiki_prunus_padus,B,candidate
flp_prunus_padus__floodplain_meadow__spring,fl_ts_prunus_padus,Prunus padus,черёмуха обыкновенная,pf_floodplain_meadow,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=floodplain_meadow],region_novgorod_land,spring,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out;flowering,yes,W: кустарниковые заросли поймы,src:src_wiki_prunus_padus,B,candidate
flp_prunus_padus__floodplain_meadow__summer,fl_ts_prunus_padus,Prunus padus,черёмуха обыкновенная,pf_floodplain_meadow,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=floodplain_meadow],region_novgorod_land,summer,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf;flowering;fruit_ripe,yes,W: кустарниковые заросли поймы,src:src_wiki_prunus_padus,B,candidate
flp_prunus_padus__floodplain_meadow__autumn,fl_ts_prunus_padus,Prunus padus,черёмуха обыкновенная,pf_floodplain_meadow,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=floodplain_meadow],region_novgorod_land,autumn,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall,yes,W: кустарниковые заросли поймы,src:src_wiki_prunus_padus,B,candidate
flp_prunus_padus__forest_edge__winter,fl_ts_prunus_padus,Prunus padus,черёмуха обыкновенная,pf_forest_edge,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_edge],region_novgorod_land,winter,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless,yes,W: лесные опушки,src:src_wiki_prunus_padus,B,candidate
flp_prunus_padus__forest_edge__spring,fl_ts_prunus_padus,Prunus padus,черёмуха обыкновенная,pf_forest_edge,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_edge],region_novgorod_land,spring,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out;flowering,yes,W: лесные опушки,src:src_wiki_prunus_padus,B,candidate
flp_prunus_padus__forest_edge__summer,fl_ts_prunus_padus,Prunus padus,черёмуха обыкновенная,pf_forest_edge,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_edge],region_novgorod_land,summer,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf;flowering;fruit_ripe,yes,W: лесные опушки,src:src_wiki_prunus_padus,B,candidate
flp_prunus_padus__forest_edge__autumn,fl_ts_prunus_padus,Prunus padus,черёмуха обыкновенная,pf_forest_edge,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_edge],region_novgorod_land,autumn,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall,yes,W: лесные опушки,src:src_wiki_prunus_padus,B,candidate
flp_prunus_padus__forest_track__winter,fl_ts_prunus_padus,Prunus padus,черёмуха обыкновенная,pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],region_novgorod_land,winter,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_mixed_woodland,none,leafless,yes,overlay from pf_mixed_woodland (capped at component): K: встречается черёмуха,src:src_kolchin_1968,B,candidate
flp_prunus_padus__forest_track__spring,fl_ts_prunus_padus,Prunus padus,черёмуха обыкновенная,pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],region_novgorod_land,spring,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_mixed_woodland,none,leaf_out;flowering,yes,overlay from pf_mixed_woodland (capped at component): K: встречается черёмуха,src:src_kolchin_1968,B,candidate
flp_prunus_padus__forest_track__summer,fl_ts_prunus_padus,Prunus padus,черёмуха обыкновенная,pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],region_novgorod_land,summer,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_mixed_woodland,none,in_leaf;flowering;fruit_ripe,yes,overlay from pf_mixed_woodland (capped at component): K: встречается черёмуха,src:src_kolchin_1968,B,candidate
flp_prunus_padus__forest_track__autumn,fl_ts_prunus_padus,Prunus padus,черёмуха обыкновенная,pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],region_novgorod_land,autumn,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_mixed_woodland,none,leaf_colouring_and_fall,yes,overlay from pf_mixed_woodland (capped at component): K: встречается черёмуха,src:src_kolchin_1968,B,candidate
flp_prunus_padus__hunting_ground__winter,fl_ts_prunus_padus,Prunus padus,черёмуха обыкновенная,pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,winter,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_mixed_woodland,none,leafless,yes,overlay from pf_mixed_woodland (capped at component): K: встречается черёмуха,src:src_kolchin_1968,B,candidate
flp_prunus_padus__hunting_ground__spring,fl_ts_prunus_padus,Prunus padus,черёмуха обыкновенная,pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,spring,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_mixed_woodland,none,leaf_out;flowering,yes,overlay from pf_mixed_woodland (capped at component): K: встречается черёмуха,src:src_kolchin_1968,B,candidate
flp_prunus_padus__hunting_ground__summer,fl_ts_prunus_padus,Prunus padus,черёмуха обыкновенная,pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,summer,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_mixed_woodland,none,in_leaf;flowering;fruit_ripe,yes,overlay from pf_mixed_woodland (capped at component): K: встречается черёмуха,src:src_kolchin_1968,B,candidate
flp_prunus_padus__hunting_ground__autumn,fl_ts_prunus_padus,Prunus padus,черёмуха обыкновенная,pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,autumn,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_mixed_woodland,none,leaf_colouring_and_fall,yes,overlay from pf_mixed_woodland (capped at component): K: встречается черёмуха,src:src_kolchin_1968,B,candidate
flp_prunus_padus__marshy_stream__winter,fl_ts_prunus_padus,Prunus padus,черёмуха обыкновенная,pf_marshy_stream,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=marshy_stream],region_novgorod_land,winter,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless,yes,"W: уремы, кустарниковые заросли у воды",src:src_wiki_prunus_padus,B,candidate
