link_id,profession_id,location_id,relation,confidence,source_ids
PLL001109,PRO0285,STR0011,main,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001110,PRO0285,ARC0018,main,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001111,PRO0285,ARC0018,required_building,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001112,PRO0286,STR0006,main,C,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001113,PRO0286,TRD0034,main,C,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001114,PRO0286,STR0011,main,C,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001115,PRO0286,ARC0018,main,C,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001116,PRO0286,ARC0018,required_building,C,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001117,PRO0287,STR0006,main,B,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094"",""SRC101""]"
PLL001118,PRO0287,ARC0011,main,B,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094"",""SRC101""]"
PLL001119,PRO0287,ARC0005,main,B,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094"",""SRC101""]"
PLL001120,PRO0287,TRD0034,main,B,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094"",""SRC101""]"
PLL001121,PRO0287,ARC0011,required_building,B,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094"",""SRC101""]"
PLL001122,PRO0288,STR0006,main,C,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094"",""SRC101""]"
PLL001123,PRO0288,ARC0011,main,C,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094"",""SRC101""]"
PLL001124,PRO0288,ARC0005,main,C,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094"",""SRC101""]"
PLL001125,PRO0288,TRD0034,main,C,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094"",""SRC101""]"
PLL001126,PRO0288,ARC0011,required_building,C,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094"",""SRC101""]"
PLL001127,PRO0289,STR0011,main,A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001128,PRO0289,STR0012,main,A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001129,PRO0289,ARC0018,main,A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001130,PRO0289,TRD0035,main,A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001131,PRO0289,STR0006,secondary,A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001132,PRO0289,ARC0018,required_building,A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001133,PRO0290,STR0011,main,A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001134,PRO0290,STR0012,main,A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001135,PRO0290,ARC0018,main,A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001136,PRO0290,TRD0035,main,A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001137,PRO0290,STR0006,secondary,A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001138,PRO0290,ARC0018,required_building,A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001139,PRO0291,STR0011,main,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001140,PRO0291,STR0012,main,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001141,PRO0291,ARC0018,main,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001142,PRO0291,TRD0035,main,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001143,PRO0291,STR0006,secondary,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001144,PRO0291,ARC0018,required_building,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001145,PRO0292,STR0011,main,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001146,PRO0292,STR0012,main,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001147,PRO0292,ARC0018,main,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001148,PRO0292,TRD0035,main,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001149,PRO0292,STR0006,secondary,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001150,PRO0292,ARC0018,required_building,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001151,PRO0293,STR0011,main,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001152,PRO0293,STR0012,main,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001153,PRO0293,ARC0018,main,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001154,PRO0293,TRD0035,main,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001155,PRO0293,STR0006,secondary,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001156,PRO0293,ARC0018,required_building,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001157,PRO0294,STR0006,main,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001158,PRO0294,TRD0034,main,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001159,PRO0294,STR0011,main,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001160,PRO0294,ARC0018,main,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001161,PRO0294,ARC0018,required_building,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001162,PRO0295,STR0011,main,A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001163,PRO0295,STR0012,main,A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001164,PRO0295,ARC0018,main,A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001165,PRO0295,TRD0035,main,A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001166,PRO0295,STR0006,secondary,A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001167,PRO0295,ARC0018,required_building,A,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001168,PRO0296,STR0011,main,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001169,PRO0296,STR0012,main,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001170,PRO0296,ARC0018,main,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001171,PRO0296,TRD0035,main,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001172,PRO0296,STR0006,secondary,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001173,PRO0296,ARC0018,required_building,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001174,PRO0297,STR0011,main,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001175,PRO0297,STR0012,main,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001176,PRO0297,ARC0018,main,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001177,PRO0297,TRD0035,main,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001178,PRO0297,STR0006,secondary,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001179,PRO0297,ARC0018,required_building,B,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001180,PRO0298,STR0011,main,C,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001181,PRO0298,STR0012,main,C,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001182,PRO0298,ARC0018,main,C,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001183,PRO0298,TRD0035,main,C,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001184,PRO0298,STR0006,secondary,C,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001185,PRO0298,ARC0018,required_building,C,"[""SRC003"",""SRC029"",""SRC039"",""SRC053"",""SRC093""]"
PLL001186,PRO0299,STR0006,main,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001187,PRO0299,TRD0034,main,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001188,PRO0299,STR0011,main,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001189,PRO0299,ARC0018,main,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001190,PRO0299,ARC0018,required_building,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001191,PRO0300,STR0006,main,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001192,PRO0300,TRD0034,main,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001193,PRO0300,STR0011,main,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001194,PRO0300,ARC0018,main,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001195,PRO0300,ARC0018,required_building,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001196,PRO0301,STR0006,main,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001197,PRO0301,TRD0034,main,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001198,PRO0301,STR0011,main,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001199,PRO0301,ARC0018,main,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001200,PRO0301,ARC0018,required_building,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001201,PRO0302,STR0006,main,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001202,PRO0302,TRD0034,main,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001203,PRO0302,STR0011,main,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001204,PRO0302,ARC0018,main,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001205,PRO0302,ARC0018,required_building,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001206,PRO0303,STR0006,main,C,"[""SRC048"",""SRC049"",""SRC050"",""SRC051"",""SRC075"",""SRC076"",""SRC096"",""SRC099""]"
PLL001207,PRO0303,STR0011,main,C,"[""SRC048"",""SRC049"",""SRC050"",""SRC051"",""SRC075"",""SRC076"",""SRC096"",""SRC099""]"
PLL001208,PRO0303,FRN0009,main,C,"[""SRC048"",""SRC049"",""SRC050"",""SRC051"",""SRC075"",""SRC076"",""SRC096"",""SRC099""]"
PLL001209,PRO0303,TRD0034,main,C,"[""SRC048"",""SRC049"",""SRC050"",""SRC051"",""SRC075"",""SRC076"",""SRC096"",""SRC099""]"
PLL001210,PRO0304,STR0006,main,C,"[""SRC048"",""SRC049"",""SRC050"",""SRC051"",""SRC075"",""SRC076"",""SRC096"",""SRC099""]"
PLL001211,PRO0304,STR0011,main,C,"[""SRC048"",""SRC049"",""SRC050"",""SRC051"",""SRC075"",""SRC076"",""SRC096"",""SRC099""]"
PLL001212,PRO0304,FRN0009,main,C,"[""SRC048"",""SRC049"",""SRC050"",""SRC051"",""SRC075"",""SRC076"",""SRC096"",""SRC099""]"
PLL001213,PRO0304,TRD0034,main,C,"[""SRC048"",""SRC049"",""SRC050"",""SRC051"",""SRC075"",""SRC076"",""SRC096"",""SRC099""]"
PLL001214,PRO0305,STR0006,main,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001215,PRO0305,TRD0034,main,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001216,PRO0305,STR0011,main,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001217,PRO0305,ARC0018,main,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001218,PRO0305,ARC0018,required_building,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093"",""SRC095"",""SRC096"",""SRC098"",""SRC099""]"
PLL001219,PRO0306,FOR0007,main,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001220,PRO0306,FOR0016,main,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001221,PRO0306,STR0006,main,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001222,PRO0306,MIL0006,main,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001223,PRO0306,FOR0007,required_building,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001224,PRO0307,FOR0007,main,B,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001225,PRO0307,FOR0016,main,B,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001226,PRO0307,STR0006,main,B,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001227,PRO0307,MIL0006,main,B,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001228,PRO0307,FOR0007,required_building,B,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001229,PRO0308,FOR0007,main,B,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001230,PRO0308,FOR0016,main,B,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001231,PRO0308,STR0006,main,B,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001232,PRO0308,MIL0006,main,B,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001233,PRO0308,FOR0007,required_building,B,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001234,PRO0309,FOR0007,main,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001235,PRO0309,FOR0016,main,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001236,PRO0309,STR0006,main,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001237,PRO0309,MIL0006,main,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001238,PRO0309,FOR0007,required_building,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001239,PRO0310,FOR0007,main,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001240,PRO0310,FOR0016,main,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001241,PRO0310,STR0006,main,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001242,PRO0310,MIL0006,main,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001243,PRO0310,FOR0007,required_building,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001244,PRO0311,FOR0007,main,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001245,PRO0311,FOR0016,main,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001246,PRO0311,STR0006,main,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001247,PRO0311,MIL0006,main,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001248,PRO0311,FOR0007,required_building,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001249,PRO0312,FOR0007,main,C,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001250,PRO0312,FOR0016,main,C,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001251,PRO0312,STR0006,main,C,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001252,PRO0312,MIL0006,main,C,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001253,PRO0312,FOR0007,required_building,C,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001254,PRO0313,FOR0007,main,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001255,PRO0313,FOR0016,main,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001256,PRO0313,STR0006,main,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001257,PRO0313,MIL0006,main,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001258,PRO0313,FOR0007,required_building,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001259,PRO0314,FOR0007,main,B,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001260,PRO0314,FOR0016,main,B,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001261,PRO0314,STR0006,main,B,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001262,PRO0314,MIL0006,main,B,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001263,PRO0314,FOR0007,required_building,B,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001264,PRO0315,FOR0007,main,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001265,PRO0315,FOR0016,main,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001266,PRO0315,STR0006,main,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001267,PRO0315,MIL0006,main,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001268,PRO0315,FOR0007,required_building,A,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001269,PRO0316,FOR0007,main,B,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001270,PRO0316,FOR0016,main,B,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001271,PRO0316,STR0006,main,B,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001272,PRO0316,MIL0006,main,B,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
PLL001273,PRO0316,FOR0007,required_building,B,"[""SRC031"",""SRC034"",""SRC035"",""SRC036"",""SRC037"",""SRC038"",""SRC071"",""SRC090"",""SRC102""]"
