economic_link_id,source_profession,relation,target_profession,item_ids,description,historical_confidence,source_ids
ECO00721,PRO0243,transports_for,PRO0207,[],"Обозник купеческого каравана перевозит людей, груз или обеспечивает погрузку для роли «Перевозчик строительных материалов».",A,"[""SRC039"",""SRC045"",""SRC046"",""SRC099""]"
ECO00722,PRO0243,transports_for,PRO0248,[],"Обозник купеческого каравана перевозит людей, груз или обеспечивает погрузку для роли «Княжеский гонец».",B,"[""SRC039"",""SRC045"",""SRC046"",""SRC099"",""SRC027"",""SRC028"",""SRC031"",""SRC050""]"
ECO00723,PRO0244,transports_for,PRO0255,[],"Старший обоза перевозит людей, груз или обеспечивает погрузку для роли «Средний городской торговец».",B,"[""SRC039"",""SRC045"",""SRC046"",""SRC099"",""SRC027"",""SRC028"",""SRC029"",""SRC030""]"
ECO00724,PRO0244,transports_for,PRO0260,[],"Старший обоза перевозит людей, груз или обеспечивает погрузку для роли «Торговец зерном и мукой».",A,"[""SRC039"",""SRC045"",""SRC046"",""SRC099"",""SRC027"",""SRC028"",""SRC029"",""SRC030""]"
ECO00725,PRO0244,transports_for,PRO0207,[],"Старший обоза перевозит людей, груз или обеспечивает погрузку для роли «Перевозчик строительных материалов».",A,"[""SRC039"",""SRC045"",""SRC046"",""SRC099""]"
ECO00726,PRO0244,transports_for,PRO0248,[],"Старший обоза перевозит людей, груз или обеспечивает погрузку для роли «Княжеский гонец».",B,"[""SRC039"",""SRC045"",""SRC046"",""SRC099"",""SRC027"",""SRC028"",""SRC031"",""SRC050""]"
ECO00727,PRO0246,transports_for,PRO0255,[],"Дорожный проводник перевозит людей, груз или обеспечивает погрузку для роли «Средний городской торговец».",B,"[""SRC039"",""SRC045"",""SRC046"",""SRC099"",""SRC027"",""SRC028"",""SRC029"",""SRC030""]"
ECO00728,PRO0246,transports_for,PRO0260,[],"Дорожный проводник перевозит людей, груз или обеспечивает погрузку для роли «Торговец зерном и мукой».",A,"[""SRC039"",""SRC045"",""SRC046"",""SRC099"",""SRC027"",""SRC028"",""SRC029"",""SRC030""]"
ECO00729,PRO0246,transports_for,PRO0207,[],"Дорожный проводник перевозит людей, груз или обеспечивает погрузку для роли «Перевозчик строительных материалов».",A,"[""SRC039"",""SRC045"",""SRC046"",""SRC099""]"
ECO00730,PRO0246,transports_for,PRO0248,[],"Дорожный проводник перевозит людей, груз или обеспечивает погрузку для роли «Княжеский гонец».",B,"[""SRC039"",""SRC045"",""SRC046"",""SRC099"",""SRC027"",""SRC028"",""SRC031"",""SRC050""]"
ECO00731,PRO0247,transports_for,PRO0255,[],"Гонец / посыльный перевозит людей, груз или обеспечивает погрузку для роли «Средний городской торговец».",A,"[""SRC039"",""SRC045"",""SRC046"",""SRC099"",""SRC027"",""SRC028"",""SRC029"",""SRC030""]"
ECO00732,PRO0247,transports_for,PRO0260,[],"Гонец / посыльный перевозит людей, груз или обеспечивает погрузку для роли «Торговец зерном и мукой».",A,"[""SRC039"",""SRC045"",""SRC046"",""SRC099"",""SRC027"",""SRC028"",""SRC029"",""SRC030""]"
ECO00733,PRO0247,transports_for,PRO0207,[],"Гонец / посыльный перевозит людей, груз или обеспечивает погрузку для роли «Перевозчик строительных материалов».",A,"[""SRC039"",""SRC045"",""SRC046"",""SRC099""]"
ECO00734,PRO0247,transports_for,PRO0248,[],"Гонец / посыльный перевозит людей, груз или обеспечивает погрузку для роли «Княжеский гонец».",A,"[""SRC039"",""SRC045"",""SRC046"",""SRC099"",""SRC027"",""SRC028"",""SRC031"",""SRC050""]"
ECO00735,PRO0248,serves,PRO0413,[],Княжеский гонец оказывает услугу роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO00736,PRO0248,serves,PRO0254,[],Княжеский гонец оказывает услугу роли «Крупный новгородский купец».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO00737,PRO0248,serves,PRO0463,[],Княжеский гонец оказывает услугу роли «Иностранный посол».,B,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO00738,PRO0248,serves,PRO0377,[],Княжеский гонец оказывает услугу роли «Священник».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO00739,PRO0249,sells_to,PRO0413,[],Посыльный купца передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00740,PRO0249,sells_to,PRO0341,[],Посыльный купца передаёт продукт роли «Участник веча».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00741,PRO0249,sells_to,PRO0464,[],Посыльный купца передаёт продукт роли «Путник».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00742,PRO0138,supplies,PRO0250,"[""CON0035""]",Лесоруб снабжает сырьём роль «Ремонтник телег и саней в пути».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC001"",""SRC006"",""SRC008""]"
ECO00743,PRO0250,sells_to,PRO0413,[],Ремонтник телег и саней в пути передаёт продукт роли «Городской хозяин двора».,A,"[""SRC001"",""SRC005"",""SRC006"",""SRC008"",""SRC089"",""SRC012"",""SRC028"",""SRC045""]"
ECO00744,PRO0250,sells_to,PRO0393,[],Ремонтник телег и саней в пути передаёт продукт роли «Изготовитель и хранитель восковых свечей».,B,"[""SRC001"",""SRC005"",""SRC006"",""SRC008"",""SRC089"",""SRC017"",""SRC018"",""SRC020""]"
ECO00745,PRO0251,sells_to,PRO0413,[],Возчик леса и брёвен передаёт продукт роли «Городской хозяин двора».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC001"",""SRC008"",""SRC012""]"
ECO00746,PRO0252,transports_for,PRO0255,[],"Возчик товаров на Торг перевозит людей, груз или обеспечивает погрузку для роли «Средний городской торговец».",B,"[""SRC039"",""SRC045"",""SRC046"",""SRC099"",""SRC027"",""SRC028"",""SRC029"",""SRC030""]"
ECO00747,PRO0252,transports_for,PRO0260,[],"Возчик товаров на Торг перевозит людей, груз или обеспечивает погрузку для роли «Торговец зерном и мукой».",A,"[""SRC039"",""SRC045"",""SRC046"",""SRC099"",""SRC027"",""SRC028"",""SRC029"",""SRC030""]"
ECO00748,PRO0252,transports_for,PRO0207,[],"Возчик товаров на Торг перевозит людей, груз или обеспечивает погрузку для роли «Перевозчик строительных материалов».",A,"[""SRC039"",""SRC045"",""SRC046"",""SRC099""]"
ECO00749,PRO0252,transports_for,PRO0248,[],"Возчик товаров на Торг перевозит людей, груз или обеспечивает погрузку для роли «Княжеский гонец».",B,"[""SRC039"",""SRC045"",""SRC046"",""SRC099"",""SRC027"",""SRC028"",""SRC031"",""SRC050""]"
ECO00750,PRO0155,supplies,PRO0253,"[""AGR0014""]",Сенокосец и собиратель сена снабжает сырьём роль «Работник дорожного или обозного стана».,A,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102"",""SRC039"",""SRC099""]"
ECO00751,PRO0253,transports_for,PRO0255,[],"Работник дорожного или обозного стана перевозит людей, груз или обеспечивает погрузку для роли «Средний городской торговец».",B,"[""SRC039"",""SRC045"",""SRC046"",""SRC099"",""SRC027"",""SRC028"",""SRC029"",""SRC030""]"
ECO00752,PRO0253,transports_for,PRO0260,[],"Работник дорожного или обозного стана перевозит людей, груз или обеспечивает погрузку для роли «Торговец зерном и мукой».",A,"[""SRC039"",""SRC045"",""SRC046"",""SRC099"",""SRC027"",""SRC028"",""SRC029"",""SRC030""]"
ECO00753,PRO0253,transports_for,PRO0207,[],"Работник дорожного или обозного стана перевозит людей, груз или обеспечивает погрузку для роли «Перевозчик строительных материалов».",A,"[""SRC039"",""SRC045"",""SRC046"",""SRC099""]"
ECO00754,PRO0253,transports_for,PRO0248,[],"Работник дорожного или обозного стана перевозит людей, груз или обеспечивает погрузку для роли «Княжеский гонец».",B,"[""SRC039"",""SRC045"",""SRC046"",""SRC099"",""SRC027"",""SRC028"",""SRC031"",""SRC050""]"
ECO00755,PRO0254,sells_to,PRO0413,[],Крупный новгородский купец передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00756,PRO0254,sells_to,PRO0353,[],Крупный новгородский купец передаёт продукт роли «Поручитель».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00757,PRO0254,sells_to,PRO0303,[],Крупный новгородский купец передаёт продукт роли «Хозяин или служитель двора иностранных купцов».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00758,PRO0255,sells_to,PRO0413,[],Средний городской торговец передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00759,PRO0255,sells_to,PRO0354,[],Средний городской торговец передаёт продукт роли «Истец».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00760,PRO0255,sells_to,PRO0303,[],Средний городской торговец передаёт продукт роли «Хозяин или служитель двора иностранных купцов».,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00761,PRO0256,sells_to,PRO0413,[],Мелкий торговец передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00762,PRO0256,sells_to,PRO0357,[],Мелкий торговец передаёт продукт роли «Участник посольства».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00763,PRO0256,sells_to,PRO0464,[],Мелкий торговец передаёт продукт роли «Путник».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00764,PRO0257,sells_to,PRO0413,[],Лавочник / продавец из торгового места передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00765,PRO0257,sells_to,PRO0341,[],Лавочник / продавец из торгового места передаёт продукт роли «Участник веча».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00766,PRO0257,sells_to,PRO0464,[],Лавочник / продавец из торгового места передаёт продукт роли «Путник».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00767,PRO0258,sells_to,PRO0413,[],Рыночный продавец передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00768,PRO0258,sells_to,PRO0341,[],Рыночный продавец передаёт продукт роли «Участник веча».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00769,PRO0258,sells_to,PRO0464,[],Рыночный продавец передаёт продукт роли «Путник».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00770,PRO0259,sells_to,PRO0413,"[""FOD0010"",""FOD0011"",""FOD0012"",""FOD0063""]",Торговец рыбой передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00771,PRO0259,sells_to,PRO0355,"[""FOD0010"",""FOD0011"",""FOD0012"",""FOD0063""]",Торговец рыбой передаёт продукт роли «Ответчик».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00772,PRO0259,sells_to,PRO0465,"[""FOD0010"",""FOD0011"",""FOD0012"",""FOD0063""]","Торговец рыбой передаёт продукт роли «Хозяин, принимающий путников в дворовом хозяйстве».",A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00773,PRO0260,sells_to,PRO0413,"[""FOD0051""]",Торговец зерном и мукой передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00774,PRO0260,sells_to,PRO0341,"[""FOD0051"",""FOD0052"",""FOD0022"",""FOD0050""]",Торговец зерном и мукой передаёт продукт роли «Участник веча».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00775,PRO0260,sells_to,PRO0464,"[""FOD0051"",""FOD0052"",""FOD0022"",""FOD0050""]",Торговец зерном и мукой передаёт продукт роли «Путник».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00776,PRO0261,sells_to,PRO0413,"[""FOD0037""]",Торговец солью передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00777,PRO0261,sells_to,PRO0354,"[""FOD0037""]",Торговец солью передаёт продукт роли «Истец».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00778,PRO0261,sells_to,PRO0304,"[""FOD0037""]",Торговец солью передаёт продукт роли «Толмач при торговле».,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00779,PRO0262,sells_to,PRO0413,"[""TRD0051""]",Торговец мехами передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00780,PRO0262,sells_to,PRO0350,"[""TRD0051""]",Торговец мехами передаёт продукт роли «Писец реестра дани».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00781,PRO0262,sells_to,PRO0464,"[""TRD0051""]",Торговец мехами передаёт продукт роли «Путник».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00782,PRO0263,sells_to,PRO0413,"[""FOD0025"",""FOD0048""]",Торговец мёдом и воском передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00783,PRO0263,sells_to,PRO0358,"[""FOD0025"",""FOD0048""]",Торговец мёдом и воском передаёт продукт роли «Толмач при посольстве».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00784,PRO0263,sells_to,PRO0465,"[""FOD0025"",""FOD0048""]","Торговец мёдом и воском передаёт продукт роли «Хозяин, принимающий путников в дворовом хозяйстве».",A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00785,PRO0264,sells_to,PRO0413,"[""HNT0021"",""TRD0010"",""TRD0052""]",Торговец кожами и шкурами передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00786,PRO0264,sells_to,PRO0350,"[""HNT0021"",""TRD0010"",""TRD0052""]",Торговец кожами и шкурами передаёт продукт роли «Писец реестра дани».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00787,PRO0264,sells_to,PRO0465,"[""HNT0021"",""TRD0010"",""TRD0052""]","Торговец кожами и шкурами передаёт продукт роли «Хозяин, принимающий путников в дворовом хозяйстве».",A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00788,PRO0265,sells_to,PRO0413,"[""CRF0119""]",Торговец железом и крицами передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00789,PRO0265,sells_to,PRO0361,"[""CRF0119""]",Торговец железом и крицами передаёт продукт роли «Объявляющий решение или известие».,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00790,PRO0265,sells_to,PRO0304,"[""CRF0119""]",Торговец железом и крицами передаёт продукт роли «Толмач при торговле».,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00791,PRO0266,sells_to,PRO0413,"[""CRF0149"",""CRF0068"",""CRF0046""]",Торговец цветными металлами передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00792,PRO0266,sells_to,PRO0351,"[""CRF0149"",""CRF0068"",""CRF0046""]",Торговец цветными металлами передаёт продукт роли «Участник суда или судебный представитель».,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00793,PRO0266,sells_to,PRO0303,"[""CRF0149"",""CRF0068"",""CRF0046""]",Торговец цветными металлами передаёт продукт роли «Хозяин или служитель двора иностранных купцов».,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00794,PRO0267,sells_to,PRO0413,"[""TRD0053""]",Торговец тканями передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00795,PRO0267,sells_to,PRO0358,"[""TRD0053""]",Торговец тканями передаёт продукт роли «Толмач при посольстве».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00796,PRO0267,sells_to,PRO0465,"[""TRD0053""]","Торговец тканями передаёт продукт роли «Хозяин, принимающий путников в дворовом хозяйстве».",A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00797,PRO0268,sells_to,PRO0413,[],Торговец импортными товарами передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00798,PRO0268,sells_to,PRO0351,[],Торговец импортными товарами передаёт продукт роли «Участник суда или судебный представитель».,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00799,PRO0268,sells_to,PRO0465,[],"Торговец импортными товарами передаёт продукт роли «Хозяин, принимающий путников в дворовом хозяйстве».",B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00800,PRO0269,sells_to,PRO0413,[],Торговец лошадьми передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00801,PRO0269,sells_to,PRO0354,[],Торговец лошадьми передаёт продукт роли «Истец».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00802,PRO0269,sells_to,PRO0464,[],Торговец лошадьми передаёт продукт роли «Путник».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00803,PRO0270,sells_to,PRO0413,[],Торговец скотом передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00804,PRO0270,sells_to,PRO0342,[],Торговец скотом передаёт продукт роли «Глашатай или созывающий людей».,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00805,PRO0270,sells_to,PRO0304,[],Торговец скотом передаёт продукт роли «Толмач при торговле».,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00806,PRO0271,sells_to,PRO0413,[],Торговец керамической посудой передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00807,PRO0271,sells_to,PRO0352,[],Торговец керамической посудой передаёт продукт роли «Свидетель сделки или спора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00808,PRO0271,sells_to,PRO0304,[],Торговец керамической посудой передаёт продукт роли «Толмач при торговле».,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00809,PRO0272,sells_to,PRO0413,[],Продавец обуви передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00810,PRO0272,sells_to,PRO0355,[],Продавец обуви передаёт продукт роли «Ответчик».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00811,PRO0272,sells_to,PRO0304,[],Продавец обуви передаёт продукт роли «Толмач при торговле».,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00812,PRO0273,sells_to,PRO0413,[],Торговец оружием и военным снаряжением передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00813,PRO0273,sells_to,PRO0354,[],Торговец оружием и военным снаряжением передаёт продукт роли «Истец».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00814,PRO0273,sells_to,PRO0303,[],Торговец оружием и военным снаряжением передаёт продукт роли «Хозяин или служитель двора иностранных купцов».,C,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00815,PRO0274,sells_to,PRO0413,[],Приезжий русский купец из другой земли передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00816,PRO0274,sells_to,PRO0357,[],Приезжий русский купец из другой земли передаёт продукт роли «Участник посольства».,B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00817,PRO0274,sells_to,PRO0465,[],"Приезжий русский купец из другой земли передаёт продукт роли «Хозяин, принимающий путников в дворовом хозяйстве».",B,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00818,PRO0275,serves,PRO0254,[],Готландский купец / гость оказывает услугу роли «Крупный новгородский купец».,A,"[""SRC048"",""SRC049"",""SRC050"",""SRC051"",""SRC075"",""SRC076"",""SRC096"",""SRC099""]"
ECO00819,PRO0275,serves,PRO0336,[],Готландский купец / гость оказывает услугу роли «Посадник».,A,"[""SRC048"",""SRC049"",""SRC050"",""SRC051"",""SRC075"",""SRC076"",""SRC096"",""SRC099""]"
ECO00820,PRO0275,serves,PRO0304,[],Готландский купец / гость оказывает услугу роли «Толмач при торговле».,A,"[""SRC048"",""SRC049"",""SRC050"",""SRC051"",""SRC075"",""SRC076"",""SRC096"",""SRC099""]"
ECO00821,PRO0276,serves,PRO0254,[],Немецкий купец / гость оказывает услугу роли «Крупный новгородский купец».,A,"[""SRC048"",""SRC049"",""SRC050"",""SRC051"",""SRC075"",""SRC076"",""SRC096"",""SRC099""]"
ECO00822,PRO0276,serves,PRO0336,[],Немецкий купец / гость оказывает услугу роли «Посадник».,A,"[""SRC048"",""SRC049"",""SRC050"",""SRC051"",""SRC075"",""SRC076"",""SRC096"",""SRC099""]"
ECO00823,PRO0276,serves,PRO0304,[],Немецкий купец / гость оказывает услугу роли «Толмач при торговле».,A,"[""SRC048"",""SRC049"",""SRC050"",""SRC051"",""SRC075"",""SRC076"",""SRC096"",""SRC099""]"
ECO00824,PRO0277,serves,PRO0254,[],Балтийский торговец оказывает услугу роли «Крупный новгородский купец».,A,"[""SRC048"",""SRC049"",""SRC050"",""SRC051"",""SRC075"",""SRC076"",""SRC096"",""SRC099""]"
ECO00825,PRO0277,serves,PRO0336,[],Балтийский торговец оказывает услугу роли «Посадник».,A,"[""SRC048"",""SRC049"",""SRC050"",""SRC051"",""SRC075"",""SRC076"",""SRC096"",""SRC099""]"
ECO00826,PRO0277,serves,PRO0304,[],Балтийский торговец оказывает услугу роли «Толмач при торговле».,B,"[""SRC048"",""SRC049"",""SRC050"",""SRC051"",""SRC075"",""SRC076"",""SRC096"",""SRC099""]"
ECO00827,PRO0278,serves,PRO0254,[],Карельский промысловик-поставщик оказывает услугу роли «Крупный новгородский купец».,A,"[""SRC048"",""SRC049"",""SRC050"",""SRC051"",""SRC075"",""SRC076"",""SRC096"",""SRC099""]"
ECO00828,PRO0278,serves,PRO0336,[],Карельский промысловик-поставщик оказывает услугу роли «Посадник».,A,"[""SRC048"",""SRC049"",""SRC050"",""SRC051"",""SRC075"",""SRC076"",""SRC096"",""SRC099""]"
ECO00829,PRO0278,serves,PRO0304,[],Карельский промысловик-поставщик оказывает услугу роли «Толмач при торговле».,B,"[""SRC048"",""SRC049"",""SRC050"",""SRC051"",""SRC075"",""SRC076"",""SRC096"",""SRC099""]"
ECO00830,PRO0279,serves,PRO0254,[],Водский или ижорский поставщик оказывает услугу роли «Крупный новгородский купец».,A,"[""SRC048"",""SRC049"",""SRC050"",""SRC051"",""SRC075"",""SRC076"",""SRC096"",""SRC099""]"
ECO00831,PRO0279,serves,PRO0336,[],Водский или ижорский поставщик оказывает услугу роли «Посадник».,A,"[""SRC048"",""SRC049"",""SRC050"",""SRC051"",""SRC075"",""SRC076"",""SRC096"",""SRC099""]"
ECO00832,PRO0279,serves,PRO0304,[],Водский или ижорский поставщик оказывает услугу роли «Толмач при торговле».,B,"[""SRC048"",""SRC049"",""SRC050"",""SRC051"",""SRC075"",""SRC076"",""SRC096"",""SRC099""]"
ECO00833,PRO0280,sells_to,PRO0413,[],Торговый посредник и представитель передаёт продукт роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
