activity_id,name_ru,description_ru,profession_ids,role_ids,location_ids,held_item_ids,used_item_ids,environment_item_ids,consumed_item_ids,produced_item_ids,animal_ids,transport_ids,season_scope,weather_scope,time_of_day,duration_estimate,physical_intensity,pose_hint,previous_activity_ids,next_activity_ids,historical_confidence,source_ids,state_modifiers,prompt_hint
ACT01049,Мастер устройства и ремонта бытовой печи: выверить и закрепить,"Мастер устройства и ремонта бытовой печи проверяет отвес, соединения, конопатку и крепёж. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0210""]",[],"[""ARC0031"",""STR0007"",""STR0011"",""ARC0020""]","[""CON0009"",""CON0010""]","[""CON0003"",""CON0004"",""CON0005"",""CON0009"",""CON0033"",""CON0034""]","[""ARC0031"",""STR0007"",""STR0011"",""ARC0020""]",[],"[""INT0043""]","[""LIV0004"",""LIV0015""]","[""LTR0020"",""LTR0021"",""WTR0005""]","[""spring"",""summer"",""autumn"",""winter""]","[""dry_weather_preferred"",""frost_changes_work""]","[""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,pushing,"[""ACT01048""]","[""ACT01050""]",C,"[""SRC001"",""SRC003"",""SRC005"",""SRC009"",""SRC013"",""SRC078"",""SRC089"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Мастер устройства и ремонта бытовой печи; выверить и закрепить; pose pushing; held items CON0009, CON0010; location refs ARC0031, STR0007; no fantasy, no later folk costume, no modern equipment."
ACT01050,Мастер устройства и ремонта бытовой печи: убрать площадку и принять работу,"Мастер устройства и ремонта бытовой печи сортирует остатки, освобождает проход и проверяет устойчивость. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0210""]",[],"[""ARC0031"",""STR0007"",""STR0011"",""ARC0020""]","[""CON0010"",""CON0011""]","[""CON0003"",""CON0004"",""CON0005"",""CON0009""]","[""ARC0031"",""STR0007"",""STR0011"",""ARC0020""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0020"",""LTR0021"",""WTR0005""]","[""spring"",""summer"",""autumn"",""winter""]","[""dry_weather_preferred"",""frost_changes_work""]","[""evening""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}",medium,carrying,"[""ACT01049""]",[],C,"[""SRC001"",""SRC003"",""SRC005"",""SRC009"",""SRC013"",""SRC078"",""SRC089"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Мастер устройства и ремонта бытовой печи; убрать площадку и принять работу; pose carrying; held items CON0010, CON0011; location refs ARC0031, STR0007; no fantasy, no later folk costume, no modern equipment."
ACT01051,"Плотник, строящий и ремонтирующий баню: выбрать и разметить дерево","Плотник, строящий и ремонтирующий баню оценивает бревно, доску или заготовку и наносит разметку. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0211""]",[],"[""ARC0031"",""STR0013""]","[""CRF0020"",""CRF0021""]","[""CRF0020"",""CRF0021"",""CRF0102"",""CRF0098""]","[""ARC0031"",""STR0013""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0021"",""LTR0020""]","[""spring"",""summer"",""autumn"",""winter""]","[""dry_weather_preferred_for_outdoor_work""]","[""morning""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}",medium,standing_idle,[],"[""ACT01052""]",C,"[""SRC001"",""SRC005"",""SRC006"",""SRC008"",""SRC089""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Плотник, строящий и ремонтирующий баню; выбрать и разметить дерево; pose standing_idle; held items CRF0020, CRF0021; location refs ARC0031, STR0013; no fantasy, no later folk costume, no modern equipment."
ACT01052,"Плотник, строящий и ремонтирующий баню: обтесать или расколоть заготовку","Плотник, строящий и ремонтирующий баню работает топором, теслом, клиньями и колотушкой. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0211""]",[],"[""ARC0031"",""STR0013""]","[""CRF0021"",""CRF0102""]","[""CRF0020"",""CRF0021"",""CRF0102"",""CRF0098""]","[""ARC0031"",""STR0013""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0021"",""LTR0020""]","[""spring"",""summer"",""autumn"",""winter""]","[""dry_weather_preferred_for_outdoor_work""]","[""morning"",""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,chopping,"[""ACT01051""]","[""ACT01053""]",C,"[""SRC001"",""SRC005"",""SRC006"",""SRC008"",""SRC089""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Плотник, строящий и ремонтирующий баню; обтесать или расколоть заготовку; pose chopping; held items CRF0021, CRF0102; location refs ARC0031, STR0013; no fantasy, no later folk costume, no modern equipment."
ACT01053,"Плотник, строящий и ремонтирующий баню: вырезать соединения и форму","Плотник, строящий и ремонтирующий баню применяет долото, пилу, сверло или резец. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0211""]",[],"[""ARC0031"",""STR0013""]","[""CRF0102"",""CRF0098""]","[""CRF0020"",""CRF0021"",""CRF0102"",""CRF0098"",""CRF0089"",""CRF0090""]","[""ARC0031"",""STR0013""]","[""CON0034"",""CON0035""]",[],"[""LIV0004"",""LIV0015""]","[""LTR0021"",""LTR0020""]","[""spring"",""summer"",""autumn"",""winter""]","[""dry_weather_preferred_for_outdoor_work""]","[""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,cutting,"[""ACT01052""]","[""ACT01054""]",C,"[""SRC001"",""SRC005"",""SRC006"",""SRC008"",""SRC089""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Плотник, строящий и ремонтирующий баню; вырезать соединения и форму; pose cutting; held items CRF0102, CRF0098; location refs ARC0031, STR0013; no fantasy, no later folk costume, no modern equipment."
ACT01054,"Плотник, строящий и ремонтирующий баню: собрать и подогнать","Плотник, строящий и ремонтирующий баню соединяет детали нагелями, врубками, обручами или крепежом. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0211""]",[],"[""ARC0031"",""STR0013""]","[""CRF0098"",""CRF0101""]","[""CRF0020"",""CRF0021"",""CRF0102"",""CRF0098"",""CRF0089"",""CRF0090""]","[""ARC0031"",""STR0013""]",[],"[""CON0029"",""CON0035"",""ARC0020""]","[""LIV0004"",""LIV0015""]","[""LTR0021"",""LTR0020""]","[""spring"",""summer"",""autumn"",""winter""]","[""dry_weather_preferred_for_outdoor_work""]","[""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,pushing,"[""ACT01053""]","[""ACT01055""]",C,"[""SRC001"",""SRC005"",""SRC006"",""SRC008"",""SRC089""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Плотник, строящий и ремонтирующий баню; собрать и подогнать; pose pushing; held items CRF0098, CRF0101; location refs ARC0031, STR0013; no fantasy, no later folk costume, no modern equipment."
ACT01055,"Плотник, строящий и ремонтирующий баню: довести и убрать рабочее место","Плотник, строящий и ремонтирующий баню зачищает поверхность, проверяет посадку и сортирует щепу. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0211""]",[],"[""ARC0031"",""STR0013""]","[""CRF0101"",""CRF0087""]","[""CRF0020"",""CRF0021"",""CRF0102"",""CRF0098""]","[""ARC0031"",""STR0013""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0021"",""LTR0020""]","[""spring"",""summer"",""autumn"",""winter""]","[""dry_weather_preferred_for_outdoor_work""]","[""evening""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}",medium,cutting,"[""ACT01054""]",[],C,"[""SRC001"",""SRC005"",""SRC006"",""SRC008"",""SRC089""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Плотник, строящий и ремонтирующий баню; довести и убрать рабочее место; pose cutting; held items CRF0101, CRF0087; location refs ARC0031, STR0013; no fantasy, no later folk costume, no modern equipment."
ACT01056,"Строитель частоколов, плетней и дворовых ворот: подготовить поле и орудия","Строитель частоколов, плетней и дворовых ворот проверяет упряжь, соху, борону, серпы или тару по сезону. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0212""]",[],"[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0023"",""AGR0024""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""dawn"",""morning""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}",medium,standing_idle,[],"[""ACT01057""]",B,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Строитель частоколов, плетней и дворовых ворот; подготовить поле и орудия; pose standing_idle; held items AGR0023, AGR0024; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT01057,"Строитель частоколов, плетней и дворовых ворот: выполнить сезонную полевую работу","Строитель частоколов, плетней и дворовых ворот пашет, сеет, боронит, косит или жнёт в зависимости от календаря. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0212""]",[],"[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0024"",""AGR0025""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""morning"",""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,digging,"[""ACT01056""]","[""ACT01058""]",B,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Строитель частоколов, плетней и дворовых ворот; выполнить сезонную полевую работу; pose digging; held items AGR0024, AGR0025; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT01058,"Строитель частоколов, плетней и дворовых ворот: собрать и связать результат","Строитель частоколов, плетней и дворовых ворот формирует снопы, копны, корзины или мешки. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0212""]",[],"[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0025"",""AGR0020""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020"",""AGR0027"",""AGR0039""]","[""ARC0018"",""AGR0005"",""AGR0042""]","[""CON0034"",""HOU0018""]",[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,reaping,"[""ACT01057""]","[""ACT01059""]",B,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Строитель частоколов, плетней и дворовых ворот; собрать и связать результат; pose reaping; held items AGR0025, AGR0020; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT01059,"Строитель частоколов, плетней и дворовых ворот: перевезти к току или хранилищу","Строитель частоколов, плетней и дворовых ворот несёт или везёт урожай и сено. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0212""]",[],"[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0020"",""AGR0037""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020"",""AGR0027"",""AGR0039""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,carrying,"[""ACT01058""]","[""ACT01060""]",B,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Строитель частоколов, плетней и дворовых ворот; перевезти к току или хранилищу; pose carrying; held items AGR0020, AGR0037; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT01060,"Строитель частоколов, плетней и дворовых ворот: обработать и убрать орудия","Строитель частоколов, плетней и дворовых ворот молотит, веет, сортирует либо ремонтирует инструмент. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0212""]",[],"[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0037"",""AGR0012""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""evening""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}",medium,hammering,"[""ACT01059""]",[],B,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Строитель частоколов, плетней и дворовых ворот; обработать и убрать орудия; pose hammering; held items AGR0037, AGR0012; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT01061,Плотник укреплений и ворот: разметить и подготовить площадку,"Плотник укреплений и ворот меряет, очищает основание и раскладывает материал. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0213""]",[],"[""ARC0031"",""STR0007"",""STR0011"",""ARC0020""]","[""CON0003"",""CON0004""]","[""CON0003"",""CON0004"",""CON0005"",""CON0009""]","[""ARC0031"",""STR0007"",""STR0011"",""ARC0020""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0020"",""LTR0021"",""WTR0005""]","[""spring"",""summer"",""autumn"",""winter""]","[""dry_weather_preferred"",""frost_changes_work""]","[""morning""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,digging,[],"[""ACT01062""]",B,"[""SRC001"",""SRC003"",""SRC005"",""SRC009"",""SRC013"",""SRC078"",""SRC089"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Плотник укреплений и ворот; разметить и подготовить площадку; pose digging; held items CON0003, CON0004; location refs ARC0031, STR0007; no fantasy, no later folk costume, no modern equipment."
ACT01062,Плотник укреплений и ворот: подвезти и обработать материал,"Плотник укреплений и ворот переносит брёвна, камень, глину или плахи. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0213""]",[],"[""ARC0031"",""STR0007"",""STR0011"",""ARC0020""]","[""CON0004"",""CON0005""]","[""CON0003"",""CON0004"",""CON0005"",""CON0009""]","[""ARC0031"",""STR0007"",""STR0011"",""ARC0020""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0020"",""LTR0021"",""WTR0005""]","[""spring"",""summer"",""autumn"",""winter""]","[""dry_weather_preferred"",""frost_changes_work""]","[""morning"",""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,carrying,"[""ACT01061""]","[""ACT01063""]",B,"[""SRC001"",""SRC003"",""SRC005"",""SRC009"",""SRC013"",""SRC078"",""SRC089"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Плотник укреплений и ворот; подвезти и обработать материал; pose carrying; held items CON0004, CON0005; location refs ARC0031, STR0007; no fantasy, no later folk costume, no modern equipment."
ACT01063,Плотник укреплений и ворот: собрать или уложить конструкцию,"Плотник укреплений и ворот рубит врубки, кладёт камень, настил или опоры. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0213""]",[],"[""ARC0031"",""STR0007"",""STR0011"",""ARC0020""]","[""CON0005"",""CON0009""]","[""CON0003"",""CON0004"",""CON0005"",""CON0009"",""CON0033"",""CON0034""]","[""ARC0031"",""STR0007"",""STR0011"",""ARC0020""]","[""CON0034"",""CON0013""]",[],"[""LIV0004"",""LIV0015""]","[""LTR0020"",""LTR0021"",""WTR0005""]","[""spring"",""summer"",""autumn"",""winter""]","[""dry_weather_preferred"",""frost_changes_work""]","[""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,hammering,"[""ACT01062""]","[""ACT01064""]",B,"[""SRC001"",""SRC003"",""SRC005"",""SRC009"",""SRC013"",""SRC078"",""SRC089"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Плотник укреплений и ворот; собрать или уложить конструкцию; pose hammering; held items CON0005, CON0009; location refs ARC0031, STR0007; no fantasy, no later folk costume, no modern equipment."
ACT01064,Плотник укреплений и ворот: выверить и закрепить,"Плотник укреплений и ворот проверяет отвес, соединения, конопатку и крепёж. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0213""]",[],"[""ARC0031"",""STR0007"",""STR0011"",""ARC0020""]","[""CON0009"",""CON0010""]","[""CON0003"",""CON0004"",""CON0005"",""CON0009"",""CON0033"",""CON0034""]","[""ARC0031"",""STR0007"",""STR0011"",""ARC0020""]",[],"[""FOR0003""]","[""LIV0004"",""LIV0015""]","[""LTR0020"",""LTR0021"",""WTR0005""]","[""spring"",""summer"",""autumn"",""winter""]","[""dry_weather_preferred"",""frost_changes_work""]","[""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,pushing,"[""ACT01063""]","[""ACT01065""]",B,"[""SRC001"",""SRC003"",""SRC005"",""SRC009"",""SRC013"",""SRC078"",""SRC089"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Плотник укреплений и ворот; выверить и закрепить; pose pushing; held items CON0009, CON0010; location refs ARC0031, STR0007; no fantasy, no later folk costume, no modern equipment."
ACT01065,Плотник укреплений и ворот: убрать площадку и принять работу,"Плотник укреплений и ворот сортирует остатки, освобождает проход и проверяет устойчивость. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0213""]",[],"[""ARC0031"",""STR0007"",""STR0011"",""ARC0020""]","[""CON0010"",""CON0011""]","[""CON0003"",""CON0004"",""CON0005"",""CON0009""]","[""ARC0031"",""STR0007"",""STR0011"",""ARC0020""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0020"",""LTR0021"",""WTR0005""]","[""spring"",""summer"",""autumn"",""winter""]","[""dry_weather_preferred"",""frost_changes_work""]","[""evening""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}",medium,carrying,"[""ACT01064""]",[],B,"[""SRC001"",""SRC003"",""SRC005"",""SRC009"",""SRC013"",""SRC078"",""SRC089"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Плотник укреплений и ворот; убрать площадку и принять работу; pose carrying; held items CON0010, CON0011; location refs ARC0031, STR0007; no fantasy, no later folk costume, no modern equipment."
ACT01066,Работник земляного вала и рва: подготовить поле и орудия,"Работник земляного вала и рва проверяет упряжь, соху, борону, серпы или тару по сезону. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0214""]","[""ROL0023""]","[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0023"",""AGR0024""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""dawn"",""morning""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}",medium,standing_idle,[],"[""ACT01067""]",B,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Работник земляного вала и рва; подготовить поле и орудия; pose standing_idle; held items AGR0023, AGR0024; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT01067,Работник земляного вала и рва: выполнить сезонную полевую работу,"Работник земляного вала и рва пашет, сеет, боронит, косит или жнёт в зависимости от календаря. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0214""]","[""ROL0023""]","[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0024"",""AGR0025""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""morning"",""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,digging,"[""ACT01066""]","[""ACT01068""]",B,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Работник земляного вала и рва; выполнить сезонную полевую работу; pose digging; held items AGR0024, AGR0025; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT01068,Работник земляного вала и рва: собрать и связать результат,"Работник земляного вала и рва формирует снопы, копны, корзины или мешки. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0214""]","[""ROL0023""]","[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0025"",""AGR0020""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020"",""AGR0027"",""AGR0039""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,reaping,"[""ACT01067""]","[""ACT01069""]",B,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Работник земляного вала и рва; собрать и связать результат; pose reaping; held items AGR0025, AGR0020; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT01069,Работник земляного вала и рва: перевезти к току или хранилищу,"Работник земляного вала и рва несёт или везёт урожай и сено. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0214""]","[""ROL0023""]","[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0020"",""AGR0037""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020"",""AGR0027"",""AGR0039""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,carrying,"[""ACT01068""]","[""ACT01070""]",B,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Работник земляного вала и рва; перевезти к току или хранилищу; pose carrying; held items AGR0020, AGR0037; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT01070,Работник земляного вала и рва: обработать и убрать орудия,"Работник земляного вала и рва молотит, веет, сортирует либо ремонтирует инструмент. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0214""]","[""ROL0023""]","[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0037"",""AGR0012""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""evening""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}",medium,hammering,"[""ACT01069""]",[],B,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Работник земляного вала и рва; обработать и убрать орудия; pose hammering; held items AGR0037, AGR0012; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT01071,Устроитель деревянного водоотвода: разметить и подготовить площадку,"Устроитель деревянного водоотвода меряет, очищает основание и раскладывает материал. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0215""]",[],"[""ARC0031"",""STR0007"",""STR0011"",""ARC0020""]","[""CON0003"",""CON0004""]","[""CON0003"",""CON0004"",""CON0005"",""CON0009""]","[""ARC0031"",""STR0007"",""STR0011"",""ARC0020""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0020"",""LTR0021"",""WTR0005""]","[""spring"",""summer"",""autumn"",""winter""]","[""dry_weather_preferred"",""frost_changes_work""]","[""morning""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,digging,[],"[""ACT01072""]",B,"[""SRC001"",""SRC003"",""SRC005"",""SRC009"",""SRC013"",""SRC078"",""SRC089"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Устроитель деревянного водоотвода; разметить и подготовить площадку; pose digging; held items CON0003, CON0004; location refs ARC0031, STR0007; no fantasy, no later folk costume, no modern equipment."
ACT01072,Устроитель деревянного водоотвода: подвезти и обработать материал,"Устроитель деревянного водоотвода переносит брёвна, камень, глину или плахи. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0215""]",[],"[""ARC0031"",""STR0007"",""STR0011"",""ARC0020""]","[""CON0004"",""CON0005""]","[""CON0003"",""CON0004"",""CON0005"",""CON0009""]","[""ARC0031"",""STR0007"",""STR0011"",""ARC0020""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0020"",""LTR0021"",""WTR0005""]","[""spring"",""summer"",""autumn"",""winter""]","[""dry_weather_preferred"",""frost_changes_work""]","[""morning"",""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,carrying,"[""ACT01071""]","[""ACT01073""]",B,"[""SRC001"",""SRC003"",""SRC005"",""SRC009"",""SRC013"",""SRC078"",""SRC089"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Устроитель деревянного водоотвода; подвезти и обработать материал; pose carrying; held items CON0004, CON0005; location refs ARC0031, STR0007; no fantasy, no later folk costume, no modern equipment."
