of_id,clothing_profile_id,costume_class,class_name_ru,role_refs,sex_categories,age_categories,seasons,marital_status,status_band,default_condition_state,required_clothing_slot_refs,runtime_selectable,slot_base_garment,slot_lower_garment,slot_outer_garment,slot_over_garment_winter,slot_cloak,slot_waist,slot_waist_garment,slot_apron,slot_headwear,slot_head_under,slot_headband,slot_handwear,slot_leg_wrap,slot_foot_layer,slot_insole,slot_footwear,slot_over_footwear,slot_footwear_attachment,provenance,source_refs,confidence,status
of_monastic_female_cool_monastic,nov_clothing_monastic_v1,monastic,монашество (включая владыку и игумена в быту),nov_role_archbishop|nov_role_igumen|nov_role_monk|nov_role_novice,female,young_adult|adult|middle_aged|old,spring|spring_rasputitsa|autumn,monastic,middle,serviceable,base_garment|outer_garment|waist|headwear|foot_layer|footwear,true,gm_gf001,,gm_cl002,,,gm_ac002,,,gm_hw013,,,,,gm_fw016,,gm_fw004,,,"CMB023 monk/nun (C; CL003 mantle only in cold: its season_scope); R3,R4; winter R6",costume:CMB023|claim:clothing-shirt-principal-garment,C,candidate
of_monastic_female_cold_monastic,nov_clothing_monastic_v1,monastic,монашество (включая владыку и игумена в быту),nov_role_archbishop|nov_role_igumen|nov_role_monk|nov_role_novice,female,young_adult|adult|middle_aged|old,winter,monastic,middle,serviceable,base_garment|outer_garment|over_garment_winter|cloak|waist|headwear|foot_layer|footwear,true,gm_gf001,,gm_cl002,gm_gf008,gm_cl003,gm_ac002,,,gm_hw013,,,,,gm_fw015,,gm_fw007,,,"CMB023 monk/nun (C; CL003 mantle only in cold: its season_scope); R3,R4; winter R6",costume:CMB023|claim:clothing-shirt-principal-garment,C,candidate
of_destitute_male_warm_any,nov_clothing_destitute_v1,destitute,"нищие, беглые, пленники, голодающие",nov_role_beggar|nov_role_captive|nov_role_izgoi|nov_role_runaway|nov_role_sick_disabled,male,young_adult|adult|middle_aged|old,summer,any,low,patched,base_garment|lower_garment|waist|footwear,true,gm_gm002,gm_gm004,,,,gm_ac002,,,,,,,,,,gm_fw001,,,"poor kit with default condition patched/torn: sqlite social_groups «нищие, беженцы, голодающие» (A, S01 НПЛ 1230); risovalka §1 Б",risovalka|sqlite:social_groups|sqlite:S01,B,candidate
of_destitute_male_cool_any,nov_clothing_destitute_v1,destitute,"нищие, беглые, пленники, голодающие",nov_role_beggar|nov_role_captive|nov_role_izgoi|nov_role_runaway|nov_role_sick_disabled,male,young_adult|adult|middle_aged|old,spring|spring_rasputitsa|autumn,any,low,patched,base_garment|lower_garment|outer_garment|waist|headwear|leg_wrap|foot_layer|footwear,true,gm_gm002,gm_gm004,gm_gm003,,,gm_ac002,,,gm_hw002,,,,gm_gm006,gm_fw016,,gm_fw001,,,"poor kit with default condition patched/torn: sqlite social_groups «нищие, беженцы, голодающие» (A, S01 НПЛ 1230); risovalka §1 Б",risovalka|sqlite:social_groups|sqlite:S01,B,candidate
of_destitute_male_cold_any,nov_clothing_destitute_v1,destitute,"нищие, беглые, пленники, голодающие",nov_role_beggar|nov_role_captive|nov_role_izgoi|nov_role_runaway|nov_role_sick_disabled,male,young_adult|adult|middle_aged|old,winter,any,low,patched,base_garment|lower_garment|outer_garment|over_garment_winter|waist|headwear|leg_wrap|insole|footwear,true,gm_gm002,gm_gm005,gm_gm003,gm_gm008,,gm_ac002,,,gm_hw003,,,,gm_gm006,,gm_fw013,gm_fw001,,,"poor kit with default condition patched/torn: sqlite social_groups «нищие, беженцы, голодающие» (A, S01 НПЛ 1230); risovalka §1 Б",risovalka|sqlite:social_groups|sqlite:S01,B,candidate
of_destitute_female_warm_married,nov_clothing_destitute_v1,destitute,"нищие, беглые, пленники, голодающие",nov_role_beggar|nov_role_captive|nov_role_izgoi|nov_role_runaway|nov_role_sick_disabled,female,young_adult|adult|middle_aged|old,summer,married,low,patched,base_garment|outer_garment|waist|headwear|head_under|footwear,true,gm_gf002,,gm_gf004,,,gm_ac002,,,gm_hw007,gm_hw006,,,,,,gm_fw002,,,"poor kit with default condition patched/torn: sqlite social_groups «нищие, беженцы, голодающие» (A, S01 НПЛ 1230); risovalka §1 Б",risovalka|sqlite:social_groups|sqlite:S01,B,candidate
of_destitute_female_warm_unmarried,nov_clothing_destitute_v1,destitute,"нищие, беглые, пленники, голодающие",nov_role_beggar|nov_role_captive|nov_role_izgoi|nov_role_runaway|nov_role_sick_disabled,female,young_adult|adult|middle_aged|old,summer,unmarried,low,patched,base_garment|outer_garment|waist|headwear|footwear,false,gm_gf002,,gm_gf004,,,gm_ac002,,,gm_hw010,,,,,,,gm_fw002,,,"poor kit with default condition patched/torn: sqlite social_groups «нищие, беженцы, голодающие» (A, S01 НПЛ 1230); risovalka §1 Б",risovalka|sqlite:social_groups|sqlite:S01,B,candidate
of_destitute_female_cool_married,nov_clothing_destitute_v1,destitute,"нищие, беглые, пленники, голодающие",nov_role_beggar|nov_role_captive|nov_role_izgoi|nov_role_runaway|nov_role_sick_disabled,female,young_adult|adult|middle_aged|old,spring|spring_rasputitsa|autumn,married,low,patched,base_garment|outer_garment|cloak|waist|headwear|head_under|foot_layer|footwear,true,gm_gf002,,gm_gf004,,gm_gf014,gm_ac002,,,gm_hw007,gm_hw006,,,,gm_fw016,,gm_fw002,,,"poor kit with default condition patched/torn: sqlite social_groups «нищие, беженцы, голодающие» (A, S01 НПЛ 1230); risovalka §1 Б",risovalka|sqlite:social_groups|sqlite:S01,B,candidate
of_destitute_female_cool_unmarried,nov_clothing_destitute_v1,destitute,"нищие, беглые, пленники, голодающие",nov_role_beggar|nov_role_captive|nov_role_izgoi|nov_role_runaway|nov_role_sick_disabled,female,young_adult|adult|middle_aged|old,spring|spring_rasputitsa|autumn,unmarried,low,patched,base_garment|outer_garment|cloak|waist|headwear|foot_layer|footwear,false,gm_gf002,,gm_gf004,,gm_gf014,gm_ac002,,,gm_hw010,,,,,gm_fw016,,gm_fw002,,,"poor kit with default condition patched/torn: sqlite social_groups «нищие, беженцы, голодающие» (A, S01 НПЛ 1230); risovalka §1 Б",risovalka|sqlite:social_groups|sqlite:S01,B,candidate
of_destitute_female_cold_married,nov_clothing_destitute_v1,destitute,"нищие, беглые, пленники, голодающие",nov_role_beggar|nov_role_captive|nov_role_izgoi|nov_role_runaway|nov_role_sick_disabled,female,young_adult|adult|middle_aged|old,winter,married,low,patched,base_garment|outer_garment|over_garment_winter|waist|headwear|head_under|foot_layer|insole|footwear,true,gm_gf002,,gm_gf004,gm_gf008,,gm_ac002,,,gm_hw011,gm_hw006,,,,gm_fw015,gm_fw013,gm_fw001,,,"poor kit with default condition patched/torn: sqlite social_groups «нищие, беженцы, голодающие» (A, S01 НПЛ 1230); risovalka §1 Б",risovalka|sqlite:social_groups|sqlite:S01,B,candidate
of_destitute_female_cold_unmarried,nov_clothing_destitute_v1,destitute,"нищие, беглые, пленники, голодающие",nov_role_beggar|nov_role_captive|nov_role_izgoi|nov_role_runaway|nov_role_sick_disabled,female,young_adult|adult|middle_aged|old,winter,unmarried,low,patched,base_garment|outer_garment|over_garment_winter|waist|headwear|foot_layer|insole|footwear,false,gm_gf002,,gm_gf004,gm_gf008,,gm_ac002,,,gm_hw010,,,,,gm_fw015,gm_fw013,gm_fw001,,,"poor kit with default condition patched/torn: sqlite social_groups «нищие, беженцы, голодающие» (A, S01 НПЛ 1230); risovalka §1 Б",risovalka|sqlite:social_groups|sqlite:S01,B,candidate
of_traveler_male_warm_any,nov_clothing_traveler_v1,traveler,"путник, богомолец, возчик",nov_role_cart_driver|nov_role_merchant_companion|nov_role_pilgrim|nov_role_winter_road_man,male,young_adult|adult|middle_aged|old,summer,any,low|middle,serviceable,base_garment|lower_garment|outer_garment|cloak|waist|footwear,true,gm_gm001,gm_gm004,gm_gm003,,gm_gm012,gm_ac001,,,,,,,,,,gm_fw004,,,"CMB034 summer travel (GM003 listed although its season_scope excludes summer — combo followed, exception logged), CMB035 winter travel; R4,R5",costume:CMB034|costume:CMB035,B,candidate
of_traveler_male_cool_any,nov_clothing_traveler_v1,traveler,"путник, богомолец, возчик",nov_role_cart_driver|nov_role_merchant_companion|nov_role_pilgrim|nov_role_winter_road_man,male,young_adult|adult|middle_aged|old,spring|spring_rasputitsa|autumn,any,low|middle,serviceable,base_garment|lower_garment|outer_garment|cloak|waist|headwear|foot_layer|footwear,true,gm_gm001,gm_gm004,gm_gm003,,gm_gm012,gm_ac001,,,gm_hw001,,,,,gm_fw016,,gm_fw004,,,"CMB034 summer travel (GM003 listed although its season_scope excludes summer — combo followed, exception logged), CMB035 winter travel; R4,R5",costume:CMB034|costume:CMB035,B,candidate
of_traveler_male_cold_any,nov_clothing_traveler_v1,traveler,"путник, богомолец, возчик",nov_role_cart_driver|nov_role_merchant_companion|nov_role_pilgrim|nov_role_winter_road_man,male,young_adult|adult|middle_aged|old,winter,any,low|middle,serviceable,base_garment|lower_garment|outer_garment|over_garment_winter|cloak|waist|headwear|foot_layer|insole|footwear,true,gm_gm001,gm_gm005,gm_gm003,gm_gm008,gm_gm012,gm_ac001,,,gm_hw003,,,,,gm_fw015,gm_fw013,gm_fw007,,,"CMB034 summer travel (GM003 listed although its season_scope excludes summer — combo followed, exception logged), CMB035 winter travel; R4,R5",costume:CMB034|costume:CMB035,B,candidate
of_traveler_female_warm_married,nov_clothing_traveler_v1,traveler,"путник, богомолец, возчик",nov_role_cart_driver|nov_role_merchant_companion|nov_role_pilgrim|nov_role_winter_road_man,female,young_adult|adult|middle_aged|old,summer,married,low|middle,serviceable,base_garment|outer_garment|waist|headwear|head_under|footwear,true,gm_gf002,,gm_gf004,,,gm_ac002,,,gm_hw007,gm_hw006,,,,,,gm_fw002,,,"CMB034 summer travel (GM003 listed although its season_scope excludes summer — combo followed, exception logged), CMB035 winter travel; R4,R5",costume:CMB034|costume:CMB035,B,candidate
of_traveler_female_warm_unmarried,nov_clothing_traveler_v1,traveler,"путник, богомолец, возчик",nov_role_cart_driver|nov_role_merchant_companion|nov_role_pilgrim|nov_role_winter_road_man,female,young_adult|adult|middle_aged|old,summer,unmarried,low|middle,serviceable,base_garment|outer_garment|waist|headwear|footwear,false,gm_gf002,,gm_gf004,,,gm_ac002,,,gm_hw010,,,,,,,gm_fw002,,,"CMB034 summer travel (GM003 listed although its season_scope excludes summer — combo followed, exception logged), CMB035 winter travel; R4,R5",costume:CMB034|costume:CMB035,B,candidate
of_traveler_female_cool_married,nov_clothing_traveler_v1,traveler,"путник, богомолец, возчик",nov_role_cart_driver|nov_role_merchant_companion|nov_role_pilgrim|nov_role_winter_road_man,female,young_adult|adult|middle_aged|old,spring|spring_rasputitsa|autumn,married,low|middle,serviceable,base_garment|outer_garment|cloak|waist|headwear|head_under|foot_layer|footwear,true,gm_gf002,,gm_gf004,,gm_gf014,gm_ac002,,,gm_hw007,gm_hw006,,,,gm_fw016,,gm_fw002,,,"CMB034 summer travel (GM003 listed although its season_scope excludes summer — combo followed, exception logged), CMB035 winter travel; R4,R5",costume:CMB034|costume:CMB035,B,candidate
of_traveler_female_cool_unmarried,nov_clothing_traveler_v1,traveler,"путник, богомолец, возчик",nov_role_cart_driver|nov_role_merchant_companion|nov_role_pilgrim|nov_role_winter_road_man,female,young_adult|adult|middle_aged|old,spring|spring_rasputitsa|autumn,unmarried,low|middle,serviceable,base_garment|outer_garment|cloak|waist|headwear|foot_layer|footwear,false,gm_gf002,,gm_gf004,,gm_gf014,gm_ac002,,,gm_hw010,,,,,gm_fw016,,gm_fw002,,,"CMB034 summer travel (GM003 listed although its season_scope excludes summer — combo followed, exception logged), CMB035 winter travel; R4,R5",costume:CMB034|costume:CMB035,B,candidate
of_traveler_female_cold_married,nov_clothing_traveler_v1,traveler,"путник, богомолец, возчик",nov_role_cart_driver|nov_role_merchant_companion|nov_role_pilgrim|nov_role_winter_road_man,female,young_adult|adult|middle_aged|old,winter,married,low|middle,serviceable,base_garment|outer_garment|over_garment_winter|cloak|waist|headwear|head_under|foot_layer|insole|footwear,true,gm_gf002,,gm_gf004,gm_gf008,gm_gf014,gm_ac002,,,gm_hw011,gm_hw006,,,,gm_fw015,gm_fw013,gm_fw007,,,"CMB034 summer travel (GM003 listed although its season_scope excludes summer — combo followed, exception logged), CMB035 winter travel; R4,R5",costume:CMB034|costume:CMB035,B,candidate
of_traveler_female_cold_unmarried,nov_clothing_traveler_v1,traveler,"путник, богомолец, возчик",nov_role_cart_driver|nov_role_merchant_companion|nov_role_pilgrim|nov_role_winter_road_man,female,young_adult|adult|middle_aged|old,winter,unmarried,low|middle,serviceable,base_garment|outer_garment|over_garment_winter|cloak|waist|headwear|foot_layer|insole|footwear,false,gm_gf002,,gm_gf004,gm_gf008,gm_gf014,gm_ac002,,,gm_hw010,,,,,gm_fw015,gm_fw013,gm_fw007,,,"CMB034 summer travel (GM003 listed although its season_scope excludes summer — combo followed, exception logged), CMB035 winter travel; R4,R5",costume:CMB034|costume:CMB035,B,candidate
of_foreign_west_male_warm_any,nov_clothing_foreign_west_v1,foreign_west,западный (готландский/немецкий) гость,nov_role_foreign_guest,male,young_adult|adult|middle_aged|old,summer,any,middle|high,serviceable,base_garment|lower_garment|outer_garment|waist|footwear,true,gm_gm001,gm_fr002,gm_fr001,,,gm_ac001,,,,,,,,,,gm_fw003,,,"CMB036,CMB037 (FR008 brooch → adornment; AC006 = belt component); cool/cold: local boots FW007 and kozhukh per FG001/FG002 local_adaptation (C); base shirt R3 (C)",costume:CMB036|costume:CMB037|claim:clothing-shirt-principal-garment,B,candidate
of_foreign_west_male_cool_any,nov_clothing_foreign_west_v1,foreign_west,западный (готландский/немецкий) гость,nov_role_foreign_guest,male,young_adult|adult|middle_aged|old,spring|spring_rasputitsa|autumn,any,middle|high,serviceable,base_garment|lower_garment|outer_garment|cloak|waist|headwear|foot_layer|footwear,true,gm_gm001,gm_fr002,gm_fr001,,gm_fr004,gm_ac001,,,gm_fr003,,,,,gm_fw016,,gm_fw007,,,"CMB036,CMB037 (FR008 brooch → adornment; AC006 = belt component); cool/cold: local boots FW007 and kozhukh per FG001/FG002 local_adaptation (C); base shirt R3 (C)",costume:CMB036|costume:CMB037|claim:clothing-shirt-principal-garment,B,candidate
of_foreign_west_male_cold_any,nov_clothing_foreign_west_v1,foreign_west,западный (готландский/немецкий) гость,nov_role_foreign_guest,male,young_adult|adult|middle_aged|old,winter,any,middle|high,serviceable,base_garment|lower_garment|outer_garment|over_garment_winter|cloak|waist|headwear|foot_layer|footwear,true,gm_gm001,gm_fr002,gm_fr001,gm_gm008,gm_fr004,gm_ac001,,,gm_fr003,,,,,gm_fw015,,gm_fw007,,,"CMB036,CMB037 (FR008 brooch → adornment; AC006 = belt component); cool/cold: local boots FW007 and kozhukh per FG001/FG002 local_adaptation (C); base shirt R3 (C)",costume:CMB036|costume:CMB037|claim:clothing-shirt-principal-garment,B,candidate
of_child_male_warm_any,,child,ребёнок,,male,child,summer,any,low|middle|high,serviceable,base_garment|lower_garment|waist|footwear,false,gm_gc001,gm_gc003,,,,gm_gc006,,,,,,,,,,gm_fw010,,,"CMB031 boy, CMB032 girl, CMB033 child winter; age child needs ACTOR_BASE_APPEARANCE_VOCABULARY extension",costume:CMB031|costume:CMB032|costume:CMB033,B,candidate
of_child_male_cool_any,,child,ребёнок,,male,child,spring|spring_rasputitsa|autumn,any,low|middle|high,serviceable,base_garment|lower_garment|outer_garment|waist|headwear|footwear,false,gm_gc001,gm_gc003,gm_gc002,,,gm_gc006,,,gm_hw016,,,,,,,gm_fw010,,,"CMB031 boy, CMB032 girl, CMB033 child winter; age child needs ACTOR_BASE_APPEARANCE_VOCABULARY extension",costume:CMB031|costume:CMB032|costume:CMB033,B,candidate
of_child_male_cold_any,,child,ребёнок,,male,child,winter,any,low|middle|high,serviceable,base_garment|lower_garment|outer_garment|over_garment_winter|waist|headwear|handwear|insole|footwear,false,gm_gc001,gm_gc003,gm_gc002,gm_gc005,,gm_gc006,,,gm_hw017,,,gm_gc007,,,gm_fw013,gm_fw011,,,"CMB031 boy, CMB032 girl, CMB033 child winter; age child needs ACTOR_BASE_APPEARANCE_VOCABULARY extension",costume:CMB031|costume:CMB032|costume:CMB033,B,candidate
of_child_female_warm_any,,child,ребёнок,,female,child,summer,any,low|middle|high,serviceable,base_garment|waist|footwear,false,gm_gc001,,,,,gm_gc006,,,,,,,,,,gm_fw010,,,"CMB031 boy, CMB032 girl, CMB033 child winter; age child needs ACTOR_BASE_APPEARANCE_VOCABULARY extension",costume:CMB031|costume:CMB032|costume:CMB033,B,candidate
of_child_female_cool_any,,child,ребёнок,,female,child,spring|spring_rasputitsa|autumn,any,low|middle|high,serviceable,base_garment|outer_garment|waist|headwear|footwear,false,gm_gc001,,gm_gc002,,,gm_gc006,,,gm_hw016,,,,,,,gm_fw010,,,"CMB031 boy, CMB032 girl, CMB033 child winter; age child needs ACTOR_BASE_APPEARANCE_VOCABULARY extension",costume:CMB031|costume:CMB032|costume:CMB033,B,candidate
of_child_female_cold_any,,child,ребёнок,,female,child,winter,any,low|middle|high,serviceable,base_garment|outer_garment|over_garment_winter|waist|headwear|handwear|insole|footwear,false,gm_gc001,,gm_gc002,gm_gc005,,gm_gc006,,,gm_hw017,,,gm_gc007,,,gm_fw013,gm_fw011,,,"CMB031 boy, CMB032 girl, CMB033 child winter; age child needs ACTOR_BASE_APPEARANCE_VOCABULARY extension",costume:CMB031|costume:CMB032|costume:CMB033,B,candidate
