node_ref,node_level,parent_node_ref,region_id,pf_id,pf_secondary,landscape_template_id,land_use_template_id,place_template_id,water_body_template_id,landscape_regional_link_ids,water_regional_link_ids,authoring_axes,scene_template_refs,binding_basis,binding_status,gaps,source_refs,source_status,confidence,status
cg5v3__gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_shoal_margin@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_outer_exposed_approach@1,region_novgorod_land,pf_riverbank,pf_reality_batch_01_open_conditions,lt_alluvial_floodplain,,,wb_nearshore_sea,rlt_novgorod_alluvial_floodplain,,inherited from parent: landscape=estuary; land_use=waterway_access; function=outer_exposed; g5_suffix=shoal_margin,stfv3__g5_general_hazard_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(shoal_margin); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_outer_exposed_approach].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_shoal_margin;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_outer_exposed_approach;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_wind_fetch@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_outer_exposed_approach@1,region_novgorod_land,pf_river_channel,pf_reality_batch_01_open_conditions,lt_alluvial_floodplain,,,wb_nearshore_sea,rlt_novgorod_alluvial_floodplain,,inherited from parent: landscape=estuary; land_use=waterway_access; function=outer_exposed; g5_suffix=wind_fetch,stfv3__g5_general_hazard_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule4_inherit_parent; scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_outer_exposed_approach].template_refs,bound_inherited,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_wind_fetch;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_outer_exposed_approach;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_reed_backwater_bird_shallows@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater@1,region_novgorod_land,pf_marshy_stream,pf_hunting_ground;pf_mixed_woodland;pf_riverbank,lt_freshwater_marsh,,,wb_backwater,rlt_novgorod_freshwater_marsh,rwbt_novgorod_backwater,inherited from parent: landscape=backwater_wetland; land_use=low_intensity_natural_use; function=reed_backwater; g5_suffix=bird_shallows,stfv3__g5_resource_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(bird_shallows); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_reed_backwater_bird_shallows;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_reed_backwater;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_reed_backwater_entrance@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater@1,region_novgorod_land,pf_marshy_stream,pf_road;pf_forest_track;pf_riverbank,lt_freshwater_marsh,,,wb_backwater,rlt_novgorod_freshwater_marsh,rwbt_novgorod_backwater,inherited from parent: landscape=backwater_wetland; land_use=low_intensity_natural_use; function=reed_backwater; g5_suffix=entrance,stfv3__g5_route_approach_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule4_inherit_parent; scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater].template_refs,bound_inherited,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_reed_backwater_entrance;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_reed_backwater;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_reed_backwater_mud_bank@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater@1,region_novgorod_land,pf_riverbank,pf_reality_batch_01_open_conditions,lt_freshwater_marsh,,,wb_backwater,rlt_novgorod_freshwater_marsh,rwbt_novgorod_backwater,inherited from parent: landscape=backwater_wetland; land_use=low_intensity_natural_use; function=reed_backwater; g5_suffix=mud_bank,stfv3__g5_general_hazard_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(mud_bank); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_reed_backwater_mud_bank;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_reed_backwater;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_reed_backwater_open_pool@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater@1,region_novgorod_land,pf_marshy_stream,pf_hunting_ground;pf_mixed_woodland;pf_riverbank,lt_freshwater_marsh,,,wb_backwater,rlt_novgorod_freshwater_marsh,rwbt_novgorod_backwater,inherited from parent: landscape=backwater_wetland; land_use=low_intensity_natural_use; function=reed_backwater; g5_suffix=open_pool,stfv3__g5_resource_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(open_pool); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_reed_backwater_open_pool;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_reed_backwater;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_reed_backwater_reed_channel@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater@1,region_novgorod_land,pf_marshy_stream,pf_mixed_woodland;pf_forest_edge,lt_freshwater_marsh,,,wb_backwater,rlt_novgorod_freshwater_marsh,rwbt_novgorod_backwater,inherited from parent: landscape=backwater_wetland; land_use=low_intensity_natural_use; function=reed_backwater; g5_suffix=reed_channel,stfv3__g5_exploration_concealment_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(reed_channel); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_reed_backwater_reed_channel;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_reed_backwater;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_reed_backwater_winter_thin_ice@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater@1,region_novgorod_land,pf_winter_ice_crossing,pf_floodplain_meadow,lt_freshwater_marsh,,,wb_backwater,rlt_novgorod_freshwater_marsh,rwbt_novgorod_backwater,inherited from parent: landscape=backwater_wetland; land_use=low_intensity_natural_use; function=reed_backwater; g5_suffix=winter_thin_ice,stfv3__g5_seasonal_route_hazard_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(winter_thin_ice); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_reed_backwater_winter_thin_ice;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_reed_backwater;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_deep_thread@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach@1,region_novgorod_land,pf_river_channel,,lt_low_alluvial_riverbank,,,wb_river_channel,rlt_novgorod_low_alluvial_riverbank,rwbt_novgorod_river_channel,inherited from parent: landscape=river_channel; land_use=waterway_access; function=river_reach; g5_suffix=deep_thread,stfv3__g5_water_navigation_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(deep_thread); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_deep_thread;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_sheltered_inner_reach;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_downstream_approach@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach@1,region_novgorod_land,pf_riverbank,pf_road;pf_forest_track,lt_low_alluvial_riverbank,,,wb_river_channel,rlt_novgorod_low_alluvial_riverbank,rwbt_novgorod_river_channel,inherited from parent: landscape=river_channel; land_use=waterway_access; function=river_reach; g5_suffix=downstream_approach,stfv3__g5_route_approach_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule3_scene_in_composes; scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_downstream_approach;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_sheltered_inner_reach;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_lee_bank@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach@1,region_novgorod_land,pf_riverbank,pf_fishing_camp;pf_forest_edge,lt_low_alluvial_riverbank,,,wb_river_channel,rlt_novgorod_low_alluvial_riverbank,rwbt_novgorod_river_channel,inherited from parent: landscape=river_channel; land_use=waterway_access; function=river_reach; g5_suffix=lee_bank,stfv3__g5_shelter_rest_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(lee_bank); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_lee_bank;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_sheltered_inner_reach;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_observation_bank@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach@1,region_novgorod_land,pf_riverbank,pf_forest_edge,lt_low_alluvial_riverbank,,,wb_river_channel,rlt_novgorod_low_alluvial_riverbank,rwbt_novgorod_river_channel,inherited from parent: landscape=river_channel; land_use=waterway_access; function=river_reach; g5_suffix=observation_bank,stfv3__g5_observation_orientation_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(observation_bank); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_observation_bank;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_sheltered_inner_reach;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_shoal_margin@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach@1,region_novgorod_land,pf_riverbank,pf_river_channel,lt_low_alluvial_riverbank,,,wb_river_channel,rlt_novgorod_low_alluvial_riverbank,rwbt_novgorod_river_channel,inherited from parent: landscape=river_channel; land_use=waterway_access; function=river_reach; g5_suffix=shoal_margin,stfv3__g5_water_hazard_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(shoal_margin); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_shoal_margin;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_sheltered_inner_reach;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_upstream_approach@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach@1,region_novgorod_land,pf_riverbank,pf_road;pf_forest_track,lt_low_alluvial_riverbank,,,wb_river_channel,rlt_novgorod_low_alluvial_riverbank,rwbt_novgorod_river_channel,inherited from parent: landscape=river_channel; land_use=waterway_access; function=river_reach; g5_suffix=upstream_approach,stfv3__g5_route_approach_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule3_scene_in_composes; scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_upstream_approach;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_sheltered_inner_reach;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_flood_edge@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace@1,region_novgorod_land,pf_floodplain_meadow,pf_winter_ice_crossing,lt_gentle_hills,,,wb_river_channel,rlt_novgorod_gentle_hills,rwbt_novgorod_river_channel,inherited from parent: landscape=ridge; land_use=waterway_access; function=landing_terrace; g5_suffix=flood_edge,stfv3__g5_seasonal_route_hazard_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(flood_edge); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_flood_edge;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_sheltered_landing_terrace;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_high_platform@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace@1,region_novgorod_land,pf_ferry_landing,pf_fishing_camp;pf_forest_edge,lt_gentle_hills,,,wb_river_channel,rlt_novgorod_gentle_hills,rwbt_novgorod_river_channel,inherited from parent: landscape=ridge; land_use=waterway_access; function=landing_terrace; g5_suffix=high_platform,stfv3__g5_shelter_rest_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule4_inherit_parent; scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace].template_refs,bound_inherited,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_high_platform;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_sheltered_landing_terrace;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_inland_path@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace@1,region_novgorod_land,pf_road,pf_forest_track;pf_village_lane,lt_gentle_hills,,,wb_river_channel,rlt_novgorod_gentle_hills,rwbt_novgorod_river_channel,inherited from parent: landscape=ridge; land_use=waterway_access; function=landing_terrace; g5_suffix=inland_path,stfv3__g5_dry_route_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(inland_path); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_inland_path;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_sheltered_landing_terrace;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
