tl_id,name_ru,name_en,craft_group,category_id,category_status,item_template_ref,wk_concept_ref,matcult_refs,material,material_class,size_class,mass_band,mass_band_range,mass_basis,mass_attested,v5_policy_mass_g,v5_policy_band,used_in_process_refs,used_by_occupations,in_workshops,workplace_pf_id,condition_states,mark_slots,region_id,source_refs,confidence,status,note
tl_bullotirion,буллотирий (клещи-матрица для печати),bullotirion,writing_seals,cat_item_object_seal_v1,existing_v5,item_tpl_nov_seal_v1,,,mt_iron;mt_steel,metal,long_hand,M2,"300 г–1,5 кг",attested,"446 г, длина 20,5 см (1 экз., XIV в.)",50,M1,pc_lead_seal,,ws_scribe_place,dwelling_interior,serviceable;dull_edge;nicked;rusted;loose_handle;cracked;broken,repair_trace;wear_pattern,,src:iaran-bullotirion;src:kyy1985-applied,A,candidate,Для 1230 г. масса по находке XIV в. — аналогия той же функции (B для 1230).
tl_seal_blank_mould,каменная форма для свинцовых заготовок печатей,seal blank mould,writing_seals,cat_item_object_seal_blank_mould_v1,proposed_new,,wk:material_culture:casting-mould,,mt_limestone;mt_slate_ovruch,stone,hand,M2,"300 г–1,5 кг",rule:stonexhand,,,,pc_lead_seal,,,ordinary_workshop,serviceable;chipped;worn_groove;broken,wear_pattern,,src:iaran-bullotirion,C,candidate,Сама форма в Новгороде не найдена; реконструкция по механике буллотирия (ИА РАН): свинцовая заготовка с продетым шнуром сжимается и сплющивается ударом молота. Прежняя ссылка src:kyy1985-applied этого не подтверждала (первоисточник Янин не сверен).
tl_graver,резец гравёра (штихель),graver,writing_seals,cat_item_object_graver_v1,proposed_new,,,,mt_steel;mt_wood_generic,metal,hand,M1,50–300 г,rule:metalxhand,,,,pc_nonferrous_casting;pc_seal_matrix,,ws_jeweler_caster,ordinary_workshop,serviceable;dull_edge;nicked;rusted;loose_handle;cracked;broken,repair_trace;wear_pattern,,src:kyy1985-applied,C,candidate,Матрицы печатей резали торевты; форма резца не выписана.
tl_tally_stick,бирка (счётная палочка) и нож для зарубок,tally stick,writing_seals,cat_item_object_tally_stick_v1,proposed_new,,,,mt_wood_generic,wood,hand,M1,50–300 г,rule:woodxhand,,,,,nov_occ_toll_dues_collector;nov_occ_court_clerk_service;nov_occ_posadnik_household_service;nov_occ_boyar_yard_manager;nov_occ_long_distance_merchant;nov_occ_merchant_clerk;nov_occ_measurer_weigher;nov_occ_storehouse_keeper;nov_occ_debt_account_keeper;nov_occ_monastery_steward;nov_occ_scribe,ws_scribe_place,market_square,serviceable;worn;cracked;warped;rotten;broken,owner_sign_or_inscription;owner_sign_carved;repair_trace;wear_pattern,,src:occupations-v1;src:kolchin1968-wood,B,candidate,Деревянные бирки известны в новгородском своде (Колчин 1968; выборка не сделана).
tl_sokha,соха с железными сошниками,sokha (forked scratch plough),agriculture,cat_item_object_sokha_v1,proposed_new,,wk:material_culture:ploughshare,AGR0023;AGR0025,mt_wood_generic;mt_iron,wood,fixture,M4,5–25 кг,rule:woodxfixture,,,,wk:craft_technology:tillage,nov_occ_ploughman,,arable_field,serviceable;worn;cracked;warped;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,claim:household-ploughshare-tillage;src:matcult-catalog-v1,B,candidate,"Для Новгородской земли XIII в. — соха двузубая или рало (Волгина 2024, src_novgorod_agriculture в v5); сошники A."
tl_ralo,рало с наральником,ard with share,agriculture,cat_item_object_ralo_v1,proposed_new,,wk:material_culture:ploughshare,AGR0029;AGR0024,mt_wood_generic;mt_iron,wood,fixture,M4,5–25 кг,rule:woodxfixture,,,,wk:craft_technology:tillage,nov_occ_ploughman,,arable_field,serviceable;worn;cracked;warped;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,claim:household-ploughshare-tillage;src:matcult-catalog-v1,A,candidate,Металлический наконечник рала в раннем участке с бороздами (WK).
tl_harrow,борона-суковатка,spike harrow of branches,agriculture,cat_item_object_harrow_v1,proposed_new,,,AGR0020,mt_wood_generic;mt_cordage,wood,fixture,M4,5–25 кг,rule:woodxfixture,,,,wk:craft_technology:tillage,nov_occ_ploughman,,arable_field,serviceable;worn;cracked;warped;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,src:matcult-catalog-v1;src:ethno-analogy,C,candidate,
tl_sickle,серп,sickle,agriculture,cat_item_object_sickle_v1,existing_v5,item_tpl_nov_sickle_v1,wk:material_culture:sickle,AGR0012,mt_iron;mt_steel;mt_wood_generic,metal,long_hand,M2,"300 г–1,5 кг",rule:metalxlong_hand,,500,M2,wk:craft_technology:grass-cutting,nov_occ_ploughman;nov_occ_haymaker;nov_occ_healer_herbal_helper,,arable_field,serviceable;dull_edge;nicked;rusted;loose_handle;cracked;broken,repair_trace;wear_pattern;weld_seam_visible,,claim:harvest-sickle-crops-grasses;claim:harvest-sickle-wooden-handle,A,candidate,
tl_scythe_gorbusha,коса-горбуша,short-handled scythe (gorbusha),agriculture,cat_item_object_scythe_v1,existing_v5,item_tpl_nov_scythe_v1,wk:material_culture:scythe,AGR0013;AGR0028,mt_iron;mt_steel;mt_wood_generic,metal,long,M3,"1,5–5 кг",rule:metalxlong,,1500,M3,wk:craft_technology:grass-cutting,nov_occ_haymaker,,hay_meadow,serviceable;dull_edge;nicked;rusted;loose_handle;cracked;broken,repair_trace;wear_pattern;weld_seam_visible,,claim:harvest-scythe-iron-steel-specimen;claim:household-scythe-cutting,B,candidate,"Косы XI–XII вв. со стальной полосой; горбуша как тип — B (matcult), длинная коса-литовка позднее."
tl_flail,цеп,flail,agriculture,cat_item_object_flail_v1,proposed_new,,,AGR0021,mt_wood_generic;mt_rawhide,wood,long,M3,"1,5–5 кг",rule:woodxlong,,,,wk:craft_technology:grain-threshing,nov_occ_ploughman,,threshing_barn,serviceable;worn;cracked;warped;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,claim:food-practices-threshing-chaff;src:matcult-catalog-v1,B,candidate,
tl_pitchfork,вилы деревянные,wooden pitchfork,agriculture,cat_item_object_pitchfork_v1,existing_v5,item_tpl_nov_pitchfork_v1,,AGR0016,mt_wood_generic,wood,long,M3,"1,5–5 кг",rule:woodxlong,,1600,M3,,nov_occ_haymaker;nov_occ_stable_worker;nov_occ_cattle_keeper,,hay_meadow,serviceable;worn;cracked;warped;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,src:matcult-catalog-v1,B,candidate,
tl_rake,грабли,rake,agriculture,cat_item_object_rake_v1,existing_v5,item_tpl_nov_rake_v1,,AGR0044,mt_wood_generic,wood,long,M3,"1,5–5 кг",rule:woodxlong,,1300,M2,,nov_occ_haymaker;nov_occ_cattle_keeper,,hay_meadow,serviceable;worn;cracked;warped;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,src:matcult-catalog-v1,B,candidate,
tl_spade,лопата деревянная (с железной оковкой),wooden spade (iron-shod),agriculture,cat_item_object_iron_edged_spade_v1,existing_v5,item_tpl_nov_iron_edged_spade_v1,wk:material_culture:shovel,AGR0003;AGR0043,mt_wood_generic;mt_iron,wood,long,M3,"1,5–5 кг",rule:woodxlong,,2500,M3,pc_pottery_wheel;pc_birch_tar;pc_charcoal_pit;pc_lime_burning;pc_street_paving;wk:craft_technology:garden-work,nov_occ_potter;nov_occ_pitch_tar_worker;nov_occ_winter_road_worker;nov_occ_ploughman;nov_occ_forest_worker;nov_occ_saltworker;nov_occ_pogost_service_worker;nov_occ_monastic_laborer;nov_occ_monk_service;nov_occ_novice_work;nov_occ_day_laborer,ws_potter;ws_tar_kiln;ws_charcoal_pit;ws_lime_kiln,orchard_garden,serviceable;worn;cracked;warped;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,claim:household-garden-shovel,A,candidate,
tl_hoe,мотыга,hoe,agriculture,cat_item_object_hoe_v1,existing_v5,item_tpl_nov_hoe_v1,,AGR0006,mt_iron;mt_wood_generic,metal,long,M3,"1,5–5 кг",rule:metalxlong,,1500,M3,wk:craft_technology:garden-work,nov_occ_monastic_laborer;nov_occ_monk_service,,orchard_garden,serviceable;dull_edge;nicked;rusted;loose_handle;cracked;broken,repair_trace;wear_pattern,,src:matcult-catalog-v1,B,candidate,
tl_winnowing_shovel,лопата для веяния,winnowing shovel,agriculture,cat_item_object_wooden_shovel_v1,existing_v5,item_tpl_nov_wooden_shovel_v1,,AGR0027,mt_wood_generic,wood,long,M3,"1,5–5 кг",rule:woodxlong,,1800,M3,wk:craft_technology:grain-threshing,nov_occ_ploughman,,threshing_barn,serviceable;worn;cracked;warped;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,src:matcult-catalog-v1,B,candidate,
tl_hand_quern,ручные жернова,hand quern,agriculture,cat_item_object_hand_quern_v1,existing_v5,item_tpl_nov_hand_quern_v1,,AGR0017,mt_fieldstone;mt_wood_generic,stone,fixture,M5,>25 кг,rule:stonexfixture,,25000,M5,,nov_occ_miller;nov_occ_cook_baker,,dwelling_interior,serviceable;chipped;worn_groove;broken,wear_pattern,,src:matcult-catalog-v1;src:v5-item-templates,C,candidate,
tl_net_seine,невод (отцеживающая сеть),seine net,fishing,cat_item_object_fishing_net_v1,existing_v5,item_tpl_nov_fishing_net_v1,wk:material_culture:net,FSH0030;FSH0016,mt_hemp;mt_flax;mt_birch_bark;mt_fieldstone,light,soft_goods,M3,"1,5–5 кг",rule:lightxsoft_goods,,5000,M4,wk:craft_technology:net-fishing,nov_occ_fisher,ws_net_shore,riverbank,serviceable;worn;frayed_or_torn;wet;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,claim:population-net-floats;claim:population-net-weights;claim:mb14-practical-net-draw-needs-clear-controlled-water-edge;src:rybina2015-promysly,A,candidate,
tl_net_set,ставная (объячеивающая) сеть с петлями на шесты,set gill net,fishing,cat_item_object_fishing_net_v1,existing_v5,item_tpl_nov_fishing_net_v1,wk:material_culture:net,FSH0027,mt_hemp;mt_flax;mt_wood_generic;mt_fieldstone,light,soft_goods,M3,"1,5–5 кг",rule:lightxsoft_goods,,5000,M4,wk:craft_technology:net-fishing,nov_occ_fisher;nov_occ_fish_weir_keeper,ws_net_shore,river_channel,serviceable;worn;frayed_or_torn;wet;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,claim:population-net-cord;src:rybina2015-promysly,A,candidate,"Петли из гибкого прута, связанные верёвкой; крупные деревянные поплавки 16–28 см."
tl_net_float,"поплавок сетевой (берестяной, из сосновой коры, деревянный)",net float,fishing,cat_item_object_net_float_v1,existing_v5,item_tpl_nov_net_float_v1,wk:material_culture:float,FSH0007;FSH0008,mt_birch_bark;mt_bark_pine;mt_wood_generic,light,tiny,M0,<50 г,rule:lightxtiny,,50,M1,pc_net_making;wk:craft_technology:bark-assembly,nov_occ_fisher,ws_net_shore,fishing_camp,serviceable;worn;frayed_or_torn;wet;rotten;broken,owner_sign_or_inscription;owner_sign_carved;repair_trace;wear_pattern,,claim:population-bark-float;claim:population-pine-float;claim:population-wood-float;src:rybina2015-promysly,A,candidate,Берестяная лента 8–10 см; плоские ~10×12 см со знаками собственности.
tl_net_sinker,"грузило каменное (на ремешке, в прутяном кольце)",stone net sinker,fishing,cat_item_object_net_sinker_v1,existing_v5,item_tpl_nov_net_sinker_v1,wk:material_culture:sinker,FSH0013;FSH0029;FSH0014,mt_fieldstone;mt_birch_bark;mt_wood_willow,stone,hand,M2,"300 г–1,5 кг",rule:stonexhand,,200,M1,pc_net_making;wk:craft_technology:weight-fastening,nov_occ_fisher,ws_net_shore,fishing_camp,serviceable;chipped;worn_groove;broken,wear_pattern,,claim:population-stone-weight;claim:population-weight-bark;claim:population-weight-cord;src:rybina2015-promysly,A,candidate,Глиняные и свинцовые грузила — кандидаты matcult.
tl_netting_needle,сетевязальная игла и мерка ячеи,netting needle and mesh gauge,fishing,cat_item_object_netting_needle_v1,proposed_new,,,FSH0010;FSH0011,mt_wood_generic;mt_bone,wood,hand,M1,50–300 г,rule:woodxhand,,,,pc_net_making,nov_occ_fisher,ws_net_shore,fishing_camp,serviceable;worn;cracked;warped;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,src:rybina2015-promysly;src:matcult-catalog-v1,A,candidate,Рыбина: «изредка обнаруживаются устройства для плетения сетей».
tl_botalo,ботало (шест с кольцом или рогулькой),fish-driving pole,fishing,cat_item_object_botalo_v1,proposed_new,,,,mt_wood_generic,wood,long,M3,"1,5–5 кг",rule:woodxlong,,,,wk:craft_technology:net-fishing,nov_occ_fisher,ws_net_shore,river_channel,serviceable;worn;cracked;warped;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,src:rybina2015-promysly,A,candidate,>250 экз.; 170 из слоёв XI–XIII вв.
tl_fish_trap,верша плетёная,wicker fish trap,fishing,cat_item_object_fish_trap_v1,existing_v5,item_tpl_nov_fish_trap_v1,,FSH0005,mt_wood_willow;mt_bast_linden,wood,long,M3,"1,5–5 кг",rule:woodxlong,,4000,M3,,nov_occ_fisher;nov_occ_fish_weir_keeper,ws_net_shore,river_channel,serviceable;worn;cracked;warped;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,src:rybina2015-promysly;src:matcult-catalog-v1,A,candidate,Верша названа в грамоте № 248.
tl_fishhook,рыболовный крючок,fishhook,fishing,cat_item_object_fishhook_v1,existing_v5,item_tpl_nov_fishhook_v1,wk:material_culture:hook,FSH0006,mt_iron,metal,tiny,M0,<50 г,rule:metalxtiny,,10,M0,,nov_occ_fisher,,riverbank,serviceable;dull_edge;nicked;rusted;loose_handle;cracked;broken,repair_trace;wear_pattern,,claim:population-iron-hook;src:rybina2015-promysly,A,candidate,Промысловые 6–17 см; для удочки до 3 см.
tl_spoon_lure,блесна,spoon lure,fishing,cat_item_object_fishhook_v1,existing_v5,item_tpl_nov_fishhook_v1,wk:material_culture:hook,,mt_iron,metal,hand,M1,50–300 г,rule:metalxhand,,10,M0,,nov_occ_fisher,,riverbank,serviceable;dull_edge;nicked;rusted;loose_handle;cracked;broken,repair_trace;wear_pattern,,src:rybina2015-promysly,A,candidate,"13–18,5 см; единицы, X–XIII вв."
tl_fish_spear,острога (однозубая или трёхзубая),fish spear,fishing,cat_item_object_fishing_spear_v1,existing_v5,item_tpl_nov_fishing_spear_v1,,FSH0004;FSH0022,mt_iron;mt_wood_generic,metal,long,M3,"1,5–5 кг",rule:metalxlong,,1800,M3,,nov_occ_fisher,,river_channel,serviceable;dull_edge;nicked;rusted;loose_handle;cracked;broken,repair_trace;wear_pattern,,claim:population-iron-hook;src:rybina2015-promysly,A,candidate,~30 экз. X–XV вв.
tl_zherlitsa,жерлица (рогулька с леской на живца),pike line reel (zherlitsa),fishing,cat_item_object_fishing_line_v1,existing_v5,item_tpl_nov_fishing_line_v1,,,mt_wood_generic;mt_cordage;mt_iron,wood,hand,M1,50–300 г,rule:woodxhand,,200,M1,,nov_occ_fisher,,riverbank,serviceable;worn;cracked;warped;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,src:rybina2015-promysly,A,candidate,
tl_fishing_rod,удочка с поплавком,fishing rod,fishing,cat_item_object_fishing_line_v1,existing_v5,item_tpl_nov_fishing_line_v1,,FSH0015,mt_wood_generic;mt_cordage;mt_bark_pine,wood,long,M1,50–300 г,estimated_physical,"удочка в сборе (удилище, леса, поплавок), оценочно ок. 200 г",200,M1,,nov_occ_fisher,,riverbank,serviceable;worn;cracked;warped;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,src:rybina2015-promysly,A,candidate,Несколько удочек в слоях XI в.
tl_ice_pick,пешня,ice chisel,fishing,cat_item_object_ice_pick_v1,proposed_new,,,FSH0031,mt_iron;mt_wood_generic,metal,long,M3,"1,5–5 кг",rule:metalxlong,,,,,nov_occ_winter_road_worker;nov_occ_fisher,,winter_ice_crossing,serviceable;dull_edge;nicked;rusted;loose_handle;cracked;broken,repair_trace;wear_pattern,,src:matcult-catalog-v1,C,candidate,
tl_hunting_bow,охотничий лук цельный (ясень),self bow (ash),hunting,cat_item_object_bow_v1,existing_v5,item_tpl_nov_bow_v1,wk:material_culture:one-piece-ash-hunting-bow,HNT0003,mt_wood_ash;mt_cordage,wood,long,M2,"300 г–1,5 кг",estimated_physical,"длина 87 см, перехват Ø 2,7 см (1 экз., вторая четверть XIII в.); ствол цельный ясеневый, оценочно ок. 800 г",1100,M2,,nov_occ_hunter_trapper,,hunting_ground,serviceable;worn;cracked;warped;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,claim:agriculture-fauna-ash-hunting-bow;src:rybina2015-promysly,A,candidate,
tl_hunting_arrow,охотничья деревянная стрела с утолщением,wooden hunting arrow,hunting,cat_item_object_arrow_v1,existing_v5,item_tpl_nov_arrow_v1,,HNT0001;HNT0002,mt_wood_generic,wood,long,M0,<50 г,estimated_physical,"стержень Ø 0,8–1,2 см, длина иногда более 1 м; лёгкое тонкое древко, оценочно ок. 40 г",60,M1,,nov_occ_hunter_trapper,,hunting_ground,serviceable;worn;cracked;warped;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,src:rybina2015-promysly,A,candidate,">350 экз. X–XII вв., ~150 XIII–XV вв. (вместе с детскими). Масса по объёму древка ок. 40 г (M0); v5 policy даёт близкую оценку (~60 г, тоже нижний диапазон)."
tl_tomar,томар (костяное навершие тупой стрелы),bone blunt arrowhead (tomar),hunting,cat_item_object_arrow_v1,existing_v5,item_tpl_nov_arrow_v1,,,mt_bone,light,tiny,M0,<50 г,rule:lightxtiny,,60,M1,,nov_occ_hunter_trapper,,hunting_ground,serviceable;worn;frayed_or_torn;wet;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,src:rybina2015-promysly,A,candidate,"~120 наверший, в основном XI–XIII вв.; не портит шкурку соболя, куницы, горностая."
tl_snare,"петля-силок (шнур, конский волос)",snare,hunting,cat_item_object_snare_v1,proposed_new,,,HNT0007;HNT0008;HNT0018,mt_cordage;mt_horsehair,light,soft_goods,M0,<50 г,estimated_physical,"силок из шнура или конского волоса, тонкий, оценочно ок. 20 г",,,wk:craft_technology:early-rus-hunting-resource-grounds,nov_occ_hunter_trapper,,forest_edge,serviceable;worn;frayed_or_torn;wet;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,src:matcult-catalog-v1;src:ethno-analogy,C,candidate,Археологически в Новгороде не выделены (Рыбина 2015 их не называет); только аналогия.
tl_deadfall,"давящий самолов (плашка, кулёма)",deadfall trap,hunting,cat_item_object_deadfall_v1,proposed_new,,,HNT0023;HNT0009,mt_wood_generic;mt_cordage,wood,fixture,M4,5–25 кг,rule:woodxfixture,,,,,nov_occ_hunter_trapper,,mixed_woodland,serviceable;worn;cracked;warped;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,src:matcult-catalog-v1;src:ethno-analogy,C,candidate,Этнографическая аналогия; железный капкан запрещён (dl_steel_trap).
tl_bird_net,"перевес, птичья сеть",bird net,hunting,cat_item_object_fishing_net_v1,existing_v5,item_tpl_nov_fishing_net_v1,wk:material_culture:net,HNT0019;HNT0015,mt_hemp;mt_flax;mt_wood_generic,light,soft_goods,M3,"1,5–5 кг",rule:lightxsoft_goods,,5000,M4,wk:craft_technology:early-rus-hunting-resource-grounds,nov_occ_hunter_trapper,,forest_edge,serviceable;worn;frayed_or_torn;wet;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,claim:early-rus-hunting-ground-terms;src:matcult-catalog-v1,C,candidate,Перевесища — в летописной традиции Днепра и Десны; для Новгородской земли только совместимая категория.
tl_hunting_spear,рогатина,boar spear,hunting,cat_item_object_spear_v1,existing_v5,item_tpl_nov_spear_v1,,HNT0005,mt_iron;mt_steel;mt_wood_ash,metal,long,M3,"1,5–5 кг",rule:metalxlong,,2400,M3,,nov_occ_hunter_trapper,,hunting_ground,serviceable;dull_edge;nicked;rusted;loose_handle;cracked;broken,repair_trace;wear_pattern,,src:matcult-catalog-v1;src:kolchin1959-iron,B,candidate,Оружие-орудие; статус и права — weapons_armour.
tl_skinning_knife,нож для свежевания,skinning knife,hunting,cat_item_object_utility_knife_v1,existing_v5,item_tpl_nov_utility_knife_v1,wk:material_culture:cutting-tool,HNT0014,mt_iron;mt_steel;mt_wood_generic,metal,hand,M1,50–300 г,rule:metalxhand,,400,M2,wk:craft_technology:reconstructed-animal-material-handling,nov_occ_hunter_trapper,,hunting_ground,serviceable;dull_edge;nicked;rusted;loose_handle;cracked;broken,repair_trace;wear_pattern;weld_seam_visible,,claim:macro-gap-slaughter-needs-work-tools-and-place,A,candidate,
tl_ski_hunting,охотничьи лыжи,hunting skis,hunting,cat_item_object_ski_hunting_v1,proposed_new,,wk:material_culture:ski,HNT0026,mt_wood_generic;mt_leather_veg,wood,long,M3,"1,5–5 кг",rule:woodxlong,,,,,nov_occ_route_guide;nov_occ_hunter_trapper;nov_occ_messenger_runner,,conifer_woodland,serviceable;worn;cracked;warped;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,claim:household-ski-wood,A,candidate,
tl_bort_climbing,"лезиво, крюки для подъёма на борть",tree-climbing hooks,bort,cat_item_object_bort_climbing_v1,proposed_new,,wk:material_culture:tree-climbing-hook,,mt_iron;mt_cordage;mt_wood_generic,metal,soft_goods,M3,"1,5–5 кг",rule:metalxsoft_goods,,,,wk:craft_technology:tree-bort-practice,nov_occ_bortnik,,mixed_woodland,serviceable;dull_edge;nicked;rusted;loose_handle;cracked;broken,repair_trace;wear_pattern,,claim:agriculture-fauna-bort-climbing-hooks;src:rybina2015-promysly,A,candidate,Детали с Неревского раскопа (Колчин 1968).
tl_knife_utility,хозяйственный нож,utility knife,general,cat_item_object_utility_knife_v1,existing_v5,item_tpl_nov_utility_knife_v1,wk:material_culture:cutting-tool,FSH0002,mt_iron;mt_steel;mt_wood_generic,metal,hand,M1,50–300 г,rule:metalxhand,,400,M2,pc_tanning_bark;pc_birch_tar;pc_pine_pitch;pc_fish_trap;pc_birchbark_letter;pc_wax_candle;pc_sewing_mending,nov_occ_princely_service_agent;nov_occ_druzhina_warrior;nov_occ_junior_retainer;nov_occ_gate_guard;nov_occ_market_guard;nov_occ_crossing_guard;nov_occ_toll_dues_collector;nov_occ_court_clerk_service;nov_occ_posadnik_household_service;nov_occ_tysyatsky_public_order;nov_occ_bishop_court_service;nov_occ_boyar_yard_manager;nov_occ_long_distance_merchant;nov_occ_local_trader;nov_occ_market_stall_seller;nov_occ_merchant_clerk;nov_occ_measurer_weigher;nov_occ_storehouse_keeper;nov_occ_blacksmith;nov_occ_carpenter;nov_occ_cooper;nov_occ_leatherworker;nov_occ_potter;nov_occ_tailor_mender;nov_occ_boatbuilder;nov_occ_pitch_tar_worker;nov_occ_cart_driver;nov_occ_porter;nov_occ_landing_worker;nov_occ_boatman;nov_occ_helmsman;nov_occ_ferryman;nov_occ_route_guide;nov_occ_portage_worker;nov_occ_ploughman;nov_occ_herder;nov_occ_fisher;nov_occ_fish_weir_keeper;nov_occ_bortnik;nov_occ_forest_worker;nov_occ_saltworker;nov_occ_miller;nov_occ_pogost_service_worker;nov_occ_monastic_laborer;nov_occ_parish_priest_service;nov_occ_deacon_service;nov_occ_monk_service;nov_occ_novice_work;nov_occ_church_guard;nov_occ_ponomar;nov_occ_scribe;nov_occ_cook_baker;nov_occ_household_servant;nov_occ_day_laborer;nov_occ_stable_worker;nov_occ_cattle_keeper;nov_occ_midwife_birth_helper;nov_occ_healer_herbal_helper;nov_occ_pilgrim_traveler;nov_occ_messenger_runner,ws_tannery;ws_scribe_place;ws_candle_wax,town_courtyard,serviceable;dull_edge;nicked;rusted;loose_handle;cracked;broken,repair_trace;wear_pattern;weld_seam_visible,,claim:population-bark-cut;src:kolchin1957-city,A,candidate,Ножовщики — отдельная кузнечная специальность XII в.
tl_axe_household,хозяйственный топор,household axe,general,cat_item_object_working_axe_v1,existing_v5,item_tpl_nov_working_axe_v1,wk:material_culture:axe,,mt_iron;mt_steel;mt_wood_birch,metal,long_hand,M2,"300 г–1,5 кг",rule:metalxlong_hand,,1400,M2,pc_bone_skate;pc_pine_pitch;pc_charcoal_pit;pc_self_bow;pc_timber_felling,nov_occ_druzhina_warrior;nov_occ_junior_retainer;nov_occ_crossing_guard;nov_occ_pitch_tar_worker;nov_occ_cart_driver;nov_occ_ferryman;nov_occ_route_guide;nov_occ_portage_worker;nov_occ_winter_road_worker;nov_occ_ploughman;nov_occ_herder;nov_occ_fish_weir_keeper;nov_occ_bortnik;nov_occ_forest_worker;nov_occ_saltworker;nov_occ_pogost_service_worker;nov_occ_monastic_laborer;nov_occ_novice_work;nov_occ_household_servant;nov_occ_day_laborer,ws_tar_kiln;ws_charcoal_pit,peasant_homestead,serviceable;dull_edge;nicked;rusted;loose_handle;cracked;broken,repair_trace;wear_pattern;weld_seam_visible,,claim:population-woodwork-axe,A,candidate,
tl_billhook,"косарь, нож-секач",billhook,general,cat_item_object_billhook_v1,existing_v5,item_tpl_nov_billhook_v1,,,mt_iron;mt_steel;mt_wood_generic,metal,long_hand,M2,"300 г–1,5 кг",rule:metalxlong_hand,,600,M2,pc_fish_trap,nov_occ_forest_worker,,forest_edge,serviceable;dull_edge;nicked;rusted;loose_handle;cracked;broken,repair_trace;wear_pattern;weld_seam_visible,,src:v5-item-templates,C,candidate,
tl_basket_bark,короб или пестерь берестяной,birch-bark carrying basket,general,cat_item_object_basket_bark_v1,proposed_new,,wk:material_culture:birch-bark-tues,,mt_birch_bark;mt_bast_linden,light,long_hand,M1,50–300 г,rule:lightxlong_hand,,,,pc_birch_tar;wk:craft_technology:bark-assembly,nov_occ_pitch_tar_worker;nov_occ_bortnik;nov_occ_forest_worker;nov_occ_healer_herbal_helper,ws_tar_kiln,peasant_homestead,serviceable;worn;frayed_or_torn;wet;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,claim:household-bark-tues,B,candidate,"Туеса засвидетельствованы; короба — класс. WK claim выведен косвенно (речь только о туесах), поэтому B."
tl_sack,мешок льняной или конопляный,sack,general,cat_item_object_sack_v1,proposed_new,,,AGR0011,mt_flax;mt_hemp,light,soft_goods,M1,50–300 г,estimated_physical,"пустой мешок, лёгкий текстиль, оценочно ок. 150 г",,,,nov_occ_long_distance_merchant;nov_occ_local_trader;nov_occ_market_stall_seller;nov_occ_storehouse_keeper;nov_occ_porter;nov_occ_landing_worker;nov_occ_miller;nov_occ_household_servant;nov_occ_day_laborer;nov_occ_beggar_alms;nov_occ_pilgrim_traveler,,cellar_granary,serviceable;worn;frayed_or_torn;wet;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,src:matcult-catalog-v1,B,candidate,
tl_bucket,ведро клёпаное,stave bucket,general,cat_item_object_bucket_v1,proposed_new,,wk:material_culture:vessel,AGR0001,mt_wood_generic,wood,long_hand,M2,"300 г–1,5 кг",rule:woodxlong_hand,,,,pc_textile_dyeing;pc_felting;pc_lime_burning,nov_occ_saltworker;nov_occ_monastic_laborer;nov_occ_novice_work;nov_occ_cook_baker;nov_occ_household_servant;nov_occ_stable_worker;nov_occ_cattle_keeper;nov_occ_midwife_birth_helper,ws_dye_yard;ws_lime_kiln,peasant_homestead,serviceable;worn;cracked;warped;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,src:kolchin1957-city;src:matcult-catalog-v1,B,candidate,
