ipf_id,ref_kind,item_or_category_ref,category_id,item_group,name_ru,pf_id,pf_class,frequency_class,weight,count_limit_rule,allowed_seasons,refresh_class,find_context,owner_rule_ref,derivation_rule,wk_check,superseded_by,source_refs,confidence,status
ipf_m_omi01477__cellar_granary,master,n1230:material_item:omi01477,,FOOD,Масляный осадок,cellar_granary,settled_private,rare,1,portion_or_local_accumulation:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_cellar_granary__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008388,C,candidate
ipf_m_omi01477__conifer_woodland,master,n1230:material_item:omi01477,,FOOD,Масляный осадок,conifer_woodland,wild,rare,1,portion_or_local_accumulation:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_conifer_woodland__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008386,C,candidate
ipf_m_omi01477__dwelling_interior,master,n1230:material_item:omi01477,,FOOD,Масляный осадок,dwelling_interior,settled_private,rare,1,portion_or_local_accumulation:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_dwelling_interior__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008387;master_link:ILO008389,C,candidate
ipf_m_omi01477__forest_edge,master,n1230:material_item:omi01477,,FOOD,Масляный осадок,forest_edge,wild,rare,1,portion_or_local_accumulation:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_forest_edge__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008386,C,candidate
ipf_m_omi01477__mixed_woodland,master,n1230:material_item:omi01477,,FOOD,Масляный осадок,mixed_woodland,wild,rare,1,portion_or_local_accumulation:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_mixed_woodland__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008386,C,candidate
ipf_m_omi01477__orchard_garden,master,n1230:material_item:omi01477,,FOOD,Масляный осадок,orchard_garden,settled_private,rare,1,portion_or_local_accumulation:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_orchard_garden__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008385,C,candidate
ipf_m_omi01477__outbuildings,master,n1230:material_item:omi01477,,FOOD,Масляный осадок,outbuildings,settled_private,rare,1,portion_or_local_accumulation:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_outbuildings__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008388,C,candidate
ipf_m_omi01477__peasant_homestead,master,n1230:material_item:omi01477,,FOOD,Масляный осадок,peasant_homestead,settled_private,rare,1,portion_or_local_accumulation:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_peasant_homestead__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008390,C,candidate
ipf_m_omi01477__threshing_barn,master,n1230:material_item:omi01477,,FOOD,Масляный осадок,threshing_barn,workplace_household,rare,1,portion_or_local_accumulation:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_threshing_barn__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008385,C,candidate
ipf_m_omi01477__town_courtyard,master,n1230:material_item:omi01477,,FOOD,Масляный осадок,town_courtyard,settled_private,rare,1,portion_or_local_accumulation:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_town_courtyard__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008390,C,candidate
ipf_m_omi01478__arable_field,master,n1230:material_item:omi01478,,FOOD,Сухие корни без точной атрибуции,arable_field,worked_land,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_arable_field__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008391,C,candidate
ipf_m_omi01478__broadleaf_woodland,master,n1230:material_item:omi01478,,FOOD,Сухие корни без точной атрибуции,broadleaf_woodland,wild,rare,1,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_broadleaf_woodland__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008392,C,candidate
ipf_m_omi01478__cellar_granary,master,n1230:material_item:omi01478,,FOOD,Сухие корни без точной атрибуции,cellar_granary,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_cellar_granary__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008394,C,candidate
ipf_m_omi01478__conifer_woodland,master,n1230:material_item:omi01478,,FOOD,Сухие корни без точной атрибуции,conifer_woodland,wild,rare,1,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_conifer_woodland__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008392,C,candidate
ipf_m_omi01478__dwelling_interior,master,n1230:material_item:omi01478,,FOOD,Сухие корни без точной атрибуции,dwelling_interior,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_dwelling_interior__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008393;master_link:ILO008395,C,candidate
ipf_m_omi01478__forest_edge,master,n1230:material_item:omi01478,,FOOD,Сухие корни без точной атрибуции,forest_edge,wild,rare,1,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_forest_edge__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008392,C,candidate
ipf_m_omi01478__mixed_woodland,master,n1230:material_item:omi01478,,FOOD,Сухие корни без точной атрибуции,mixed_woodland,wild,rare,1,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_mixed_woodland__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008392,C,candidate
ipf_m_omi01478__orchard_garden,master,n1230:material_item:omi01478,,FOOD,Сухие корни без точной атрибуции,orchard_garden,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_orchard_garden__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008391,C,candidate
ipf_m_omi01478__outbuildings,master,n1230:material_item:omi01478,,FOOD,Сухие корни без точной атрибуции,outbuildings,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_outbuildings__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008394,C,candidate
ipf_m_omi01478__peasant_homestead,master,n1230:material_item:omi01478,,FOOD,Сухие корни без точной атрибуции,peasant_homestead,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_peasant_homestead__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008396,C,candidate
ipf_m_omi01478__threshing_barn,master,n1230:material_item:omi01478,,FOOD,Сухие корни без точной атрибуции,threshing_barn,workplace_household,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_threshing_barn__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008391,C,candidate
ipf_m_omi01478__town_courtyard,master,n1230:material_item:omi01478,,FOOD,Сухие корни без точной атрибуции,town_courtyard,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_town_courtyard__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008396,C,candidate
ipf_m_omi01479__arable_field,master,n1230:material_item:omi01479,,FOOD,Обугленные семена и растительный мусор,arable_field,worked_land,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_arable_field__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008397,B,candidate
ipf_m_omi01479__broadleaf_woodland,master,n1230:material_item:omi01479,,FOOD,Обугленные семена и растительный мусор,broadleaf_woodland,wild,rare,1,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_broadleaf_woodland__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008398,B,candidate
ipf_m_omi01479__cellar_granary,master,n1230:material_item:omi01479,,FOOD,Обугленные семена и растительный мусор,cellar_granary,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_cellar_granary__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008400,B,candidate
ipf_m_omi01479__conifer_woodland,master,n1230:material_item:omi01479,,FOOD,Обугленные семена и растительный мусор,conifer_woodland,wild,rare,1,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_conifer_woodland__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008398,B,candidate
ipf_m_omi01479__dwelling_interior,master,n1230:material_item:omi01479,,FOOD,Обугленные семена и растительный мусор,dwelling_interior,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_dwelling_interior__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008399;master_link:ILO008401,B,candidate
ipf_m_omi01479__forest_edge,master,n1230:material_item:omi01479,,FOOD,Обугленные семена и растительный мусор,forest_edge,wild,rare,1,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_forest_edge__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008398,B,candidate
ipf_m_omi01479__mixed_woodland,master,n1230:material_item:omi01479,,FOOD,Обугленные семена и растительный мусор,mixed_woodland,wild,rare,1,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_mixed_woodland__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008398,B,candidate
ipf_m_omi01479__orchard_garden,master,n1230:material_item:omi01479,,FOOD,Обугленные семена и растительный мусор,orchard_garden,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_orchard_garden__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008397,B,candidate
ipf_m_omi01479__outbuildings,master,n1230:material_item:omi01479,,FOOD,Обугленные семена и растительный мусор,outbuildings,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_outbuildings__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008400,B,candidate
ipf_m_omi01479__peasant_homestead,master,n1230:material_item:omi01479,,FOOD,Обугленные семена и растительный мусор,peasant_homestead,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_peasant_homestead__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008402,B,candidate
ipf_m_omi01479__threshing_barn,master,n1230:material_item:omi01479,,FOOD,Обугленные семена и растительный мусор,threshing_barn,workplace_household,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_threshing_barn__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008397,B,candidate
ipf_m_omi01479__town_courtyard,master,n1230:material_item:omi01479,,FOOD,Обугленные семена и растительный мусор,town_courtyard,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_town_courtyard__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008402,B,candidate
ipf_m_omi01480__broadleaf_woodland,master,n1230:material_item:omi01480,,FOOD,Свежий сот с мёдом,broadleaf_woodland,wild,rare,1,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_broadleaf_woodland__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008403,B,candidate
ipf_m_omi01480__cellar_granary,master,n1230:material_item:omi01480,,FOOD,Свежий сот с мёдом,cellar_granary,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_cellar_granary__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008408,B,candidate
ipf_m_omi01480__church_interior,master,n1230:material_item:omi01480,,FOOD,Свежий сот с мёдом,church_interior,church,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_church_interior__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008407,B,candidate
ipf_m_omi01480__conifer_woodland,master,n1230:material_item:omi01480,,FOOD,Свежий сот с мёдом,conifer_woodland,wild,rare,1,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_conifer_woodland__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008403,B,candidate
ipf_m_omi01480__dwelling_interior,master,n1230:material_item:omi01480,,FOOD,Свежий сот с мёдом,dwelling_interior,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_dwelling_interior__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008405,B,candidate
ipf_m_omi01480__forest_edge,master,n1230:material_item:omi01480,,FOOD,Свежий сот с мёдом,forest_edge,wild,rare,1,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_forest_edge__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008403,B,candidate
ipf_m_omi01480__mixed_woodland,master,n1230:material_item:omi01480,,FOOD,Свежий сот с мёдом,mixed_woodland,wild,rare,1,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_mixed_woodland__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008403,B,candidate
ipf_m_omi01480__ordinary_workshop,master,n1230:material_item:omi01480,,FOOD,Свежий сот с мёдом,ordinary_workshop,workplace_master,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_ordinary_workshop__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008406,B,candidate
ipf_m_omi01480__outbuildings,master,n1230:material_item:omi01480,,FOOD,Свежий сот с мёдом,outbuildings,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_outbuildings__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008408,B,candidate
ipf_m_omi01480__peasant_homestead,master,n1230:material_item:omi01480,,FOOD,Свежий сот с мёдом,peasant_homestead,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_peasant_homestead__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008404;master_link:ILO008409,B,candidate
ipf_m_omi01480__town_courtyard,master,n1230:material_item:omi01480,,FOOD,Свежий сот с мёдом,town_courtyard,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_town_courtyard__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008404;master_link:ILO008409,B,candidate
ipf_m_omi01481__broadleaf_woodland,master,n1230:material_item:omi01481,,FOOD,Сотовая крышечка из воска,broadleaf_woodland,wild,rare,1,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_broadleaf_woodland__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008410,B,candidate
ipf_m_omi01481__cellar_granary,master,n1230:material_item:omi01481,,FOOD,Сотовая крышечка из воска,cellar_granary,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_cellar_granary__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008415,B,candidate
ipf_m_omi01481__church_interior,master,n1230:material_item:omi01481,,FOOD,Сотовая крышечка из воска,church_interior,church,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_church_interior__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008414,B,candidate
ipf_m_omi01481__conifer_woodland,master,n1230:material_item:omi01481,,FOOD,Сотовая крышечка из воска,conifer_woodland,wild,rare,1,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_conifer_woodland__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008410,B,candidate
ipf_m_omi01481__dwelling_interior,master,n1230:material_item:omi01481,,FOOD,Сотовая крышечка из воска,dwelling_interior,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_dwelling_interior__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008412,B,candidate
ipf_m_omi01481__forest_edge,master,n1230:material_item:omi01481,,FOOD,Сотовая крышечка из воска,forest_edge,wild,rare,1,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_forest_edge__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008410,B,candidate
ipf_m_omi01481__mixed_woodland,master,n1230:material_item:omi01481,,FOOD,Сотовая крышечка из воска,mixed_woodland,wild,rare,1,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_mixed_woodland__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008410,B,candidate
ipf_m_omi01481__ordinary_workshop,master,n1230:material_item:omi01481,,FOOD,Сотовая крышечка из воска,ordinary_workshop,workplace_master,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_ordinary_workshop__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008413,B,candidate
ipf_m_omi01481__outbuildings,master,n1230:material_item:omi01481,,FOOD,Сотовая крышечка из воска,outbuildings,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_outbuildings__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008415,B,candidate
ipf_m_omi01481__peasant_homestead,master,n1230:material_item:omi01481,,FOOD,Сотовая крышечка из воска,peasant_homestead,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_peasant_homestead__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008411;master_link:ILO008416,B,candidate
ipf_m_omi01481__town_courtyard,master,n1230:material_item:omi01481,,FOOD,Сотовая крышечка из воска,town_courtyard,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_town_courtyard__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008411;master_link:ILO008416,B,candidate
ipf_m_omi01482__broadleaf_woodland,master,n1230:material_item:omi01482,,FOOD,Разломанный медовый сот,broadleaf_woodland,wild,rare,1,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_broadleaf_woodland__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008417,B,candidate
ipf_m_omi01482__cellar_granary,master,n1230:material_item:omi01482,,FOOD,Разломанный медовый сот,cellar_granary,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_cellar_granary__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008422,B,candidate
ipf_m_omi01482__church_interior,master,n1230:material_item:omi01482,,FOOD,Разломанный медовый сот,church_interior,church,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_church_interior__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008421,B,candidate
ipf_m_omi01482__conifer_woodland,master,n1230:material_item:omi01482,,FOOD,Разломанный медовый сот,conifer_woodland,wild,rare,1,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_conifer_woodland__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008417,B,candidate
ipf_m_omi01482__dwelling_interior,master,n1230:material_item:omi01482,,FOOD,Разломанный медовый сот,dwelling_interior,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_dwelling_interior__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008419,B,candidate
ipf_m_omi01482__forest_edge,master,n1230:material_item:omi01482,,FOOD,Разломанный медовый сот,forest_edge,wild,rare,1,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_forest_edge__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008417,B,candidate
ipf_m_omi01482__mixed_woodland,master,n1230:material_item:omi01482,,FOOD,Разломанный медовый сот,mixed_woodland,wild,rare,1,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_mixed_woodland__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008417,B,candidate
ipf_m_omi01482__ordinary_workshop,master,n1230:material_item:omi01482,,FOOD,Разломанный медовый сот,ordinary_workshop,workplace_master,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_ordinary_workshop__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008420,B,candidate
ipf_m_omi01482__outbuildings,master,n1230:material_item:omi01482,,FOOD,Разломанный медовый сот,outbuildings,settled_private,contextual,2,batch_or_portion:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_outbuildings__in_use_or_stored__food,R_MASTER_LINK,pf in WK place-first-cartography; item not WK-checked (master candidate),,master_link:ILO008422,B,candidate
