rl_id,kind,name_ru,roles,pf_ids,calendar_refs,items_refs,sensory_cues,source_refs,confidence,period,status,note
rl_120,practice,престольный праздник монастыря,[],[],[],[],[],"book:185868 (Костомаров Николай Иванович, Русская республика (Севернорусские народоправства во времена удельно-вечевого уклада. История Новгорода, Пскова и Вятки)., 1994) §ГЛАВА ДЕВЯТАЯ. Церковь > VI. Управление и устройство монастырей ¶1221",B,medieval_general,candidate,period=medieval_general. Поздние грамоты | На престольный праздник монастыри звали служить софийских попов и платили им
rl_121,institution,монастырский устав: без своей пищи,[],[],[],[],[],"book:185868 (Костомаров Николай Иванович, Русская республика (Севернорусские народоправства во времена удельно-вечевого уклада. История Новгорода, Пскова и Вятки)., 1994) §ГЛАВА ДЕВЯТАЯ. Церковь > VI. Управление и устройство монастырей ¶1222",B,medieval_general,candidate,period=medieval_general. | В общежительном монастыре никто не имел своей пищи; всё у келаря и ключника; без разрешения игумена не выходить
rl_122,practice,юродивые,[],[],[],[],[],"book:185868 (Костомаров Николай Иванович, Русская республика (Севернорусские народоправства во времена удельно-вечевого уклада. История Новгорода, Пскова и Вятки)., 1994) §ГЛАВА ДЕВЯТАЯ. Церковь > VII. Юродивые и паломники ¶1223",B,medieval_general,candidate,"period=medieval_general. Новгородские юродивые XIV в. | Юродивые держали строгий пост, ходили босиком по морозу, их ласкали бояре и звали на пиры"
rl_123,practice,калики перехожие,[],[],[],[],[],"book:185868 (Костомаров Николай Иванович, Русская республика (Севернорусские народоправства во времена удельно-вечевого уклада. История Новгорода, Пскова и Вятки)., 1994) §ГЛАВА ДЕВЯТАЯ. Церковь > VII. Юродивые и паломники ¶1224",B,medieval_general,candidate,period=medieval_general. | Паломники в песнях — калики перехожие; паломничество считалось искупающим грехи
rl_124,institution,епитимья: пост без мяса и мёда,[],[],[],[],[],"book:185868 (Костомаров Николай Иванович, Русская республика (Севернорусские народоправства во времена удельно-вечевого уклада. История Новгорода, Пскова и Вятки)., 1994) §ГЛАВА ДЕВЯТАЯ. Церковь > VIII. Особенности новгородской Церкви ¶1227",B,c1230,candidate,"period=c1230. Костомаров (XIX в.) обобщает; вероятно по Вопрошанию Кирика (в абзаце не назван) | За тяжкие грехи — 2, 3 или 10 лет поста без мяса и мёда; сплошной пост кроме воскресений, суббот и господских праздников"
rl_125,institution,замена епитимьи обеднями,[],[],[],[],"[""церковное пение""]","book:185868 (Костомаров Николай Иванович, Русская республика (Севернорусские народоправства во времена удельно-вечевого уклада. История Новгорода, Пскова и Вятки)., 1994) §ГЛАВА ДЕВЯТАЯ. Церковь > VIII. Особенности новгородской Церкви ¶1227",B,medieval_general,candidate,"period=medieval_general. Костомаров (XIX в.) обобщает; время («тогда») не уточнено, источник в абзаце не назван | Народное поверье в Новгороде: 10 литургий снимают 3 месяца епитимьи, 20 — 8 месяцев, 30 — год; ревнителями церковного устава не одобрялось"
rl_126,rite,пост перед причастием,[],[],"[""time/calendar_1230_1250.csv#cal_mv_easter_* (movable, per year)""]",[],[],"book:185868 (Костомаров Николай Иванович, Русская республика (Севернорусские народоправства во времена удельно-вечевого уклада. История Новгорода, Пскова и Вятки)., 1994) §ГЛАВА ДЕВЯТАЯ. Церковь > VIII. Особенности новгородской Церкви ¶1229",B,c1230,candidate,"period=c1230. Костомаров (XIX в.) обобщает; вероятно по Вопрошанию Кирика (в абзаце не назван, сноска [207]) | Не есть до причастия; ребёнку можно причаститься, если «постучал в зубы яйцом», взрослому — если один раз"
rl_127,rite,причастие несколько раз в год,[],[],"[""time/calendar_1230_1250.csv#cal_mv_easter_* (movable, per year)""]",[],[],"book:185868 (Костомаров Николай Иванович, Русская республика (Севернорусские народоправства во времена удельно-вечевого уклада. История Новгорода, Пскова и Вятки)., 1994) §ГЛАВА ДЕВЯТАЯ. Церковь > VIII. Особенности новгородской Церкви ¶1229",B,medieval_general,candidate,"period=medieval_general. | Обычай причащаться несколько раз в год; позднее советовали около Пасхи, Рождества и великих праздников"
rl_128,practice,уличанские храмы,[],[],[],[],[],"book:185868 (Костомаров Николай Иванович, Русская республика (Севернорусские народоправства во времена удельно-вечевого уклада. История Новгорода, Пскова и Вятки)., 1994) §ГЛАВА ДЕВЯТАЯ. Церковь > IX. Церкви ¶1239",B,c1230,candidate,period=c1230. | Церковь строила целая улица или торговая корпорация (Пятница — заморские купцы)
rl_129,belief,обыденные и обетные церкви,[],[],[],[],[],"book:185868 (Костомаров Николай Иванович, Русская республика (Севернорусские народоправства во времена удельно-вечевого уклада. История Новгорода, Пскова и Вятки)., 1994) §ГЛАВА ДЕВЯТАЯ. Церковь > IX. Церкви ¶1239",B,medieval_general,candidate,period=medieval_general. Обыденные — в основном XIV–XV вв. | В мор ставили обыденные церкви (за один день построить и освятить); по обету ставили обетные
rl_130,practice,церкви Торговой стороны XII в.,[],[],[],[],"[""церковное пение""]","book:185868 (Костомаров Николай Иванович, Русская республика (Севернорусские народоправства во времена удельно-вечевого уклада. История Новгорода, Пскова и Вятки)., 1994) §ГЛАВА ДЕВЯТАЯ. Церковь > IX. Церкви ¶1243",B,c1230,candidate,"period=c1230. Престол Иоанна на Опоках — Рождество Предтечи 24 июня | Никола на Дворище 1113, Иоанн на Опоках 1127–1130, Успение на Козьей Бородке 1135–1144, Климент на Иворовой 1153, Пятница на Торгу"
rl_131,practice,церковь Двенадцати Апостолов 1230,[],[],[],[],[],"book:185868 (Костомаров Николай Иванович, Русская республика (Севернорусские народоправства во времена удельно-вечевого уклада. История Новгорода, Пскова и Вятки)., 1994) §ГЛАВА ДЕВЯТАЯ. Церковь > IX. Церкви ¶1244",B,c1230,candidate,period=c1230. Скудельница — братская могила голода 1230 | Церковь Двенадцати Апостолов между Прусской и Чудинцевой (1230); Луки в Людином конце сгорела 1234
rl_132,practice,церкви Неревского конца XII–XIII вв.,[],[],[],[],[],"book:185868 (Костомаров Николай Иванович, Русская республика (Севернорусские народоправства во времена удельно-вечевого уклада. История Новгорода, Пскова и Вятки)., 1994) §ГЛАВА ДЕВЯТАЯ. Церковь > IX. Церкви ¶1243",B,c1230,candidate,"period=c1230. | Яковлева ул. 1136, Саввы 1154, Бориса и Глеба (Садко Сытинич) 1167, Иакова 1172, Вознесения 1191/1211, Сорока мучеников 1199"
rl_133,practice,церковь Св. Петра на Немецком дворе,[],[],[],[],[],"book:392896 (Рыбина Елена Александровна, Новгород и Ганза, 2009) §ПРЕДИСЛОВИЕ ¶8",B,c1230,candidate,period=c1230. Латинская церковь иноземцев | С конца XII в. в Новгороде Немецкий двор с церковью св. Петра
rl_134,practice,священник немецкого двора,[],[],[],[],[],"book:392896 (Рыбина Елена Александровна, Новгород и Ганза, 2009) §ГЛАВА IV. НОВГОРОД И ГАНЗА В XIV—XV ВВ. > Ганзейская контора и ганзейское купечество в Новгороде ¶525",B,medieval_general,candidate,period=medieval_general. Скра XIII–XIV вв. | Купцы привозили своего священника с каждым «поездом»; летние гости платили ему сами
rl_135,practice,колокол Немецкого двора,[],[],[],[],"[""звон/удар в било или клепало""]","book:392896 (Рыбина Елена Александровна, Новгород и Ганза, 2009) §ГЛАВА IV. НОВГОРОД И ГАНЗА В XIV—XV ВВ. > Хроника XV в. ¶326",B,medieval_general,candidate,"period=medieval_general. XIV в. | Для нужд двора приобретали колокол, подсвечники и весы"
rl_136,practice,писанки,[],[],[],[],[],"book:624953 (Янин Валентин Лаврентьевич; Вагнер Георгий Карлович; Рыбина Елена Александровна; Макарова Татьяна Ивановна; Хорошев Александр Степанович; Розенфельдт Ростислав Леонидович; Щапова Юлия Леонидовна; Седова Мария Владимировна; Мурашова Вероника Владиславовна; Сабурова Мария Андреевна; Медынцева Альбина Александровна; Голубева Леонилла Анатольевна; Николаева Татьяна Васильевна; Недошивина Наталья Германовна; Поветкин Владимир Иванович; Воробьева Елена Владимировна; Чернецов Алексей Владимирович; Полубояринова Марина Дмитриевна; Беленькая Доротея Алексеевна, Древняя Русь. Быт и культура, 1997) §Глава 5 Игры взрослых и детей > Игры детей Р.Л. Розенфельдт ¶1178",B,medieval_general,candidate,"period=medieval_general. | Керамические яйца-писанки с гремящим камешком, покрытые поливой с росписью скобками"
rl_137,practice,писанки — новгородское производство,[],[],[],[],[],"book:624953 (Янин Валентин Лаврентьевич; Вагнер Георгий Карлович; Рыбина Елена Александровна; Макарова Татьяна Ивановна; Хорошев Александр Степанович; Розенфельдт Ростислав Леонидович; Щапова Юлия Леонидовна; Седова Мария Владимировна; Мурашова Вероника Владиславовна; Сабурова Мария Андреевна; Медынцева Альбина Александровна; Голубева Леонилла Анатольевна; Николаева Татьяна Васильевна; Недошивина Наталья Германовна; Поветкин Владимир Иванович; Воробьева Елена Владимировна; Чернецов Алексей Владимирович; Полубояринова Марина Дмитриевна; Беленькая Доротея Алексеевна, Древняя Русь. Быт и культура, 1997) §Глава 5 Игры взрослых и детей > Игры детей Р.Л. Розенфельдт ¶1183",B,c1230,candidate,"period=c1230. | Большинство писанок первой группы найдено в Новгороде; вероятно, там их и делали"
rl_138,practice,писанки к XIII в. — пережиток,[],[],[],[],[],"book:624953 (Янин Валентин Лаврентьевич; Вагнер Георгий Карлович; Рыбина Елена Александровна; Макарова Татьяна Ивановна; Хорошев Александр Степанович; Розенфельдт Ростислав Леонидович; Щапова Юлия Леонидовна; Седова Мария Владимировна; Мурашова Вероника Владиславовна; Сабурова Мария Андреевна; Медынцева Альбина Александровна; Голубева Леонилла Анатольевна; Николаева Татьяна Васильевна; Недошивина Наталья Германовна; Поветкин Владимир Иванович; Воробьева Елена Владимировна; Чернецов Алексей Владимирович; Полубояринова Марина Дмитриевна; Беленькая Доротея Алексеевна, Древняя Русь. Быт и культура, 1997) §Глава 5 Игры взрослых и детей > Игры детей Р.Л. Розенфельдт ¶1185",B,c1230,candidate,period=c1230. | С середины XII в. писанки выходят из употребления; в XII–XIII вв. — пережиток; связаны с языческими верованиями
rl_139,institution,дожди 1228 г. и изгнание Арсения,[],[],[],[],[],"book:260263 (Фроянов Игорь Яковлевич, Загадка крещения Руси, 2007) §Глава 4 ХРИСТИАНСТВО И ЯЗЫЧЕСТВО НА РУСИ XI–XII ВЕКОВ ¶606",B,c1230,candidate,"period=c1230. НПЛ; осень — сев озимых и уборка сена | Осенью 1228 г. нескончаемые дожди не давали ни сена добыть, ни озимые сеять; «простая чадь» обвинила владыку Арсения"
rl_140,belief,владыка отвечает за погоду,[],[],[],[],[],"book:260041 (Фроянов Игорь Яковлевич, Мятежный Новгород. Очерки истории государственности, социальной и политической борьбы конца IX — начала XIII столетия, 1992) §Очерк восьмой НАРОДНЫЕ ВОЛНЕНИЯ 1227–1230 гг. В НОВГОРОДЕ ¶488",B,c1230,candidate,period=c1230. Интерпретация автора | Фроянов видит в изгнании Арсения отголосок языческой веры: правитель отвечает за дождь и урожай
rl_141,belief,святые-покровители скота и занятий,[],[],[],[],[],"book:168527 (Калинский Иван Плакидыч, Церковно-народный месяцеслов на Руси, 2008) §Церковно-народный месяцеслов на Руси > Предисловие ¶32",B,ethnographic_late,candidate,period=ethnographic_late. | Георгий — покровитель земледелия; Модест и Власий — от падежа скота; Андрей — невест
rl_142,institution,епитимья постепенно,[],[],[],[],[],"book:488629 (Пихоя Рудольф Германович, Записки археографа, 2016) §Часть 2 Очерки по истории покаянной дисциплины домонгольской Руси > Формирование новгородской школы толкования канонического права Канонические ответы новгородского епископа Нифонта и их и ¶493",B,c1230,candidate,"period=c1230. | Нифонт: при многих грехах не назначать сразу полную епитимью, добавлять понемногу"
rl_143,institution,половинная епитимья зависимым,[],[],[],[],[],"book:488629 (Пихоя Рудольф Германович, Записки археографа, 2016) §Часть 2 Очерки по истории покаянной дисциплины домонгольской Руси > Формирование новгородской школы толкования канонического права Канонические ответы новгородского епископа Нифонта и их и ¶495",B,c1230,candidate,period=c1230. | Для зависимых людей — половинная епитимья (по Номоканону Иоанна Постника)
rl_144,practice,съезд духовенства в первое воскресенье Великого поста,[],[],[],[],[],"book:488629 (Пихоя Рудольф Германович, Записки археографа, 2016) §Часть 2 Очерки по истории покаянной дисциплины домонгольской Руси > Новгородский архиепископ Иоанн и изменения в покаянной дисциплине во второй половине XII века ¶510",B,c1230,candidate,"period=c1230. | Епархиальные съезды духовенства обычно бывали в воскресенье первой недели Великого поста (Поучение Ильи, 13 марта 1166)"
rl_145,practice,Вопрошание Кирика как источник,[],[],[],[],[],"book:488629 (Пихоя Рудольф Германович, Записки археографа, 2016) §Часть 2 Очерки по истории покаянной дисциплины домонгольской Руси > Формирование новгородской школы толкования канонического права Канонические ответы новгородского епископа Нифонта и их и ¶503",B,c1230,candidate,period=c1230. fact_type=other: источник | Вопрошание регламентировало быт новгородцев сер. XII в. через покаянную дисциплину
rl_146,practice,Кирик — доместик Антониева монастыря,[],[],[],[],[],"book:488629 (Пихоя Рудольф Германович, Записки археографа, 2016) §Часть 2 Очерки по истории покаянной дисциплины домонгольской Руси > Возникновение памятников покаянной дисциплины Древней Руси в XI веке[57] ¶214",B,c1230,candidate,period=c1230. fact_type=other | Вопрошание — диалог иеромонаха и доместика Антониева монастыря Кирика с епископом Нифонтом
rl_147,institution,снижение епитимий у Нифонта,[],[],[],[],[],"book:488629 (Пихоя Рудольф Германович, Записки археографа, 2016) §Часть 2 Очерки по истории покаянной дисциплины домонгольской Руси > Развитие новгородской практики покаянной дисциплины: правило Аще двоеженец второй половины XII – конца XIII века[357] ¶575",B,c1230,candidate,period=c1230. | Нифонт снижал величину епитимий — русская церковь не прибегала к большим епитимьям
rl_148,practice,одержимые не причащаются,[],[],[],[],[],"book:841960 (Корогодина Мария Владимировна, Правила Константинопольского синода 1276 года, 2025) §Часть 4. Перевод правил Константинопольского синода: отвергнутый современниками, преображенный потомками > Дополнительные статьи русских редакций ¶497",B,c1230,candidate,"period=c1230. Вопрошание Кирика / «Аще двоеженец» | Страдающих падучей считали одержимыми и не причащали (до излечения, испытательный срок — год без припадка)"
