pr_id,scope_kind,scope_ref,region_id,category_ref,frequency_class,class_capped_from,probability_ppm,probability_rule_ref,count_limit,count_limit_basis,allowed_seasons,refresh_class,contract_scope_kind,source_pool,source_row_id,source_refs,confidence,pool_confidence,status
pr_001191,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.fur_small.european_mink,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row512;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row518;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row523;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row528,fhp_m_european_mink__hunting_ground__winter,SRC_VOLOGDA_MAMM;SRC_VALDAY_NP;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_001192,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.fur_small.pine_marten,common,,500000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row344;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row350;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row356;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row362,fhp_m_pine_marten__hunting_ground__winter,SRC_HDBM2017;SRC_RYBINA2015;SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_001193,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.fur_small.polecat,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row474;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row485;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row496;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row507,fhp_m_polecat__hunting_ground__winter,SRC_VOLOGDA_MAMM;SRC_VALDAY_NP;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_001194,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.fur_small.sable,rare,,125000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row365;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row368;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row371;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row374,fhp_m_sable__hunting_ground__winter,SRC_RYBINA2015;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,C,candidate
pr_001195,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.fur_small.stoat,common,,500000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row386;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row397;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row408;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row419,fhp_m_stoat__hunting_ground__winter,SRC_VOLOGDA_MAMM;SRC_RYBINA2015;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_001196,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.game_small.mountain_hare,common,,500000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row641;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row653;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row665;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row677,fhp_m_mountain_hare__hunting_ground__winter,SRC_HDBM2017;SRC_RYBINA2015;SRC_MASTER_FOOD#ING0114;SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_001197,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.large_predator.brown_bear,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row141;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row149;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row157;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row165,fhp_m_brown_bear__hunting_ground__winter,SRC_HDBM2017;SRC_RYBINA2015;SRC_WK_FAUNA;SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_001198,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.large_predator.wolf,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row177;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row190;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row202;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row214,fhp_m_wolf__hunting_ground__winter,SRC_VOLOGDA_MAMM;SRC_WK_FAUNA;SRC_VALDAY_NP;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_001199,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.small_mammal.bank_vole,ubiquitous,,1000000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row848;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row858;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row868;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row878,fhp_m_bank_vole__hunting_ground__winter,SRC_VOLOGDA_MAMM;SRC_VALDAY_NP;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_001200,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.small_mammal.birch_mouse,rare,,125000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1132;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1137;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1142;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1147,fhp_m_birch_mouse__hunting_ground__winter,SRC_VOLOGDA_MAMM;SRC_VALDAY_NP;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_001201,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.small_mammal.common_shrew,ubiquitous,,1000000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row759;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row769;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row779;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row789,fhp_m_common_shrew__hunting_ground__winter,SRC_VOLOGDA_MAMM;SRC_VALDAY_NP;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_001202,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.small_mammal.field_vole,common,,500000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row886;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row893;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row900;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row907,fhp_m_field_vole__hunting_ground__winter,SRC_VOLOGDA_MAMM;SRC_VALDAY_NP;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_001203,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.small_mammal.flying_squirrel,rare,,125000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row614;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row619;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row624;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row629,fhp_m_flying_squirrel__hunting_ground__winter,SRC_VOLOGDA_MAMM;SRC_VALDAY_NP;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_001204,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.small_mammal.garden_dormouse,rare,,125000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1167;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1171;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1175;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1179,fhp_m_garden_dormouse__hunting_ground__winter,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,C,candidate
pr_001205,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.small_mammal.harvest_mouse,rare,,125000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1065;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1070;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1075;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1080,fhp_m_harvest_mouse__hunting_ground__winter,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_001206,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.small_mammal.hedgehog,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row686;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row695;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row704;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row713,fhp_m_hedgehog__hunting_ground__winter,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_001207,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.small_mammal.mole,common,,500000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row723;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row732;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row741;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row750,fhp_m_mole__hunting_ground__winter,SRC_VOLOGDA_MAMM;SRC_VALDAY_NP;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_001208,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.small_mammal.pygmy_shrew,common,,500000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row796;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row803;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row810;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row817,fhp_m_pygmy_shrew__hunting_ground__winter,SRC_VOLOGDA_MAMM;SRC_VALDAY_NP;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_001209,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.small_mammal.striped_field_mouse,rare,,125000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1042;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1048;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1054;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1060,fhp_m_striped_field_mouse__hunting_ground__winter,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,C,candidate
pr_001210,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.small_mammal.water_shrew,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row823;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row829;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row834;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row839,fhp_m_water_shrew__hunting_ground__winter,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_001211,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.small_mammal.water_vole,common,,500000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row949;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row956;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row962;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row968,fhp_m_water_vole__hunting_ground__winter,SRC_VOLOGDA_MAMM;SRC_VALDAY_NP;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_001212,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.small_mammal.wood_lemming,rare,,125000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1151;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1155;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1159;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1163,fhp_m_wood_lemming__hunting_ground__winter,SRC_VOLOGDA_MAMM;SRC_VALDAY_NP;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_001213,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.small_mammal.wood_mouse,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1009;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1018;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1027;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1036,fhp_m_wood_mouse__hunting_ground__winter,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_001214,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.small_mammal.yellow_necked_mouse,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row975;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row983;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row991;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row999,fhp_m_yellow_necked_mouse__hunting_ground__winter,SRC_VOLOGDA_MAMM;SRC_VALDAY_NP;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_001215,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.small_predator.weasel,rare,,125000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row430;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row441;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row452;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row463,fhp_m_weasel__hunting_ground__winter,SRC_VOLOGDA_MAMM;SRC_VALDAY_NP;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_001216,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.ungulate.elk,common,,500000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row12;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row25;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row37;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row49,fhp_m_elk__hunting_ground__winter,SRC_HDBM2017;SRC_ELK_RUS2025;SRC_RYBINA2015;SRC_MASTER_FOOD#ING0115;SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_001217,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.ungulate.reindeer,rare,,125000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row118;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row123;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row128;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row133,fhp_m_reindeer__hunting_ground__winter,SRC_VOLOGDA_MAMM;SRC_RYBINA2015;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,C,candidate
pr_001218,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.ungulate.roe_deer,rare,,125000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row89;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row97;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row105;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row113,fhp_m_roe_deer__hunting_ground__winter,SRC_VOLOGDA_MAMM;SRC_VALDAY_NP;SRC_WK_FAUNA;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,C,candidate
pr_001219,place_family,pf_hunting_ground,novgorod_land,fauna.mammal.ungulate.wild_boar,rare,,125000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row57;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row65;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row73;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row81,fhp_m_wild_boar__hunting_ground__winter,SRC_MASTER_FOOD#ING0117;SRC_VALDAY_NP;SRC_WK_FAUNA;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,C,candidate
pr_001220,place_family,pf_lake_shore,,cat_item_object_bast_scrubber_v1,common,,500000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,none,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row315,ipf_it_hh_bast_scrubber__lake_shore,master_link:ILO010572;master_link:ILO010578,C,B,candidate
pr_001221,place_family,pf_lake_shore,,cat_item_object_bath_besom_v1,common,,500000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,none,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row309,ipf_it_hh_bath_besom__lake_shore,master_link:ILO010584;master_link:ILO010590;master_link:ILO010596,C,B,candidate
pr_001222,place_family,pf_lake_shore,,cat_item_object_broom_v1,common,,500000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,none,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row303,ipf_it_hh_broom__lake_shore,master_link:ILO010626,C,B,candidate
pr_001223,place_family,pf_lake_shore,,cat_item_object_cloth_rag_v1,ubiquitous,,1000000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,none,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row329,ipf_it_hh_rag__lake_shore,master_link:ILO010602;master_link:ILO010608;master_link:ILO010614;master_link:ILO010620,C,B,candidate
pr_001224,place_family,pf_lake_shore,,cat_item_object_comb_case_v1,rare,,125000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,none,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row645,ipf_it_ps_comb_case__lake_shore,master_link:ILO010668,C,C,candidate
pr_001225,place_family,pf_lake_shore,,cat_item_object_comb_v1,ubiquitous,,1000000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,none,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row631,ipf_it_ps_comb_double__lake_shore,master_link:ILO010662,C,B,candidate
pr_001226,place_family,pf_lake_shore,,cat_item_object_cord_v1,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,none,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row602,ipf_it_hh_cord__lake_shore,master_link:ILO012181,C,B,candidate
pr_001227,place_family,pf_lake_shore,,cat_item_object_rope_v1,common,,500000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,none,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row589,ipf_it_hh_rope__lake_shore,master_spawn:SPN022:HOU0018,C,B,candidate
pr_001228,place_family,pf_lake_shore,,cat_item_object_swaddling_cloth_v1,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,none,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row357,ipf_it_hh_swaddling_cloth__lake_shore,master_link:ILO010704,C,B,candidate
pr_001229,place_family,pf_lake_shore,,cat_item_object_towel_linen_v1,common,,500000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,none,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row335,ipf_it_hh_towel__lake_shore,master_link:ILO010710,C,C,candidate
