link_id,item_id,location_archetype,spawn_frequency,reason
ILO004390,OMI00741,construction_site,ubiquitous,activity overlay without WK place family (gap for place_families)
ILO004395,OMI00742,construction_site,ubiquitous,activity overlay without WK place family (gap for place_families)
ILO004400,OMI00743,construction_site,ubiquitous,activity overlay without WK place family (gap for place_families)
ILO004405,OMI00744,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO004410,OMI00745,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO004415,OMI00746,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO004420,OMI00747,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO004425,OMI00748,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO004430,OMI00749,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO004435,OMI00750,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO004440,OMI00751,construction_site,ubiquitous,activity overlay without WK place family (gap for place_families)
ILO004445,OMI00752,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO005206,OMI00904,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005211,OMI00905,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005216,OMI00906,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005221,OMI00907,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005226,OMI00908,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005231,OMI00909,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO005236,OMI00910,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005241,OMI00911,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005246,OMI00912,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005251,OMI00913,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005256,OMI00914,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005261,OMI00915,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO005266,OMI00916,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005271,OMI00917,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005276,OMI00918,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005281,OMI00919,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005286,OMI00920,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005291,OMI00921,military_camp,rare,no WK place family for military camp (gap for military_security / place_families)
ILO005296,OMI00922,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005301,OMI00923,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005306,OMI00924,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005311,OMI00925,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005316,OMI00926,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005321,OMI00927,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005326,OMI00928,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO005331,OMI00929,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005336,OMI00930,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005341,OMI00931,military_camp,rare,no WK place family for military camp (gap for military_security / place_families)
ILO005346,OMI00932,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005351,OMI00933,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005356,OMI00934,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005361,OMI00935,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005366,OMI00936,military_camp,rare,no WK place family for military camp (gap for military_security / place_families)
ILO005371,MUS0005,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005381,OMI00939,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005386,OMI00940,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005391,OMI00941,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005396,OMI00942,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005401,OMI00943,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005406,OMI00944,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005411,OMI00945,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005416,OMI00946,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005421,OMI00947,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO005660,OMI01008,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO005665,OMI01009,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO005670,OMI01010,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO005675,OMI01011,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO005680,OMI01012,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO005685,OMI01013,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO005690,OMI01014,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO005695,OMI01015,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO005700,OMI01016,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO005705,OMI01017,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO005710,OMI01018,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO005715,OMI01019,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO005720,OMI01020,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO005725,OMI01021,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO005730,OMI01022,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO005735,OMI01023,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO005740,OMI01024,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO005745,OMI01025,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO005750,OMI01026,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO005755,OMI01027,construction_site,rare,activity overlay without WK place family (gap for place_families)
ILO005760,OMI01028,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO005765,OMI01029,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO005770,CRF0132,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO005775,OMI01031,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO005780,OMI01032,construction_site,rare,activity overlay without WK place family (gap for place_families)
ILO005785,OMI01033,construction_site,rare,activity overlay without WK place family (gap for place_families)
ILO005790,OMI01034,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO005795,OMI01035,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO005800,OMI01036,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO005805,OMI01037,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO005810,OMI01038,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO005815,OMI01039,construction_site,ubiquitous,activity overlay without WK place family (gap for place_families)
ILO005820,OMI01040,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO005825,OMI01041,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO005830,OMI01042,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006166,OMI01108,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006172,OMI01109,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006178,OMI01110,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006184,OMI01111,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006190,OMI01112,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO006196,OMI01113,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO006202,OMI01114,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO006208,OMI01115,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO006214,OMI01116,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006220,OMI01117,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006226,OMI01118,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006232,OMI01119,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006238,OMI01120,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO006244,OMI01121,construction_site,ubiquitous,activity overlay without WK place family (gap for place_families)
ILO006250,OMI01122,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006256,OMI01123,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO006262,OMI01124,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO006268,OMI01125,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006274,OMI01126,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006280,OMI01127,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006286,OMI01128,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006292,OMI01129,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006298,OMI01130,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006304,OMI01131,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006310,OMI01132,construction_site,rare,activity overlay without WK place family (gap for place_families)
ILO006316,OMI01133,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006322,OMI01134,construction_site,rare,activity overlay without WK place family (gap for place_families)
ILO006328,OMI01135,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO006334,OMI01136,construction_site,ubiquitous,activity overlay without WK place family (gap for place_families)
ILO006340,OMI01137,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO006346,OMI01138,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO006352,OMI01139,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO006358,OMI01140,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006364,OMI01141,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO006370,OMI01142,construction_site,ubiquitous,activity overlay without WK place family (gap for place_families)
ILO006376,OMI01143,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO006381,OMI01144,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006387,OMI01145,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006393,OMI01146,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006399,OMI01147,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006405,OMI01148,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006411,OMI01149,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO006417,OMI01150,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO006423,OMI01151,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006429,OMI01152,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO006435,CON0020,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006441,OMI01154,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006447,OMI01155,construction_site,ubiquitous,activity overlay without WK place family (gap for place_families)
ILO006453,OMI01156,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006459,OMI01157,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006465,OMI01158,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO006471,OMI01159,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006477,CON0023,construction_site,rare,activity overlay without WK place family (gap for place_families)
ILO006483,OMI01161,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006489,OMI01162,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO006495,OMI01163,construction_site,rare,activity overlay without WK place family (gap for place_families)
ILO006501,OMI01164,construction_site,rare,activity overlay without WK place family (gap for place_families)
ILO006507,OMI01165,construction_site,rare,activity overlay without WK place family (gap for place_families)
ILO006513,OMI01166,construction_site,rare,activity overlay without WK place family (gap for place_families)
ILO006519,OMI01167,construction_site,rare,activity overlay without WK place family (gap for place_families)
ILO006525,OMI01168,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO006531,OMI01169,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO006537,OMI01170,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO006543,OMI01171,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006549,OMI01172,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006555,CON0019,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO006561,OMI01174,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO006567,OMI01175,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO006573,OMI01176,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO007903,OMI01402,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO007910,OMI01403,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO007917,OMI01404,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO007924,OMI01405,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO007931,OMI01406,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO007938,OMI01407,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO007945,OMI01408,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO007952,OMI01409,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO007959,OMI01410,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO007966,OMI01411,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO007973,OMI01412,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO007980,OMI01413,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO007987,OMI01414,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO007994,OMI01415,boat,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008001,OMI01416,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008008,OMI01417,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008015,OMI01418,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008022,OMI01419,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008029,OMI01420,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008036,OMI01421,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008043,OMI01422,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008050,OMI01423,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008057,OMI01424,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008064,OMI01425,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008071,OMI01426,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008078,OMI01427,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008085,OMI01428,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008092,OMI01429,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008099,OMI01430,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008106,OMI01431,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008113,OMI01432,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008120,OMI01433,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008127,OMI01434,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008134,OMI01435,boat,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008576,OMI01504,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008582,OMI01505,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008588,OMI01506,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008594,OMI01507,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008600,OMI01508,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008606,OMI01509,boat,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008612,OMI01510,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008618,OMI01511,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008624,OMI01512,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008630,OMI01513,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008636,OMI01514,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008642,OMI01515,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008648,OMI01516,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008654,OMI01517,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008660,OMI01518,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008666,OMI01519,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008672,OMI01520,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008678,OMI01521,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008684,OMI01522,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008690,OMI01523,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008696,OMI01524,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008702,OMI01525,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008708,OMI01526,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008714,OMI01527,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008720,OMI01528,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008726,OMI01529,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008732,OMI01530,boat,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008738,OMI01531,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008744,OMI01532,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008750,OMI01533,boat,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008756,OMI01534,boat,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008762,OMI01535,boat,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008768,OMI01536,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008774,OMI01537,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008780,OMI01538,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008786,OMI01539,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008790,OMI01540,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008791,OMI01540,cart_or_sledge,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008797,OMI01541,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008798,OMI01541,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008804,OMI01542,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008805,OMI01542,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008811,OMI01543,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008812,OMI01543,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008818,OMI01544,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008819,OMI01544,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008825,OMI01545,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008826,OMI01545,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008832,OMI01546,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008833,OMI01546,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008839,OMI01547,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008840,OMI01547,cart_or_sledge,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008846,OMI01548,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008847,OMI01548,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008853,OMI01549,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008854,OMI01549,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008860,OMI01550,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008861,OMI01550,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008867,OMI01551,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008868,OMI01551,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008874,OMI01552,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008875,OMI01552,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008881,OMI01553,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008882,OMI01553,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008888,OMI01554,boat,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008889,OMI01554,cart_or_sledge,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008895,OMI01555,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008896,OMI01555,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008902,OMI01556,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008903,OMI01556,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008909,OMI01557,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008910,OMI01557,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008916,OMI01558,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008917,OMI01558,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008923,OMI01559,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008924,OMI01559,cart_or_sledge,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008930,OMI01560,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008931,OMI01560,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008937,OMI01561,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008938,OMI01561,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008944,OMI01562,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008945,OMI01562,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008951,OMI01563,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008952,OMI01563,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008958,OMI01564,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008959,OMI01564,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008965,OMI01565,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008966,OMI01565,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008972,OMI01566,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008973,OMI01566,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008979,OMI01567,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008980,OMI01567,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008986,OMI01568,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008987,OMI01568,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008993,OMI01569,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO008994,OMI01569,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009000,OMI01570,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009001,OMI01570,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009007,OMI01571,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009008,OMI01571,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009261,OMI01607,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009267,OMI01608,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009273,TRD0033,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009279,OMI01610,boat,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009285,OMI01611,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009291,OMI01612,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009297,OMI01613,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009303,OMI01614,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009309,OMI01615,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009315,OMI01616,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009321,OMI01617,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009327,OMI01618,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
