cp_id,category_id,domain,parameter_key,value_type,allowed_values_or_range,value_is_sourced,assignment_rule,rule_basis,region_id,source_refs,confidence,status
cp_cat_item_object_owner_tag_v1__quality_class,cat_item_object_owner_tag_v1,item,quality_class,enum,vocabulary gap (craft quality / finish scale not defined),false,by_form,universal_category_classification_policy.md §5 (quality is a separate facet) — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pan_lifter_v1__mass_g,cat_item_object_pan_lifter_v1,item,mass_g,number,> 0,false,by_template,"data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_quantity_profiles.json mass_grams_per_unit (source src_gameplay_physical_policy_v3: editorial gameplay ranges, not historical measurements); for categories without a template: by_material_and_size_band once materials_registry provides densities (gap) — no v5 template for this category: rule only",,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pan_lifter_v1__size_band,cat_item_object_pan_lifter_v1,item,size_band,enum,"v5 item/size_band categories (23, packing_N_bundle_M)",false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_category_bindings.json binding_kind=size_band — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pan_lifter_v1__primary_material,cat_item_object_pan_lifter_v1,item,primary_material,enum,v5 item/material and container/material categories; later materials_registry (nature-materials-weather group),false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_category_bindings.json binding_kind=material; container_template_facet_bindings.json facet=material — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pan_lifter_v1__manufacturing_technique,cat_item_object_pan_lifter_v1,item,manufacturing_technique,enum,v5 item/manufacturing_technique categories (55),false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_category_bindings.json binding_kind=manufacturing_technique — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pan_lifter_v1__quantity_unit,cat_item_object_pan_lifter_v1,item,quantity_unit,enum,gram|loaf|millilitre|piece|quantity_unit_gram_v1,false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/quantity_unit_definitions.json; item_template_quantity_profiles.json quantity_unit_id — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pan_lifter_v1__quantity_min_max,cat_item_object_pan_lifter_v1,item,quantity_min_max,text,min..max integers,false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_quantity_profiles.json minimum_quantity/maximum_quantity — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pan_lifter_v1__stackable,cat_item_object_pan_lifter_v1,item,stackable,boolean,true|false,false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_quantity_profiles.json stackable — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pan_lifter_v1__divisible,cat_item_object_pan_lifter_v1,item,divisible,boolean,true|false,false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_quantity_profiles.json partial_consumption_allowed — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pan_lifter_v1__portability,cat_item_object_pan_lifter_v1,item,portability,enum,v5 container/portability categories (6); for items: by_size_band (rule owed by materialization owner),false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/container_template_facet_bindings.json facet=portability — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pan_lifter_v1__flammable,cat_item_object_pan_lifter_v1,item,flammable,boolean,true|false,false,by_material,"data/world-catalogs/novgorod/world-knowledge/production-v1/material-response.json, data/world-catalogs/novgorod/world-knowledge/production-v1/foundations-physical.json (approved WK: response of materials to fire/heat); per-material table owed by materials_registry — no v5 template for this category: rule only",,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pan_lifter_v1__floats,cat_item_object_pan_lifter_v1,item,floats,boolean,true|false,false,by_material,"data/world-catalogs/novgorod/world-knowledge/production-v1/foundations-physical.json, data/world-catalogs/novgorod/world-knowledge/production-v1/physical-interaction.json (approved WK); per-material table owed by materials_registry — no v5 template for this category: rule only",,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pan_lifter_v1__durability_class,cat_item_object_pan_lifter_v1,item,durability_class,enum,vocabulary gap (no approved durability scale),false,by_material,"data/world-catalogs/novgorod/world-knowledge/production-v1/material-response.json (approved WK: wear, breakage, decay by material) — no v5 template for this category: rule only",,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pan_lifter_v1__value_band,cat_item_object_pan_lifter_v1,item,value_band,enum,vocabulary gap (owned by economy-trade-measures group: price bands),false,by_material,owner decision: value is assigned by code; D10 — value never makes an item significant — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pan_lifter_v1__quality_class,cat_item_object_pan_lifter_v1,item,quality_class,enum,vocabulary gap (craft quality / finish scale not defined),false,by_form,universal_category_classification_policy.md §5 (quality is a separate facet) — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_parchment_leaf_v1__mass_g,cat_item_object_parchment_leaf_v1,item,mass_g,number,> 0,false,by_template,"data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_quantity_profiles.json mass_grams_per_unit (source src_gameplay_physical_policy_v3: editorial gameplay ranges, not historical measurements); for categories without a template: by_material_and_size_band once materials_registry provides densities (gap) — no v5 template for this category: rule only",,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_parchment_leaf_v1__size_band,cat_item_object_parchment_leaf_v1,item,size_band,enum,"v5 item/size_band categories (23, packing_N_bundle_M)",false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_category_bindings.json binding_kind=size_band — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_parchment_leaf_v1__primary_material,cat_item_object_parchment_leaf_v1,item,primary_material,enum,v5 item/material and container/material categories; later materials_registry (nature-materials-weather group),false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_category_bindings.json binding_kind=material; container_template_facet_bindings.json facet=material — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_parchment_leaf_v1__manufacturing_technique,cat_item_object_parchment_leaf_v1,item,manufacturing_technique,enum,v5 item/manufacturing_technique categories (55),false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_category_bindings.json binding_kind=manufacturing_technique — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_parchment_leaf_v1__quantity_unit,cat_item_object_parchment_leaf_v1,item,quantity_unit,enum,gram|loaf|millilitre|piece|quantity_unit_gram_v1,false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/quantity_unit_definitions.json; item_template_quantity_profiles.json quantity_unit_id — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_parchment_leaf_v1__quantity_min_max,cat_item_object_parchment_leaf_v1,item,quantity_min_max,text,min..max integers,false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_quantity_profiles.json minimum_quantity/maximum_quantity — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_parchment_leaf_v1__stackable,cat_item_object_parchment_leaf_v1,item,stackable,boolean,true|false,false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_quantity_profiles.json stackable — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_parchment_leaf_v1__divisible,cat_item_object_parchment_leaf_v1,item,divisible,boolean,true|false,false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_quantity_profiles.json partial_consumption_allowed — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_parchment_leaf_v1__portability,cat_item_object_parchment_leaf_v1,item,portability,enum,v5 container/portability categories (6); for items: by_size_band (rule owed by materialization owner),false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/container_template_facet_bindings.json facet=portability — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_parchment_leaf_v1__flammable,cat_item_object_parchment_leaf_v1,item,flammable,boolean,true|false,false,by_material,"data/world-catalogs/novgorod/world-knowledge/production-v1/material-response.json, data/world-catalogs/novgorod/world-knowledge/production-v1/foundations-physical.json (approved WK: response of materials to fire/heat); per-material table owed by materials_registry — no v5 template for this category: rule only",,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_parchment_leaf_v1__floats,cat_item_object_parchment_leaf_v1,item,floats,boolean,true|false,false,by_material,"data/world-catalogs/novgorod/world-knowledge/production-v1/foundations-physical.json, data/world-catalogs/novgorod/world-knowledge/production-v1/physical-interaction.json (approved WK); per-material table owed by materials_registry — no v5 template for this category: rule only",,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_parchment_leaf_v1__durability_class,cat_item_object_parchment_leaf_v1,item,durability_class,enum,vocabulary gap (no approved durability scale),false,by_material,"data/world-catalogs/novgorod/world-knowledge/production-v1/material-response.json (approved WK: wear, breakage, decay by material) — no v5 template for this category: rule only",,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_parchment_leaf_v1__value_band,cat_item_object_parchment_leaf_v1,item,value_band,enum,vocabulary gap (owned by economy-trade-measures group: price bands),false,by_material,owner decision: value is assigned by code; D10 — value never makes an item significant — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_parchment_leaf_v1__quality_class,cat_item_object_parchment_leaf_v1,item,quality_class,enum,vocabulary gap (craft quality / finish scale not defined),false,by_form,universal_category_classification_policy.md §5 (quality is a separate facet) — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_patch_kit_v1__mass_g,cat_item_object_patch_kit_v1,item,mass_g,number,> 0,false,by_template,"data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_quantity_profiles.json mass_grams_per_unit (source src_gameplay_physical_policy_v3: editorial gameplay ranges, not historical measurements); for categories without a template: by_material_and_size_band once materials_registry provides densities (gap) — no v5 template for this category: rule only",,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_patch_kit_v1__size_band,cat_item_object_patch_kit_v1,item,size_band,enum,"v5 item/size_band categories (23, packing_N_bundle_M)",false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_category_bindings.json binding_kind=size_band — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_patch_kit_v1__primary_material,cat_item_object_patch_kit_v1,item,primary_material,enum,v5 item/material and container/material categories; later materials_registry (nature-materials-weather group),false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_category_bindings.json binding_kind=material; container_template_facet_bindings.json facet=material — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_patch_kit_v1__manufacturing_technique,cat_item_object_patch_kit_v1,item,manufacturing_technique,enum,v5 item/manufacturing_technique categories (55),false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_category_bindings.json binding_kind=manufacturing_technique — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_patch_kit_v1__quantity_unit,cat_item_object_patch_kit_v1,item,quantity_unit,enum,gram|loaf|millilitre|piece|quantity_unit_gram_v1,false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/quantity_unit_definitions.json; item_template_quantity_profiles.json quantity_unit_id — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_patch_kit_v1__quantity_min_max,cat_item_object_patch_kit_v1,item,quantity_min_max,text,min..max integers,false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_quantity_profiles.json minimum_quantity/maximum_quantity — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_patch_kit_v1__stackable,cat_item_object_patch_kit_v1,item,stackable,boolean,true|false,false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_quantity_profiles.json stackable — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_patch_kit_v1__divisible,cat_item_object_patch_kit_v1,item,divisible,boolean,true|false,false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_quantity_profiles.json partial_consumption_allowed — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_patch_kit_v1__portability,cat_item_object_patch_kit_v1,item,portability,enum,v5 container/portability categories (6); for items: by_size_band (rule owed by materialization owner),false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/container_template_facet_bindings.json facet=portability — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_patch_kit_v1__flammable,cat_item_object_patch_kit_v1,item,flammable,boolean,true|false,false,by_material,"data/world-catalogs/novgorod/world-knowledge/production-v1/material-response.json, data/world-catalogs/novgorod/world-knowledge/production-v1/foundations-physical.json (approved WK: response of materials to fire/heat); per-material table owed by materials_registry — no v5 template for this category: rule only",,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_patch_kit_v1__floats,cat_item_object_patch_kit_v1,item,floats,boolean,true|false,false,by_material,"data/world-catalogs/novgorod/world-knowledge/production-v1/foundations-physical.json, data/world-catalogs/novgorod/world-knowledge/production-v1/physical-interaction.json (approved WK); per-material table owed by materials_registry — no v5 template for this category: rule only",,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_patch_kit_v1__durability_class,cat_item_object_patch_kit_v1,item,durability_class,enum,vocabulary gap (no approved durability scale),false,by_material,"data/world-catalogs/novgorod/world-knowledge/production-v1/material-response.json (approved WK: wear, breakage, decay by material) — no v5 template for this category: rule only",,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_patch_kit_v1__value_band,cat_item_object_patch_kit_v1,item,value_band,enum,vocabulary gap (owned by economy-trade-measures group: price bands),false,by_material,owner decision: value is assigned by code; D10 — value never makes an item significant — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_patch_kit_v1__quality_class,cat_item_object_patch_kit_v1,item,quality_class,enum,vocabulary gap (craft quality / finish scale not defined),false,by_form,universal_category_classification_policy.md §5 (quality is a separate facet) — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pectoral_cross_v1__mass_g,cat_item_object_pectoral_cross_v1,item,mass_g,number,15,true,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables templates item_tpl_nov_pectoral_cross_v1,,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_templates.json#item_tpl_nov_pectoral_cross_v1,C,candidate
cp_cat_item_object_pectoral_cross_v1__size_band,cat_item_object_pectoral_cross_v1,item,size_band,enum,cat_item_size_packing_1_bundle_1_v1,true,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables templates item_tpl_nov_pectoral_cross_v1,,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_templates.json#item_tpl_nov_pectoral_cross_v1,C,candidate
cp_cat_item_object_pectoral_cross_v1__primary_material,cat_item_object_pectoral_cross_v1,item,primary_material,enum,cat_item_material_copper_alloy_v1|cat_item_material_tin_or_lead_alloy_v1,true,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables templates item_tpl_nov_pectoral_cross_v1,,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_templates.json#item_tpl_nov_pectoral_cross_v1,C,candidate
cp_cat_item_object_pectoral_cross_v1__manufacturing_technique,cat_item_object_pectoral_cross_v1,item,manufacturing_technique,enum,cat_item_manufacturing_cast_v1,true,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables templates item_tpl_nov_pectoral_cross_v1,,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_templates.json#item_tpl_nov_pectoral_cross_v1,C,candidate
cp_cat_item_object_pectoral_cross_v1__quantity_unit,cat_item_object_pectoral_cross_v1,item,quantity_unit,enum,piece,true,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables templates item_tpl_nov_pectoral_cross_v1,,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_templates.json#item_tpl_nov_pectoral_cross_v1,C,candidate
cp_cat_item_object_pectoral_cross_v1__quantity_min_max,cat_item_object_pectoral_cross_v1,item,quantity_min_max,text,1..1,true,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables templates item_tpl_nov_pectoral_cross_v1,,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_templates.json#item_tpl_nov_pectoral_cross_v1,C,candidate
cp_cat_item_object_pectoral_cross_v1__stackable,cat_item_object_pectoral_cross_v1,item,stackable,boolean,false,true,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables templates item_tpl_nov_pectoral_cross_v1,,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_templates.json#item_tpl_nov_pectoral_cross_v1,C,candidate
cp_cat_item_object_pectoral_cross_v1__divisible,cat_item_object_pectoral_cross_v1,item,divisible,boolean,false,true,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables templates item_tpl_nov_pectoral_cross_v1,,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_templates.json#item_tpl_nov_pectoral_cross_v1,C,candidate
cp_cat_item_object_pectoral_cross_v1__portability,cat_item_object_pectoral_cross_v1,item,portability,enum,v5 container/portability categories (6); for items: by_size_band (rule owed by materialization owner),false,by_size_band,data/knowledge-source/imports/item-container-120-v5/candidate/tables/container_template_facet_bindings.json facet=portability,,data/knowledge-source/imports/item-container-120-v5/candidate/tables/container_template_facet_bindings.json facet=portability,C,candidate
cp_cat_item_object_pectoral_cross_v1__flammable,cat_item_object_pectoral_cross_v1,item,flammable,boolean,true|false,false,by_material,"data/world-catalogs/novgorod/world-knowledge/production-v1/material-response.json, data/world-catalogs/novgorod/world-knowledge/production-v1/foundations-physical.json (approved WK: response of materials to fire/heat); per-material table owed by materials_registry",,"data/world-catalogs/novgorod/world-knowledge/production-v1/material-response.json, data/world-catalogs/novgorod/world-knowledge/production-v1/foundations-physical.json (approved WK: response of materials to fire/heat); per-material table owed by materials_registry",C,candidate
cp_cat_item_object_pectoral_cross_v1__floats,cat_item_object_pectoral_cross_v1,item,floats,boolean,true|false,false,by_material,"data/world-catalogs/novgorod/world-knowledge/production-v1/foundations-physical.json, data/world-catalogs/novgorod/world-knowledge/production-v1/physical-interaction.json (approved WK); per-material table owed by materials_registry",,"data/world-catalogs/novgorod/world-knowledge/production-v1/foundations-physical.json, data/world-catalogs/novgorod/world-knowledge/production-v1/physical-interaction.json (approved WK); per-material table owed by materials_registry",C,candidate
cp_cat_item_object_pectoral_cross_v1__durability_class,cat_item_object_pectoral_cross_v1,item,durability_class,enum,vocabulary gap (no approved durability scale),false,by_material,"data/world-catalogs/novgorod/world-knowledge/production-v1/material-response.json (approved WK: wear, breakage, decay by material)",,"data/world-catalogs/novgorod/world-knowledge/production-v1/material-response.json (approved WK: wear, breakage, decay by material)",C,candidate
cp_cat_item_object_pectoral_cross_v1__value_band,cat_item_object_pectoral_cross_v1,item,value_band,enum,vocabulary gap (owned by economy-trade-measures group: price bands),false,by_material,owner decision: value is assigned by code; D10 — value never makes an item significant,,owner decision: value is assigned by code; D10 — value never makes an item significant,C,candidate
cp_cat_item_object_pectoral_cross_v1__quality_class,cat_item_object_pectoral_cross_v1,item,quality_class,enum,vocabulary gap (craft quality / finish scale not defined),false,by_form,universal_category_classification_policy.md §5 (quality is a separate facet),,universal_category_classification_policy.md §5 (quality is a separate facet),C,candidate
cp_cat_item_object_pectoral_icon_v1__mass_g,cat_item_object_pectoral_icon_v1,item,mass_g,number,> 0,false,by_template,"data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_quantity_profiles.json mass_grams_per_unit (source src_gameplay_physical_policy_v3: editorial gameplay ranges, not historical measurements); for categories without a template: by_material_and_size_band once materials_registry provides densities (gap) — no v5 template for this category: rule only",,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pectoral_icon_v1__size_band,cat_item_object_pectoral_icon_v1,item,size_band,enum,"v5 item/size_band categories (23, packing_N_bundle_M)",false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_category_bindings.json binding_kind=size_band — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pectoral_icon_v1__primary_material,cat_item_object_pectoral_icon_v1,item,primary_material,enum,v5 item/material and container/material categories; later materials_registry (nature-materials-weather group),false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_category_bindings.json binding_kind=material; container_template_facet_bindings.json facet=material — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pectoral_icon_v1__manufacturing_technique,cat_item_object_pectoral_icon_v1,item,manufacturing_technique,enum,v5 item/manufacturing_technique categories (55),false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_category_bindings.json binding_kind=manufacturing_technique — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pectoral_icon_v1__quantity_unit,cat_item_object_pectoral_icon_v1,item,quantity_unit,enum,gram|loaf|millilitre|piece|quantity_unit_gram_v1,false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/quantity_unit_definitions.json; item_template_quantity_profiles.json quantity_unit_id — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pectoral_icon_v1__quantity_min_max,cat_item_object_pectoral_icon_v1,item,quantity_min_max,text,min..max integers,false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_quantity_profiles.json minimum_quantity/maximum_quantity — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pectoral_icon_v1__stackable,cat_item_object_pectoral_icon_v1,item,stackable,boolean,true|false,false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_quantity_profiles.json stackable — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pectoral_icon_v1__divisible,cat_item_object_pectoral_icon_v1,item,divisible,boolean,true|false,false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_quantity_profiles.json partial_consumption_allowed — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pectoral_icon_v1__portability,cat_item_object_pectoral_icon_v1,item,portability,enum,v5 container/portability categories (6); for items: by_size_band (rule owed by materialization owner),false,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables/container_template_facet_bindings.json facet=portability — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pectoral_icon_v1__flammable,cat_item_object_pectoral_icon_v1,item,flammable,boolean,true|false,false,by_material,"data/world-catalogs/novgorod/world-knowledge/production-v1/material-response.json, data/world-catalogs/novgorod/world-knowledge/production-v1/foundations-physical.json (approved WK: response of materials to fire/heat); per-material table owed by materials_registry — no v5 template for this category: rule only",,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pectoral_icon_v1__floats,cat_item_object_pectoral_icon_v1,item,floats,boolean,true|false,false,by_material,"data/world-catalogs/novgorod/world-knowledge/production-v1/foundations-physical.json, data/world-catalogs/novgorod/world-knowledge/production-v1/physical-interaction.json (approved WK); per-material table owed by materials_registry — no v5 template for this category: rule only",,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pectoral_icon_v1__durability_class,cat_item_object_pectoral_icon_v1,item,durability_class,enum,vocabulary gap (no approved durability scale),false,by_material,"data/world-catalogs/novgorod/world-knowledge/production-v1/material-response.json (approved WK: wear, breakage, decay by material) — no v5 template for this category: rule only",,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pectoral_icon_v1__value_band,cat_item_object_pectoral_icon_v1,item,value_band,enum,vocabulary gap (owned by economy-trade-measures group: price bands),false,by_material,owner decision: value is assigned by code; D10 — value never makes an item significant — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pectoral_icon_v1__quality_class,cat_item_object_pectoral_icon_v1,item,quality_class,enum,vocabulary gap (craft quality / finish scale not defined),false,by_form,universal_category_classification_policy.md §5 (quality is a separate facet) — no v5 template for this category: rule only,,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_categories.csv,C,candidate
cp_cat_item_object_pestle_v1__mass_g,cat_item_object_pestle_v1,item,mass_g,number,500,true,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables templates item_tpl_nov_pestle_v1,,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_templates.json#item_tpl_nov_pestle_v1,C,candidate
cp_cat_item_object_pestle_v1__size_band,cat_item_object_pestle_v1,item,size_band,enum,cat_item_size_packing_2_bundle_1_v1,true,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables templates item_tpl_nov_pestle_v1,,data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_templates.json#item_tpl_nov_pestle_v1,C,candidate
