fp_id,region_id,fl_id,table,pf_id,season,frequency_class,weight,visible_state,confidence,basis,status
fp_hb_anthriscus_sylvestris__floodplain_meadow__summer,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,floodplain_meadow,summer,common,4,fruiting,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> floodplain_meadow (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__floodplain_meadow__autumn,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,floodplain_meadow,autumn,common,4,vegetative,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> floodplain_meadow (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__forest_edge__spring,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,forest_edge,spring,common,4,flowering,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> forest_edge (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__forest_edge__summer,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,forest_edge,summer,common,4,fruiting,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> forest_edge (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__forest_edge__autumn,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,forest_edge,autumn,common,4,vegetative,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> forest_edge (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__forest_track__spring,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,forest_track,spring,common,4,flowering,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> forest_track (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__forest_track__summer,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,forest_track,summer,common,4,fruiting,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> forest_track (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__forest_track__autumn,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,forest_track,autumn,common,4,vegetative,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> forest_track (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__hay_meadow__spring,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,hay_meadow,spring,common,4,flowering,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> hay_meadow (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__hay_meadow__summer,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,hay_meadow,summer,common,4,fruiting,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> hay_meadow (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__hay_meadow__autumn,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,hay_meadow,autumn,common,4,vegetative,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> hay_meadow (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__monastery_yard__spring,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,monastery_yard,spring,contextual,2,flowering,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> monastery_yard (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__monastery_yard__summer,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,monastery_yard,summer,contextual,2,fruiting,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> monastery_yard (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__monastery_yard__autumn,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,monastery_yard,autumn,contextual,2,vegetative,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> monastery_yard (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__outbuildings__spring,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,outbuildings,spring,contextual,2,flowering,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> outbuildings (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__outbuildings__summer,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,outbuildings,summer,contextual,2,fruiting,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> outbuildings (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__outbuildings__autumn,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,outbuildings,autumn,contextual,2,vegetative,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> outbuildings (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__peasant_homestead__spring,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,peasant_homestead,spring,contextual,2,flowering,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> peasant_homestead (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__peasant_homestead__summer,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,peasant_homestead,summer,contextual,2,fruiting,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> peasant_homestead (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__peasant_homestead__autumn,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,peasant_homestead,autumn,contextual,2,vegetative,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> peasant_homestead (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__road__spring,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,road,spring,contextual,2,flowering,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> road (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__road__summer,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,road,summer,contextual,2,fruiting,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> road (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__road__autumn,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,road,autumn,contextual,2,vegetative,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> road (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__rural_yard__spring,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,rural_yard,spring,contextual,2,flowering,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> rural_yard (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__rural_yard__summer,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,rural_yard,summer,contextual,2,fruiting,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> rural_yard (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__rural_yard__autumn,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,rural_yard,autumn,contextual,2,vegetative,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> rural_yard (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__town_courtyard__spring,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,town_courtyard,spring,contextual,2,flowering,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> town_courtyard (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__town_courtyard__summer,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,town_courtyard,summer,contextual,2,fruiting,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> town_courtyard (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__town_courtyard__autumn,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,town_courtyard,autumn,contextual,2,vegetative,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> town_courtyard (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__town_street__spring,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,town_street,spring,contextual,2,flowering,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> town_street (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__town_street__summer,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,town_street,summer,contextual,2,fruiting,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> town_street (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__town_street__autumn,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,town_street,autumn,contextual,2,vegetative,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> town_street (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__town_wall_edge__spring,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,town_wall_edge,spring,contextual,2,flowering,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> town_wall_edge (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__town_wall_edge__summer,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,town_wall_edge,summer,contextual,2,fruiting,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> town_wall_edge (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__town_wall_edge__autumn,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,town_wall_edge,autumn,contextual,2,vegetative,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> town_wall_edge (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__village_lane__spring,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,village_lane,spring,contextual,2,flowering,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> village_lane (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__village_lane__summer,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,village_lane,summer,contextual,2,fruiting,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> village_lane (max); season from visible months IV–X",candidate
fp_hb_anthriscus_sylvestris__village_lane__autumn,region_novgorod_land,fl_hb_anthriscus_sylvestris,herbs,village_lane,autumn,contextual,2,vegetative,C,"habitat_class MEADOW:4 EDGE:4 RUDERAL:2 -> village_lane (max); season from visible months IV–X",candidate
fp_hb_aegopodium_podagraria__broadleaf_woodland__spring,region_novgorod_land,fl_hb_aegopodium_podagraria,herbs,broadleaf_woodland,spring,ubiquitous,8,vegetative,C,"habitat_class BROADLEAF:8 MIXED:4 EDGE:4 GARDEN:2 -> broadleaf_woodland (max); season from visible months IV–X",candidate
fp_hb_aegopodium_podagraria__broadleaf_woodland__summer,region_novgorod_land,fl_hb_aegopodium_podagraria,herbs,broadleaf_woodland,summer,ubiquitous,8,fruiting,C,"habitat_class BROADLEAF:8 MIXED:4 EDGE:4 GARDEN:2 -> broadleaf_woodland (max); season from visible months IV–X",candidate
fp_hb_aegopodium_podagraria__broadleaf_woodland__autumn,region_novgorod_land,fl_hb_aegopodium_podagraria,herbs,broadleaf_woodland,autumn,ubiquitous,8,vegetative,C,"habitat_class BROADLEAF:8 MIXED:4 EDGE:4 GARDEN:2 -> broadleaf_woodland (max); season from visible months IV–X",candidate
fp_hb_aegopodium_podagraria__forest_edge__spring,region_novgorod_land,fl_hb_aegopodium_podagraria,herbs,forest_edge,spring,common,4,vegetative,C,"habitat_class BROADLEAF:8 MIXED:4 EDGE:4 GARDEN:2 -> forest_edge (max); season from visible months IV–X",candidate
fp_hb_aegopodium_podagraria__forest_edge__summer,region_novgorod_land,fl_hb_aegopodium_podagraria,herbs,forest_edge,summer,common,4,fruiting,C,"habitat_class BROADLEAF:8 MIXED:4 EDGE:4 GARDEN:2 -> forest_edge (max); season from visible months IV–X",candidate
fp_hb_aegopodium_podagraria__forest_edge__autumn,region_novgorod_land,fl_hb_aegopodium_podagraria,herbs,forest_edge,autumn,common,4,vegetative,C,"habitat_class BROADLEAF:8 MIXED:4 EDGE:4 GARDEN:2 -> forest_edge (max); season from visible months IV–X",candidate
fp_hb_aegopodium_podagraria__forest_track__spring,region_novgorod_land,fl_hb_aegopodium_podagraria,herbs,forest_track,spring,common,4,vegetative,C,"habitat_class BROADLEAF:8 MIXED:4 EDGE:4 GARDEN:2 -> forest_track (max); season from visible months IV–X",candidate
fp_hb_aegopodium_podagraria__forest_track__summer,region_novgorod_land,fl_hb_aegopodium_podagraria,herbs,forest_track,summer,common,4,fruiting,C,"habitat_class BROADLEAF:8 MIXED:4 EDGE:4 GARDEN:2 -> forest_track (max); season from visible months IV–X",candidate
fp_hb_aegopodium_podagraria__forest_track__autumn,region_novgorod_land,fl_hb_aegopodium_podagraria,herbs,forest_track,autumn,common,4,vegetative,C,"habitat_class BROADLEAF:8 MIXED:4 EDGE:4 GARDEN:2 -> forest_track (max); season from visible months IV–X",candidate
fp_hb_aegopodium_podagraria__hunting_ground__spring,region_novgorod_land,fl_hb_aegopodium_podagraria,herbs,hunting_ground,spring,common,4,vegetative,C,"habitat_class BROADLEAF:8 MIXED:4 EDGE:4 GARDEN:2 -> hunting_ground (max); season from visible months IV–X",candidate
fp_hb_aegopodium_podagraria__hunting_ground__summer,region_novgorod_land,fl_hb_aegopodium_podagraria,herbs,hunting_ground,summer,common,4,fruiting,C,"habitat_class BROADLEAF:8 MIXED:4 EDGE:4 GARDEN:2 -> hunting_ground (max); season from visible months IV–X",candidate
fp_hb_aegopodium_podagraria__hunting_ground__autumn,region_novgorod_land,fl_hb_aegopodium_podagraria,herbs,hunting_ground,autumn,common,4,vegetative,C,"habitat_class BROADLEAF:8 MIXED:4 EDGE:4 GARDEN:2 -> hunting_ground (max); season from visible months IV–X",candidate
fp_hb_aegopodium_podagraria__mixed_woodland__spring,region_novgorod_land,fl_hb_aegopodium_podagraria,herbs,mixed_woodland,spring,common,4,vegetative,C,"habitat_class BROADLEAF:8 MIXED:4 EDGE:4 GARDEN:2 -> mixed_woodland (max); season from visible months IV–X",candidate
fp_hb_aegopodium_podagraria__mixed_woodland__summer,region_novgorod_land,fl_hb_aegopodium_podagraria,herbs,mixed_woodland,summer,common,4,fruiting,C,"habitat_class BROADLEAF:8 MIXED:4 EDGE:4 GARDEN:2 -> mixed_woodland (max); season from visible months IV–X",candidate
fp_hb_aegopodium_podagraria__mixed_woodland__autumn,region_novgorod_land,fl_hb_aegopodium_podagraria,herbs,mixed_woodland,autumn,common,4,vegetative,C,"habitat_class BROADLEAF:8 MIXED:4 EDGE:4 GARDEN:2 -> mixed_woodland (max); season from visible months IV–X",candidate
fp_hb_aegopodium_podagraria__orchard_garden__spring,region_novgorod_land,fl_hb_aegopodium_podagraria,herbs,orchard_garden,spring,contextual,2,vegetative,C,"habitat_class BROADLEAF:8 MIXED:4 EDGE:4 GARDEN:2 -> orchard_garden (max); season from visible months IV–X",candidate
fp_hb_aegopodium_podagraria__orchard_garden__summer,region_novgorod_land,fl_hb_aegopodium_podagraria,herbs,orchard_garden,summer,contextual,2,fruiting,C,"habitat_class BROADLEAF:8 MIXED:4 EDGE:4 GARDEN:2 -> orchard_garden (max); season from visible months IV–X",candidate
fp_hb_aegopodium_podagraria__orchard_garden__autumn,region_novgorod_land,fl_hb_aegopodium_podagraria,herbs,orchard_garden,autumn,contextual,2,vegetative,C,"habitat_class BROADLEAF:8 MIXED:4 EDGE:4 GARDEN:2 -> orchard_garden (max); season from visible months IV–X",candidate
fp_hb_conium_maculatum__churchyard__spring,region_novgorod_land,fl_hb_conium_maculatum,herbs,churchyard,spring,rare,1,vegetative,C,"habitat_class RUDERAL:1 -> churchyard (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__churchyard__summer,region_novgorod_land,fl_hb_conium_maculatum,herbs,churchyard,summer,rare,1,fruiting,C,"habitat_class RUDERAL:1 -> churchyard (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__churchyard__autumn,region_novgorod_land,fl_hb_conium_maculatum,herbs,churchyard,autumn,rare,1,fruiting,C,"habitat_class RUDERAL:1 -> churchyard (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__monastery_yard__spring,region_novgorod_land,fl_hb_conium_maculatum,herbs,monastery_yard,spring,rare,1,vegetative,C,"habitat_class RUDERAL:1 -> monastery_yard (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__monastery_yard__summer,region_novgorod_land,fl_hb_conium_maculatum,herbs,monastery_yard,summer,rare,1,fruiting,C,"habitat_class RUDERAL:1 -> monastery_yard (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__monastery_yard__autumn,region_novgorod_land,fl_hb_conium_maculatum,herbs,monastery_yard,autumn,rare,1,fruiting,C,"habitat_class RUDERAL:1 -> monastery_yard (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__outbuildings__spring,region_novgorod_land,fl_hb_conium_maculatum,herbs,outbuildings,spring,rare,1,vegetative,C,"habitat_class RUDERAL:1 -> outbuildings (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__outbuildings__summer,region_novgorod_land,fl_hb_conium_maculatum,herbs,outbuildings,summer,rare,1,fruiting,C,"habitat_class RUDERAL:1 -> outbuildings (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__outbuildings__autumn,region_novgorod_land,fl_hb_conium_maculatum,herbs,outbuildings,autumn,rare,1,fruiting,C,"habitat_class RUDERAL:1 -> outbuildings (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__peasant_homestead__spring,region_novgorod_land,fl_hb_conium_maculatum,herbs,peasant_homestead,spring,rare,1,vegetative,C,"habitat_class RUDERAL:1 -> peasant_homestead (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__peasant_homestead__summer,region_novgorod_land,fl_hb_conium_maculatum,herbs,peasant_homestead,summer,rare,1,fruiting,C,"habitat_class RUDERAL:1 -> peasant_homestead (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__peasant_homestead__autumn,region_novgorod_land,fl_hb_conium_maculatum,herbs,peasant_homestead,autumn,rare,1,fruiting,C,"habitat_class RUDERAL:1 -> peasant_homestead (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__road__spring,region_novgorod_land,fl_hb_conium_maculatum,herbs,road,spring,rare,1,vegetative,C,"habitat_class RUDERAL:1 -> road (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__road__summer,region_novgorod_land,fl_hb_conium_maculatum,herbs,road,summer,rare,1,fruiting,C,"habitat_class RUDERAL:1 -> road (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__road__autumn,region_novgorod_land,fl_hb_conium_maculatum,herbs,road,autumn,rare,1,fruiting,C,"habitat_class RUDERAL:1 -> road (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__rural_yard__spring,region_novgorod_land,fl_hb_conium_maculatum,herbs,rural_yard,spring,rare,1,vegetative,C,"habitat_class RUDERAL:1 -> rural_yard (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__rural_yard__summer,region_novgorod_land,fl_hb_conium_maculatum,herbs,rural_yard,summer,rare,1,fruiting,C,"habitat_class RUDERAL:1 -> rural_yard (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__rural_yard__autumn,region_novgorod_land,fl_hb_conium_maculatum,herbs,rural_yard,autumn,rare,1,fruiting,C,"habitat_class RUDERAL:1 -> rural_yard (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__town_courtyard__spring,region_novgorod_land,fl_hb_conium_maculatum,herbs,town_courtyard,spring,rare,1,vegetative,C,"habitat_class RUDERAL:1 -> town_courtyard (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__town_courtyard__summer,region_novgorod_land,fl_hb_conium_maculatum,herbs,town_courtyard,summer,rare,1,fruiting,C,"habitat_class RUDERAL:1 -> town_courtyard (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__town_courtyard__autumn,region_novgorod_land,fl_hb_conium_maculatum,herbs,town_courtyard,autumn,rare,1,fruiting,C,"habitat_class RUDERAL:1 -> town_courtyard (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__town_street__spring,region_novgorod_land,fl_hb_conium_maculatum,herbs,town_street,spring,rare,1,vegetative,C,"habitat_class RUDERAL:1 -> town_street (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__town_street__summer,region_novgorod_land,fl_hb_conium_maculatum,herbs,town_street,summer,rare,1,fruiting,C,"habitat_class RUDERAL:1 -> town_street (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__town_street__autumn,region_novgorod_land,fl_hb_conium_maculatum,herbs,town_street,autumn,rare,1,fruiting,C,"habitat_class RUDERAL:1 -> town_street (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__town_wall_edge__spring,region_novgorod_land,fl_hb_conium_maculatum,herbs,town_wall_edge,spring,rare,1,vegetative,C,"habitat_class RUDERAL:1 -> town_wall_edge (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__town_wall_edge__summer,region_novgorod_land,fl_hb_conium_maculatum,herbs,town_wall_edge,summer,rare,1,fruiting,C,"habitat_class RUDERAL:1 -> town_wall_edge (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__town_wall_edge__autumn,region_novgorod_land,fl_hb_conium_maculatum,herbs,town_wall_edge,autumn,rare,1,fruiting,C,"habitat_class RUDERAL:1 -> town_wall_edge (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__village_lane__spring,region_novgorod_land,fl_hb_conium_maculatum,herbs,village_lane,spring,rare,1,vegetative,C,"habitat_class RUDERAL:1 -> village_lane (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__village_lane__summer,region_novgorod_land,fl_hb_conium_maculatum,herbs,village_lane,summer,rare,1,fruiting,C,"habitat_class RUDERAL:1 -> village_lane (max); season from visible months V–X",candidate
fp_hb_conium_maculatum__village_lane__autumn,region_novgorod_land,fl_hb_conium_maculatum,herbs,village_lane,autumn,rare,1,fruiting,C,"habitat_class RUDERAL:1 -> village_lane (max); season from visible months V–X",candidate
fp_hb_cicuta_virosa__bog__spring,region_novgorod_land,fl_hb_cicuta_virosa,herbs,bog,spring,contextual,2,vegetative,C,"habitat_class SHORE:2 FEN:2 -> bog (max); season from visible months V–X",candidate
fp_hb_cicuta_virosa__bog__summer,region_novgorod_land,fl_hb_cicuta_virosa,herbs,bog,summer,contextual,2,fruiting,C,"habitat_class SHORE:2 FEN:2 -> bog (max); season from visible months V–X",candidate
fp_hb_cicuta_virosa__bog__autumn,region_novgorod_land,fl_hb_cicuta_virosa,herbs,bog,autumn,contextual,2,fruiting,C,"habitat_class SHORE:2 FEN:2 -> bog (max); season from visible months V–X",candidate
fp_hb_cicuta_virosa__fishing_camp__spring,region_novgorod_land,fl_hb_cicuta_virosa,herbs,fishing_camp,spring,contextual,2,vegetative,C,"habitat_class SHORE:2 FEN:2 -> fishing_camp (max); season from visible months V–X",candidate
fp_hb_cicuta_virosa__fishing_camp__summer,region_novgorod_land,fl_hb_cicuta_virosa,herbs,fishing_camp,summer,contextual,2,fruiting,C,"habitat_class SHORE:2 FEN:2 -> fishing_camp (max); season from visible months V–X",candidate
fp_hb_cicuta_virosa__fishing_camp__autumn,region_novgorod_land,fl_hb_cicuta_virosa,herbs,fishing_camp,autumn,contextual,2,fruiting,C,"habitat_class SHORE:2 FEN:2 -> fishing_camp (max); season from visible months V–X",candidate
fp_hb_cicuta_virosa__lake_shore__spring,region_novgorod_land,fl_hb_cicuta_virosa,herbs,lake_shore,spring,contextual,2,vegetative,C,"habitat_class SHORE:2 FEN:2 -> lake_shore (max); season from visible months V–X",candidate
fp_hb_cicuta_virosa__lake_shore__summer,region_novgorod_land,fl_hb_cicuta_virosa,herbs,lake_shore,summer,contextual,2,fruiting,C,"habitat_class SHORE:2 FEN:2 -> lake_shore (max); season from visible months V–X",candidate
fp_hb_cicuta_virosa__lake_shore__autumn,region_novgorod_land,fl_hb_cicuta_virosa,herbs,lake_shore,autumn,contextual,2,fruiting,C,"habitat_class SHORE:2 FEN:2 -> lake_shore (max); season from visible months V–X",candidate
fp_hb_cicuta_virosa__marshy_stream__spring,region_novgorod_land,fl_hb_cicuta_virosa,herbs,marshy_stream,spring,contextual,2,vegetative,C,"habitat_class SHORE:2 FEN:2 -> marshy_stream (max); season from visible months V–X",candidate
fp_hb_cicuta_virosa__marshy_stream__summer,region_novgorod_land,fl_hb_cicuta_virosa,herbs,marshy_stream,summer,contextual,2,fruiting,C,"habitat_class SHORE:2 FEN:2 -> marshy_stream (max); season from visible months V–X",candidate
fp_hb_cicuta_virosa__marshy_stream__autumn,region_novgorod_land,fl_hb_cicuta_virosa,herbs,marshy_stream,autumn,contextual,2,fruiting,C,"habitat_class SHORE:2 FEN:2 -> marshy_stream (max); season from visible months V–X",candidate
fp_hb_cicuta_virosa__riverbank__spring,region_novgorod_land,fl_hb_cicuta_virosa,herbs,riverbank,spring,contextual,2,vegetative,C,"habitat_class SHORE:2 FEN:2 -> riverbank (max); season from visible months V–X",candidate
fp_hb_cicuta_virosa__riverbank__summer,region_novgorod_land,fl_hb_cicuta_virosa,herbs,riverbank,summer,contextual,2,fruiting,C,"habitat_class SHORE:2 FEN:2 -> riverbank (max); season from visible months V–X",candidate
fp_hb_cicuta_virosa__riverbank__autumn,region_novgorod_land,fl_hb_cicuta_virosa,herbs,riverbank,autumn,contextual,2,fruiting,C,"habitat_class SHORE:2 FEN:2 -> riverbank (max); season from visible months V–X",candidate
fp_hb_sium_latifolium__fishing_camp__spring,region_novgorod_land,fl_hb_sium_latifolium,herbs,fishing_camp,spring,contextual,2,vegetative,C,"habitat_class SHORE:2 -> fishing_camp (max); season from visible months V–X",candidate
fp_hb_sium_latifolium__fishing_camp__summer,region_novgorod_land,fl_hb_sium_latifolium,herbs,fishing_camp,summer,contextual,2,fruiting,C,"habitat_class SHORE:2 -> fishing_camp (max); season from visible months V–X",candidate
fp_hb_sium_latifolium__fishing_camp__autumn,region_novgorod_land,fl_hb_sium_latifolium,herbs,fishing_camp,autumn,contextual,2,fruiting,C,"habitat_class SHORE:2 -> fishing_camp (max); season from visible months V–X",candidate
fp_hb_sium_latifolium__lake_shore__spring,region_novgorod_land,fl_hb_sium_latifolium,herbs,lake_shore,spring,contextual,2,vegetative,C,"habitat_class SHORE:2 -> lake_shore (max); season from visible months V–X",candidate
fp_hb_sium_latifolium__lake_shore__summer,region_novgorod_land,fl_hb_sium_latifolium,herbs,lake_shore,summer,contextual,2,fruiting,C,"habitat_class SHORE:2 -> lake_shore (max); season from visible months V–X",candidate
fp_hb_sium_latifolium__lake_shore__autumn,region_novgorod_land,fl_hb_sium_latifolium,herbs,lake_shore,autumn,contextual,2,fruiting,C,"habitat_class SHORE:2 -> lake_shore (max); season from visible months V–X",candidate
fp_hb_sium_latifolium__marshy_stream__spring,region_novgorod_land,fl_hb_sium_latifolium,herbs,marshy_stream,spring,contextual,2,vegetative,C,"habitat_class SHORE:2 -> marshy_stream (max); season from visible months V–X",candidate
fp_hb_sium_latifolium__marshy_stream__summer,region_novgorod_land,fl_hb_sium_latifolium,herbs,marshy_stream,summer,contextual,2,fruiting,C,"habitat_class SHORE:2 -> marshy_stream (max); season from visible months V–X",candidate
fp_hb_sium_latifolium__marshy_stream__autumn,region_novgorod_land,fl_hb_sium_latifolium,herbs,marshy_stream,autumn,contextual,2,fruiting,C,"habitat_class SHORE:2 -> marshy_stream (max); season from visible months V–X",candidate
fp_hb_sium_latifolium__riverbank__spring,region_novgorod_land,fl_hb_sium_latifolium,herbs,riverbank,spring,contextual,2,vegetative,C,"habitat_class SHORE:2 -> riverbank (max); season from visible months V–X",candidate
fp_hb_sium_latifolium__riverbank__summer,region_novgorod_land,fl_hb_sium_latifolium,herbs,riverbank,summer,contextual,2,fruiting,C,"habitat_class SHORE:2 -> riverbank (max); season from visible months V–X",candidate
