fl_id,name_ru,name_lat,name_en,group,life_form,region_id,universal_taxon,category_ref,habitat_classes,habitat_presence,visible_months,flowering_months,fruiting_months,phenology_by_season,winter_look,perceptual_cues,uses,medicinal_practice_epoch,toxicity,lookalike_ids,lookalikes,edibility,yield_unit,yield_note,evidence_1230,source_refs,confidence,gbif_usage_key,gbif_nw_count,status,notes
fl_hb_phleum_pratense,тимофеевка луговая,Phleum pratense,timothy,grass,perennial_grass,,true,proposed:flora/grass,MEADOW:4 PASTURE:2,"floodplain_meadow:common; hay_meadow:common; pasture:contextual | seasons: spring,summer,autumn",5 6 7 8 9 10,6 7,7 8,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VII); плодоносит/спороносит (VII–VIII)"",""autumn"":""вегетирует""}",,плотный цилиндрический колос-«султан» на высоком стебле,"корм;сено",не засвидетельствовано для Новгорода XIII в.,,,,not_food,охапка,"ед. сбора для материализации; количество задаёт код","современный ареал; луговые злаки как класс — WK","https://www.gbif.org/species/9014945 ; https://en.wikipedia.org/wiki/Phleum_pratense ; wk:claim:harvest-sickle-crops-grasses ; wk:claim:livestock-rumen-forage-digestion",C,9014945,929,candidate,
fl_hb_rumex_acetosa,щавель кислый,Rumex acetosa,common sorrel,forb_meadow,perennial_herb,,true,proposed:flora/forb_meadow,MEADOW:4 PASTURE:2 MARGIN:2,"field_margin:contextual; floodplain_meadow:common; forest_track:contextual; hay_meadow:common; pasture:contextual; road:contextual | seasons: spring,summer,autumn",4 5 6 7 8 9 10,5 6 7,7 8,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""цветёт/колосится (V)"",""summer"":""цветёт/колосится (VI–VII); плодоносит/спороносит (VII–VIII)"",""autumn"":""вегетирует""}",,"кислые копьевидные листья, ржаво-красные метёлки в июне","пищевая зелень (MASTER C);краситель (WK: листья щавеля — совр. пример)",не засвидетельствовано для Новгорода XIII в.,щавелевая кислота: в больших количествах вредна,,,edible_fresh,горсть,"ед. сбора для материализации; количество задаёт код",«щавель кислый» среди сорняков в зерне Новгорода и соседних памятников (Кирьянова 1979),"wk:claim:place-plant-leaves-can-serve-as-a-dye-source-with-sorrel-foliage-as-modern-example ; master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0055 ; src:KIRYANOVA1979 ; https://www.gbif.org/species/2888951 ; https://en.wikipedia.org/wiki/Rumex_acetosa",B,2888951,287,candidate,
fl_hb_rumex_acetosella,щавелёк малый,Rumex acetosella,sheep's sorrel,forb_ruderal,perennial_herb,,true,proposed:flora/forb_ruderal,ARABLE:4 PASTURE:2 PINEDRY:2,"arable_field:common; conifer_woodland:contextual; pasture:contextual | seasons: spring,summer,autumn",4 5 6 7 8 9 10,5 6 7 8,7 8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""цветёт/колосится (V)"",""summer"":""цветёт/колосится (VI–VIII); плодоносит/спороносит (VII–VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,"мелкие листья-стрелки, рыжие куртины на бедной песчаной пашне",,не засвидетельствовано для Новгорода XIII в.,щавелевая кислота,,,edible_fresh,горсть,"ед. сбора для материализации; количество задаёт код","современный ареал; индикатор кислых бедных почв","https://www.gbif.org/species/2888995 ; https://en.wikipedia.org/wiki/Rumex_acetosella",C,2888995,416,candidate,
fl_hb_alchemilla_vulgaris,манжетка обыкновенная,Alchemilla vulgaris,lady's mantle,forb_meadow,perennial_herb,,true,proposed:flora/forb_meadow,MEADOW:4 PASTURE:4,"floodplain_meadow:common; hay_meadow:common; pasture:common | seasons: spring,summer,autumn",4 5 6 7 8 9 10,6 7 8,7 8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VIII); плодоносит/спороносит (VII–VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,складчатые круглые листья с каплей росы в середине по утрам,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,горсть,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/7890713 ; https://en.wikipedia.org/wiki/Alchemilla_vulgaris",C,7890713,133,candidate,
fl_hb_geranium_pratense,герань луговая,Geranium pratense,meadow crane's-bill,forb_meadow,perennial_herb,,true,proposed:flora/forb_meadow,MEADOW:2 BANK:2,"bridge_crossing:contextual; ferry_landing:contextual; fishing_camp:contextual; floodplain_meadow:contextual; hay_meadow:contextual; lake_shore:contextual; riverbank:contextual | seasons: spring,summer,autumn",5 6 7 8 9 10,6 7 8,8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VIII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,крупные сине-фиолетовые цветы на пойменных лугах,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/2891304 ; https://en.wikipedia.org/wiki/Geranium_pratense",C,2891304,854,candidate,
fl_hb_geranium_sylvaticum,герань лесная,Geranium sylvaticum,wood crane's-bill,forb_forest,perennial_herb,,true,proposed:flora/forb_forest,EDGE:4 BROADLEAF:2 MIXED:2,"broadleaf_woodland:contextual; forest_edge:common; forest_track:common; hunting_ground:contextual; mixed_woodland:contextual | seasons: spring,summer,autumn",5 6 7 8 9 10,6 7,7 8,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VII); плодоносит/спороносит (VII–VIII)"",""autumn"":""вегетирует""}",,лилово-розовые цветы и пальчатые листья на опушках,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/2891147 ; https://en.wikipedia.org/wiki/Geranium_sylvaticum",C,2891147,550,candidate,
fl_hb_veronica_chamaedrys,вероника дубравная,Veronica chamaedrys,germander speedwell,forb_meadow,perennial_herb,,true,proposed:flora/forb_meadow,MEADOW:4 EDGE:4,"floodplain_meadow:common; forest_edge:common; forest_track:common; hay_meadow:common | seasons: spring,summer,autumn",4 5 6 7 8 9 10,5 6,6 7,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""цветёт/колосится (V)"",""summer"":""цветёт/колосится (VI); плодоносит/спороносит (VI–VII)"",""autumn"":""вегетирует""}",,ярко-голубые мелкие цветы с белым глазком на опушках,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,горсть,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/7874883 ; https://en.wikipedia.org/wiki/Veronica_chamaedrys",C,7874883,1339,candidate,
fl_hb_stellaria_graminea,звездчатка злаковая,Stellaria graminea,lesser stitchwort,forb_meadow,perennial_herb,,true,proposed:flora/forb_meadow,MEADOW:4 MARGIN:2,"field_margin:contextual; floodplain_meadow:common; forest_track:contextual; hay_meadow:common; road:contextual | seasons: spring,summer,autumn",5 6 7 8 9 10,6 7 8,7 8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VIII); плодоносит/спороносит (VII–VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,белые звёздочки с глубоко надрезанными лепестками в траве,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,горсть,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/5384616 ; https://en.wikipedia.org/wiki/Stellaria_graminea",C,5384616,695,candidate,
fl_hb_taraxacum_officinale,одуванчик лекарственный,Taraxacum officinale,dandelion,forb_ruderal,perennial_herb,,true,proposed:flora/forb_ruderal,RUDERAL:8 PASTURE:4 MEADOW:4,"churchyard:ubiquitous; floodplain_meadow:common; hay_meadow:common; monastery_yard:ubiquitous; outbuildings:ubiquitous; pasture:common; peasant_homestead:ubiquitous; road:ubiquitous; rural_yard:ubiquitous; town_courtyard:ubiquitous; town_street:ubiquitous; town_wall_edge:ubiquitous; village_lane:ubiquitous | seasons: spring,summer,autumn",4 5 6 7 8 9 10,5 6,6 7,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""цветёт/колосится (V)"",""summer"":""цветёт/колосится (VI); плодоносит/спороносит (VI–VII)"",""autumn"":""вегетирует""}",,"жёлтые корзинки, потом белые шары пуха; горький млечный сок",молодые листья — горькая зелень (пищевое использование в 1230 — реконструкция),не засвидетельствовано для Новгорода XIII в.,,,,edible_fresh,горсть,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/5394163 ; https://en.wikipedia.org/wiki/Taraxacum_officinale",C,5394163,2731,candidate,
fl_hb_tanacetum_vulgare,пижма обыкновенная,Tanacetum vulgare,tansy,forb_ruderal,perennial_herb,,true,proposed:flora/forb_ruderal,RUDERAL:4 MARGIN:4 BANK:2,"bridge_crossing:contextual; churchyard:common; ferry_landing:contextual; field_margin:common; fishing_camp:contextual; forest_track:common; lake_shore:contextual; monastery_yard:common; outbuildings:common; peasant_homestead:common; riverbank:contextual; road:common; rural_yard:common; town_courtyard:common; town_street:common; town_wall_edge:common; village_lane:common | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,7 8 9,9 10,"{""winter"":""сухие бурые «пуговки» соцветий торчат из снега"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VII–VIII)"",""autumn"":""цветёт/колосится (IX); плодоносит/спороносит (IX–X)""}",сухие бурые «пуговки» соцветий торчат из снега,жёлтые пуговицы соцветий и резкий камфорный запах,"отпугивание насекомых — поздняя практика; для 1230 не засвидетельствовано",не засвидетельствовано для Новгорода XIII в.,ядовита в больших количествах,fl_hb_achillea_millefolium,fl_hb_achillea_millefolium: сходные плоские щитки соцветий (у тысячелистника белые),poisonous,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/3118274 ; https://en.wikipedia.org/wiki/Tanacetum_vulgare",C,3118274,1506,candidate,
fl_hb_artemisia_vulgaris,полынь обыкновенная (чернобыльник),Artemisia vulgaris,mugwort,forb_ruderal,perennial_herb,,true,proposed:flora/forb_ruderal,RUDERAL:4 MARGIN:2 BANK:2,"bridge_crossing:contextual; churchyard:common; ferry_landing:contextual; field_margin:contextual; fishing_camp:contextual; forest_track:contextual; lake_shore:contextual; monastery_yard:common; outbuildings:common; peasant_homestead:common; riverbank:contextual; road:common; rural_yard:common; town_courtyard:common; town_street:common; town_wall_edge:common; village_lane:common | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,7 8 9,9 10,"{""winter"":""высокие сухие стебли у изгородей стоят всю зиму"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VII–VIII)"",""autumn"":""цветёт/колосится (IX); плодоносит/спороносит (IX–X)""}",высокие сухие стебли у изгородей стоят всю зиму,"высокие стебли с серебристой изнанкой листьев, горький запах",,не засвидетельствовано для Новгорода XIII в.,пыльца — аллерген,,,not_food,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/3120946 ; https://en.wikipedia.org/wiki/Artemisia_vulgaris",C,3120946,1850,candidate,
fl_hb_artemisia_absinthium,полынь горькая,Artemisia absinthium,wormwood,forb_ruderal,perennial_herb,,true,proposed:flora/forb_ruderal,RUDERAL:2 MARGIN:2,"churchyard:contextual; field_margin:contextual; forest_track:contextual; monastery_yard:contextual; outbuildings:contextual; peasant_homestead:contextual; road:contextual; rural_yard:contextual; town_courtyard:contextual; town_street:contextual; town_wall_edge:contextual; village_lane:contextual | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,7 8,9 10,"{""winter"":""серебристые сухие стебли у построек"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VII–VIII)"",""autumn"":""плодоносит/спороносит (IX–X)""}",серебристые сухие стебли у построек,серебристо-войлочная полынь с очень горьким запахом у построек,,не засвидетельствовано для Новгорода XIII в.,ядовита в больших количествах,fl_hb_artemisia_vulgaris,fl_hb_artemisia_vulgaris: другая полынь,poisonous,пучок,"ед. сбора для материализации; количество задаёт код","современный ареал; вероятно спутник поселений","https://www.gbif.org/species/3121319 ; https://en.wikipedia.org/wiki/Artemisia_absinthium",C,3121319,126,candidate,
fl_hb_chamerion_angustifolium,иван-чай узколистный (кипрей),Chamerion angustifolium,fireweed,forb_forest,perennial_herb,,true,proposed:flora/forb_forest,EDGE:8 RUDERAL:2,"churchyard:contextual; forest_edge:ubiquitous; forest_track:ubiquitous; monastery_yard:contextual; outbuildings:contextual; peasant_homestead:contextual; road:contextual; rural_yard:contextual; town_courtyard:contextual; town_street:contextual; town_wall_edge:contextual; village_lane:contextual | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,7 8,8 9,"{""winter"":""сухие бурые стебли с пустыми стручками на гарях"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VII–VIII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",сухие бурые стебли с пустыми стручками на гарях,"сплошные розово-лиловые заросли на гарях и вырубках; осенью летит пух","медонос;пух (реконструкция)",не засвидетельствовано для Новгорода XIII в.,,,,not_food,охапка,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/3188783 ; https://en.wikipedia.org/wiki/Chamerion_angustifolium",C,3188783,192,candidate,"«копорский чай» — поздняя практика (XVIII в.), для 1230 не использовать"
fl_hb_solidago_virgaurea,золотарник обыкновенный,Solidago virgaurea,goldenrod,forb_forest,perennial_herb,,true,proposed:flora/forb_forest,EDGE:2 PINEDRY:2,"conifer_woodland:contextual; forest_edge:contextual; forest_track:contextual | seasons: spring,summer,autumn",5 6 7 8 9 10,7 8 9,9 10,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VII–VIII)"",""autumn"":""цветёт/колосится (IX); плодоносит/спороносит (IX–X)""}",,жёлтые кисти по сухим опушкам,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/6446462 ; https://en.wikipedia.org/wiki/Solidago_virgaurea",C,6446462,969,candidate,S. canadensis — поздний интродуцент (denylist)
fl_hb_heracleum_sibiricum,борщевик сибирский,Heracleum sibiricum,Siberian hogweed,forb_meadow,biennial_herb,,true,proposed:flora/forb_meadow,MEADOW:4 EDGE:2 BANK:2,"bridge_crossing:contextual; ferry_landing:contextual; fishing_camp:contextual; floodplain_meadow:common; forest_edge:contextual; forest_track:contextual; hay_meadow:common; lake_shore:contextual; riverbank:contextual | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,6 7 8,8 9,"{""winter"":""сухие зонтики и полые стебли стоят над снегом"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VIII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",сухие зонтики и полые стебли стоят над снегом,"крупные рассечённые листья, белые зонтики выше пояса на пойменных лугах",молодые черешки и листья в варево (реконструкция),не засвидетельствовано для Новгорода XIII в.,сок на солнце может вызывать ожоги кожи,fl_hb_angelica_sylvestris fl_hb_cicuta_virosa,"fl_hb_angelica_sylvestris,fl_hb_cicuta_virosa: другие зонтичные, в т.ч. смертельно ядовитый вех",edible_after_processing,охапка,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/6027427 ; https://en.wikipedia.org/wiki/Heracleum_sibiricum",C,6027427,634,candidate,борщевик Сосновского — поздний интродуцент (denylist)
fl_hb_angelica_sylvestris,дудник лесной,Angelica sylvestris,wild angelica,forb_wetland,perennial_herb,,true,proposed:flora/forb_wetland,WETMEADOW:4 EDGE:2 BANK:2,"bridge_crossing:contextual; ferry_landing:contextual; fishing_camp:contextual; floodplain_meadow:common; forest_edge:contextual; forest_track:contextual; lake_shore:contextual; marshy_stream:common; riverbank:contextual | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,7 8,8 9,"{""winter"":""полые сухие стебли-дудки над снегом"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VII–VIII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",полые сухие стебли-дудки над снегом,высокие пурпурные полые стебли с шаровидными белыми зонтиками,,не засвидетельствовано для Новгорода XIII в.,,fl_hb_cicuta_virosa,fl_hb_cicuta_virosa: смертельно ядовитый вех на тех же сырых местах,not_food_lookalike_risk,охапка,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/5371818 ; https://en.wikipedia.org/wiki/Angelica_sylvestris",C,5371818,974,candidate,
fl_hb_anthriscus_sylvestris,купырь лесной,Anthriscus sylvestris,cow parsley,forb_meadow,perennial_herb,,true,proposed:flora/forb_meadow,MEADOW:4 EDGE:4 RUDERAL:2,"churchyard:contextual; floodplain_meadow:common; forest_edge:common; forest_track:common; hay_meadow:common; monastery_yard:contextual; outbuildings:contextual; peasant_homestead:contextual; road:contextual; rural_yard:contextual; town_courtyard:contextual; town_street:contextual; town_wall_edge:contextual; village_lane:contextual | seasons: spring,summer,autumn",4 5 6 7 8 9 10,5 6,6 7,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""цветёт/колосится (V)"",""summer"":""цветёт/колосится (VI); плодоносит/спороносит (VI–VII)"",""autumn"":""вегетирует""}",,ранние белые кружевные зонтики по лугам и опушкам,,не засвидетельствовано для Новгорода XIII в.,,fl_hb_conium_maculatum,fl_hb_conium_maculatum: сходный ядовитый болиголов,not_food_lookalike_risk,охапка,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/5371742 ; https://en.wikipedia.org/wiki/Anthriscus_sylvestris",C,5371742,1806,candidate,без уверенной идентификации не еда
fl_hb_aegopodium_podagraria,сныть обыкновенная,Aegopodium podagraria,ground elder,forb_forest,perennial_herb,,true,proposed:flora/forb_forest,BROADLEAF:8 MIXED:4 EDGE:4 GARDEN:2,"broadleaf_woodland:ubiquitous; forest_edge:common; forest_track:common; hunting_ground:common; mixed_woodland:common; orchard_garden:contextual | seasons: spring,summer,autumn",4 5 6 7 8 9 10,6 7,7 8,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VII); плодоносит/спороносит (VII–VIII)"",""autumn"":""вегетирует""}",,"сплошной покров тройчатых листьев под лиственными деревьями, белые зонтики","молодые листья в похлёбку (MASTER C, осторожная реконструкция)",не засвидетельствовано для Новгорода XIII в.,,fl_hb_conium_maculatum fl_hb_cicuta_virosa,"fl_hb_conium_maculatum,fl_hb_cicuta_virosa: ядовитые зонтичные",edible_fresh,охапка,"ед. сбора для материализации; количество задаёт код",MASTER: сныть как пища (C),"master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0056 ; https://www.gbif.org/species/3034620 ; https://en.wikipedia.org/wiki/Aegopodium_podagraria",C,3034620,2113,candidate,
fl_hb_conium_maculatum,болиголов пятнистый,Conium maculatum,poison hemlock,forb_ruderal,biennial_herb,,true,proposed:flora/forb_ruderal,RUDERAL:1,"churchyard:rare; monastery_yard:rare; outbuildings:rare; peasant_homestead:rare; road:rare; rural_yard:rare; town_courtyard:rare; town_street:rare; town_wall_edge:rare; village_lane:rare | seasons: spring,summer,autumn",5 6 7 8 9 10,6 7 8,8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VIII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,"гладкий стебель с красно-бурыми пятнами, «мышиный» запах растёртых листьев",,не засвидетельствовано для Новгорода XIII в.,смертельно ядовит всеми частями,fl_hb_anthriscus_sylvestris fl_hb_aegopodium_podagraria fl_hb_heracleum_sibiricum,"fl_hb_anthriscus_sylvestris,fl_hb_aegopodium_podagraria,fl_hb_heracleum_sibiricum: съедобные или безвредные зонтичные",poisonous,пучок,"ед. сбора для материализации; количество задаёт код","WK: ядовит; присутствие в Новгородской земле XIII в. не подтверждено — редкий рудерал","wk:claim:final-nature-poison-hemlock-is-a-toxic-plant-and-its-parts-are-not-food ; https://www.gbif.org/species/3034807 ; https://en.wikipedia.org/wiki/Conium_maculatum",C,3034807,73,candidate,
fl_hb_cicuta_virosa,вех ядовитый (цикута),Cicuta virosa,cowbane,forb_wetland,perennial_herb,,true,proposed:flora/forb_wetland,SHORE:2 FEN:2,"bog:contextual; fishing_camp:contextual; lake_shore:contextual; marshy_stream:contextual; riverbank:contextual | seasons: spring,summer,autumn",5 6 7 8 9 10,7 8,8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VII–VIII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,"толстое корневище с поперечными полостями, жёлтый сок; растёт в воде у берега",,не засвидетельствовано для Новгорода XIII в.,"смертельно ядовит (цикутоксин), особенно корневище",fl_hb_sium_latifolium fl_hb_angelica_sylvestris fl_hb_heracleum_sibiricum,"fl_hb_sium_latifolium,fl_hb_angelica_sylvestris,fl_hb_heracleum_sibiricum: другие водные и луговые зонтичные",poisonous,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/5371864 ; https://en.wikipedia.org/wiki/Cicuta_virosa",C,5371864,361,candidate,
fl_hb_sium_latifolium,поручейник широколистный,Sium latifolium,greater water-parsnip,forb_wetland,perennial_herb,,true,proposed:flora/forb_wetland,SHORE:2,"fishing_camp:contextual; lake_shore:contextual; marshy_stream:contextual; riverbank:contextual | seasons: spring,summer,autumn",5 6 7 8 9 10,7 8,8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VII–VIII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,зонтичное с перистыми листьями в воде у берега,,не засвидетельствовано для Новгорода XIII в.,считается ядовитым,fl_hb_cicuta_virosa,fl_hb_cicuta_virosa: смертельно ядовитый вех,poisonous,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/3034530 ; https://en.wikipedia.org/wiki/Sium_latifolium",C,3034530,192,candidate,
fl_hb_oenanthe_aquatica,омежник водный,Oenanthe aquatica,fine-leaved water-dropwort,forb_wetland,biennial_herb,,true,proposed:flora/forb_wetland,SHORE:2,"fishing_camp:contextual; lake_shore:contextual; marshy_stream:contextual; riverbank:contextual | seasons: spring,summer,autumn",5 6 7 8 9 10,6 7 8,8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VIII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,зонтичное в стоячей воде с тонкорассечёнными подводными листьями,,не засвидетельствовано для Новгорода XIII в.,ядовит,fl_hb_cicuta_virosa,fl_hb_cicuta_virosa: другое водное зонтичное,poisonous,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/5371888 ; https://en.wikipedia.org/wiki/Oenanthe_aquatica",C,5371888,119,candidate,
fl_hb_aconitum_septentrionale,борец северный (аконит),Aconitum septentrionale,northern wolfsbane,forb_forest,perennial_herb,,true,proposed:flora/forb_forest,MIXED:1 BROADLEAF:1,"broadleaf_woodland:rare; hunting_ground:rare; mixed_woodland:rare | seasons: spring,summer,autumn",5 6 7 8 9 10,6 7 8,8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VIII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,высокие лилово-фиолетовые «шлемики» цветков в сыром лесу,,не засвидетельствовано для Новгорода XIII в.,смертельно ядовит всеми частями,fl_hb_geranium_sylvaticum,fl_hb_geranium_sylvaticum: сходные пальчатые листья,poisonous,пучок,"ед. сбора для материализации; количество задаёт код","современный ареал; на северо-западе редок","https://www.gbif.org/species/6374443 ; https://en.wikipedia.org/wiki/Aconitum_septentrionale",C,6374443,219,candidate,
fl_hb_paris_quadrifolia,вороний глаз четырёхлистный,Paris quadrifolia,herb-Paris,forb_forest,perennial_herb,,true,proposed:flora/forb_forest,MIXED:2 BROADLEAF:2,"broadleaf_woodland:contextual; hunting_ground:contextual; mixed_woodland:contextual | seasons: spring,summer,autumn",5 6 7 8 9,5 6,7 8,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""цветёт/колосится (V)"",""summer"":""цветёт/колосится (VI); плодоносит/спороносит (VII–VIII)"",""autumn"":""вегетирует""}",,четыре листа крестом и одна сине-чёрная ягода в центре,,не засвидетельствовано для Новгорода XIII в.,ягода и всё растение ядовиты,fl_br_vaccinium_myrtillus fl_br_vaccinium_uliginosum,"fl_br_vaccinium_myrtillus,fl_br_vaccinium_uliginosum: чёрно-синие съедобные ягоды",poisonous,горсть,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/5295911 ; https://en.wikipedia.org/wiki/Paris_quadrifolia",C,5295911,687,candidate,двойник черники
fl_hb_convallaria_majalis,ландыш майский,Convallaria majalis,lily of the valley,forb_forest,perennial_herb,,true,proposed:flora/forb_forest,MIXED:2 BROADLEAF:2 EDGE:2,"broadleaf_woodland:contextual; forest_edge:contextual; forest_track:contextual; hunting_ground:contextual; mixed_woodland:contextual | seasons: spring,summer,autumn",5 6 7 8 9 10,5 6,8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""цветёт/колосится (V)"",""summer"":""цветёт/колосится (VI); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,"пара широких листьев и кисть белых душистых колокольчиков; осенью красные ягоды",,не засвидетельствовано для Новгорода XIII в.,"ядовит (сердечные гликозиды), ягоды опасны",fl_hb_maianthemum_bifolium,"fl_hb_maianthemum_bifolium: сходные листья; ягоды похожи на красные ягоды",poisonous,горсть,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/7459480 ; https://en.wikipedia.org/wiki/Convallaria_majalis",C,7459480,1209,candidate,
fl_hb_maianthemum_bifolium,майник двулистный,Maianthemum bifolium,May lily,forb_forest,perennial_herb,,true,proposed:flora/forb_forest,CONIFER:8 MIXED:4,"conifer_woodland:ubiquitous; hunting_ground:ubiquitous; mixed_woodland:common | seasons: spring,summer,autumn",5 6 7 8 9 10,5 6,8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""цветёт/колосится (V)"",""summer"":""цветёт/колосится (VI); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,"два сердцевидных листа, белая кисточка; осенью красные крапчатые ягодки",,не засвидетельствовано для Новгорода XIII в.,ягоды слабо ядовиты,fl_hb_convallaria_majalis,fl_hb_convallaria_majalis: ландыш,poisonous,горсть,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/2769317 ; https://en.wikipedia.org/wiki/Maianthemum_bifolium",C,2769317,727,candidate,
