# Authored selection seed (candidate). One row per catalog item. Separator: '|'. Lines starting with '#' are comments.
# Columns: it_id|file|name_ru|name_en|cat|subcat|group|materials|technique|size|unit|mass|functions|owners|value|carry|marks|text_slot|master|v5|container|wk|bib|conf|note
# cat: v5 object code (cat_item_object_<cat>_v1) or proposed new code. mass: blank = v5 template mass; a:<v5 tpl> = mass of analogous v5 template; b = size-band default (policy). conf blank = derived from master/v5 evidence.
# marks: own=owner sign, mk=maker mark/stamp, orn=ornament, rep=repair, wear=wear, dmg=damage, ins=inscription slot (text only from pool). 'none' = typical item without distinguishing marks.
it_id|file|name_ru|name_en|cat|subcat|group|materials|technique|size|unit|mass|functions|owners|value|carry|marks|text_slot|master|v5|container|wk|bib|conf|note
it_ps_game_counter|personal|Круглая игровая фишка|round gaming counter|game_counter|games|PS_PLAY|bone_or_antler;wood;clay|carved;ground_sherd|tiny|piece|b|gaming|household_member;child|trifle|pouch|wear;dmg|none|MUS0005;OMI01893;OMI01894;OMI01086|||wk:material_culture:candidate-v7-novgorod-play-artefacts|SRC005;SRC024||
it_ps_game_board|personal|Доска для настольной игры|gaming board|game_board|games|PS_PLAY|wood|carved;incised|medium|piece|b|gaming|household_member|ordinary|not_carried|orn;wear;dmg|none|MUS0031|||wk:material_culture:candidate-v7-novgorod-play-artefacts|SRC005||
it_ps_knucklebone|personal|Бабка (астрагал)|knucklebone (astragal)|knucklebone|games|PS_PLAY|bone_or_antler|selected;ground|tiny|piece|b|playing_knucklebones|child|trifle|pouch|wear|none|MUS0012|||wk:material_culture:candidate-v7-novgorod-play-artefacts|SRC040;SRC005||
it_ps_spinning_top|personal|Деревянный волчок-кубарь|wooden spinning top|spinning_top|toys|PS_PLAY|wood|turned_on_lathe;carved|tiny|piece|b|play|child|trifle|pouch|wear;dmg|none|MUS0016;MSC0019|||claim:candidate-v7-museum-leather-balls-and-wooden-spinning-tops|SRC005||
it_ps_leather_ball|personal|Кожаный мяч с набивкой|stuffed leather ball|ball|toys|PS_PLAY|leather;wool;hair|sewn|small|piece|b|play|child|trifle|hand|rep;wear;dmg|none|MUS0019|||claim:candidate-v7-museum-leather-balls-and-wooden-spinning-tops|SRC061||
it_ps_wooden_ball|personal|Деревянный мяч|wooden ball|ball|toys|PS_PLAY|wood|turned_on_lathe|small|piece|b|play|child|trifle|hand|wear;dmg|none|MUS0023|||claim:candidate-v7-museum-leather-balls-and-wooden-spinning-tops|SRC005||
it_ps_toy_sword|personal|Деревянный игрушечный меч|wooden toy sword|toy_weapon|toys|PS_PLAY|wood|carved|small|piece|b|play|child|trifle|belt;hand|wear;dmg|none|MUS0026|||claim:candidate-v7-museum-individual-toy-types|SRC005||
it_ps_toy_bow|personal|Игрушечный лук|toy bow|toy_weapon|toys|PS_PLAY|wood;plant_fiber|carved|small|piece|b|play|child|trifle|hand|wear;dmg|none|MUS0018|||claim:candidate-v7-museum-individual-toy-types|SRC005||
it_ps_toy_horse|personal|Деревянный конь-игрушка|wooden toy horse|toy_figure|toys|PS_PLAY|wood|carved|small|piece|b|play|child|trifle|hand|wear;dmg|none|MUS0017|||claim:candidate-v7-museum-individual-toy-types|SRC005||
it_ps_toy_boat|personal|Деревянная лодочка-игрушка|wooden toy boat|toy_vehicle|toys|PS_PLAY|wood;textile|carved|small|piece|b|play|child|trifle|hand|wear;dmg|none|MUS0025|||claim:candidate-v7-museum-toy-vessel-sail-xi-xii;claim:candidate-v7-museum-individual-toy-types|SRC005||
it_ps_doll|personal|Деревянная кукла|wooden doll|toy_figure|toys|PS_PLAY|wood|carved|small|piece|b|play|child|trifle|hand|wear;dmg|none|MUS0015|||claim:candidate-v7-museum-individual-toy-types|SRC005||
it_ps_clay_whistle|personal|Глиняная свистулька|clay whistle|toy_whistle|toys|PS_PLAY|clay|fired_clay;modelled|tiny|piece|b|play;sound|child|trifle|pouch|wear;dmg|none|MUS0021|||claim:candidate-v7-museum-individual-toy-types|SRC024||
it_ps_clay_animal|personal|Глиняная фигурка животного|clay animal figurine|toy_figure|toys|PS_PLAY|clay|fired_clay;modelled|tiny|piece|b|play|child|trifle|pouch|wear;dmg|none|MUS0024|||claim:candidate-v7-museum-individual-toy-types|SRC024||
it_ps_bone_skates|personal|Костяные коньки (пара)|bone skates (pair)|bone_skate|winter_play|PS_PLAY|bone_or_antler;leather|ground;pierced|hand|pair|b|skating;winter_travel|child;household_member|trifle|worn_on_foot;hand|wear;dmg|none|MUS0022|||claim:settlement-skate-bone;claim:settlement-skate-footwear;claim:candidate-v7-museum-bone-skates-xii-xiii|SRC084||
it_ps_ice_grips|personal|Железные ледоходы (пара)|iron ice grips (pair)|ice_grip|winter_gear|PS_CARRY|iron;leather|forged|small|pair|b|walking_on_ice|household_member;traveller|trifle|worn_on_foot|wear;dmg;rep|none|MSC0032|||claim:settlement-ice-grip-footwear;claim:settlement-ice-grip-iron|SRC084||
it_ps_gusli_lyre|personal|Лирообразные гусли|lyre-shaped gusli|gusli|string_instruments|PS_MUSIC|wood;gut_or_metal_string|carved;hollowed|medium|piece|b|playing_music|musician;household_member;elite|valued|hand|own;orn;rep;wear;dmg|none|MUS0014;MUS0034|||claim:candidate-novgorod-museum-lyriform-gusli-xi-xiii-finds|SRC059;SRC058||
it_ps_gusli_wing|personal|Крыловидные гусли|wing-shaped gusli|gusli|string_instruments|PS_MUSIC|wood;gut_or_metal_string|carved;hollowed|medium|piece|b|playing_music|musician;household_member|valued|hand|own;orn;rep;wear;dmg|none|MUS0033|||claim:candidate-novgorod-museum-lyriform-gusli-xi-xiii-finds|SRC059||
it_ps_gusli_peg|personal|Колок гуслей|gusli tuning peg|instrument_part|string_instruments|PS_MUSIC|wood;bone_or_antler|carved|tiny|piece|b|tuning|musician|trifle|pouch|wear;dmg|none|MUS0009|||claim:candidate-novgorod-museum-lyriform-gusli-xi-xiii-finds|SRC059||
it_ps_gudok|personal|Гудок (смычковый инструмент)|gudok (bowed fiddle)|gudok|string_instruments|PS_MUSIC|wood;gut_or_metal_string|carved;hollowed|medium|piece|b|playing_music|musician|valued|hand|orn;rep;wear;dmg|none|MUS0036||||SRC058||
it_ps_gudok_bow|personal|Смычок гудка|gudok bow|instrument_part|string_instruments|PS_MUSIC|wood;horsehair|carved;bent_wood|small|piece|b|bowing|musician|trifle|hand|wear;dmg|none|MUS0035||||SRC058||
it_ps_pipe_wood|personal|Деревянная свирель|wooden pipe|pipe_flute|wind_instruments|PS_MUSIC|wood|carved;drilled|small|piece|b|playing_music;signalling|herder;child;musician|trifle|belt;pouch|orn;wear;dmg|none|MUS0030||||SRC058;SRC005||
it_ps_bone_flute|personal|Костяная флейта-свисток|bone whistle flute|pipe_flute|wind_instruments|PS_MUSIC|bone_or_antler|carved;drilled|tiny|piece|b|playing_music;signalling|herder;child;musician|trifle|pouch|wear;dmg|none|MUS0028;OMI00941;OMI00943||||SRC058||
it_ps_bagpipe|personal|Новгородская волынка|Novgorod bagpipe|bagpipe|wind_instruments|PS_MUSIC|wood;leather|carved;sewn|medium|piece|b|playing_music|musician|valued|hand|orn;rep;wear;dmg|none|MUS0029;MUS0008||||SRC060;SRC058|B|Master MUS0029 = A, основной источник SRC060 = B.
it_ps_double_pipe|personal|Двойная свирель|double pipe|pipe_flute|wind_instruments|PS_MUSIC|wood|carved;drilled|small|piece|b|playing_music|musician;herder|trifle|pouch|wear;dmg|none|MUS0020||||SRC058|C|Master MUS0020 = C.
it_ps_jaw_harp|personal|Варган|jaw harp|jaw_harp|idiophones|PS_MUSIC|iron|forged|tiny|piece|b|playing_music|musician;child|trifle|pouch|wear;dmg|none|MUS0032||||SRC058||
it_ps_frame_drum|personal|Бубен (рамный барабан)|frame drum|frame_drum|percussion|PS_MUSIC|wood;rawhide|bent_wood;stretched_skin|hand|piece|b|playing_music|musician|ordinary|hand|wear;dmg|none|MUS0037|||claim:material-water-rawhide-wet-dry|SRC058|C|Master MUS0037 = C (осторожная реконструкция).
it_ps_pilgrim_badge|personal|Паломнический знак (западный импорт)|pilgrim badge (western import)|pilgrim_badge|religious|PS_RELIGIOUS|tin_or_lead_alloy|cast|tiny|piece|b|devotion;souvenir|foreign_merchant;traveller|trifle|neck;pinned|orn;wear;dmg|none|FRN0032|||claim:casting-lead|SRC051;SRC075|C|Master FRN0032 = C.
